DBN,Grade,Year,Category,Number Tested,Mean Scale Score,Level 1 #,Level 1 %,Level 2 #,Level 2 %,Level 3 #,Level 3 %,Level 4 #,Level 4 %,Level 3+4 #,Level 3+4 %
01M015,5,2011,General Ed,22,670,4,18.2%,6,27.3%,12,54.5%,0,0%,12,54.5%
01M015,5,2011,Special Ed,3,s,s,s,s,s,s,s,s,s,s,s
01M015,6,2006,General Ed,29,642,8,27.6%,6,20.7%,15,51.7%,0,0%,15,51.7%
01M015,6,2006,Special Ed,10,631,2,20%,6,60%,2,20%,0,0%,2,20%
01M015,All Grades,2006,General Ed,108,,22,20.4%,29,26.9%,50,46.3%,7,6.5%,57,52.8%
01M015,All Grades,2006,Special Ed,50,,22,44%,21,42%,7,14%,0,0%,7,14%
01M015,All Grades,2007,General Ed,82,,6,7.3%,17,20.7%,49,59.8%,10,12.2%,59,72%
01M015,All Grades,2007,Special Ed,39,,10,25.6%,23,59%,6,15.4%,0,0%,6,15.4%
01M015,All Grades,2008,General Ed,86,,2,2.3%,20,23.3%,56,65.1%,8,9.3%,64,74.4%
01M015,All Grades,2008,Special Ed,28,,6,21.4%,12,42.9%,10,35.7%,0,0%,10,35.7%
01M015,All Grades,2009,General Ed,90,,4,4.4%,27,30%,50,55.6%,9,10%,59,65.6%
01M015,All Grades,2009,Special Ed,21,,2,9.5%,6,28.6%,12,57.1%,1,4.8%,13,61.9%
01M015,All Grades,2010,General Ed,70,,15,21.4%,31,44.3%,20,28.6%,4,5.7%,24,34.3%
01M015,All Grades,2010,Special Ed,20,,4,20%,12,60%,4,20%,0,0%,4,20%
01M015,All Grades,2011,General Ed,65,672,10,15.4%,28,43.1%,25,38.5%,2,3.1%,27,41.5%
01M015,All Grades,2011,Special Ed,16,653,8,50%,7,43.8%,1,6.3%,0,0%,1,6.3%
01M019,3,2006,General Ed,50,686,1,2%,5,10%,29,58%,15,30%,44,88%
01M019,3,2006,Special Ed,16,635,6,37.5%,5,31.3%,5,31.3%,0,0%,5,31.3%
01M019,3,2007,General Ed,39,680,1,2.6%,4,10.3%,26,66.7%,8,20.5%,34,87.2%
01M019,3,2007,Special Ed,5,s,s,s,s,s,s,s,s,s,s,s
01M019,3,2008,General Ed,39,684,0,0%,4,10.3%,28,71.8%,7,17.9%,35,89.7%
01M019,3,2008,Special Ed,12,651,0,0%,6,50%,6,50%,0,0%,6,50%
01M019,3,2009,General Ed,38,694,0,0%,0,0%,29,76.3%,9,23.7%,38,100%
01M019,3,2009,Special Ed,10,659,0,0%,3,30%,7,70%,0,0%,7,70%
01M019,3,2010,General Ed,29,679,3,10.3%,12,41.4%,12,41.4%,2,6.9%,14,48.3%
01M019,3,2010,Special Ed,7,692,0,0%,4,57.1%,2,28.6%,1,14.3%,3,42.9%
01M019,3,2011,General Ed,28,683,0,0%,20,71.4%,6,21.4%,2,7.1%,8,28.6%
01M019,3,2011,Special Ed,6,663,2,33.3%,3,50%,1,16.7%,0,0%,1,16.7%
01M019,4,2006,General Ed,38,673,0,0%,7,18.4%,22,57.9%,9,23.7%,31,81.6%
01M019,4,2006,Special Ed,23,635,6,26.1%,8,34.8%,9,39.1%,0,0%,9,39.1%
01M019,4,2007,General Ed,36,675,2,5.6%,5,13.9%,19,52.8%,10,27.8%,29,80.6%
01M019,4,2007,Special Ed,13,632,6,46.2%,3,23.1%,4,30.8%,0,0%,4,30.8%
01M019,4,2008,General Ed,37,671,2,5.4%,6,16.2%,23,62.2%,6,16.2%,29,78.4%
01M019,4,2008,Special Ed,12,652,2,16.7%,2,16.7%,8,66.7%,0,0%,8,66.7%
01M019,4,2009,General Ed,37,705,0,0%,0,0%,18,48.6%,19,51.4%,37,100%
01M019,4,2009,Special Ed,5,s,s,s,s,s,s,s,s,s,s,s
01M019,4,2010,General Ed,31,683,1,3.2%,11,35.5%,13,41.9%,6,19.4%,19,61.3%
01M019,4,2010,Special Ed,10,669,0,0%,6,60%,4,40%,0,0%,4,40%
01M019,4,2011,General Ed,33,685,1,3%,8,24.2%,20,60.6%,4,12.1%,24,72.7%
01M019,4,2011,Special Ed,6,661,1,16.7%,3,50%,2,33.3%,0,0%,2,33.3%
01M019,5,2006,General Ed,41,657,4,9.8%,14,34.1%,19,46.3%,4,9.8%,23,56.1%
01M019,5,2006,Special Ed,23,625,9,39.1%,7,30.4%,7,30.4%,0,0%,7,30.4%
01M019,5,2007,General Ed,36,680,0,0%,5,13.9%,21,58.3%,10,27.8%,31,86.1%
01M019,5,2007,Special Ed,17,636,4,23.5%,7,41.2%,4,23.5%,2,11.8%,6,35.3%
01M019,5,2008,General Ed,44,678,1,2.3%,4,9.1%,27,61.4%,12,27.3%,39,88.6%
01M019,5,2008,Special Ed,20,644,4,20%,6,30%,9,45%,1,5%,10,50%
01M019,5,2009,General Ed,33,701,0,0%,1,3%,14,42.4%,18,54.5%,32,97%
01M019,5,2009,Special Ed,9,652,2,22.2%,1,11.1%,6,66.7%,0,0%,6,66.7%
01M019,5,2010,General Ed,34,692,0,0%,5,14.7%,19,55.9%,10,29.4%,29,85.3%
01M019,5,2010,Special Ed,4,s,s,s,s,s,s,s,s,s,s,s
01M019,5,2011,General Ed,29,693,0,0%,7,24.1%,14,48.3%,8,27.6%,22,75.9%
01M019,5,2011,Special Ed,10,673,0,0%,5,50%,5,50%,0,0%,5,50%
01M019,6,2006,General Ed,36,661,3,8.3%,10,27.8%,17,47.2%,6,16.7%,23,63.9%
01M019,6,2006,Special Ed,11,633,2,18.2%,5,45.5%,4,36.4%,0,0%,4,36.4%
01M019,7,2006,General Ed,1,s,s,s,s,s,s,s,s,s,s,s
01M019,All Grades,2006,General Ed,166,,8,4.8%,37,22.3%,87,52.4%,34,20.5%,121,72.9%
01M019,All Grades,2006,Special Ed,73,,23,31.5%,25,34.2%,25,34.2%,0,0%,25,34.2%
01M019,All Grades,2007,General Ed,111,,3,2.7%,14,12.6%,66,59.5%,28,25.2%,94,84.7%
01M019,All Grades,2007,Special Ed,35,,11,31.4%,10,28.6%,12,34.3%,2,5.7%,14,40%
01M019,All Grades,2008,General Ed,120,,3,2.5%,14,11.7%,78,65%,25,20.8%,103,85.8%
01M019,All Grades,2008,Special Ed,44,,6,13.6%,14,31.8%,23,52.3%,1,2.3%,24,54.5%
01M019,All Grades,2009,General Ed,108,,0,0%,1,0.9%,61,56.5%,46,42.6%,107,99.1%
01M019,All Grades,2009,Special Ed,24,,4,16.7%,5,20.8%,15,62.5%,0,0%,15,62.5%
01M019,All Grades,2010,General Ed,94,,4,4.3%,28,29.8%,44,46.8%,18,19.1%,62,66%
01M019,All Grades,2010,Special Ed,21,,1,4.8%,13,61.9%,6,28.6%,1,4.8%,7,33.3%
01M019,All Grades,2011,General Ed,90,687,1,1.1%,35,38.9%,40,44.4%,14,15.6%,54,60%
01M019,All Grades,2011,Special Ed,22,667,3,13.6%,11,50%,8,36.4%,0,0%,8,36.4%
01M020,3,2006,General Ed,102,678,1,1%,12,11.8%,63,61.8%,26,25.5%,89,87.3%
01M020,3,2006,Special Ed,13,647,2,15.4%,4,30.8%,7,53.8%,0,0%,7,53.8%
01M020,3,2007,General Ed,93,681,3,3.2%,9,9.7%,59,63.4%,22,23.7%,81,87.1%
01M020,3,2007,Special Ed,13,680,0,0%,1,7.7%,10,76.9%,2,15.4%,12,92.3%
01M020,3,2008,General Ed,71,686,2,2.8%,1,1.4%,51,71.8%,17,23.9%,68,95.8%
01M020,3,2008,Special Ed,11,678,0,0%,1,9.1%,9,81.8%,1,9.1%,10,90.9%
01M020,3,2009,General Ed,87,688,2,2.3%,1,1.1%,69,79.3%,15,17.2%,84,96.6%
01M020,3,2009,Special Ed,14,658,1,7.1%,4,28.6%,9,64.3%,0,0%,9,64.3%
01M020,3,2010,General Ed,78,689,6,7.7%,24,30.8%,36,46.2%,12,15.4%,48,61.5%
01M020,3,2010,Special Ed,17,668,6,35.3%,9,52.9%,1,5.9%,1,5.9%,2,11.8%
01M020,3,2011,General Ed,67,683,4,6%,26,38.8%,31,46.3%,6,9%,37,55.2%
01M020,3,2011,Special Ed,14,679,3,21.4%,3,21.4%,8,57.1%,0,0%,8,57.1%
01M020,4,2006,General Ed,94,679,2,2.1%,9,9.6%,59,62.8%,24,25.5%,83,88.3%
01M020,4,2006,Special Ed,11,648,1,9.1%,4,36.4%,6,54.5%,0,0%,6,54.5%
01M020,4,2007,General Ed,90,676,1,1.1%,17,18.9%,56,62.2%,16,17.8%,72,80%
01M020,4,2007,Special Ed,15,651,2,13.3%,5,33.3%,8,53.3%,0,0%,8,53.3%
01M020,4,2008,General Ed,88,674,4,4.5%,9,10.2%,64,72.7%,11,12.5%,75,85.2%
01M020,4,2008,Special Ed,10,667,0,0%,2,20%,7,70%,1,10%,8,80%
01M020,4,2009,General Ed,68,688,1,1.5%,5,7.4%,40,58.8%,22,32.4%,62,91.2%
01M020,4,2009,Special Ed,10,667,2,20%,0,0%,7,70%,1,10%,8,80%
01M020,4,2010,General Ed,82,682,3,3.7%,30,36.6%,33,40.2%,16,19.5%,49,59.8%
01M020,4,2010,Special Ed,12,660,2,16.7%,6,50%,4,33.3%,0,0%,4,33.3%
01M020,4,2011,General Ed,79,686,2,2.5%,26,32.9%,36,45.6%,15,19%,51,64.6%
01M020,4,2011,Special Ed,16,644,5,31.3%,10,62.5%,0,0%,1,6.3%,1,6.3%
01M020,5,2006,General Ed,85,676,3,3.5%,13,15.3%,48,56.5%,21,24.7%,69,81.2%
01M020,5,2006,Special Ed,15,638,4,26.7%,6,40%,5,33.3%,0,0%,5,33.3%
01M020,5,2007,General Ed,86,676,3,3.5%,13,15.1%,49,57%,21,24.4%,70,81.4%
01M020,5,2007,Special Ed,8,661,0,0%,1,12.5%,7,87.5%,0,0%,7,87.5%
01M020,5,2008,General Ed,79,681,0,0%,4,5.1%,59,74.7%,16,20.3%,75,94.9%
01M020,5,2008,Special Ed,14,646,1,7.1%,7,50%,6,42.9%,0,0%,6,42.9%
01M020,5,2009,General Ed,73,686,0,0%,3,4.1%,51,69.9%,19,26%,70,95.9%
01M020,5,2009,Special Ed,11,672,0,0%,1,9.1%,9,81.8%,1,9.1%,10,90.9%
01M020,5,2010,General Ed,65,688,2,3.1%,18,27.7%,25,38.5%,20,30.8%,45,69.2%
01M020,5,2010,Special Ed,10,688,1,10%,3,30%,3,30%,3,30%,6,60%
01M020,5,2011,General Ed,70,692,2,2.9%,18,25.7%,29,41.4%,21,30%,50,71.4%
01M020,5,2011,Special Ed,12,658,3,25%,4,33.3%,5,41.7%,0,0%,5,41.7%
01M020,6,2006,General Ed,109,667,8,7.3%,19,17.4%,66,60.6%,16,14.7%,82,75.2%
01M020,6,2006,Special Ed,16,642,2,12.5%,7,43.8%,7,43.8%,0,0%,7,43.8%
01M020,All Grades,2006,General Ed,390,,14,3.6%,53,13.6%,236,60.5%,87,22.3%,323,82.8%
01M020,All Grades,2006,Special Ed,55,,9,16.4%,21,38.2%,25,45.5%,0,0%,25,45.5%
01M020,All Grades,2007,General Ed,269,,7,2.6%,39,14.5%,164,61%,59,21.9%,223,82.9%
01M020,All Grades,2007,Special Ed,36,,2,5.6%,7,19.4%,25,69.4%,2,5.6%,27,75%
01M020,All Grades,2008,General Ed,238,,6,2.5%,14,5.9%,174,73.1%,44,18.5%,218,91.6%
01M020,All Grades,2008,Special Ed,35,,1,2.9%,10,28.6%,22,62.9%,2,5.7%,24,68.6%
01M020,All Grades,2009,General Ed,228,,3,1.3%,9,3.9%,160,70.2%,56,24.6%,216,94.7%
01M020,All Grades,2009,Special Ed,35,,3,8.6%,5,14.3%,25,71.4%,2,5.7%,27,77.1%
01M020,All Grades,2010,General Ed,225,,11,4.9%,72,32%,94,41.8%,48,21.3%,142,63.1%
01M020,All Grades,2010,Special Ed,39,,9,23.1%,18,46.2%,8,20.5%,4,10.3%,12,30.8%
01M020,All Grades,2011,General Ed,216,687,8,3.7%,70,32.4%,96,44.4%,42,19.4%,138,63.9%
01M020,All Grades,2011,Special Ed,42,660,11,26.2%,17,40.5%,13,31%,1,2.4%,14,33.3%
01M034,3,2006,General Ed,28,670,0,0%,6,21.4%,18,64.3%,4,14.3%,22,78.6%
01M034,3,2006,Special Ed,7,617,3,42.9%,1,14.3%,3,42.9%,0,0%,3,42.9%
01M034,3,2007,General Ed,32,664,1,3.1%,7,21.9%,21,65.6%,3,9.4%,24,75%
01M034,3,2007,Special Ed,11,651,2,18.2%,3,27.3%,5,45.5%,1,9.1%,6,54.5%
01M034,3,2008,General Ed,32,674,1,3.1%,3,9.4%,24,75%,4,12.5%,28,87.5%
01M034,3,2008,Special Ed,2,s,s,s,s,s,s,s,s,s,s,s
01M034,3,2009,General Ed,31,692,0,0%,1,3.2%,22,71%,8,25.8%,30,96.8%
01M034,3,2009,Special Ed,6,671,0,0%,1,16.7%,5,83.3%,0,0%,5,83.3%
01M034,3,2010,General Ed,25,732,0,0%,0,0%,8,32%,17,68%,25,100%
01M034,3,2010,Special Ed,7,681,0,0%,5,71.4%,2,28.6%,0,0%,2,28.6%
01M034,3,2011,General Ed,23,708,0,0%,0,0%,15,65.2%,8,34.8%,23,100%
01M034,3,2011,Special Ed,4,s,s,s,s,s,s,s,s,s,s,s
01M034,4,2006,General Ed,28,671,1,3.6%,3,10.7%,21,75%,3,10.7%,24,85.7%
01M034,4,2006,Special Ed,12,609,7,58.3%,4,33.3%,1,8.3%,0,0%,1,8.3%
01M034,4,2007,General Ed,27,676,2,7.4%,3,11.1%,17,63%,5,18.5%,22,81.5%
01M034,4,2007,Special Ed,6,630,2,33.3%,3,50%,1,16.7%,0,0%,1,16.7%
01M034,4,2008,General Ed,35,662,0,0%,11,31.4%,21,60%,3,8.6%,24,68.6%
01M034,4,2008,Special Ed,8,668,1,12.5%,1,12.5%,5,62.5%,1,12.5%,6,75%
01M034,4,2009,General Ed,35,691,2,5.7%,3,8.6%,20,57.1%,10,28.6%,30,85.7%
01M034,4,2009,Special Ed,1,s,s,s,s,s,s,s,s,s,s,s
01M034,4,2010,General Ed,28,682,1,3.6%,10,35.7%,11,39.3%,6,21.4%,17,60.7%
01M034,4,2010,Special Ed,10,668,0,0%,8,80%,1,10%,1,10%,2,20%
01M034,4,2011,General Ed,22,696,0,0%,4,18.2%,11,50%,7,31.8%,18,81.8%
01M034,4,2011,Special Ed,13,667,0,0%,10,76.9%,3,23.1%,0,0%,3,23.1%
01M034,5,2006,General Ed,37,654,1,2.7%,14,37.8%,21,56.8%,1,2.7%,22,59.5%
01M034,5,2006,Special Ed,19,626,5,26.3%,11,57.9%,3,15.8%,0,0%,3,15.8%
01M034,5,2007,General Ed,24,659,2,8.3%,5,20.8%,16,66.7%,1,4.2%,17,70.8%
01M034,5,2007,Special Ed,13,626,5,38.5%,6,46.2%,2,15.4%,0,0%,2,15.4%
01M034,5,2008,General Ed,24,679,0,0%,2,8.3%,18,75%,4,16.7%,22,91.7%
01M034,5,2008,Special Ed,7,616,3,42.9%,3,42.9%,1,14.3%,0,0%,1,14.3%
01M034,5,2009,General Ed,32,674,0,0%,2,6.3%,27,84.4%,3,9.4%,30,93.8%
01M034,5,2009,Special Ed,12,665,1,8.3%,4,33.3%,4,33.3%,3,25%,7,58.3%
01M034,5,2010,General Ed,29,685,1,3.4%,11,37.9%,11,37.9%,6,20.7%,17,58.6%
01M034,5,2010,Special Ed,5,s,s,s,s,s,s,s,s,s,s,s
01M034,5,2011,General Ed,27,679,1,3.7%,9,33.3%,14,51.9%,3,11.1%,17,63%
01M034,5,2011,Special Ed,10,664,1,10%,6,60%,2,20%,1,10%,3,30%
01M034,6,2006,General Ed,44,653,1,2.3%,24,54.5%,15,34.1%,4,9.1%,19,43.2%
01M034,6,2006,Special Ed,10,591,7,70%,3,30%,0,0%,0,0%,0,0%
01M034,6,2007,General Ed,46,652,3,6.5%,18,39.1%,24,52.2%,1,2.2%,25,54.3%
01M034,6,2007,Special Ed,18,619,8,44.4%,5,27.8%,5,27.8%,0,0%,5,27.8%
01M034,6,2008,General Ed,38,660,4,10.5%,10,26.3%,21,55.3%,3,7.9%,24,63.2%
01M034,6,2008,Special Ed,21,618,6,28.6%,12,57.1%,3,14.3%,0,0%,3,14.3%
01M034,6,2009,General Ed,34,667,0,0%,10,29.4%,21,61.8%,3,8.8%,24,70.6%
01M034,6,2009,Special Ed,17,625,6,35.3%,7,41.2%,4,23.5%,0,0%,4,23.5%
01M034,6,2010,General Ed,40,666,2,5%,23,57.5%,12,30%,3,7.5%,15,37.5%
01M034,6,2010,Special Ed,16,654,5,31.3%,7,43.8%,3,18.8%,1,6.3%,4,25%
01M034,6,2011,General Ed,36,682,2,5.6%,8,22.2%,19,52.8%,7,19.4%,26,72.2%
01M034,6,2011,Special Ed,8,684,0,0%,1,12.5%,5,62.5%,2,25%,7,87.5%
01M034,7,2006,General Ed,36,645,2,5.6%,18,50%,16,44.4%,0,0%,16,44.4%
01M034,7,2006,Special Ed,12,602,5,41.7%,6,50%,1,8.3%,0,0%,1,8.3%
01M034,7,2007,General Ed,46,647,4,8.7%,19,41.3%,19,41.3%,4,8.7%,23,50%
01M034,7,2007,Special Ed,10,624,4,40%,3,30%,3,30%,0,0%,3,30%
01M034,7,2008,General Ed,50,670,0,0%,6,12%,38,76%,6,12%,44,88%
01M034,7,2008,Special Ed,19,645,1,5.3%,9,47.4%,9,47.4%,0,0%,9,47.4%
01M034,7,2009,General Ed,40,667,2,5%,5,12.5%,28,70%,5,12.5%,33,82.5%
01M034,7,2009,Special Ed,20,635,3,15%,11,55%,6,30%,0,0%,6,30%
01M034,7,2010,General Ed,34,670,1,2.9%,16,47.1%,14,41.2%,3,8.8%,17,50%
01M034,7,2010,Special Ed,17,640,9,52.9%,6,35.3%,2,11.8%,0,0%,2,11.8%
01M034,7,2011,General Ed,37,671,0,0%,16,43.2%,19,51.4%,2,5.4%,21,56.8%
01M034,7,2011,Special Ed,18,649,6,33.3%,8,44.4%,3,16.7%,1,5.6%,4,22.2%
01M034,8,2006,General Ed,38,631,8,21.1%,22,57.9%,8,21.1%,0,0%,8,21.1%
01M034,8,2006,Special Ed,28,598,21,75%,6,21.4%,1,3.6%,0,0%,1,3.6%
01M034,8,2007,General Ed,41,639,11,26.8%,16,39%,12,29.3%,2,4.9%,14,34.1%
01M034,8,2007,Special Ed,7,619,4,57.1%,2,28.6%,1,14.3%,0,0%,1,14.3%
01M034,8,2008,General Ed,47,651,1,2.1%,23,48.9%,21,44.7%,2,4.3%,23,48.9%
01M034,8,2008,Special Ed,7,633,2,28.6%,3,42.9%,2,28.6%,0,0%,2,28.6%
01M034,8,2009,General Ed,49,660,2,4.1%,13,26.5%,32,65.3%,2,4.1%,34,69.4%
01M034,8,2009,Special Ed,18,633,6,33.3%,5,27.8%,7,38.9%,0,0%,7,38.9%
01M034,8,2010,General Ed,40,653,10,25%,23,57.5%,6,15%,1,2.5%,7,17.5%
01M034,8,2010,Special Ed,19,647,6,31.6%,13,68.4%,0,0%,0,0%,0,0%
01M034,8,2011,General Ed,34,663,6,17.6%,17,50%,11,32.4%,0,0%,11,32.4%
01M034,8,2011,Special Ed,14,603,9,64.3%,5,35.7%,0,0%,0,0%,0,0%
01M034,All Grades,2006,General Ed,211,,13,6.2%,87,41.2%,99,46.9%,12,5.7%,111,52.6%
01M034,All Grades,2006,Special Ed,88,,48,54.5%,31,35.2%,9,10.2%,0,0%,9,10.2%
01M034,All Grades,2007,General Ed,216,,23,10.6%,68,31.5%,109,50.5%,16,7.4%,125,57.9%
01M034,All Grades,2007,Special Ed,65,,25,38.5%,22,33.8%,17,26.2%,1,1.5%,18,27.7%
01M034,All Grades,2008,General Ed,226,,6,2.7%,55,24.3%,143,63.3%,22,9.7%,165,73%
01M034,All Grades,2008,Special Ed,64,,14,21.9%,29,45.3%,20,31.3%,1,1.6%,21,32.8%
01M034,All Grades,2009,General Ed,221,,6,2.7%,34,15.4%,150,67.9%,31,14%,181,81.9%
01M034,All Grades,2009,Special Ed,74,,16,21.6%,28,37.8%,27,36.5%,3,4.1%,30,40.5%
01M034,All Grades,2010,General Ed,196,,15,7.7%,83,42.3%,62,31.6%,36,18.4%,98,50%
01M034,All Grades,2010,Special Ed,74,,20,27%,43,58.1%,8,10.8%,3,4.1%,11,14.9%
01M034,All Grades,2011,General Ed,179,681,9,5%,54,30.2%,89,49.7%,27,15.1%,116,64.8%
01M034,All Grades,2011,Special Ed,67,653,16,23.9%,30,44.8%,15,22.4%,6,9%,21,31.3%
01M063,3,2006,General Ed,27,667,1,3.7%,6,22.2%,18,66.7%,2,7.4%,20,74.1%
01M063,3,2006,Special Ed,7,608,4,57.1%,2,28.6%,1,14.3%,0,0%,1,14.3%
01M063,3,2007,General Ed,29,680,0,0%,0,0%,24,82.8%,5,17.2%,29,100%
01M063,3,2007,Special Ed,5,s,s,s,s,s,s,s,s,s,s,s
01M063,3,2008,General Ed,20,684,0,0%,2,10%,15,75%,3,15%,18,90%
01M063,3,2008,Special Ed,14,653,1,7.1%,6,42.9%,7,50%,0,0%,7,50%
01M063,3,2009,General Ed,29,685,0,0%,1,3.4%,23,79.3%,5,17.2%,28,96.6%
01M063,3,2009,Special Ed,15,665,0,0%,1,6.7%,14,93.3%,0,0%,14,93.3%
01M063,3,2010,General Ed,11,702,2,18.2%,2,18.2%,4,36.4%,3,27.3%,7,63.6%
01M063,3,2010,Special Ed,8,691,1,12.5%,2,25%,4,50%,1,12.5%,5,62.5%
01M063,3,2011,General Ed,15,682,0,0%,9,60%,5,33.3%,1,6.7%,6,40%
01M063,3,2011,Special Ed,8,683,0,0%,4,50%,4,50%,0,0%,4,50%
01M063,4,2006,General Ed,22,686,0,0%,2,9.1%,15,68.2%,5,22.7%,20,90.9%
01M063,4,2006,Special Ed,9,653,1,11.1%,4,44.4%,3,33.3%,1,11.1%,4,44.4%
01M063,4,2007,General Ed,23,670,1,4.3%,3,13%,17,73.9%,2,8.7%,19,82.6%
01M063,4,2007,Special Ed,7,631,3,42.9%,1,14.3%,3,42.9%,0,0%,3,42.9%
01M063,4,2008,General Ed,26,672,0,0%,6,23.1%,15,57.7%,5,19.2%,20,76.9%
01M063,4,2008,Special Ed,4,s,s,s,s,s,s,s,s,s,s,s
01M063,4,2009,General Ed,18,676,0,0%,5,27.8%,8,44.4%,5,27.8%,13,72.2%
01M063,4,2009,Special Ed,14,638,5,35.7%,2,14.3%,7,50%,0,0%,7,50%
01M063,4,2010,General Ed,29,708,0,0%,4,13.8%,12,41.4%,13,44.8%,25,86.2%
01M063,4,2010,Special Ed,14,674,3,21.4%,0,0%,11,78.6%,0,0%,11,78.6%
01M063,4,2011,General Ed,11,715,0,0%,1,9.1%,2,18.2%,8,72.7%,10,90.9%
01M063,4,2011,Special Ed,10,675,1,10%,4,40%,3,30%,2,20%,5,50%
01M063,5,2006,General Ed,23,666,1,4.3%,6,26.1%,13,56.5%,3,13%,16,69.6%
01M063,5,2006,Special Ed,9,629,3,33.3%,3,33.3%,2,22.2%,1,11.1%,3,33.3%
01M063,5,2007,General Ed,23,686,0,0%,2,8.7%,15,65.2%,6,26.1%,21,91.3%
01M063,5,2007,Special Ed,11,639,1,9.1%,6,54.5%,3,27.3%,1,9.1%,4,36.4%
01M063,5,2008,General Ed,18,663,0,0%,3,16.7%,14,77.8%,1,5.6%,15,83.3%
01M063,5,2008,Special Ed,5,s,s,s,s,s,s,s,s,s,s,s
01M063,5,2009,General Ed,22,676,0,0%,4,18.2%,14,63.6%,4,18.2%,18,81.8%
01M063,5,2009,Special Ed,6,673,0,0%,0,0%,6,100%,0,0%,6,100%
01M063,5,2010,General Ed,15,684,1,6.7%,6,40%,5,33.3%,3,20%,8,53.3%
01M063,5,2010,Special Ed,9,654,2,22.2%,4,44.4%,3,33.3%,0,0%,3,33.3%
01M063,5,2011,General Ed,21,705,0,0%,1,4.8%,8,38.1%,12,57.1%,20,95.2%
01M063,5,2011,Special Ed,12,660,3,25%,7,58.3%,2,16.7%,0,0%,2,16.7%
01M063,6,2006,General Ed,21,680,0,0%,2,9.5%,15,71.4%,4,19%,19,90.5%
01M063,6,2006,Special Ed,6,646,0,0%,3,50%,3,50%,0,0%,3,50%
