PAGE,PROGRAM,STATECITY_SECTION8_FLAG,White Families,Black Families,Hispanic Families,Asian Families,Other Races Families,Total Families,White Female Headed Families,Black Female Headed Families,Hispanic Female Headed Families,Asian Female Headed Families,Other Races Female Headed Families,Total Female Headed Families,White Male Headed Families,Black Male Headed Families,Hispanic Male Headed Families,Asian Male Headed Families,Other Races Male Headed Families,Total Male Headed Families,White Population,Black Population,Hispanic Population,Asian Population,Other Races Population,Total Population,Average White Family Size,Average Black Family Size,Average Hispanic Family Size,Average Asian Family Size,Average Other Races Family Size,Average Family Size,White Minors Under 18,Black Minors Under 18,Hispanic Minors Under 18,Asian Minors Under 18,Other Races Minors Under 18,Total Minors Under 18,Average Minors per White Family,Average Minors per Black Family,Average Minors per Hispanic Family,Average Minors per Asian Family,Average Minors per Other Races Family,Average Minors per Family,White Minors as Percent of Population,Black Minors as Percent of Population,Hispanic Minors as Percent of Population,Asian Minors as Percent of Population,Other Races Minors as Percent of Population,Total Minors as Percent of Population,White Average Total Gross Income,Black Average Total Gross Income,Hispanic Average Total Gross Income,Asian Average Total Gross Income,Other Races Average Total Gross Income,All Average Total Gross Income,White Average Gross Rent,Black Average Gross Rent,Hispanic Average Gross Rent,Asian Average Gross Rent,Other Races Average Gross Rent,All Average Gross Rent,White HOH 62 Years and Over,Black HOH 62 Years and Over,Hispanic HOH 62 Years and Over,Asian HOH 62 Years and Over,Other Races HOH 62 Years and Over,Total HOH 62 Years and Over,White HOH 62 Years and Over as Percent of Families,Black HOH 62 Years and Over as Percent of Families,Hispanic HOH 62 Years and Over as Percent of Families,Asian HOH 62 Years and Over as Percent of Families,Other Races HOH 62 Years and Over as Percent of Families,Total HOH 62 Years and Over as Percent of Families,White Female Headed HOH 62 Years and Over,Black Female Headed HOH 62 Years and Over,Hispanic Female Headed HOH 62 Years and Over,Asian Female Headed HOH 62 Years and Over,Other Races Female Headed HOH 62 Years and Over,Total Female Headed HOH 62 Years and Over,White Male Headed HOH 62 Years and Over,Black Male Headed HOH 62 Years and Over,Hispanic Male Headed HOH 62 Years and Over,Asian Male Headed HOH 62 Years and Over,Other Races Male Headed HOH 62 Years and Over,Total Male Headed HOH 62 Years and Over,White Elderly Single Person Families,Black Elderly Single Person Families,Hispanic Elderly Single Person Families,Asian Elderly Single Person Families,Other Races Elderly Single Person Families,Total Elderly Single Person Families,White Elderly Population,Black Elderly Population,Hispanic Elderly Population,Asian Elderly Population,Other Races Elderly Population,Total Elderly Population,White 62 Years and Over as Percent of Population,Black 62 Years and Over as Percent of Population,Hispanic 62 Years and Over as Percent of Population,Asian 62 Years and Over as Percent of Population,Other Races 62 Years and Over as Percent of Population,Total 62 Years and Over as Percent of Population,White Families on Welfare,Black Families on Welfare,Hispanic Families on Welfare,Asian Families on Welfare,Other Races Families on Welfare,Total Families on Welfare,White Families on Welfare and HOH Elderly,Black Families on Welfare and HOH Elderly,Hispanic Families on Welfare and HOH Elderly,Asian Families on Welfare and HOH Elderly,Other Races Families on Welfare and HOH Elderly,Total Families on Welfare and HOH Elderly,White Families on Full Welfare,Black Families on Full Welfare,Hispanic Families on Full Welfare,Asian Families on Full Welfare,Other Races Families on Full Welfare,Total Families on Full Welfare,White Families on Welfare as Percent of Families,Black Families on Welfare as Percent of Families,Hispanic Families on Welfare as Percent of Families,Asian Families on Welfare as Percent of Families,Other Races Families on Welfare as Percent of Families,Total Families on Welfare as Percent of Families,White Single Parent/Grandparent with Minors,Black Single Parent/Grandparent with Minors,Hispanic Single Parent/Grandparent with Minors,Asian Single Parent/Grandparent Families with Minors,Other Races Single Parent/Grandparent with Minors,Total Single Parent/Grandparent Families with Minors,White Female Headed Single Parent/Grandparent with Minors,Black Female Headed Single Parent/Grandparent with Minors,Hispanic Female Headed Single Parent/Grandparent with Minors,Asian Female Headed Single Parent/Grandparent with Minors,Other Races Female Headed Single Parent/Grandparent with Minors,Total Female Headed Single Parent/Grandparent with Minors,White Male Headed Single Parent/Grandparent with Minors,Black Male Headed Single Parent/Grandparent with Minors,Hispanic Male Headed Single Parent/Grandparent with Minors,Asian Male Headed Single Parent/Grandparent with Minors,Other Races Male Headed Single Parent/Grandparent with Minors,Total Male Headed Single Parent/Grandparent with Minors,White Single Parent/Grandparent Families on Welfare,Black Single Parent/Grandparent Families on Welfare,Hispanic Single Parent/Grandparent Families on Welfare,Asian Single Parent/Grandparent Families on Welfare,Other Races Single Parent/Grandparent Families on Welfare,Total Single Parent/Grandparent Families on Welfare,White Single Parent/Grandparent with Minors as % of Families,Black Single Parent/Grandparent with Minors as % of Families,Hispanic Single Parent/Grandparent with Minors as % of Families,Asian Single Parent/Grandparent with Minors as % of Families,Other Races Single Parent/Grandpare with Minors as % of Families,Total Single Parent/Grandparent with Minors as % of Families,White Families - 1 or More Employed,Black Families - 1 or More Employed,Hispanic Families - 1 or More Employed,Asian Families - 1 or More Employed,Other Races Families - 1 or More Employed,Total Families - 1 or More Employed,White Families - 1 or More Employed as Percent of Families,Black Families - 1 or More Employed as Percent of Families,Hispanic Families - 1 or More Employed % of Families,Asian Families - 1 or More Employed as Percent of Families,Other Races Families - 1 or More Employed % of Families,Total Families - 1 or More Employed as Percent of Families,White Families - 2nd Adult Employed,Black Families - 2nd Adult Employed,Hispanic Families - 2nd Adult Employed,Asian Families - 2nd Adult Employed,Other Races Families - 2nd Adult Employed,Total Families - 2nd Adult Employed,White Families Average Years in Public Housing,Black Families Average Years in Public Housing,Hispanic Families Average Years in Public Housing,Asian Families Average Years in Public Housing,Other Races Families Average Years in Public Housing,All Families Average Years in Public Housing,Residents Under 4,Residents 4 to 5,Residents 6 to 9,Residents 10 to 13,Residents 14 to 17,Residents 18 to 20,Residents 21 to 49,Residents 50 to 61
11,MIXED FINANCE (LLC1 AND LLC2),TOTAL HOUSEHOLDS,1260,10061,7590,811,142,19864,698,8060,5864,381,112,15115,562,2001,1726,430,30,4749,2827,22945,17665,2080,356,45873,2.243650794,2.280588411,2.32740448,2.564734895,2.507042254,2.309353605,714,7205,5197,342,123,13581,0.566666667,0.716131597,0.684716733,0.421701603,0.866197183,0.683699154,0.252564556,0.314011767,0.294197566,0.164423077,0.345505618,0.296056504,20188.62912,24815.37452,21460.86635,25718.61467,20922.22561,23252.00932,384.4206349,459.2667728,417.4477848,459.7632552,401.3239437,438.1365721,644,2810,2650,389,34,6527,0.511111111,0.279296293,0.34914361,0.479654747,0.23943662,0.328584374,384,2117,1850,179,23,4553,260,693,800,210,11,1974,382,1684,1488,130,18,3702,786,3135,3193,568,47,7729,0.278033251,0.136631074,0.180752901,0.273076923,0.132022472,0.16848691,68,1549,800,18,22,2457,8,91,61,2,1,163,33,802,300,7,7,1149,0.053968254,0.153960839,0.105401845,0.022194821,0.154929577,0.123691099,140,3553,2309,67,57,6126,130,3401,2223,57,54,5865,10,152,86,10,3,261,28,1037,524,5,11,1605,0.111111111,0.353145811,0.304216074,0.082614057,0.401408451,0.3083971,509,4948,3516,508,66,9547,0.403968254,0.49180002,0.463241107,0.626387176,0.464788732,0.480618204,105,859,693,214,14,1885,27.9668254,20.08145314,18.23476943,17.73477189,12.97394366,19.72939992,1987,1411,2924,3469,3790,3118,15373,6063
12,MIXED FINANCE (LLC1 AND LLC2),PUBLIC HOUSING HOUSEHOLDS,1187,8406,6829,786,111,17319,654,6656,5236,368,86,13000,533,1750,1593,418,25,4319,2657,18542,15468,2023,276,38966,2.238416175,2.205805377,2.265046127,2.573791349,2.486486486,2.249898955,645,4973,4087,330,87,10122,0.543386689,0.591601237,0.598477083,0.419847328,0.783783784,0.584444829,0.242754987,0.26820192,0.264222912,0.163124073,0.315217391,0.259764923,20470.59308,26905.11607,22121.50346,26032.9868,22068.40676,24508.95408,386.5046335,484.4758448,424.7009811,462.9262087,402.7477477,452.6860311,633,2722,2572,383,33,6343,0.533277169,0.323816322,0.376629082,0.487277354,0.297297297,0.366245164,381,2072,1803,177,23,4456,252,650,769,206,10,1887,373,1615,1431,129,17,3565,775,3041,3105,556,45,7522,0.291682349,0.16400604,0.200737005,0.274839348,0.163043478,0.193040086,50,986,600,15,16,1667,7,87,58,2,1,155,26,484,230,6,6,752,0.042122999,0.117297169,0.087860595,0.019083969,0.144144144,0.09625267,110,2519,1875,60,35,4599,101,2386,1801,50,32,4370,9,133,74,10,3,229,17,600,364,4,7,992,0.092670598,0.299666905,0.274564358,0.076335878,0.315315315,0.26554651,482,4277,3203,492,52,8506,0.406065712,0.508803236,0.46902914,0.625954198,0.468468468,0.491136902,101,817,667,211,13,1809,29.39814659,23.49032834,19.94218773,18.20534351,15.85315315,22.20737918,1422,940,2050,2616,3094,2705,12998,5612
13,MIXED FINANCE (LLC1 AND LLC2),SECTION 8 TRANSITION HOUSEHOLDS,73,1655,761,25,31,2545,44,1404,628,13,26,2115,29,251,133,12,5,430,170,4403,2197,57,80,6907,2.328767123,2.660422961,2.886990802,2.28,2.580645161,2.713948919,69,2232,1110,12,36,3459,0.945205479,1.348640483,1.458607096,0.48,1.161290323,1.35913556,0.405882353,0.506927095,0.505234411,0.210526316,0.45,0.500796294,15804.6689,14365.40177,15575.19032,15847.3296,16929.07839,14814.14909,350.5342466,330.2429963,351.8423841,360.32,396.2258065,338.3927158,11,88,78,6,1,184,0.150684932,0.053172205,0.102496715,0.24,0.032258065,0.072298625,3,45,47,2,0,97,8,43,31,4,1,87,9,69,57,1,1,137,11,94,88,12,2,207,0.064705882,0.02134908,0.04005462,0.210526316,0.025,0.029969596,18,563,200,3,6,790,1,4,3,0,0,8,7,318,70,1,1,397,0.246575342,0.340181269,0.262812089,0.12,0.193548387,0.310412574,30,1034,434,7,22,1527,29,1015,422,7,22,1495,1,19,12,0,0,32,11,437,160,1,4,613,0.410958904,0.624773414,0.570302234,0.28,0.709677419,0.6,27,671,313,16,14,1041,0.369863014,0.405438066,0.41130092,0.64,0.451612903,0.409037328,4,42,26,3,1,76,4.693150685,2.767250755,2.912877792,2.94,2.664516129,2.866483301,565,471,874,853,696,413,2375,451
14,MIXED FINANCE/LLC1,TOTAL HOUSEHOLDS,602,6863,5935,752,114,14266,379,5456,4575,342,89,10841,223,1407,1360,410,25,3425,1094,15953,14147,1951,280,33425,1.817275748,2.324493662,2.383656276,2.594414894,2.456140351,2.342983317,174,5110,4301,318,98,10001,0.289036545,0.744572344,0.724684078,0.42287234,0.859649123,0.701037432,0.15904936,0.320315928,0.304022054,0.162993337,0.35,0.29920718,21042.69515,24805.54202,21451.30525,26087.07194,21105.80363,23284.13867,408.5066445,460.6377826,419.4797639,463.724734,403.4122807,441.0171894,313,1942,2014,364,31,4664,0.519933555,0.282966633,0.339342881,0.484042553,0.271929825,0.326931165,190,1468,1382,166,21,3227,123,474,632,198,10,1437,195,1140,1103,120,16,2574,377,2155,2457,536,40,5565,0.344606947,0.13508431,0.173676398,0.274730907,0.142857143,0.166492147,46,1068,636,14,18,1782,7,65,51,2,1,126,23,525,235,6,6,795,0.07641196,0.155617077,0.10716091,0.018617021,0.157894737,0.124912379,80,2415,1863,55,42,4455,78,2300,1791,45,40,4254,2,115,72,10,2,201,20,708,413,2,8,1151,0.132890365,0.35188693,0.31390059,0.073138298,0.368421053,0.312280948,213,3357,2820,479,52,6921,0.353820598,0.489144689,0.47514743,0.636968085,0.456140351,0.485139492,38,583,560,206,12,1399,21.5448505,20.72385254,17.65748947,17.77619681,12.90350877,19.26494462,1453,1020,2159,2562,2807,2266,11167,4419
15,MIXED FINANCE/LLC1,PUBLIC HOUSING HOUSEHOLDS,553,5775,5360,730,94,12512,352,4532,4103,331,74,9392,201,1243,1257,399,20,3120,1008,12947,12436,1904,232,28527,1.82278481,2.241904762,2.320149254,2.608219178,2.468085106,2.279971228,148,3532,3413,310,76,7479,0.267631103,0.611601732,0.636753731,0.424657534,0.808510638,0.597746164,0.146825397,0.272804511,0.274445159,0.162815126,0.327586207,0.262172679,21663.16036,26748.09188,22059.87506,26426.66089,21785.99333,24448.41189,415.3019892,483.8858874,426.2949627,467.6547945,400.8723404,454.6126918,302,1885,1958,358,30,4533,0.546112116,0.326406926,0.365298507,0.490410959,0.319148936,0.362292199,187,1439,1350,164,21,3161,115,446,608,194,9,1372,186,1096,1062,119,15,2478,366,2097,2393,524,39,5419,0.363095238,0.161968023,0.192425217,0.275210084,0.168103448,0.189960388,35,700,486,11,15,1247,6,62,49,2,1,120,19,333,188,5,6,551,0.063291139,0.121212121,0.090671642,0.015068493,0.159574468,0.099664322,63,1711,1529,49,29,3381,61,1609,1465,39,27,3201,2,102,64,10,2,180,14,422,290,1,6,733,0.113924051,0.296277056,0.285261194,0.067123288,0.308510638,0.270220588,201,2912,2584,465,43,6205,0.363471971,0.504242424,0.482089552,0.636986301,0.457446809,0.495923913,38,556,538,203,11,1346,23.24538879,24.09757576,19.25483209,18.23109589,15.07021277,21.57523977,1041,696,1518,1934,2290,1987,9527,4109
16,MIXED FINANCE/LLC1,SECTION 8 TRANSITION HOUSEHOLDS,49,1088,575,22,20,1754,27,924,472,11,15,1449,22,164,103,11,5,305,86,3006,1711,47,48,4898,1.755102041,2.762867647,2.975652174,2.136363636,2.4,2.792474344,26,1578,888,8,22,2522,0.530612245,1.450367647,1.544347826,0.363636364,1.1,1.437856328,0.302325581,0.5249501,0.51899474,0.170212766,0.458333333,0.514904042,14065.62714,14679.5984,15813.8034,14834.32909,17942.9215,15073.01863,331.8163265,336.325,355.3929825,333.3181818,415.35,343.310741,11,57,56,6,1,131,0.224489796,0.052389706,0.097391304,0.272727273,0.05,0.074686431,3,29,32,2,0,66,8,28,24,4,1,65,9,44,41,1,1,96,11,58,64,12,1,146,0.127906977,0.019294744,0.037405026,0.255319149,0.020833333,0.029808085,11,368,150,3,3,535,1,3,2,0,0,6,4,192,47,1,0,244,0.224489796,0.338235294,0.260869565,0.136363636,0.15,0.305017104,17,704,334,6,13,1074,17,691,326,6,13,1053,0,13,8,0,0,21,6,286,123,1,2,418,0.346938776,0.647058824,0.580869565,0.272727273,0.65,0.612314709,12,445,236,14,9,716,0.244897959,0.409007353,0.410434783,0.636363636,0.45,0.408209806,0,27,22,3,1,53,2.353061224,2.816452206,2.767478261,2.681818182,2.72,2.784663626,412,324,641,628,517,279,1640,310
17,MIXED FINANCE/LLC2,TOTAL HOUSEHOLDS,658,3198,1655,59,28,5598,319,2604,1289,39,23,4274,339,594,366,20,5,1324,1733,6992,3518,129,76,12448,2.633738602,2.186366479,2.125679758,2.186440678,2.714285714,2.223651304,540,2095,896,24,25,3580,0.820668693,0.655096936,0.541389728,0.406779661,0.892857143,0.639514112,0.311598384,0.299628146,0.254690165,0.186046512,0.328947368,0.287596401,19345.80081,24836.32836,21495.15224,21028.59068,20124.36731,23169.67313,362.3844985,456.3215293,410.162636,409.2711864,392.8214286,430.791771,331,868,636,25,3,1863,0.503039514,0.271419637,0.38429003,0.423728814,0.107142857,0.332797428,194,649,468,13,2,1326,137,219,168,12,1,537,187,544,385,10,2,1128,409,980,736,32,7,2164,0.236006924,0.140160183,0.209209778,0.248062016,0.092105263,0.173843188,22,481,164,4,4,675,1,26,10,0,0,37,10,277,65,1,1,354,0.03343465,0.150406504,0.099093656,0.06779661,0.142857143,0.120578778,60,1138,446,12,15,1671,52,1101,432,12,14,1611,8,37,14,0,1,60,8,329,111,3,3,454,0.09118541,0.355847405,0.269486405,0.203389831,0.535714286,0.298499464,296,1591,696,29,14,2626,0.449848024,0.497498437,0.420543807,0.491525424,0.5,0.469096106,67,276,133,8,2,486,33.84224924,18.70284553,20.30495468,17.20677966,13.26071429,20.91302251,534,391,765,907,983,852,4206,1644
18,MIXED FINANCE/LLC2,PUBLIC HOUSING HOUSEHOLDS,634,2631,1469,56,17,4807,302,2124,1133,37,12,3608,332,507,336,19,5,1199,1649,5595,3032,119,44,10439,2.600946372,2.126567845,2.063989108,2.125,2.588235294,2.171624714,497,1441,674,20,11,2643,0.783911672,0.547700494,0.458815521,0.357142857,0.647058824,0.549823175,0.301394785,0.257551385,0.222295515,0.168067227,0.25,0.253185171,19345.41402,27247.00604,22346.48527,20908.19375,23819.37,24667.63145,361.3864353,485.7717763,418.8849558,401.2857143,413.1176471,447.6690947,331,837,614,25,3,1810,0.522082019,0.318129989,0.417971409,0.446428571,0.176470588,0.376534221,194,633,453,13,2,1295,137,204,161,12,1,515,187,519,369,10,2,1087,409,944,712,32,6,2103,0.248029109,0.168722073,0.234828496,0.268907563,0.136363636,0.201456078,15,286,114,4,1,420,1,25,9,0,0,35,7,151,42,1,0,201,0.023659306,0.108703915,0.077603812,0.071428571,0.058823529,0.087372582,47,808,346,11,6,1218,40,777,336,11,5,1169,7,31,10,0,1,49,3,178,74,3,1,259,0.074132492,0.307107564,0.235534377,0.196428571,0.352941176,0.253380487,281,1365,619,27,9,2301,0.443217666,0.518814139,0.421375085,0.482142857,0.529411765,0.478676929,63,261,129,8,2,463,34.7648265,22.15743063,22.45017018,17.86964286,20.18235294,23.8527564,381,244,532,682,804,718,3471,1503
19,MIXED FINANCE/LLC2,SECTION 8 TRANSITION HOUSEHOLDS,24,567,186,3,11,791,17,480,156,2,11,666,7,87,30,1,0,125,84,1397,486,10,32,2009,3.5,2.463844797,2.612903226,3.333333333,2.909090909,2.539823009,43,654,222,4,14,937,1.791666667,1.153439153,1.193548387,1.333333333,1.272727273,1.184576485,0.511904762,0.468146027,0.456790123,0.4,0.4375,0.466401195,19355.2125,13762.54394,14840.10806,23276,15085.72727,14240.70389,388.75,318.5551601,340.9027027,558.3333333,361.4545455,327.4853503,0,31,22,0,0,53,0,0.054673721,0.11827957,0,0,0.067003793,0,16,15,0,0,31,0,15,7,0,,22,0,25,16,0,0,41,0,36,24,0,1,61,0,0.025769506,0.049382716,0,0.03125,0.030363365,7,195,50,0,3,255,0,1,1,0,0,2,3,126,23,0,1,153,0.291666667,0.343915344,0.268817204,0,0.272727273,0.322376738,13,330,100,1,9,453,12,324,96,1,9,442,1,6,4,0,,11,5,151,37,0,2,195,0.541666667,0.582010582,0.537634409,0.333333333,0.818181818,0.572692794,15,226,77,2,5,325,0.625,0.398589065,0.413978495,0.666666667,0.454545455,0.410872314,4,15,4,0,0,23,9.470833333,2.672839506,3.362365591,4.833333333,2.563636364,3.047914033,153,147,233,225,179,134,735,141
20,BRONX,TOTAL HOUSEHOLDS,805,17304,25400,224,327,44060,544,13853,19926,156,248,34727,261,3451,5474,68,79,9333,1515,40961,59833,466,985,103760,1.881987578,2.367140546,2.355629921,2.080357143,3.012232416,2.354970495,362,12916,18286,81,383,32028,0.449689441,0.746417013,0.71992126,0.361607143,1.171253823,0.726917839,0.238943894,0.315324333,0.305617301,0.173819742,0.388832487,0.308673863,20168.86287,24108.13153,20190.90848,19055.1791,21361.92314,21719.47291,403.2761194,455.243237,402.8671786,384.7544643,435.6330275,423.5957094,372,5629,8776,93,71,14941,0.462111801,0.325300509,0.345511811,0.415178571,0.217125382,0.339105765,227,4399,6058,59,39,10782,145,1230,2718,34,32,4159,264,3393,5583,57,32,9329,428,6225,10357,113,101,17224,0.282508251,0.151973829,0.173098457,0.24248927,0.102538071,0.165998458,63,2565,2822,18,57,5525,10,186,254,4,1,455,31,1252,1097,9,23,2412,0.07826087,0.148231623,0.111102362,0.080357143,0.174311927,0.125397186,164,5577,8249,56,148,14194,158,5336,7978,53,141,13666,6,241,271,3,7,528,38,1613,1848,13,42,3554,0.203726708,0.322295423,0.32476378,0.25,0.452599388,0.322151611,291,8328,11788,96,185,20688,0.361490683,0.481276006,0.464094488,0.428571429,0.565749235,0.469541534,40,1475,2277,18,43,3853,23.95031056,23.34681847,16.5641372,18.40401786,11.27247706,19.33326448,4354,3149,7024,8169,9332,7642,34160,12688
21,BRONX,PUBLIC HOUSING HOUSEHOLDS,793,16916,25100,223,311,43343,537,13535,19683,155,233,34143,256,3381,5417,68,78,9200,1487,39917,58993,465,939,101801,1.875157629,2.35971861,2.350318725,2.085201794,3.019292605,2.348729899,350,12375,17861,81,359,31026,0.441361917,0.731555923,0.711593625,0.3632287,1.154340836,0.715824931,0.235373235,0.310018288,0.302764735,0.174193548,0.382321619,0.304771073,20281.78077,24329.31089,20243.36948,19106.339,21571.41553,21829.07335,405.0088384,458.001951,403.5428537,385.8206278,437.4598071,424.9766943,371,5604,8745,93,71,14884,0.467843632,0.331283991,0.348406375,0.417040359,0.22829582,0.343400318,227,4386,6040,59,39,10751,144,1218,2705,34,32,4133,263,3371,5559,57,32,9282,427,6200,10323,113,101,17164,0.287155346,0.155322294,0.174986863,0.243010753,0.107561235,0.168603452,61,2422,2753,18,53,5307,10,185,254,4,1,454,31,1180,1080,9,22,2322,0.076923077,0.143178056,0.109681275,0.080717489,0.170418006,0.122441917,158,5345,8082,55,136,13776,152,5109,7814,52,129,13256,6,236,268,3,7,520,36,1515,1794,13,39,3397,0.19924338,0.315973043,0.321992032,0.246636771,0.437299035,0.31783679,288,8177,11667,96,179,20407,0.363177806,0.483388508,0.464820717,0.430493274,0.575562701,0.470825739,40,1469,2265,18,43,3835,24.28322825,23.82750222,16.73206743,18.4735426,11.73054662,19.61281844,4195,3023,6768,7914,9126,7525,33514,12555
22,BRONX,SECTION 8 HOUSEHOLDS,12,388,300,1,16,717,7,318,243,1,15,584,5,70,57,0,1,133,28,1044,840,1,46,1959,2.333333333,2.690721649,2.8,1,2.875,2.732217573,12,541,425,0,24,1002,1,1.394329897,1.416666667,0,1.5,1.39748954,0.428571429,0.518199234,0.505952381,0,0.52173913,0.511485452,12800.97,14673.8057,15806.89446,7800,17316.10125,15164.14045,288.9166667,334.3601036,345.9630872,147,400.125,339.657784,1,25,31,0,0,57,0.083333333,0.06443299,0.103333333,0,0,0.079497908,0,13,18,0,0,31,1,12,13,,0,26,1,22,24,0,0,47,1,25,34,0,0,60,0.035714286,0.02394636,0.04047619,0,0,0.030627871,2,143,69,0,4,218,0,1,0,0,0,1,0,72,17,0,1,90,0.166666667,0.368556701,0.23,0,0.25,0.30404463,6,232,167,1,12,418,6,227,164,1,12,410,0,5,3,,0,8,2,98,54,0,3,157,0.5,0.597938144,0.556666667,1,0.75,0.582984658,3,151,121,0,6,281,0.25,0.389175258,0.403333333,0,0.375,0.391910739,0,6,12,0,0,18,1.95,2.391237113,2.517333333,2.9,2.36875,2.436820084,159,126,256,255,206,117,646,133
23,BROOKLYN,TOTAL HOUSEHOLDS,3650,33879,18547,1373,344,57793,2123,27968,14487,634,271,45483,1527,5911,4060,739,73,12310,7463,77955,43924,4189,1114,134645,2.044657534,2.30098291,2.368253626,3.050983248,3.238372093,2.329780423,1463,23694,13041,1022,470,39690,0.400821918,0.699371292,0.703132582,0.744355426,1.36627907,0.686761372,0.196033767,0.303944583,0.29689919,0.243972308,0.421903052,0.294775149,18434.70729,23600.74243,20873.62837,24846.90193,21071.61639,22413.96675,367.3715068,445.6919117,409.2313706,470.0327749,406.502907,429.3859183,2237,10680,6359,335,81,19692,0.612876712,0.315239529,0.342858683,0.24399126,0.235465116,0.340733307,1290,8314,4432,127,47,14210,947,2366,1927,208,34,5482,1352,6600,3743,93,51,11839,2865,11798,7583,561,104,22911,0.383893876,0.151343724,0.172639104,0.133922177,0.093357271,0.170158565,160,4957,1771,69,46,7003,35,363,142,21,3,564,57,2386,635,23,17,3118,0.043835616,0.146314826,0.095487141,0.050254916,0.13372093,0.121173845,320,11660,5749,142,142,18013,295,11226,5538,133,139,17331,25,434,211,9,3,682,77,3211,1147,19,28,4482,0.087671233,0.344166003,0.309969267,0.103423161,0.412790698,0.311681345,1273,16335,8824,1066,211,27709,0.348767123,0.482157088,0.475764275,0.776402039,0.613372093,0.479452529,266,2806,1788,548,54,5462,20.48676712,21.63812911,17.09003451,7.708819242,10.46366279,19.70867496,5760,4094,8451,9883,11502,9499,45414,17116
24,BROOKLYN,PUBLIC HOUSING HOUSEHOLDS,3611,33028,18290,1366,332,56627,2095,27205,14266,632,261,44459,1516,5823,4024,734,71,12168,7349,75676,43196,4166,1084,131471,2.035170313,2.291268015,2.36172772,3.049780381,3.265060241,2.321701662,1409,22528,12667,1018,459,38081,0.390196621,0.682087925,0.692564243,0.745241581,1.38253012,0.672488389,0.191726766,0.297690153,0.293244745,0.244359097,0.423431734,0.289653232,18436.21552,23848.22708,20961.03322,24878.9588,21229.15763,22580.04748,367.1932983,448.8275675,410.1582832,470.4055637,406.8222892,431.4050932,2232,10641,6331,334,80,19618,0.618111327,0.32218118,0.346145435,0.244509517,0.240963855,0.34644251,1288,8291,4413,127,47,14166,944,2350,1918,207,33,5452,1349,6573,3726,93,50,11791,2860,11753,7551,556,102,22822,0.389168594,0.155306834,0.174807853,0.133461354,0.094095941,0.173589613,150,4656,1698,68,44,6616,34,361,140,21,3,559,55,2204,606,23,17,2905,0.04153974,0.140971297,0.092837616,0.049780381,0.13253012,0.116834725,300,11081,5598,141,133,17253,276,10657,5393,132,130,16588,24,424,205,9,3,665,70,2957,1086,19,27,4159,0.083079479,0.335503209,0.30606889,0.103221083,0.40060241,0.30467798,1255,15981,8726,1062,204,27228,0.347549155,0.483862178,0.477091307,0.777452416,0.614457831,0.480830699,262,2781,1783,546,53,5425,20.63384104,22.12420214,17.28627987,7.733772894,10.73012048,20.05291146,5500,3855,8031,9488,11207,9318,44298,16938
25,BROOKLYN,SECTION 8 HOUSEHOLDS,39,851,257,7,12,1166,28,763,221,2,10,1024,11,88,36,5,2,142,114,2279,728,23,30,3174,2.923076923,2.678025852,2.832684825,3.285714286,2.5,2.72212693,54,1166,374,4,11,1609,1.384615385,1.370152761,1.455252918,0.571428571,0.916666667,1.379931389,0.473684211,0.511627907,0.513736264,0.173913043,0.366666667,0.506931317,18298.23205,14106.06665,14693.39148,18604.97143,16752.36083,14430.25961,383.8717949,322.5624257,343.0078125,397.2857143,397.6666667,330.3974026,5,39,28,1,1,74,0.128205128,0.045828437,0.108949416,0.142857143,0.083333333,0.063464837,2,23,19,0,0,44,3,16,9,1,1,30,3,27,17,0,1,48,5,45,32,5,2,89,0.043859649,0.019745502,0.043956044,0.217391304,0.066666667,0.028040328,10,301,73,1,2,387,1,2,2,0,0,5,2,182,29,0,0,213,0.256410256,0.353701528,0.284046693,0.142857143,0.166666667,0.331903945,20,579,151,1,9,760,19,569,145,1,9,743,1,10,6,0,0,17,7,254,61,0,1,323,0.512820513,0.680376028,0.587548638,0.142857143,0.75,0.651801029,18,354,98,4,7,481,0.461538462,0.415981199,0.381322957,0.571428571,0.583333333,0.412521441,4,25,5,2,1,37,6.869230769,2.774383079,3.126070039,2.842857143,3.091666667,2.992538593,260,239,420,395,295,181,1116,178
