YEARMONTH,INCIDENTCLASSIFICATION,INCIDENTBOROUGH,COMMUNITYBOARDCODE,INCIDENTCOUNT
YEARMONTH,INCIDENTCLASSIFICATION,INCIDENTBOROUGH,COMMUNITYBOARDCODE,INCIDENTCOUNT
201001,Non Structural Fires,Brooklyn,13,16
201001,Non Structural Fires,Brooklyn,14,9
201001,Non Structural Fires,Brooklyn,15,19
201001,Non Structural Fires,Brooklyn,16,16
201001,Non Structural Fires,Brooklyn,17,13
201001,Non Structural Fires,Brooklyn,18,19
201001,Non Structural Fires,Queens,1,34
201001,Non Structural Fires,Queens,2,18
201001,Non Structural Fires,Queens,3,7
201001,Non Structural Fires,Queens,4,5
201001,Non Structural Fires,Queens,5,19
201001,Non Structural Fires,Queens,6,10
201001,Non Structural Fires,Queens,7,27
201001,Non Structural Fires,Queens,8,20
201001,Non Structural Fires,Queens,9,19
201001,Non Structural Fires,Queens,10,23
201001,Non Structural Fires,Queens,11,7
201001,Non Structural Fires,Queens,12,28
201001,Non Structural Fires,Queens,13,21
201001,Non Structural Fires,Queens,14,3
201001,Non Structural Fires,Queens,Unknown,1
201001,Medical Emergencies,Manhattan,1,192
201001,Medical Emergencies,Manhattan,2,255
201001,Medical Emergencies,Manhattan,3,458
201001,Medical Emergencies,Manhattan,4,286
201001,Medical Emergencies,Manhattan,5,548
201001,Medical Emergencies,Manhattan,6,317
201001,Medical Emergencies,Manhattan,7,372
201001,Medical Emergencies,Manhattan,8,333
201001,Medical Emergencies,Manhattan,9,207
201001,Medical Emergencies,Manhattan,10,370
201001,Medical Emergencies,Manhattan,11,374
201001,Medical Emergencies,Manhattan,12,376
201001,Medical Emergencies,Manhattan,Unknown,9
201001,Medical Emergencies,Bronx,1,351
201001,Medical Emergencies,Bronx,2,118
201001,Medical Emergencies,Bronx,3,243
201001,Medical Emergencies,Bronx,4,364
201001,Medical Emergencies,Bronx,5,348
201001,Medical Emergencies,Bronx,6,255
201001,Medical Emergencies,Bronx,7,280
201001,Medical Emergencies,Bronx,8,150
201001,Medical Emergencies,Bronx,9,388
201001,Medical Emergencies,Bronx,10,249
201001,Medical Emergencies,Bronx,11,251
201001,Medical Emergencies,Bronx,12,287
201001,Medical Emergencies,Bronx,Unknown,5
201001,Medical Emergencies,Staten Island,1,365
201001,Medical Emergencies,Staten Island,2,286
201001,Medical Emergencies,Staten Island,3,197
201001,Medical Emergencies,Staten Island,Unknown,2
201001,Medical Emergencies,Brooklyn,1,325
201001,Medical Emergencies,Brooklyn,2,303
201001,Medical Emergencies,Brooklyn,3,434
201001,Medical Emergencies,Brooklyn,4,253
201001,Medical Emergencies,Brooklyn,5,441
201001,Medical Emergencies,Brooklyn,6,162
201001,Medical Emergencies,Brooklyn,7,182
201001,Medical Emergencies,Brooklyn,8,208
201001,Medical Emergencies,Brooklyn,9,187
201001,Medical Emergencies,Brooklyn,10,293
201001,Medical Emergencies,Brooklyn,11,199
201001,Medical Emergencies,Brooklyn,12,169
201001,Medical Emergencies,Brooklyn,13,263
201001,Medical Emergencies,Brooklyn,14,259
201001,Medical Emergencies,Brooklyn,15,220
201001,Medical Emergencies,Brooklyn,16,295
201001,Medical Emergencies,Brooklyn,17,279
201001,Medical Emergencies,Brooklyn,18,294
201001,Medical Emergencies,Brooklyn,Unknown,1
201001,Medical Emergencies,Queens,1,365
201001,Medical Emergencies,Queens,2,204
201001,Medical Emergencies,Queens,3,210
201001,Medical Emergencies,Queens,4,207
201001,Medical Emergencies,Queens,5,211
201001,Medical Emergencies,Queens,6,134
201001,Medical Emergencies,Queens,7,312
201001,Medical Emergencies,Queens,8,204
201001,Medical Emergencies,Queens,9,222
201001,Medical Emergencies,Queens,10,251
201001,Medical Emergencies,Queens,11,141
201001,Medical Emergencies,Queens,12,528
201001,Medical Emergencies,Queens,13,288
201001,Medical Emergencies,Queens,14,236
201001,Medical Emergencies,Queens,Unknown,5
201001,Non Medical Emergencies,Manhattan,1,239
201001,Non Medical Emergencies,Manhattan,2,379
201001,Non Medical Emergencies,Manhattan,3,510
201001,Non Medical Emergencies,Manhattan,4,296
201001,Non Medical Emergencies,Manhattan,5,587
201001,Non Medical Emergencies,Manhattan,6,275
201001,Non Medical Emergencies,Manhattan,7,441
201001,Non Medical Emergencies,Manhattan,8,410
201001,Non Medical Emergencies,Manhattan,9,264
201001,Non Medical Emergencies,Manhattan,10,502
201001,Non Medical Emergencies,Manhattan,11,547
201001,Non Medical Emergencies,Manhattan,12,418
201001,Non Medical Emergencies,Manhattan,Unknown,6
201001,Non Medical Emergencies,Bronx,1,506
201001,Non Medical Emergencies,Bronx,2,120
201001,Non Medical Emergencies,Bronx,3,337
201001,Non Medical Emergencies,Bronx,4,431
201001,Non Medical Emergencies,Bronx,5,376
201001,Non Medical Emergencies,Bronx,6,222
201001,Non Medical Emergencies,Bronx,7,323
201001,Non Medical Emergencies,Bronx,8,185
201001,Non Medical Emergencies,Bronx,9,464
201001,Non Medical Emergencies,Bronx,10,254
201001,Non Medical Emergencies,Bronx,11,286
201001,Non Medical Emergencies,Bronx,12,354
201001,Non Medical Emergencies,Staten Island,1,384
201001,Non Medical Emergencies,Staten Island,2,249
201001,Non Medical Emergencies,Staten Island,3,201
201001,Non Medical Emergencies,Staten Island,Unknown,9
201001,Non Medical Emergencies,Brooklyn,1,375
201001,Non Medical Emergencies,Brooklyn,2,344
201001,Non Medical Emergencies,Brooklyn,3,522
201001,Non Medical Emergencies,Brooklyn,4,187
201001,Non Medical Emergencies,Brooklyn,5,424
201001,Non Medical Emergencies,Brooklyn,6,252
201001,Non Medical Emergencies,Brooklyn,7,142
201001,Non Medical Emergencies,Brooklyn,8,277
201001,Non Medical Emergencies,Brooklyn,9,253
201001,Non Medical Emergencies,Brooklyn,10,240
201001,Non Medical Emergencies,Brooklyn,11,165
201001,Non Medical Emergencies,Brooklyn,12,219
201001,Non Medical Emergencies,Brooklyn,13,212
201001,Non Medical Emergencies,Brooklyn,14,319
201001,Non Medical Emergencies,Brooklyn,15,271
201001,Non Medical Emergencies,Brooklyn,16,376
201001,Non Medical Emergencies,Brooklyn,17,276
201001,Non Medical Emergencies,Brooklyn,18,321
201001,Non Medical Emergencies,Brooklyn,Unknown,1
201001,Non Medical Emergencies,Queens,1,382
201001,Non Medical Emergencies,Queens,2,180
201001,Non Medical Emergencies,Queens,3,105
201001,Non Medical Emergencies,Queens,4,158
201001,Non Medical Emergencies,Queens,5,208
201001,Non Medical Emergencies,Queens,6,120
201001,Non Medical Emergencies,Queens,7,348
201001,Non Medical Emergencies,Queens,8,295
201001,Non Medical Emergencies,Queens,9,180
201001,Non Medical Emergencies,Queens,10,172
201001,Non Medical Emergencies,Queens,11,174
201001,Non Medical Emergencies,Queens,12,436
201001,Non Medical Emergencies,Queens,13,317
201001,Non Medical Emergencies,Queens,14,305
201001,Non Medical Emergencies,Queens,Unknown,7
201001,False Alarm,Manhattan,1,15
201001,False Alarm,Manhattan,2,26
201001,False Alarm,Manhattan,3,30
201001,False Alarm,Manhattan,4,23
201001,False Alarm,Manhattan,5,25
201001,False Alarm,Manhattan,6,19
201001,False Alarm,Manhattan,7,21
201001,False Alarm,Manhattan,8,23
201001,False Alarm,Manhattan,9,22
201001,False Alarm,Manhattan,10,38
201001,False Alarm,Manhattan,11,38
201001,False Alarm,Manhattan,12,32
201001,False Alarm,Manhattan,Unknown,1
201001,False Alarm,Bronx,1,45
201001,False Alarm,Bronx,2,15
201001,False Alarm,Bronx,3,34
201001,False Alarm,Bronx,4,39
201001,False Alarm,Bronx,5,46
201001,False Alarm,Bronx,6,30
201001,False Alarm,Bronx,7,34
201001,False Alarm,Bronx,8,18
201001,False Alarm,Bronx,9,56
201001,False Alarm,Bronx,10,23
201001,False Alarm,Bronx,11,19
201001,False Alarm,Bronx,12,50
201001,False Alarm,Staten Island,1,83
201001,False Alarm,Staten Island,2,18
201001,False Alarm,Staten Island,3,20
201001,False Alarm,Staten Island,Unknown,4
201001,False Alarm,Brooklyn,1,29
201001,False Alarm,Brooklyn,2,15
201001,False Alarm,Brooklyn,3,33
201001,False Alarm,Brooklyn,4,19
201001,False Alarm,Brooklyn,5,31
201001,False Alarm,Brooklyn,6,16
201001,False Alarm,Brooklyn,7,15
201001,False Alarm,Brooklyn,8,24
201001,False Alarm,Brooklyn,9,19
201001,False Alarm,Brooklyn,10,18
201001,False Alarm,Brooklyn,11,11
201001,False Alarm,Brooklyn,12,19
201001,False Alarm,Brooklyn,13,16
201001,False Alarm,Brooklyn,14,21
201001,False Alarm,Brooklyn,15,12
201001,False Alarm,Brooklyn,16,37
201001,False Alarm,Brooklyn,17,14
201001,False Alarm,Brooklyn,18,16
201001,False Alarm,Brooklyn,Unknown,1
201001,False Alarm,Queens,1,38
201001,False Alarm,Queens,2,11
201001,False Alarm,Queens,3,23
201001,False Alarm,Queens,4,37
201001,False Alarm,Queens,5,55
201001,False Alarm,Queens,6,17
201001,False Alarm,Queens,7,31
201001,False Alarm,Queens,8,24
201001,False Alarm,Queens,9,31
201001,False Alarm,Queens,10,45
201001,False Alarm,Queens,11,10
201001,False Alarm,Queens,12,81
201001,False Alarm,Queens,13,55
201001,False Alarm,Queens,14,44
201001,False Alarm,Queens,Unknown,2
201001,Medical False Alarm,Manhattan,1,6
201001,Medical False Alarm,Manhattan,2,9
201001,Medical False Alarm,Manhattan,3,11
201001,Medical False Alarm,Manhattan,4,4
201001,Medical False Alarm,Manhattan,5,6
201001,Medical False Alarm,Manhattan,6,6
201001,Medical False Alarm,Manhattan,7,6
201001,Medical False Alarm,Manhattan,8,9
201001,Medical False Alarm,Manhattan,9,1
201001,Medical False Alarm,Manhattan,10,6
201001,Medical False Alarm,Manhattan,11,12
201001,Medical False Alarm,Manhattan,12,1
201001,Medical False Alarm,Bronx,1,10
201001,Medical False Alarm,Bronx,2,3
201001,Medical False Alarm,Bronx,3,3
201001,Medical False Alarm,Bronx,4,9
201001,Medical False Alarm,Bronx,5,9
201001,Medical False Alarm,Bronx,6,2
201001,Medical False Alarm,Bronx,7,3
201001,Medical False Alarm,Bronx,8,4
201001,Medical False Alarm,Bronx,9,11
201001,Medical False Alarm,Bronx,10,6
201001,Medical False Alarm,Bronx,11,5
201001,Medical False Alarm,Bronx,12,1
201001,Medical False Alarm,Staten Island,1,4
201001,Medical False Alarm,Staten Island,2,2
201001,Medical False Alarm,Staten Island,3,1
201001,Medical False Alarm,Brooklyn,1,4
201001,Medical False Alarm,Brooklyn,2,5
201001,Medical False Alarm,Brooklyn,3,6
201001,Medical False Alarm,Brooklyn,4,5
201001,Medical False Alarm,Brooklyn,5,8
201001,Medical False Alarm,Brooklyn,6,1
201001,Medical False Alarm,Brooklyn,7,5
201001,Medical False Alarm,Brooklyn,8,6
201001,Medical False Alarm,Brooklyn,9,2
201001,Medical False Alarm,Brooklyn,10,3
201001,Medical False Alarm,Brooklyn,11,3
201001,Medical False Alarm,Brooklyn,12,4
201001,Medical False Alarm,Brooklyn,13,3
201001,Medical False Alarm,Brooklyn,14,7
201001,Medical False Alarm,Brooklyn,15,6
201001,Medical False Alarm,Brooklyn,16,2
201001,Medical False Alarm,Brooklyn,17,3
201001,Medical False Alarm,Brooklyn,18,6
201001,Medical False Alarm,Queens,1,11
201001,Medical False Alarm,Queens,2,6
201001,Medical False Alarm,Queens,3,9
201001,Medical False Alarm,Queens,4,2
201001,Medical False Alarm,Queens,5,4
201001,Medical False Alarm,Queens,6,1
201001,Medical False Alarm,Queens,7,2
201001,Medical False Alarm,Queens,8,4
201001,Medical False Alarm,Queens,9,7
201001,Medical False Alarm,Queens,10,2
201001,Medical False Alarm,Queens,11,2
201001,Medical False Alarm,Queens,12,11
201001,Medical False Alarm,Queens,13,7
201001,Medical False Alarm,Queens,14,3
201001,All Fire/Emergency Incidents,Manhattan,1,511
201001,All Fire/Emergency Incidents,Manhattan,2,755
201001,All Fire/Emergency Incidents,Manhattan,3,1092
201001,All Fire/Emergency Incidents,Manhattan,4,684
201001,All Fire/Emergency Incidents,Manhattan,5,1288
201001,All Fire/Emergency Incidents,Manhattan,6,674
201001,All Fire/Emergency Incidents,Manhattan,7,912
201001,All Fire/Emergency Incidents,Manhattan,8,836
201001,All Fire/Emergency Incidents,Manhattan,9,561
201001,All Fire/Emergency Incidents,Manhattan,10,1013
201001,All Fire/Emergency Incidents,Manhattan,11,1057
201001,All Fire/Emergency Incidents,Manhattan,12,914
201001,All Fire/Emergency Incidents,Manhattan,Unknown,17
201001,All Fire/Emergency Incidents,Bronx,1,988
201001,All Fire/Emergency Incidents,Bronx,2,290
201001,All Fire/Emergency Incidents,Bronx,3,687
201001,All Fire/Emergency Incidents,Bronx,4,929
201001,All Fire/Emergency Incidents,Bronx,5,867
201001,All Fire/Emergency Incidents,Bronx,6,577
201001,All Fire/Emergency Incidents,Bronx,7,708
201001,All Fire/Emergency Incidents,Bronx,8,390
201001,All Fire/Emergency Incidents,Bronx,9,984
201001,All Fire/Emergency Incidents,Bronx,10,599
201001,All Fire/Emergency Incidents,Bronx,11,612
201001,All Fire/Emergency Incidents,Bronx,12,751
201001,All Fire/Emergency Incidents,Bronx,Unknown,6
201001,All Fire/Emergency Incidents,Staten Island,1,913
201001,All Fire/Emergency Incidents,Staten Island,2,613
201001,All Fire/Emergency Incidents,Staten Island,3,447
201001,All Fire/Emergency Incidents,Staten Island,Unknown,19
201001,All Fire/Emergency Incidents,Brooklyn,1,823
201001,All Fire/Emergency Incidents,Brooklyn,2,739
201001,All Fire/Emergency Incidents,Brooklyn,3,1113
201001,All Fire/Emergency Incidents,Brooklyn,4,518
201001,All Fire/Emergency Incidents,Brooklyn,5,991
201001,All Fire/Emergency Incidents,Brooklyn,6,492
201001,All Fire/Emergency Incidents,Brooklyn,7,386
201001,All Fire/Emergency Incidents,Brooklyn,8,566
201001,All Fire/Emergency Incidents,Brooklyn,9,513
201001,All Fire/Emergency Incidents,Brooklyn,10,611
201001,All Fire/Emergency Incidents,Brooklyn,11,416
201001,All Fire/Emergency Incidents,Brooklyn,12,475
201001,All Fire/Emergency Incidents,Brooklyn,13,530
201001,All Fire/Emergency Incidents,Brooklyn,14,679
201001,All Fire/Emergency Incidents,Brooklyn,15,567
201001,All Fire/Emergency Incidents,Brooklyn,16,785
201001,All Fire/Emergency Incidents,Brooklyn,17,634
201001,All Fire/Emergency Incidents,Brooklyn,18,698
201001,All Fire/Emergency Incidents,Brooklyn,Unknown,3
201001,All Fire/Emergency Incidents,Queens,1,868
201001,All Fire/Emergency Incidents,Queens,2,446
201001,All Fire/Emergency Incidents,Queens,3,371
201001,All Fire/Emergency Incidents,Queens,4,430
201001,All Fire/Emergency Incidents,Queens,5,515
201001,All Fire/Emergency Incidents,Queens,6,300
201001,All Fire/Emergency Incidents,Queens,7,760
201001,All Fire/Emergency Incidents,Queens,8,588
201001,All Fire/Emergency Incidents,Queens,9,479
201001,All Fire/Emergency Incidents,Queens,10,515
201001,All Fire/Emergency Incidents,Queens,11,353
201001,All Fire/Emergency Incidents,Queens,12,1150
201001,All Fire/Emergency Incidents,Queens,13,720
201001,All Fire/Emergency Incidents,Queens,14,633
201001,All Fire/Emergency Incidents,Queens,Unknown,16
201002,Structural Fires,Manhattan,1,26
201002,Structural Fires,Manhattan,2,34
201002,Structural Fires,Manhattan,3,60
201002,Structural Fires,Manhattan,4,25
201002,Structural Fires,Manhattan,5,41
201002,Structural Fires,Manhattan,6,18
201002,Structural Fires,Manhattan,7,53
201002,Structural Fires,Manhattan,8,45
201002,Structural Fires,Manhattan,9,43
201002,Structural Fires,Manhattan,10,51
201002,Structural Fires,Manhattan,11,64
201002,Structural Fires,Manhattan,12,50
201002,Structural Fires,Bronx,1,54
201002,Structural Fires,Bronx,2,18
201002,Structural Fires,Bronx,3,53
201002,Structural Fires,Bronx,4,52
201002,Structural Fires,Bronx,5,59
201002,Structural Fires,Bronx,6,47
201002,Structural Fires,Bronx,7,51
201002,Structural Fires,Bronx,8,34
201002,Structural Fires,Bronx,9,62
201002,Structural Fires,Bronx,10,33
201002,Structural Fires,Bronx,11,35
201002,Structural Fires,Bronx,12,48
201002,Structural Fires,Bronx,Unknown,2
201002,Structural Fires,Staten Island,1,38
201002,Structural Fires,Staten Island,2,12
201002,Structural Fires,Staten Island,3,26
201002,Structural Fires,Brooklyn,1,46
201002,Structural Fires,Brooklyn,2,53
201002,Structural Fires,Brooklyn,3,60
201002,Structural Fires,Brooklyn,4,43
201002,Structural Fires,Brooklyn,5,54
201002,Structural Fires,Brooklyn,6,16
201002,Structural Fires,Brooklyn,7,12
201002,Structural Fires,Brooklyn,8,42
201002,Structural Fires,Brooklyn,9,25
201002,Structural Fires,Brooklyn,10,22
201002,Structural Fires,Brooklyn,11,18
201002,Structural Fires,Brooklyn,12,42
201002,Structural Fires,Brooklyn,13,22
201002,Structural Fires,Brooklyn,14,50
201002,Structural Fires,Brooklyn,15,35
201002,Structural Fires,Brooklyn,16,40
201002,Structural Fires,Brooklyn,17,43
201002,Structural Fires,Brooklyn,18,51
201002,Structural Fires,Queens,1,23
201002,Structural Fires,Queens,2,14
201002,Structural Fires,Queens,3,17
201002,Structural Fires,Queens,4,25
201002,Structural Fires,Queens,5,16
201002,Structural Fires,Queens,6,17
201002,Structural Fires,Queens,7,36
201002,Structural Fires,Queens,8,40
201002,Structural Fires,Queens,9,19
201002,Structural Fires,Queens,10,26
201002,Structural Fires,Queens,11,20
201002,Structural Fires,Queens,12,62
201002,Structural Fires,Queens,13,37
201002,Structural Fires,Queens,14,31
201002,Structural Fires,Queens,Unknown,2
201002,Non Structural Fires,Manhattan,1,27
201002,Non Structural Fires,Manhattan,2,97
201002,Non Structural Fires,Manhattan,3,59
201002,Non Structural Fires,Manhattan,4,39
201002,Non Structural Fires,Manhattan,5,92
201002,Non Structural Fires,Manhattan,6,31
201002,Non Structural Fires,Manhattan,7,48
201002,Non Structural Fires,Manhattan,8,50
201002,Non Structural Fires,Manhattan,9,42
201002,Non Structural Fires,Manhattan,10,31
201002,Non Structural Fires,Manhattan,11,30
201002,Non Structural Fires,Manhattan,12,83
201002,Non Structural Fires,Manhattan,Unknown,1
201002,Non Structural Fires,Bronx,1,18
201002,Non Structural Fires,Bronx,2,5
201002,Non Structural Fires,Bronx,3,17
201002,Non Structural Fires,Bronx,4,18
201002,Non Structural Fires,Bronx,5,31
201002,Non Structural Fires,Bronx,6,20
201002,Non Structural Fires,Bronx,7,23
201002,Non Structural Fires,Bronx,8,13
201002,Non Structural Fires,Bronx,9,18
201002,Non Structural Fires,Bronx,10,24
201002,Non Structural Fires,Bronx,11,12
201002,Non Structural Fires,Bronx,12,8
201002,Non Structural Fires,Staten Island,1,18
201002,Non Structural Fires,Staten Island,2,11
201002,Non Structural Fires,Staten Island,3,6
201002,Non Structural Fires,Brooklyn,1,71
201002,Non Structural Fires,Brooklyn,2,44
201002,Non Structural Fires,Brooklyn,3,48
201002,Non Structural Fires,Brooklyn,4,30
201002,Non Structural Fires,Brooklyn,5,29
201002,Non Structural Fires,Brooklyn,6,29
201002,Non Structural Fires,Brooklyn,7,46
201002,Non Structural Fires,Brooklyn,8,23
201002,Non Structural Fires,Brooklyn,9,25
201002,Non Structural Fires,Brooklyn,10,27
201002,Non Structural Fires,Brooklyn,11,44
201002,Non Structural Fires,Brooklyn,12,56
201002,Non Structural Fires,Brooklyn,13,25
201002,Non Structural Fires,Brooklyn,14,22
201002,Non Structural Fires,Brooklyn,15,17
201002,Non Structural Fires,Brooklyn,16,16
201002,Non Structural Fires,Brooklyn,17,15
201002,Non Structural Fires,Brooklyn,18,17
201002,Non Structural Fires,Queens,1,54
201002,Non Structural Fires,Queens,2,26
201002,Non Structural Fires,Queens,3,19
201002,Non Structural Fires,Queens,4,14
201002,Non Structural Fires,Queens,5,38
201002,Non Structural Fires,Queens,6,10
201002,Non Structural Fires,Queens,7,44
201002,Non Structural Fires,Queens,8,36
201002,Non Structural Fires,Queens,9,34
201002,Non Structural Fires,Queens,10,19
201002,Non Structural Fires,Queens,11,18
201002,Non Structural Fires,Queens,12,31
201002,Non Structural Fires,Queens,13,33
201002,Non Structural Fires,Queens,14,10
201002,Non Structural Fires,Queens,Unknown,1
201002,Medical Emergencies,Manhattan,1,140
201002,Medical Emergencies,Manhattan,2,190
201002,Medical Emergencies,Manhattan,3,351
201002,Medical Emergencies,Manhattan,4,250
201002,Medical Emergencies,Manhattan,5,498
201002,Medical Emergencies,Manhattan,6,286
201002,Medical Emergencies,Manhattan,7,306
201002,Medical Emergencies,Manhattan,8,278
201002,Medical Emergencies,Manhattan,9,176
201002,Medical Emergencies,Manhattan,10,335
201002,Medical Emergencies,Manhattan,11,355
201002,Medical Emergencies,Manhattan,12,344
201002,Medical Emergencies,Manhattan,Unknown,2
201002,Medical Emergencies,Bronx,1,286
201002,Medical Emergencies,Bronx,2,94
201002,Medical Emergencies,Bronx,3,195
201002,Medical Emergencies,Bronx,4,310
201002,Medical Emergencies,Bronx,5,309
201002,Medical Emergencies,Bronx,6,199
201002,Medical Emergencies,Bronx,7,232
201002,Medical Emergencies,Bronx,8,136
201002,Medical Emergencies,Bronx,9,331
201002,Medical Emergencies,Bronx,10,207
201002,Medical Emergencies,Bronx,11,234
201002,Medical Emergencies,Bronx,12,230
201002,Medical Emergencies,Bronx,Unknown,4
201002,Medical Emergencies,Staten Island,1,346
201002,Medical Emergencies,Staten Island,2,205
201002,Medical Emergencies,Staten Island,3,204
201002,Medical Emergencies,Staten Island,Unknown,4
201002,Medical Emergencies,Brooklyn,1,258
201002,Medical Emergencies,Brooklyn,2,284
201002,Medical Emergencies,Brooklyn,3,400
201002,Medical Emergencies,Brooklyn,4,204
201002,Medical Emergencies,Brooklyn,5,367
201002,Medical Emergencies,Brooklyn,6,144
201002,Medical Emergencies,Brooklyn,7,150
201002,Medical Emergencies,Brooklyn,8,244
201002,Medical Emergencies,Brooklyn,9,174
201002,Medical Emergencies,Brooklyn,10,235
201002,Medical Emergencies,Brooklyn,11,181
201002,Medical Emergencies,Brooklyn,12,181
201002,Medical Emergencies,Brooklyn,13,234
201002,Medical Emergencies,Brooklyn,14,221
201002,Medical Emergencies,Brooklyn,15,225
201002,Medical Emergencies,Brooklyn,16,281
201002,Medical Emergencies,Brooklyn,17,250
201002,Medical Emergencies,Brooklyn,18,275
201002,Medical Emergencies,Brooklyn,Unknown,3
201002,Medical Emergencies,Queens,1,300
201002,Medical Emergencies,Queens,2,187
201002,Medical Emergencies,Queens,3,178
201002,Medical Emergencies,Queens,4,179
201002,Medical Emergencies,Queens,5,216
201002,Medical Emergencies,Queens,6,97
201002,Medical Emergencies,Queens,7,276
201002,Medical Emergencies,Queens,8,206
201002,Medical Emergencies,Queens,9,185
201002,Medical Emergencies,Queens,10,193
201002,Medical Emergencies,Queens,11,138
201002,Medical Emergencies,Queens,12,483
201002,Medical Emergencies,Queens,13,282
201002,Medical Emergencies,Queens,14,192
201002,Medical Emergencies,Queens,Unknown,5
201002,Non Medical Emergencies,Manhattan,1,229
201002,Non Medical Emergencies,Manhattan,2,285
201002,Non Medical Emergencies,Manhattan,3,440
201002,Non Medical Emergencies,Manhattan,4,304
201002,Non Medical Emergencies,Manhattan,5,479
201002,Non Medical Emergencies,Manhattan,6,255
201002,Non Medical Emergencies,Manhattan,7,383
201002,Non Medical Emergencies,Manhattan,8,326
201002,Non Medical Emergencies,Manhattan,9,260
201002,Non Medical Emergencies,Manhattan,10,428
201002,Non Medical Emergencies,Manhattan,11,450
201002,Non Medical Emergencies,Manhattan,12,371
201002,Non Medical Emergencies,Manhattan,Unknown,2
201002,Non Medical Emergencies,Bronx,1,388
201002,Non Medical Emergencies,Bronx,2,96
201002,Non Medical Emergencies,Bronx,3,244
201002,Non Medical Emergencies,Bronx,4,327
201002,Non Medical Emergencies,Bronx,5,320
201002,Non Medical Emergencies,Bronx,6,194
201002,Non Medical Emergencies,Bronx,7,269
201002,Non Medical Emergencies,Bronx,8,169
201002,Non Medical Emergencies,Bronx,9,355
201002,Non Medical Emergencies,Bronx,10,233
201002,Non Medical Emergencies,Bronx,11,245
201002,Non Medical Emergencies,Bronx,12,297
201002,Non Medical Emergencies,Staten Island,1,596
201002,Non Medical Emergencies,Staten Island,2,382
201002,Non Medical Emergencies,Staten Island,3,448
201002,Non Medical Emergencies,Staten Island,Unknown,11
201002,Non Medical Emergencies,Brooklyn,1,379
201002,Non Medical Emergencies,Brooklyn,2,345
201002,Non Medical Emergencies,Brooklyn,3,389
201002,Non Medical Emergencies,Brooklyn,4,142
201002,Non Medical Emergencies,Brooklyn,5,386
201002,Non Medical Emergencies,Brooklyn,6,226
201002,Non Medical Emergencies,Brooklyn,7,147
201002,Non Medical Emergencies,Brooklyn,8,216
201002,Non Medical Emergencies,Brooklyn,9,229
201002,Non Medical Emergencies,Brooklyn,10,262
201002,Non Medical Emergencies,Brooklyn,11,154
201002,Non Medical Emergencies,Brooklyn,12,185
201002,Non Medical Emergencies,Brooklyn,13,197
201002,Non Medical Emergencies,Brooklyn,14,271
201002,Non Medical Emergencies,Brooklyn,15,277
201002,Non Medical Emergencies,Brooklyn,16,333
201002,Non Medical Emergencies,Brooklyn,17,280
201002,Non Medical Emergencies,Brooklyn,18,406
201002,Non Medical Emergencies,Queens,1,303
201002,Non Medical Emergencies,Queens,2,138
201002,Non Medical Emergencies,Queens,3,98
201002,Non Medical Emergencies,Queens,4,93
201002,Non Medical Emergencies,Queens,5,230
201002,Non Medical Emergencies,Queens,6,112
201002,Non Medical Emergencies,Queens,7,301
201002,Non Medical Emergencies,Queens,8,233
201002,Non Medical Emergencies,Queens,9,171
201002,Non Medical Emergencies,Queens,10,159
201002,Non Medical Emergencies,Queens,11,185
201002,Non Medical Emergencies,Queens,12,422
201002,Non Medical Emergencies,Queens,13,278
201002,Non Medical Emergencies,Queens,14,252
201002,Non Medical Emergencies,Queens,Unknown,4
201002,False Alarm,Manhattan,1,6
201002,False Alarm,Manhattan,2,17
201002,False Alarm,Manhattan,3,32
201002,False Alarm,Manhattan,4,31
201002,False Alarm,Manhattan,5,36
201002,False Alarm,Manhattan,6,17
201002,False Alarm,Manhattan,7,15
201002,False Alarm,Manhattan,8,16
201002,False Alarm,Manhattan,9,24
201002,False Alarm,Manhattan,10,25
201002,False Alarm,Manhattan,11,23
201002,False Alarm,Manhattan,12,26
201002,False Alarm,Bronx,1,31
201002,False Alarm,Bronx,2,11
201002,False Alarm,Bronx,3,20
201002,False Alarm,Bronx,4,29
201002,False Alarm,Bronx,5,28
201002,False Alarm,Bronx,6,28
201002,False Alarm,Bronx,7,23
201002,False Alarm,Bronx,8,11
201002,False Alarm,Bronx,9,37
201002,False Alarm,Bronx,10,14
201002,False Alarm,Bronx,11,23
201002,False Alarm,Bronx,12,48
201002,False Alarm,Bronx,Unknown,1
201002,False Alarm,Staten Island,1,79
201002,False Alarm,Staten Island,2,33
201002,False Alarm,Staten Island,3,24
201002,False Alarm,Staten Island,Unknown,1
201002,False Alarm,Brooklyn,1,30
201002,False Alarm,Brooklyn,2,24
201002,False Alarm,Brooklyn,3,35
201002,False Alarm,Brooklyn,4,12
201002,False Alarm,Brooklyn,5,31
201002,False Alarm,Brooklyn,6,17
201002,False Alarm,Brooklyn,7,26
201002,False Alarm,Brooklyn,8,31
201002,False Alarm,Brooklyn,9,10
201002,False Alarm,Brooklyn,10,14
201002,False Alarm,Brooklyn,11,14
201002,False Alarm,Brooklyn,12,22
201002,False Alarm,Brooklyn,13,15
201002,False Alarm,Brooklyn,14,18
201002,False Alarm,Brooklyn,15,22
201002,False Alarm,Brooklyn,16,25
201002,False Alarm,Brooklyn,17,20
201002,False Alarm,Brooklyn,18,24
201002,False Alarm,Queens,1,19
201002,False Alarm,Queens,2,15
