B80150 ,BLACKSTREET VAN LINES INC                                   ,                                                            ,310 LENOX ROAD APT 4 H,11226,646-296-0388,"TLC-licensed base (FHV, Commuter Van, or Para)",
B80151 ,DORCAL EDENWALD INC                                         ,                                                            ,4408 WHITE PLAINS ROAD,10470,718-994-0834,"TLC-licensed base (FHV, Commuter Van, or Para)",
B80152 ,ABRAHAM'S TRANSPORTATION SERVICE INC                        ,                                                            ,144-15 101 AVENUE,11435,718-739-3994,"TLC-licensed base (FHV, Commuter Van, or Para)",
B80157 ,"YOURS 'N MINE TRANSPORTATION SERVICE, INC.                  ",                                                            ,146-28 GUY R BREWER BOULEVARD,11434,718-527-5519,"TLC-licensed base (FHV, Commuter Van, or Para)",
B80164 ,"TRANSXPRESS SERVICES,INC                                    ",                                                            ,34-52 60 STREET,11377,718-899-9348,"TLC-licensed base (FHV, Commuter Van, or Para)",
B80169 ,ROYAL ROSE TRANSPORTATION LLC                               ,                                                            ,839 TROY AVENUE,11203,718-469-7074,"TLC-licensed base (FHV, Commuter Van, or Para)",
B80173 ,HAL TRANSPORTATION SERVICE INC                              ,                                                            ,130-34 232 STREET,11413,718-666-5062,"TLC-licensed base (FHV, Commuter Van, or Para)",
B80179 ,"CITIVAN LINES, CORP.                                        ",                                                            ,117-28 165 STREET,11434,718-772-7885,"TLC-licensed base (FHV, Commuter Van, or Para)",
B80182 ,EIGHT STAR INC.                                             ,KIM'S EXPRESS                                               ,135-05 38 AVENUE 3A-1,11354,718-886-1700,"TLC-licensed base (FHV, Commuter Van, or Para)",
B80185 ,GOLD EXPRESS INC                                            ,                                                            ,"70-25 YELLOWSTONE ROAD, #3Z",11375,718-439-1111,"TLC-licensed base (FHV, Commuter Van, or Para)",
B80191 ,JAH LOVE                                                    ,                                                            ,438 BOLTON AVENUE,10473,347-392-2817,"TLC-licensed base (FHV, Commuter Van, or Para)",
B80192 ,SJ & K TRANSPORTATION LLC                                   ,                                                            ,265 MONROE STREET SUITE # 3,11216,718-208-9425,"TLC-licensed base (FHV, Commuter Van, or Para)",
B80196 ,B.Q.E  BUS SERVICE INC                                      ,                                                            ,40-06 CASE STREET,11373,718-501-3293,"TLC-licensed base (FHV, Commuter Van, or Para)",
B80197 ,GUYMACK EXPRESS INC                                         ,                                                            ,92-20 213 STREET,11428,347-728-4701,"TLC-licensed base (FHV, Commuter Van, or Para)",
B80199 ,BLACK STAR LINE COMMUTER SVC INC                            ,                                                            ,161-36 118 AVENUE,11434,347-721-5555,"TLC-licensed base (FHV, Commuter Van, or Para)",
B80202 ,APPLE COURTESY TRANSPORTATION INC                           ,                                                            ,156-13 110 AVENUE,11433,718-775-0528,"TLC-licensed base (FHV, Commuter Van, or Para)",
