MANHATTAN – COOPERATIVES COMPARABLE PROPERTIES – Boro-Block-Lot,MANHATTAN – COOPERATIVES COMPARABLE PROPERTIES – Address,MANHATTAN – COOPERATIVES COMPARABLE PROPERTIES – Neighborhood,MANHATTAN – COOPERATIVES COMPARABLE PROPERTIES – Building Classification,MANHATTAN – COOPERATIVES COMPARABLE PROPERTIES – Total Units,MANHATTAN – COOPERATIVES COMPARABLE PROPERTIES – Year Built,MANHATTAN – COOPERATIVES COMPARABLE PROPERTIES – Gross SqFt,MANHATTAN – COOPERATIVES COMPARABLE PROPERTIES – Est. Gross Income,MANHATTAN – COOPERATIVES COMPARABLE PROPERTIES – Gross Income per SqFt,MANHATTAN – COOPERATIVES COMPARABLE PROPERTIES – Full Market Value,MANHATTAN – COOPERATIVES COMPARABLE PROPERTIES – Market Value per SqFt,COMPARABLE RENTAL – 1 –Boro-Block-Lot,COMPARABLE RENTAL – 1 –Address,COMPARABLE RENTAL – 1 –Neighborhood,COMPARABLE RENTAL – 1 –Building Classification,COMPARABLE RENTAL – 1 –Total Units,COMPARABLE RENTAL – 1 –Year Built,COMPARABLE RENTAL – 1 –Gross SqFt,COMPARABLE RENTAL – 1 –Est. Gross Income,COMPARABLE RENTAL – 1 –Gross Income per SqFt,COMPARABLE RENTAL – 1 –Full Market Value,COMPARABLE RENTAL – 1 –Market Value per SqFt,COMPARABLE RENTAL – 1 –Dist. from Coop in miles,COMPARABLE RENTAL – 2 –Boro-Block-Lot,COMPARABLE RENTAL – 2 –Address,COMPARABLE RENTAL – 2 –Neighborhood,COMPARABLE RENTAL – 2 –Building Classification,COMPARABLE RENTAL – 2 –Total Units,COMPARABLE RENTAL – 2 –Year Built,COMPARABLE RENTAL – 2 –Gross SqFt,COMPARABLE RENTAL – 2 –Est. Gross Income,COMPARABLE RENTAL – 2 –Gross Income per SqFt,COMPARABLE RENTAL – 2 –Full Market Value,COMPARABLE RENTAL – 2 –Market Value per SqFt,COMPARABLE RENTAL – 2 –Dist. from Coop in miles
1-00817-0085,"568 6 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",FLATIRON,D4-ELEVATOR,121,1955,126300,3400000,26.9,16300000,129,1-00832-0066,"1226 BROADWAY
Manhattan, NY
(40.74988399964684, -73.98797699993861)",FASHION,D9-ELEVATOR,265,1969,133394,3796000,28.5,18200000,136,0.7,1-00764-0042,"72 7 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",CHELSEA,D6-ELEVATOR,113,1931,109669,3006000,27.4,14400000,131,0.35
1-00818-0058,"12 17 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",FLATIRON,D4-ELEVATOR,12,1925,30240,968000,32,4640000,153,1-00585-0001,"464 HUDSON STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",GREENWICH VILLAGE-WEST,D7-ELEVATOR,137,1900,97290,3113426,32,14900000,153,0.75,1-00866-0035,"40 PARK AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",MURRAY HILL,D6-ELEVATOR,160,1950,153398,4858000,31.7,23300000,152,1
1-00818-0059,"14 17 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",FLATIRON,D0-ELEVATOR,19,1906,50672,1470000,29,7040000,139,1-00833-0075,"1265 BROADWAY
Manhattan, NY
(40.74988399964684, -73.98797699993861)",FASHION,D5-ELEVATOR,71,1904,61612,1918671,31.1,9190000,149,0.7,1-00791-0078,"91 7 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",CHELSEA,D9-ELEVATOR,69,1920,62400,1950326,31.3,9340000,150,0.2
1-00818-0073,"40 17 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",FLATIRON,D0-ELEVATOR,23,1910,49520,1485000,30,7110000,144,1-00911-0001,"431 3 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",MURRAY HILL,D9-ELEVATOR,58,1920,45947,1371202,29.8,6570000,143,0.85,1-00875-0003,"239 PARK AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",GRAMERCY,D9-ELEVATOR,46,1911,51122,1580157,30.9,7570000,148,0.35
1-00821-0038,"142 5 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",FLATIRON,D0-ELEVATOR,23,1900,91000,2950000,32.4,14100000,155,1-00896-0048,"135 3 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",GRAMERCY,D6-ELEVATOR,221,1962,158505,4957433,31.3,23700000,150,0.6,1-00866-0035,"40 PARK AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",MURRAY HILL,D6-ELEVATOR,160,1950,153398,4858000,31.7,23300000,152,0.85
1-00822-0045,"4 21 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",FLATIRON,D4-ELEVATOR,58,2005,119136,4410000,37,22100000,186,1-01041-0011,"335 50 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",MIDTOWN WEST,D5-ELEVATOR,151,1930,150000,4750345,31.7,11100000,74,1.55,1-01496-0021,"1125 MADISON AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (79-96),D6-ELEVATOR,41,1922,113052,4223193,37.4,21200000,188,3.2
1-00823-0065,"40 22 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",FLATIRON,D0-ELEVATOR,13,1909,50313,1460000,29,6990000,139,1-00833-0075,"1265 BROADWAY
Manhattan, NY
(40.74988399964684, -73.98797699993861)",FASHION,D5-ELEVATOR,71,1904,61612,1918671,31.1,9190000,149,0.5,1-00791-0078,"91 7 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",CHELSEA,D9-ELEVATOR,69,1920,62400,1950326,31.3,9340000,150,0.3
1-00825-0071,"36 24 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",FLATIRON,D0-ELEVATOR,26,1905,69823,1800000,25.8,7820000,112,1-00571-0025,"120 UNIVERSITY PLACE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",GREENWICH VILLAGE-CENTRAL,D8-ELEVATOR,95,1959,59299,1600000,27,7660000,129,0.5,1-00910-0061,"425 3 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",MURRAY HILL,D6-ELEVATOR,105,1967,66403,1889375,28.5,9050000,136,0.65
1-00826-0029,"13 24 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",FLATIRON,D0-ELEVATOR,13,1906,48991,1470000,30,7040000,144,1-00911-0001,"431 3 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",MURRAY HILL,D9-ELEVATOR,58,1920,45947,1371202,29.8,6570000,143,0.65,1-00875-0003,"239 PARK AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",GRAMERCY,D9-ELEVATOR,46,1911,51122,1580157,30.9,7570000,148,0.4
1-00827-0042,"208 5 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",FLATIRON,D0-ELEVATOR,12,1915,23261,745000,32,3570000,153,1-00791-0078,"91 7 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",CHELSEA,D9-ELEVATOR,69,1920,62400,1950326,31.3,9340000,150,0.55,1-00590-0016,"22 JONES STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",GREENWICH VILLAGE-WEST,D7-ELEVATOR,38,1940,28656,936000,32.7,4480000,156,1.05
1-00827-0060,"22 26 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",FLATIRON,D0-ELEVATOR,21,1910,48685,1460000,30,6990000,144,1-00911-0001,"431 3 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",MURRAY HILL,D9-ELEVATOR,58,1920,45947,1371202,29.8,6570000,143,0.6,1-00875-0003,"239 PARK AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",GRAMERCY,D9-ELEVATOR,46,1911,51122,1580157,30.9,7570000,148,0.45
1-00827-0068,"38 26 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",FLATIRON,D0-ELEVATOR,13,1909,65150,1600000,24.56,6950000,107,1-00571-0025,"120 UNIVERSITY PLACE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",GREENWICH VILLAGE-CENTRAL,D8-ELEVATOR,95,1959,59299,1600000,27,7660000,129,0.6,1-00910-0061,"425 3 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",MURRAY HILL,D6-ELEVATOR,105,1967,66403,1889375,28.5,9050000,136,0.6
1-00830-0046,"2 29 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",FASHION,D0-ELEVATOR,24,1928,69649,1700000,24.41,7380000,106,1-00571-0025,"120 UNIVERSITY PLACE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",GREENWICH VILLAGE-CENTRAL,D8-ELEVATOR,95,1959,59299,1600000,27,7660000,129,0.75,1-00910-0061,"425 3 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",MURRAY HILL,D6-ELEVATOR,105,1967,66403,1889375,28.5,9050000,136,0.5
1-00830-0074,"46 29 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",FASHION,D0-ELEVATOR,27,1924,61418,1950000,31.7,9340000,152,1-00833-0075,"1265 BROADWAY
Manhattan, NY
(40.74988399964684, -73.98797699993861)",FASHION,D5-ELEVATOR,71,1904,61612,1918671,31.1,9190000,149,0.15,1-00791-0078,"91 7 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",CHELSEA,D9-ELEVATOR,69,1920,62400,1950326,31.3,9340000,150,0.65
1-00831-0020,"1200 BROADWAY
Manhattan, NY
(40.74988399964684, -73.98797699993861)",FASHION,D0-ELEVATOR,45,1906,101808,2775000,27.3,13300000,131,1-00732-0007,"455 34 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",JAVITS CENTER,D6-ELEVATOR,128,1929,97867,2574079,26.3,11200000,114,0.75,1-00910-0061,"425 3 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",MURRAY HILL,D6-ELEVATOR,105,1967,66403,1889375,28.5,9050000,136,0.5
1-00832-0032,"11 30 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",FASHION,D0-ELEVATOR,23,1927,62091,1550000,24.96,6730000,108,1-00571-0025,"120 UNIVERSITY PLACE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",GREENWICH VILLAGE-CENTRAL,D8-ELEVATOR,95,1959,59299,1600000,27,7660000,129,0.85,1-00910-0061,"425 3 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",MURRAY HILL,D6-ELEVATOR,105,1967,66403,1889375,28.5,9050000,136,0.5
1-00832-0039,"284 5 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",FASHION,D4-ELEVATOR,40,1900,48552,1165000,23.99,5060000,104,1-00914-0011,"221 33 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",MURRAY HILL,D9-ELEVATOR,45,1900,35508,925438,26.1,4020000,113,0.55,1-01843-0020,"152 MANHATTAN AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",MANHATTAN VALLEY,D3-ELEVATOR,81,1900,75164,1626554,21.64,3810000,51,3.9
1-00833-0022,"31 31 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",FASHION,D4-ELEVATOR,11,1905,32032,897000,28,4300000,134,1-00587-0030,"51 7 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",GREENWICH VILLAGE-WEST,D7-ELEVATOR,35,1926,21679,629218,29,3010000,139,1.35,1-00773-0027,"225 23 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",CHELSEA,D7-ELEVATOR,138,1930,66524,1795000,27,7790000,117,0.55
1-00836-0064,"36 35 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",FASHION,D4-ELEVATOR,37,1930,24646,790000,32.1,3780000,153,1-00585-0001,"464 HUDSON STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",GREENWICH VILLAGE-WEST,D7-ELEVATOR,137,1900,97290,3113426,32,14900000,153,1.55,1-00866-0035,"40 PARK AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",MURRAY HILL,D6-ELEVATOR,160,1950,153398,4858000,31.7,23300000,152,0.25
1-00837-0040,"372 5 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",FASHION,D0-ELEVATOR,129,1928,127666,4000000,31.3,19200000,150,1-00896-0048,"135 3 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",GRAMERCY,D6-ELEVATOR,221,1962,158505,4957433,31.3,23700000,150,1.15,1-00866-0035,"40 PARK AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",MURRAY HILL,D6-ELEVATOR,160,1950,153398,4858000,31.7,23300000,152,0.25
1-00839-0062,"26 38 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",FASHION,D0-ELEVATOR,11,1910,14439,580000,40.2,2910000,202,1-00611-0054,"6 CHARLES STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",GREENWICH VILLAGE-WEST,D1-ELEVATOR,27,1910,15168,682000,45,3420000,225,1.4,1-00570-0008,"6 13 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",GREENWICH VILLAGE-CENTRAL,D5-ELEVATOR,54,1900,49408,1935888,39.2,9710000,197,1.2
1-00839-0063,"28 38 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",FASHION,D0-ELEVATOR,24,1910,55870,1620000,29,7760000,139,1-00833-0075,"1265 BROADWAY
Manhattan, NY
(40.74988399964684, -73.98797699993861)",FASHION,D5-ELEVATOR,71,1904,61612,1918671,31.1,9190000,149,0.3,1-00791-0078,"91 7 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",CHELSEA,D9-ELEVATOR,69,1920,62400,1950326,31.3,9340000,150,1.05
1-00841-0021,"32 40 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",FASHION,C6-WALK-UP,13,1920,10329,289000,28,1380000,134,1-00572-0072,"57 8 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",GREENWICH VILLAGE-CENTRAL,C7-WALK-UP,17,1900,9490,262815,27.7,1260000,133,1.5,1-00619-0014,"242 10 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",GREENWICH VILLAGE-WEST,C4-WALK-UP,24,1901,9480,266000,28.1,1270000,134,1.7
1-00841-0066,"28 40 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",FASHION,C6-WALK-UP,11,1920,8508,285000,33.5,1370000,161,1-00350-0028,"23 CLINTON STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",LOWER EAST SIDE,C4-WALK-UP,18,1920,8675,298125,34.4,1430000,165,2.15,1-00463-0048,"19 7 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",EAST VILLAGE,C7-WALK-UP,12,1900,8710,285410,32.8,1370000,157,1.65
1-00841-0069,"30 40 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",FASHION,D4-ELEVATOR,64,1907,69925,2380000,34,11400000,163,1-00786-0042,"488 7 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",FASHION,D9-ELEVATOR,108,1902,88872,3037391,34.2,14500000,163,0.4,1-00767-0043,"128 7 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",CHELSEA,D6-ELEVATOR,65,1959,46812,1596000,34.1,7640000,163,1.1
1-00841-0070,"36 40 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",FASHION,D4-ELEVATOR,11,1930,11666,397000,34,1900000,163,1-00617-0045,"220 13 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",GREENWICH VILLAGE-WEST,D7-ELEVATOR,23,1928,13662,502000,36.7,2520000,184,1.35,1-00574-0072,"57 10 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",GREENWICH VILLAGE-CENTRAL,D7-ELEVATOR,23,1915,13278,449174,33.8,2150000,162,1.4
1-00842-0007,"7 14 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",FLATIRON,D4-ELEVATOR,504,1965,430000,11200000,26,48600000,113,1-01170-0001,"2201 BROADWAY
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER WEST SIDE (59-79),D6-ELEVATOR,174,1908,455328,14115168,31,67600000,148,3.3,,,,,,,,,,,,
1-00844-0011,"15 16 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",FLATIRON,D0-ELEVATOR,11,1908,49520,1400000,28.3,6710000,136,1-00833-0075,"1265 BROADWAY
Manhattan, NY
(40.74988399964684, -73.98797699993861)",FASHION,D5-ELEVATOR,71,1904,61612,1918671,31.1,9190000,149,0.75,1-00791-0078,"91 7 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",CHELSEA,D9-ELEVATOR,69,1920,62400,1950326,31.3,9340000,150,0.35
1-00846-0064,"18 18 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",FLATIRON,D0-ELEVATOR,11,1900,36400,1175000,32.3,5630000,155,1-00791-0078,"91 7 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",CHELSEA,D9-ELEVATOR,69,1920,62400,1950326,31.3,9340000,150,0.35,1-00590-0016,"22 JONES STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",GREENWICH VILLAGE-WEST,D7-ELEVATOR,38,1940,28656,936000,32.7,4480000,156,0.7
1-00846-0071,"105 5 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",FLATIRON,D0-ELEVATOR,43,1907,102017,2750000,27,13200000,129,1-00832-0066,"1226 BROADWAY
Manhattan, NY
(40.74988399964684, -73.98797699993861)",FASHION,D9-ELEVATOR,265,1969,133394,3796000,28.5,18200000,136,0.65,1-00764-0042,"72 7 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",CHELSEA,D6-ELEVATOR,113,1931,109669,3006000,27.4,14400000,131,0.5
1-00847-0024,"874 BROADWAY
Manhattan, NY
(40.74988399964684, -73.98797699993861)",FLATIRON,D0-ELEVATOR,24,1900,43073,1050000,24.38,4560000,106,1-00571-0025,"120 UNIVERSITY PLACE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",GREENWICH VILLAGE-CENTRAL,D8-ELEVATOR,95,1959,59299,1600000,27,7660000,129,0.25,1-00910-0061,"425 3 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",MURRAY HILL,D6-ELEVATOR,105,1967,66403,1889375,28.5,9050000,136,0.6
1-00847-0038,"222 PARK AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",FLATIRON,D0-ELEVATOR,54,1910,106841,2650000,24.8,11500000,108,1-00732-0007,"455 34 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",JAVITS CENTER,D6-ELEVATOR,128,1929,97867,2574079,26.3,11200000,114,1.2,1-00910-0061,"425 3 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",MURRAY HILL,D6-ELEVATOR,105,1967,66403,1889375,28.5,9050000,136,0.6
1-00847-0050,"40 19 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",FLATIRON,D0-ELEVATOR,15,1905,37857,1025000,27.1,4910000,130,1-00773-0027,"225 23 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",CHELSEA,D7-ELEVATOR,138,1930,66524,1795000,27,7790000,117,0.65,1-00612-0051,"159 1 2 7 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",GREENWICH VILLAGE-WEST,D7-ELEVATOR,26,1940,17826,613000,34.4,2940000,165,0.65
1-00848-0012,"889 BROADWAY
Manhattan, NY
(40.74988399964684, -73.98797699993861)",FLATIRON,D0-ELEVATOR,19,1920,38983,1050000,26.9,5030000,129,1-00571-0025,"120 UNIVERSITY PLACE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",GREENWICH VILLAGE-CENTRAL,D8-ELEVATOR,95,1959,59299,1600000,27,7660000,129,0.3,1-00792-0012,"141 16 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",CHELSEA,D1-ELEVATOR,49,1940,34662,966674,27.9,4630000,134,0.35
1-00848-0074,"129 5 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",FLATIRON,D0-ELEVATOR,32,1905,57115,1500000,26.3,6510000,114,1-00895-0082,"114 40 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",MURRAY HILL,D9-ELEVATOR,37,1925,26178,626070,23.92,2720000,104,1,1-01154-0206,"242 64 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER WEST SIDE (59-79),D9-ELEVATOR,54,1911,42102,986886,23.44,4290000,102,2.35
1-00849-0055,"30 21 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",FLATIRON,D0-ELEVATOR,14,1904,32800,455500,13.89,1660000,51,1-00773-0027,"225 23 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",CHELSEA,D7-ELEVATOR,138,1930,66524,1795000,27,7790000,117,0.6,1-00860-0015,"118 MADISON AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",MURRAY HILL,D5-ELEVATOR,13,1920,34545,1348000,39,6760000,196,0.5
1-00850-0057,"30 22 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",FLATIRON,D4-ELEVATOR,23,1925,11380,375000,33,1800000,158,1-00850-0064,"12 22 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",FLATIRON,D5-ELEVATOR,87,1911,78646,2990639,38,15000000,191,0,1-00850-0019,"21 21 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",FLATIRON,D9-ELEVATOR,26,1900,14840,454529,30.6,2180000,147,0
1-00851-0013,"21 22 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",FLATIRON,D4-ELEVATOR,129,1911,149276,5000000,33.5,24000000,161,1-00585-0001,"464 HUDSON STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",GREENWICH VILLAGE-WEST,D7-ELEVATOR,137,1900,97290,3113426,32,14900000,153,1.1,1-00866-0035,"40 PARK AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",MURRAY HILL,D6-ELEVATOR,160,1950,153398,4858000,31.7,23300000,152,0.7
1-00851-0028,"33 22 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",FLATIRON,D4-ELEVATOR,40,1938,32415,972000,30,4660000,144,1-00850-0019,"21 21 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",FLATIRON,D9-ELEVATOR,26,1900,14840,454529,30.6,2180000,147,0.05,1-00846-0041,"220 PARK AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",FLATIRON,D5-ELEVATOR,36,1900,33638,1307804,38.9,6560000,195,0.25
1-00857-0018,"66 MADISON AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",FLATIRON,D4-ELEVATOR,138,1930,140000,4480000,32,21500000,154,1-00585-0001,"464 HUDSON STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",GREENWICH VILLAGE-WEST,D7-ELEVATOR,137,1900,97290,3113426,32,14900000,153,1.3,1-00866-0035,"40 PARK AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",MURRAY HILL,D6-ELEVATOR,160,1950,153398,4858000,31.7,23300000,152,0.45
1-00858-0032,"41 28 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",MURRAY HILL,D0-ELEVATOR,20,1910,26615,745000,28,3570000,134,1-00582-0020,"60 LEROY STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",GREENWICH VILLAGE-WEST,D1-ELEVATOR,37,1941,22242,623000,28,2980000,134,1.45,1-00768-0077,"274 19 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",CHELSEA,D1-ELEVATOR,25,1920,22506,656000,29.1,3140000,140,0.75
1-00860-0027,"33 30 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",MURRAY HILL,D4-ELEVATOR,43,1906,41670,1460000,35,6990000,168,1-00821-0040,"146 5 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",FLATIRON,D9-ELEVATOR,25,1935,14110,657000,46.6,3290000,233,0.6,1-00562-0044,"25 10 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",GREENWICH VILLAGE-CENTRAL,D6-ELEVATOR,62,1929,45496,1596000,35.1,7640000,168,0.95
1-00862-0011,"11 32 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",MURRAY HILL,D4-ELEVATOR,83,1910,45920,1400000,30.5,6710000,146,1-00911-0001,"431 3 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",MURRAY HILL,D9-ELEVATOR,58,1920,45947,1371202,29.8,6570000,143,0.4,1-01086-0031,"879 10 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",CLINTON,D7-ELEVATOR,39,1945,31540,960756,30.5,4600000,146,1.6
1-00862-0024,"153 MADISON AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",MURRAY HILL,D4-ELEVATOR,120,1912,111227,2895000,26,12600000,113,1-00764-0042,"72 7 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",CHELSEA,D6-ELEVATOR,113,1931,109669,3006000,27.4,14400000,131,1.05,1-00765-0035,"78 7 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",CHELSEA,D7-ELEVATOR,121,1940,128350,3235048,25.2,14000000,109,1
1-00864-0035,"10 PARK AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",MURRAY HILL,D4-ELEVATOR,275,1932,218364,7200000,33,34500000,158,1-00572-0038,"20 5 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",GREENWICH VILLAGE-CENTRAL,D9-ELEVATOR,113,1940,132420,4686000,35.4,22400000,169,1.3,1-00934-0015,"332 28 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",KIPS BAY,D9-ELEVATOR,224,1979,165739,5888713,35.5,28200000,170,0.55
1-00864-0041,"16 PARK AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",MURRAY HILL,D4-ELEVATOR,67,1924,58841,1650000,28,7900000,134,1-00772-0045,"214 7 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",CHELSEA,D9-ELEVATOR,44,1890,22974,668270,29.1,3200000,139,0.85,1-00817-0001,"552 6 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",FLATIRON,D9-ELEVATOR,111,1973,101231,2779000,27.5,13300000,131,0.95
1-00865-0007,"7 35 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",MURRAY HILL,D4-ELEVATOR,58,1979,62947,2440000,38.8,12200000,194,1-00888-0031,"153 32 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",MURRAY HILL,D5-ELEVATOR,71,1920,62188,2367139,38.1,11900000,191,0.3,1-00858-0014,"80 MADISON AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",MURRAY HILL,D6-ELEVATOR,61,1923,60110,2471692,41.1,12400000,206,0.35
