BROOKLYN CONDOMINIUM PROPERTY Boro-Block-Lot,BROOKLYN CONDOMINIUM PROPERTY Condo Section,BROOKLYN CONDOMINIUM PROPERTY Address,BROOKLYN CONDOMINIUM PROPERTY Neighborhood,BROOKLYN CONDOMINIUM PROPERTY Building Classification,BROOKLYN CONDOMINIUM PROPERTY Total Units,BROOKLYN CONDOMINIUM PROPERTY Year Built,BROOKLYN CONDOMINIUM PROPERTY Gross SqFt,BROOKLYN CONDOMINIUM PROPERTY Est. Gross Income,BROOKLYN CONDOMINIUM PROPERTY Gross Income per SqFt,BROOKLYN CONDOMINIUM PROPERTY Full Market Value,BROOKLYN CONDOMINIUM PROPERTY Market Value per SqFt, COMPARABLE RENTAL 1 Boro-Block-Lot,COMPARABLE RENTAL 1 Address,COMPARABLE RENTAL 1  Neighborhood,COMPARABLE RENTAL 1  Building Classification,COMPARABLE RENTAL 1  Total Units,COMPARABLE RENTAL 1  Year Built,COMPARABLE RENTAL 1  Gross SqFt,COMPARABLE RENTAL 1  Est. Gross Income,COMPARABLE RENTAL 1  Gross Income per SqFt,COMPARABLE RENTAL 1 Full Market Value,COMPARABLE RENTAL 1  Market Value per SqFt,COMPARABLE RENTAL 1  Dist. from Coop in miles,COMPARABLE RENTAL 2  Boro-Block-Lot,COMPARABLE RENTAL 2  Address,COMPARABLE RENTAL 2  Neighborhood,COMPARABLE RENTAL 2  Building Classification,COMPARABLE RENTAL 2  Total Units,COMPARABLE RENTAL 2  Year Built,COMPARABLE RENTAL 2  Gross SqFt,COMPARABLE RENTAL 2  Est. Gross Income,COMPARABLE RENTAL 2  Gross Income per SqFt,COMPARABLE RENTAL 2  Full Market Value,COMPARABLE RENTAL 2  Market Value per SqFt,COMPARABLE RENTAL 2  Dist. from Coop in miles
3-00895-7502,1794-R1,"35 MC DONALD AVENUE
Brooklyn, New York
(40.654240974199354, -73.98157466886335)",WINDSOR TERRACE,R4-ELEVATOR,35,2006,36872,401904,10.9,1420004,38.5,3-07104-0237,"18 WHITNEY PLACE
Brooklyn, New York
(40.59779423207737, -73.97279160211846)",OCEAN PARKWAY-SOUTH,C1-WALK-UP,42,1949,35499,272955,7.69,838000,23.61,3.95,,,,,,,,,,,,
3-00895-7503,1931-R1,"11 TERRACE PLACE
Brooklyn, New York
(42.43318899977248, -78.74864600041258)",WINDSOR TERRACE,R2-WALK-UP,18,2006,17983,395600,22,1770094,98,3-02425-0029,"399 HEWES STREET
Brooklyn, New York
(40.708645651376486, -73.95123344075785)",WILLIAMSBURG-SOUTH,D9-ELEVATOR,29,1917,25800,741492,28.7,2610000,101,4.1,3-02425-0036,"395 3 STREET
Brooklyn, New York
(42.43318899977248, -78.74864600041258)",WILLIAMSBURG-SOUTH,D9-ELEVATOR,30,1916,23481,581233,24.75,1780000,76,4.1
3-00900-7501,1864-R1,"320 23 STREET
Brooklyn, New York
(40.65859138922363, -73.99192449504736)",SUNSET PARK,R2-WALK-UP,16,2006,12950,323750,25,1449998,112,3-02558-0062,"113 GREENPOINT AVENUE
Brooklyn, New York
(40.73010842435774, -73.95556600461026)",GREENPOINT,C1-WALK-UP,16,1930,12560,289759,23.07,1290000,103,5.3,3-02785-0037,"47 MAUJER STREET
Brooklyn, New York
(40.71040120645431, -73.94936805173816)",WILLIAMSBURG-EAST,C1-WALK-UP,14,2006,13810,323746,23.44,1450000,105,4.2
3-00900-7502,1830-R1,"313 23 STREET
Brooklyn, New York
(40.658733786794336, -73.99204609861874)",SUNSET PARK,R2-WALK-UP,16,2006,12930,284460,22,1270006,98,3-02558-0062,"113 GREENPOINT AVENUE
Brooklyn, New York
(40.73010842435774, -73.95556600461026)",GREENPOINT,C1-WALK-UP,16,1930,12560,289759,23.07,1290000,103,5.3,3-01173-0076,"383 ST JOHN'S PLACE
Brooklyn, New York
(40.67406181867094, -73.96504546907138)",PROSPECT HEIGHTS,C1-WALK-UP,16,1912,14996,311138,20.75,1390000,93,1.75
3-00915-7501,1156-R1,"755 40 STREET
Brooklyn, New York
(40.64734509333965, -73.99886040943478)",SUNSET PARK,R4-ELEVATOR,12,2002,10194,254850,25,1140002,112,3-00898-0012,"308 21 STREET
Brooklyn, New York
(40.65985249847013, -73.99099897011534)",SUNSET PARK,C1-WALK-UP,18,2001,10975,157821,14.38,705000,64,0.9,,,,,,,,,,,,
3-00925-7501,188-R1,"831 43 STREET
Brooklyn, New York
(40.644631097940625, -73.99889424358658)",BOROUGH PARK,R2-WALK-UP,16,1987,9903,152506,15.4,619998,63,3-05351-0008,"58 CHURCH AVENUE
Brooklyn, New York
(40.642156748840804, -73.9808856158477)",BOROUGH PARK,C1-WALK-UP,20,1930,13500,219090,16.23,891000,66,0.95,,,,,,,,,,,,
3-00928-7503,1290-R1,"393 DEAN STREET
Brooklyn, New York
(40.68280814951563, -73.97830274259604)",PARK SLOPE,R2-WALK-UP,16,2004,21829,552273,25.3,2470001,113,3-01149-0006,"677 CLASSON AVENUE
Brooklyn, New York
(40.677105851113765, -73.95922605156505)",CROWN HEIGHTS,C1-WALK-UP,16,1990,6100,166917,27.4,809000,133,1.15,,,,,,,,,,,,
3-00937-7501,97-R1,"99 4 AVENUE
Brooklyn, New York
(40.681168272839635, -73.98037487472648)",PARK SLOPE,R2-WALK-UP,24,1986,20750,325775,15.7,1320000,64,3-00814-0020,"334 53 STREET
Brooklyn, New York
(40.6454937052338, -74.01554322862926)",SUNSET PARK,C1-WALK-UP,12,1983,9180,70686,7.7,200000,21.79,3.1,,,,,,,,,,,,
3-00939-7502,1651-R1,"145 PARK PLACE
Brooklyn, New York
(40.67793477391998, -73.9737643242561)",PARK SLOPE,R4-ELEVATOR,47,1925,68505,2631388,38.4,10900992,159,3-03512-0001,"663 HOWARD AVENUE
Brooklyn, New York
(40.66594467794974, -73.91936484804988)",BROWNSVILLE,D1-ELEVATOR,122,1983,85370,1612883,18.89,4550000,53,3,,,,,,,,,,,,
3-00941-7501,64-R1,"1113 5 AVENUE
Brooklyn, New York
(42.43318899977248, -78.74864600041258)",PARK SLOPE,R4-ELEVATOR,36,1922,39656,467940,11.8,1650000,41.6,3-00993-0072,"277 7 STREET
Brooklyn, New York
(42.43318899977248, -78.74864600041258)",PARK SLOPE,C1-WALK-UP,20,1914,14860,183224,12.33,689000,46.4,0.7,3-00999-0060,"311 8 STREET
Brooklyn, New York
(40.66932481353383, -73.98478864374125)",PARK SLOPE,C1-WALK-UP,16,1931,14320,154375,10.78,522000,36.5,0.75
3-00945-7501,398-R1,"100 STERLING PLACE
Brooklyn, New York
(40.67761994082868, -73.9751217251348)",PARK SLOPE,R4-ELEVATOR,36,0,38430,729785,18.99,2970001,77,3-07550-0019,"837 22 STREET
Brooklyn, New York
(40.632324589658374, -73.95560037598656)",MIDWOOD,C1-WALK-UP,32,1924,32000,284350,8.89,937000,29.3,3.3,3-07550-0068,"754 23 STREET
Brooklyn, New York
(40.631888115098356, -73.95463913680018)",MIDWOOD,C1-WALK-UP,31,1924,32000,384350,12.01,1350000,42.2,3.3
3-00947-7501,750-R1,"47 LINCOLN PLACE
Brooklyn, New York
(40.677162512048575, -73.97817283461117)",PARK SLOPE,R2-WALK-UP,12,0,13731,185542,13.51,698001,51,3-02593-0022,"114 CALYER STREET
Brooklyn, New York
(40.72715165828791, -73.95613159707153)",GREENPOINT,C1-WALK-UP,11,2005,16000,230080,14.38,912000,57,3.6,3-06115-0151,"125 95 STREET
Brooklyn, New York
(40.61703711570941, -74.03696404426779)",BAY RIDGE,C1-WALK-UP,14,2002,16500,225749,13.68,895000,54,5.2
3-00949-7502,1119-R1,"675 SACKETT STREET
Brooklyn, New York
(40.677888138934, -73.98213265756725)",PARK SLOPE,R4-ELEVATOR,38,0,49768,995360,20,4449999,89,3-00964-0047,"297 1 STREET
Brooklyn, New York
(40.67433971376887, -73.98289541312576)",PARK SLOPE,C1-WALK-UP,20,1991,34000,497080,14.62,1970000,58,0.25,,,,,,,,,,,,
3-00951-7501,34-R1,"64 7 AVENUE
Brooklyn, New York
(42.43318899977248, -78.74864600041258)",PARK SLOPE,R2-WALK-UP,11,1931,9102,136530,15,540999,59,3-00974-0059,"329 3 STREET
Brooklyn, New York
(42.43318899977248, -78.74864600041258)",PARK SLOPE,C1-WALK-UP,12,1921,8533,105212,12.33,396000,46.4,0.45,,,,,,,,,,,,
3-00955-7502,268-R1,"630 UNION STREET
Brooklyn, New York
(40.67729038074992, -73.98278604445241)",PARK SLOPE,R2-WALK-UP,30,1915,20202,309090,15.3,1260006,62,3-05862-0004,"6823 RIDGE BOULEVARD
Brooklyn, New York
(42.43318899977248, -78.74864600041258)",BAY RIDGE,C1-WALK-UP,20,1917,18864,356718,18.91,1450000,77,3.65,3-05930-0031,"470 74 STREET
Brooklyn, New York
(40.63046986290884, -74.02268231682865)",BAY RIDGE,C1-WALK-UP,40,1924,24880,335399,13.48,1260000,51,3.85
3-00958-7501,1134-R1,"569 CARROLL STREET
Brooklyn, New York
(40.67575171368179, -73.98278572081014)",PARK SLOPE,R4-ELEVATOR,18,2003,15740,314800,20,1410000,90,3-00964-0047,"297 1 STREET
Brooklyn, New York
(40.67433971376887, -73.98289541312576)",PARK SLOPE,C1-WALK-UP,20,1991,34000,497080,14.62,1970000,58,0.1,,,,,,,,,,,,
3-00966-7501,83-R1,"190 GARFIELD PLACE
Brooklyn, New York
(40.67256394074381, -73.97762620212765)",PARK SLOPE,R2-WALK-UP,40,1930,36669,689377,18.8,2799996,76,3-01089-0001,"719 8 AVENUE
Brooklyn, New York
(40.66682871613259, -73.97828804034879)",PARK SLOPE,C1-WALK-UP,32,1905,31468,590620,18.77,2400000,76,0.45,3-01077-0001,"215 8 AVENUE
Brooklyn, New York
(40.66998348891286, -73.97563711367047)",PARK SLOPE,C1-WALK-UP,16,1920,11250,231365,20.57,1030000,92,0.3
3-00974-7501,847-R1,"330 2 STREET
Brooklyn, New York
(40.673981454863075, -73.98404568791939)",PARK SLOPE,R4-ELEVATOR,36,0,48738,1192131,24.46,5330000,109,3-08688-0079,"3094 BRIGHTON 5 STREET
Brooklyn, New York
(40.57710681365216, -73.96232776761524)",BRIGHTON BEACH,D1-ELEVATOR,43,1929,52200,388920,7.45,1190000,22.8,6.8,,,,,,,,,,,,
3-00974-7502,1213-R1,"306 2 STREET
Brooklyn, New York
(40.67436335989075, -73.98483038340589)",PARK SLOPE,R2-WALK-UP,46,2004,94982,1595697,16.8,6489997,68,3-03616-0001,"465 THATFORD AVENUE
Brooklyn, New York
(40.65990183788912, -73.9072312061945)",BROWNSVILLE,C1-WALK-UP,24,1986,157708,1984204,12.58,5600000,35.5,4.2,,,,,,,,,,,,
3-00974-7503,1288-R1,"354 2 STREET
Brooklyn, New York
(40.67359954979413, -73.98326099234806)",PARK SLOPE,R4-ELEVATOR,30,0,30802,1044187,33.9,5249997,170,3-02145-0018,"440 BERRY STREET
Brooklyn, New York
(42.43318899977248, -78.74864600041258)",WILLIAMSBURG-SOUTH,D9-ELEVATOR,66,1995,58430,2208654,37.8,11100000,190,2.6,,,,,,,,,,,,
3-00998-7503,1553-R1,"267 8 STREET
Brooklyn, New York
(40.67005109409191, -73.98627847992903)",PARK SLOPE,R2-WALK-UP,16,2004,21599,431980,20,1930000,89,3-00964-0047,"297 1 STREET
Brooklyn, New York
(40.67433971376887, -73.98289541312576)",PARK SLOPE,C1-WALK-UP,20,1991,34000,497080,14.62,1970000,58,0.35,,,,,,,,,,,,
3-01005-7501,300-R1,"300 8 STREET
Brooklyn, New York
(40.66942917157402, -73.9851357304257)",PARK SLOPE,R4-ELEVATOR,19,1914,15637,184516,11.8,650001,41.6,3-00993-0072,"277 7 STREET
Brooklyn, New York
(42.43318899977248, -78.74864600041258)",PARK SLOPE,C1-WALK-UP,20,1914,14860,183224,12.33,689000,46.4,0.2,3-00999-0060,"311 8 STREET
Brooklyn, New York
(40.66932481353383, -73.98478864374125)",PARK SLOPE,C1-WALK-UP,16,1931,14320,154375,10.78,522000,36.5,0.05
3-01005-7502,599-R1,"357 9 STREET
Brooklyn, New York
(40.668384815934125, -73.98459367898802)",PARK SLOPE,R4-ELEVATOR,131,1920,37880,810632,21.4,3620000,96,3-00821-0012,"224 54 STREET
Brooklyn, New York
(40.64648825616518, -74.01870596864923)",BUSH TERMINAL,C1-WALK-UP,18,1911,10800,231097,21.4,653000,60,2.35,,,,,,,,,,,,
3-01023-7501,405-R1,"340 11 STREET
Brooklyn, New York
(40.66777149963045, -73.98696506169998)",PARK SLOPE SOUTH,R4-ELEVATOR,12,1991,21200,621446,29.3,2580001,122,3-01148-0020,"802 BERGEN STREET
Brooklyn, New York
(40.67794313202407, -73.96125482082434)",CROWN HEIGHTS,D1-ELEVATOR,32,2001,28912,377441,13.05,1420000,49.1,1.5,,,,,,,,,,,,
3-01053-7501,1128-R1,"279 PROSPECT AVENUE
Brooklyn, New York
(40.663359548874155, -73.98918994366083)",PARK SLOPE SOUTH,R4-ELEVATOR,20,0,43348,545549,12.59,2050003,47.3,3-01388-0048,"935 EASTERN PARKWAY
Brooklyn, New York
(40.669346752201804, -73.9373425901741)",CROWN HEIGHTS,D1-ELEVATOR,17,2000,34430,275440,8,778000,22.6,2.7,,,,,,,,,,,,
3-01058-7501,90-R1,"180 STERLING PLACE
Brooklyn, New York
(40.6764648431758, -73.97212841996746)",PARK SLOPE,R2-WALK-UP,16,1915,11732,178326,15.2,724998,62,3-01088-0035,"704 8 AVENUE
Brooklyn, New York
(40.66693950578529, -73.97828322561419)",PARK SLOPE,C1-WALK-UP,13,1920,13531,205921,15.22,838000,62,0.7,3-01058-0042,"229 ST JOHN'S PLACE
Brooklyn, New York
(40.67585327790877, -73.97251916792828)",PARK SLOPE,C1-WALK-UP,19,1910,14205,228460,16.08,929000,65,0
3-01064-7501,1114-R1,"937 UNION STREET
Brooklyn, New York
(40.673323474184706, -73.97246300926697)",PARK SLOPE,R4-ELEVATOR,22,2003,49210,1392643,28.3,6750000,137,3-00193-0050,"129 BOERUM PLACE
Brooklyn, New York
(40.68785047746899, -73.99153634261823)",BOERUM HILL,D9-ELEVATOR,46,1999,42000,1188240,28.3,5760000,137,1.4,,,,,,,,,,,,
3-01089-7501,1597-R1,"570 7 STREET
Brooklyn, New York
(42.43318899977248, -78.74864600041258)",PARK SLOPE,R2-WALK-UP,15,2006,10911,140751,12.9,529000,48.5,3-00946-0047,"152 5 AVENUE
Brooklyn, New York
(40.6782270147452, -73.97927543518267)",PARK SLOPE,C7-WALK-UP,11,1920,8000,132993,16.62,541000,68,0.9,3-00993-0072,"277 7 STREET
Brooklyn, New York
(42.43318899977248, -78.74864600041258)",PARK SLOPE,C1-WALK-UP,20,1914,14860,183224,12.33,689000,46.4,0.6
3-01093-7501,928-R1,"145 PROSPECT PARK
Brooklyn, New York
(40.70062218313141, -73.98531310324303)",PARK SLOPE,R2-WALK-UP,27,2002,23280,465600,20,2079993,89,3-00964-0047,"297 1 STREET
Brooklyn, New York
(40.67433971376887, -73.98289541312576)",PARK SLOPE,C1-WALK-UP,20,1991,34000,497080,14.62,1970000,58,0.75,,,,,,,,,,,,
3-01097-7501,85-R1,"632 11 STREET
Brooklyn, New York
(40.663970386700505, -73.9790866376457)",PARK SLOPE,R2-WALK-UP,18,1921,13352,202950,15.2,824999,62,3-01088-0035,"704 8 AVENUE
Brooklyn, New York
(40.66693950578529, -73.97828322561419)",PARK SLOPE,C1-WALK-UP,13,1920,13531,205921,15.22,838000,62,0.25,3-01058-0042,"229 ST JOHN'S PLACE
Brooklyn, New York
(40.67585327790877, -73.97251916792828)",PARK SLOPE,C1-WALK-UP,19,1910,14205,228460,16.08,929000,65,0.95
3-01097-7502,722-R1,"163 PROSPECT PARK
Brooklyn, New York
(40.70061461479985, -73.98515416828019)",PARK SLOPE,R2-WALK-UP,25,1999,8800,128480,14.6,508993,58,3-00964-0047,"297 1 STREET
Brooklyn, New York
(40.67433971376887, -73.98289541312576)",PARK SLOPE,C1-WALK-UP,20,1991,34000,497080,14.62,1970000,58,0.8,,,,,,,,,,,,
3-01098-7509,752-R1,"438 12 STREET
Brooklyn, New York
(40.66442520035683, -73.98176734709958)",PARK SLOPE,R4-ELEVATOR,34,1999,56518,861899,15.25,3510006,62,3-08688-0079,"3094 BRIGHTON 5 STREET
Brooklyn, New York
(40.57710681365216, -73.96232776761524)",BRIGHTON BEACH,D1-ELEVATOR,43,1929,52200,388920,7.45,1190000,22.8,6.1,,,,,,,,,,,,
3-01098-7510,843-R1,"444 12 STREET
Brooklyn, New York
(40.664310247540634, -73.98152997699862)",PARK SLOPE,R4-ELEVATOR,37,1920,61500,588555,9.57,1990002,32.4,3-07465-0040,"3051 OCEAN AVENUE
Brooklyn, New York
(40.586752710696395, -73.9489333632872)",SHEEPSHEAD BAY,D1-ELEVATOR,69,1938,61000,569284,9.33,1880000,30.8,5.6,,,,,,,,,,,,
3-01100-7501,1718-R1,"425 14 STREET
Brooklyn, New York
(40.662985561991384, -73.98215054433129)",PARK SLOPE,R2-WALK-UP,29,1910,23868,465426,19.5,2080003,87,3-00975-0017,"390 2 STREET
Brooklyn, New York
(40.672989449654544, -73.98200742688056)",PARK SLOPE,C1-WALK-UP,16,1920,16752,326035,19.46,1460000,87,0.6,,,,,,,,,,,,
3-01102-7505,1109-R1,"392 14 STREET
Brooklyn, New York
(40.60242685139822, -74.01262120121338)",PARK SLOPE,R4-ELEVATOR,24,2001,13057,261140,20,1170006,90,3-06782-0026,"2120 OCEAN AVENUE
Brooklyn, New York
(40.61008174755378, -73.95353517549691)",MADISON,C1-WALK-UP,20,2005,26750,556400,20.8,2490000,93,4,,,,,,,,,,,,
3-01103-7501,439-R1,"1405 8 AVENUE
Brooklyn, New York
(40.66268410932616, -73.98172165223532)",PARK SLOPE,R2-WALK-UP,15,0,11800,246506,20.89,1019998,86,3-02593-0022,"114 CALYER STREET
Brooklyn, New York
(40.72715165828791, -73.95613159707153)",GREENPOINT,C1-WALK-UP,11,2005,16000,230080,14.38,912000,57,4.65,3-06115-0151,"125 95 STREET
Brooklyn, New York
(40.61703711570941, -74.03696404426779)",BAY RIDGE,C1-WALK-UP,14,2002,16500,225749,13.68,895000,54,4.3
3-01104-7504,1229-R1,"372 15 STREET
Brooklyn, New York
(40.66298298864422, -73.9840316037349)",PARK SLOPE SOUTH,R2-WALK-UP,30,2004,34417,774382,22.5,3459999,101,3-00177-0034,"397 ATLANTIC AVENUE
Brooklyn, New York
(42.43318899977248, -78.74864600041258)",BOERUM HILL,C1-WALK-UP,13,2004,14800,333422,22.53,1490000,101,1.75,,,,,,,,,,,,
3-01104-7505,1969-R1,"359 16 STREET
Brooklyn, New York
(40.66232633773308, -73.98428685533727)",PARK SLOPE SOUTH,R0-CONDOMINIUM,12,2006,13550,252843,18.66,523442,38.6,3-01968-0032,"1084 BEDFORD AVENUE
Brooklyn, New York
(40.68772100013179, -73.95481297433324)",BEDFORD STUYVESANT,C4-WALK-UP,22,1930,11650,222997,19.14,997000,86,2.25,3-02014-0035,"468 GRAND AVENUE
Brooklyn, New York
(42.43318899977248, -78.74864600041258)",CLINTON HILL,C1-WALK-UP,16,1930,13900,298862,21.5,1340000,96,1.75
3-01124-7501,967-R1,"579 WASHINGTON AVENUE
Brooklyn, New York
(42.43318899977248, -78.74864600041258)",CROWN HEIGHTS,R4-ELEVATOR,16,0,14269,452327,31.7,2189999,153,3-06782-0026,"2120 OCEAN AVENUE
Brooklyn, New York
(40.61008174755378, -73.95353517549691)",MADISON,C1-WALK-UP,20,2005,26750,556400,20.8,2490000,93,4.9,,,,,,,,,,,,
3-01124-7502,1930-R1,"925 PACIFIC STREET
Brooklyn, New York
(40.68018665160456, -73.96383341883285)",CROWN HEIGHTS,R2-WALK-UP,15,2005,16004,320080,20,1430001,89,3-01091-0040,"136 PROSPECT PARK
Brooklyn, New York
(40.7005708318806, -73.98538827418518)",PARK SLOPE,D1-ELEVATOR,18,1931,20562,398394,19.38,1780000,87,1.3,3-01932-0022,"309 WASHINGTON AVENUE
Brooklyn, New York
(42.43318899977248, -78.74864600041258)",CLINTON HILL,D2-ELEVATOR,35,1905,19291,428587,22.22,1920000,100,0.6
3-01127-7501,851-R1,"24 6 AVENUE
Brooklyn, New York
(40.68225643015565, -73.97399013794258)",PROSPECT HEIGHTS,R4-ELEVATOR,22,1940,36666,553656,15.1,2190001,60,3-01169-0009,"381 FLATBUSH AVENUE
Brooklyn, New York
(40.690186960239, -73.98147625037406)",PROSPECT HEIGHTS,C7-WALK-UP,50,1924,35700,539761,15.12,2200000,62,0.5,,,,,,,,,,,,
3-01127-7502,1017-R1,"636 PACIFIC STREET
Brooklyn, New York
(40.6824784227033, -73.97503908762086)",PROSPECT HEIGHTS,R4-ELEVATOR,31,1926,38701,491502,12.7,1850007,47.8,3-08723-0400,"1182 BRIGHTON BEACH AVENU
Brooklyn, New York
(40.57725917658101, -73.95463190723147)",BRIGHTON BEACH,D1-ELEVATOR,24,2005,33408,616044,18.44,2510000,75,7.4,,,,,,,,,,,,
3-01128-7501,922-R1,"700 PACIFIC STREET
Brooklyn, New York
(40.681918797406695, -73.97241425621063)",PROSPECT HEIGHTS,R4-ELEVATOR,168,2002,230680,1914945,8.3,6309992,27.4,3-03512-0001,"663 HOWARD AVENUE
Brooklyn, New York
(40.66594467794974, -73.91936484804988)",BROWNSVILLE,D1-ELEVATOR,122,1983,85370,1612883,18.89,4550000,53,2.95,,,,,,,,,,,,
3-01131-7501,1656-R1,"35 UNDERHILL AVENUE
Brooklyn, New York
(40.679896510969584, -73.96491349840339)",PROSPECT HEIGHTS,R4-ELEVATOR,39,2005,72356,1591832,22,7109993,98,3-03512-0001,"663 HOWARD AVENUE
Brooklyn, New York
(40.66594467794974, -73.91936484804988)",BROWNSVILLE,D1-ELEVATOR,122,1983,85370,1612883,18.89,4550000,53,2.55,,,,,,,,,,,,
3-01137-7501,1321-R1,"618 DEAN STREET
Brooklyn, New York
(40.68051941387379, -73.96968278415142)",PROSPECT HEIGHTS,R2-WALK-UP,21,1930,33120,699825,21.13,3130001,95,3-01160-0032,"382 PROSPECT PLACE
Brooklyn, New York
(40.6766191763097, -73.96397941142769)",PROSPECT HEIGHTS,C1-WALK-UP,24,1931,17116,331518,19.37,1480000,86,0.35,,,,,,,,,,,,
3-01147-7501,1940-R1,"649 WASHINGTON AVENUE
Brooklyn, New York
(42.43318899977248, -78.74864600041258)",CROWN HEIGHTS,R0-CONDOMINIUM,16,2007,33710,0,0,1210007,35.9,3-03261-0020,"420 STOCKHOLM STREET
Brooklyn, New York
(40.705304559473426, -73.91698368526083)",WYCKOFF HEIGHTS,C1-WALK-UP,35,1931,28800,299520,10.4,846000,29.4,3.1,3-03395-0014,"1060 HANCOCK STREET
Brooklyn, New York
(40.688517826402716, -73.91478059006454)",BUSHWICK,C1-WALK-UP,27,1916,24030,249671,10.39,844000,35.1,2.65
3-01154-7501,1660-R1,"364 ST MARK'S AVENUE
Brooklyn, New York
(40.67743813366071, -73.9633851884836)",CROWN HEIGHTS,R4-ELEVATOR,18,2005,17209,492088,28.6,2379995,138,3-01148-0020,"802 BERGEN STREET
Brooklyn, New York
(40.67794313202407, -73.96125482082434)",CROWN HEIGHTS,D1-ELEVATOR,32,2001,28912,377441,13.05,1420000,49.1,0.1,,,,,,,,,,,,
3-01155-7502,1531-R1,"442 ST MARK'S AVENUE
Brooklyn, New York
(40.67678782699125, -73.96027388459888)",CROWN HEIGHTS,R2-WALK-UP,12,1931,10784,134800,12.5,507000,47,3-01203-0001,"55 BROOKLYN AVENUE
Brooklyn, New York
(42.43318899977248, -78.74864600041258)",CROWN HEIGHTS,C1-WALK-UP,16,1915,9600,119681,12.47,422000,44,0.95,,,,,,,,,,,,
3-01160-7501,110-R1,"330 PROSPECT PLACE
Brooklyn, New York
(40.676951837954796, -73.96559519656098)",PROSPECT HEIGHTS,R4-ELEVATOR,51,1931,40755,509437,12.5,1920001,47.1,3-01176-0015,"356 ST JOHN'S PLACE
Brooklyn, New York
(40.67417602878027, -73.96586391643503)",PROSPECT HEIGHTS,C1-WALK-UP,40,1914,35592,442990,12.45,1670000,46.9,0.2,3-01169-0009,"381 FLATBUSH AVENUE
Brooklyn, New York
(40.690186960239, -73.98147625037406)",PROSPECT HEIGHTS,C7-WALK-UP,50,1924,35700,539761,15.12,2200000,62,0.3
3-01164-7502,1161-R1,"222 PARK PLACE
Brooklyn, New York
(40.67703051005125, -73.97053958565567)",PROSPECT HEIGHTS,R2-WALK-UP,14,0,24639,564175,22.9,2520000,102,3-01148-0020,"802 BERGEN STREET
Brooklyn, New York
(40.67794313202407, -73.96125482082434)",CROWN HEIGHTS,D1-ELEVATOR,32,2001,28912,377441,13.05,1420000,49.1,0.55,,,,,,,,,,,,
3-01171-7501,127-R1,"44 BUTLER PLACE
Brooklyn, New York
(40.67501092521006, -73.96831510236245)",PROSPECT HEIGHTS,R4-ELEVATOR,60,1925,67038,681106,10.16,2300006,34.3,3-00297-0019,"182 AMITY STREET
Brooklyn, New York
(40.68876793976408, -73.99458746144349)",COBBLE HILL,C1-WALK-UP,48,1900,35950,575302,16,2340000,65,1.65,,,,,,,,,,,,
3-01171-7502,1500-R1,"34 BUTLER PLACE
Brooklyn, New York
(40.674935194791594, -73.96845863792302)",PROSPECT HEIGHTS,R2-WALK-UP,48,2005,32139,726341,22.6,3250006,101,3-00042-0018,"254 WATER STREET
Brooklyn, New York
(40.702970948924616, -73.98370198590868)",DOWNTOWN-FULTON FERRY,D8-ELEVATOR,26,2002,28358,639651,22.56,2860000,101,2.1,,,,,,,,,,,,
3-01172-7501,254-R1,"286 ST JOHNS PLACE
Brooklyn, New York
(40.67408148947624, -73.96804803221185)",PROSPECT HEIGHTS,R2-WALK-UP,16,1912,11174,184371,16.5,749996,67,3-00774-0059,"441 49 STREET
Brooklyn, New York
(40.646471504997244, -74.01099308302472)",SUNSET PARK,C1-WALK-UP,16,1914,11200,191832,17.13,542000,48.4,2.9,,,,,,,,,,,,
3-01173-7501,245-R1,"806 WASHINGTON AVENUE
Brooklyn, New York
(42.43318899977248, -78.74864600041258)",PROSPECT HEIGHTS,R9-CONDOPS,14,1910,8392,159448,19,649000,77,3-01158-0021,"180 PROSPECT PLACE
Brooklyn, New York
(40.67804101369567, -73.97084331758587)",PROSPECT HEIGHTS,C1-WALK-UP,16,1931,15480,245990,15.89,1000000,65,0.35,3-01173-0058,"427 ST JOHN'S PLACE
Brooklyn, New York
(40.67378482211245, -73.96372029235407)",PROSPECT HEIGHTS,C1-WALK-UP,16,1912,16104,198346,12.32,609000,37.8,0
3-01181-7501,1031-R1,"255 EASTERN PARKWAY
Brooklyn, New York
(40.67138745585951, -73.96028462299466)",CROWN HEIGHTS,R4-ELEVATOR,90,1924,100770,991576,9.84,3349991,33.2,3-01190-0001,"921 WASHINGTON AVENUE
Brooklyn, New York
(42.43318899977248, -78.74864600041258)",CROWN HEIGHTS,D1-ELEVATOR,78,1928,80500,647712,8.05,1990000,24.72,0.3,,,,,,,,,,,,
3-01181-7502,1405-R1,"225 EASTERN PARKWAY
Brooklyn, New York
(40.67157500834672, -73.96119792206275)",CROWN HEIGHTS,R4-ELEVATOR,56,0,79075,1035882,13.1,3890004,49.2,3-02145-0018,"440 BERRY STREET
Brooklyn, New York
(42.43318899977248, -78.74864600041258)",WILLIAMSBURG-SOUTH,D9-ELEVATOR,66,1995,58430,2208654,37.8,11100000,190,2.6,,,,,,,,,,,,
