B00222 ,"REYNO CAR SVC, INC.                                         ",                                                            ,615 WEST 173RD STREET 1B,10032,212-923-6800,"TLC-licensed base (FHV, Commuter Van, or Para)",
B00225 ,DELANCEY CAR SERVICE INC.                                   ,DELANCEY CAR SERVICE                                        ,29 ESSEX STREET NORTH STORE,10002,212-228-3301,"TLC-licensed base (FHV, Commuter Van, or Para)",
B00229 ,CLIFTON CAR SERVICE INC.                                    ,                                                            ,514 TARGEE STREET,10304,718-442-6464,"TLC-licensed base (FHV, Commuter Van, or Para)",
B00233 ,COBBLEHILL CAR SERVICE INC.                                 ,                                                            ,269 COURT STREET,11231,718-643-1113,"TLC-licensed base (FHV, Commuter Van, or Para)",
B00248 ,SUNLINE TRANSPORTATION INC.                                 ,YES CAR SERVICE                                             ,133-56 41 AVENUE,11355,718-492-9300,"TLC-licensed base (FHV, Commuter Van, or Para)",
B00255 ,JSE MANAGEMENT CORP.                                        ,DIAL A RIDE                                                 ,76-19 ROCKAWAY BOULEVARD,11421,718-296-2424,"TLC-licensed base (FHV, Commuter Van, or Para)",
B00256 ,FAST OPERATING CORP                                         ,CARMEL C/L SVCE                                             ,2642 BROADWAY,10025,212-666-6666,"TLC-licensed base (FHV, Commuter Van, or Para)",
B00278 ,FAMILY CAR SERVICE                                          ,                                                            ,533 CARROLL STREET,11215,718-596-0677,"TLC-licensed base (FHV, Commuter Van, or Para)",
B00281 ,"VEE CEE LIMOUSINE SERVICE, INC                              ",NOSTRAND CAR SVCE                                           ,2946 AVENUE S,11229,718-339-5400,"TLC-licensed base (FHV, Commuter Van, or Para)",
B00290 ,ZPI CORPORATION                                             ,NATIONAL HIGH CLASS                                         ,112-47 ROOSEVELT AVENUE,11368,718-424-9494,"TLC-licensed base (FHV, Commuter Van, or Para)",
B00302 ,DOMINICAN CAR SVC INC                                       ,                                                            ,4405 5 AVENUE,11220,718-438-6262,"TLC-licensed base (FHV, Commuter Van, or Para)",
B00305 ,RITE WAY PVT CAR SVCE                                       ,                                                            ,1598 BRONXDALE AVENUE,10462,718-882-2222,"TLC-licensed base (FHV, Commuter Van, or Para)",
B00310 ,WATSON CAR SERVICE INC.                                     ,                                                            ,1681 BRUCKNER BOULEVARD,10472,718-991-8484,"TLC-licensed base (FHV, Commuter Van, or Para)",
B00314 ,60TH STREET CAR SERVICE INC.                                ,JAY'S CAR SVCE                                              ,5909 18 AVENUE,11204,718-236-5900,"TLC-licensed base (FHV, Commuter Van, or Para)",
B00318 ,APPLE RADIO CARS INC                                        ,                                                            ,41 BROOKLYN AVENUE,11216,718-363-9000,"TLC-licensed base (FHV, Commuter Van, or Para)",
B00319 ,AVENTINE AUTO RENTAL INC                                    ,SAFEWAY CAR SVCE                                            ,2079 EAST   16 STREET,11229,718-336-1010,"TLC-licensed base (FHV, Commuter Van, or Para)",
B00325 ,CONTINENTAL RADIO DISPATCH CORP.                            ,                                                            ,98-02 ASTORIA BOULEVARD,11369,718-507-8006,"TLC-licensed base (FHV, Commuter Van, or Para)",
B00334 ,DO MAX CORP.                                                ,HIGH BRIDGE C/S                                             ,2402 AMSTERDAM AVENUE,10033,212-927-4600,"TLC-licensed base (FHV, Commuter Van, or Para)",
B00337 ,KEW GARDENS ENTP INC                                        ,                                                            ,122-11 HILLSIDE AVENUE,11418,718-846-5800,"TLC-licensed base (FHV, Commuter Van, or Para)",
B00345 ,MARTINS BELLE HARBOUR C/S                                   ,                                                            ,173 BEACH  116 STREET,11694,718-634-1200,"TLC-licensed base (FHV, Commuter Van, or Para)",
B00346 ,MERRICK C/S INC                                             ,                                                            ,127-05 MERRICK BOULEVARD,11434,718-528-8400,"TLC-licensed base (FHV, Commuter Van, or Para)",
B00350 ,CHAMPION CAR & LIMO SVC. INC.                               ,                                                            ,40-33 JUCTION BLVD.,11368,718-779-8080,"TLC-licensed base (FHV, Commuter Van, or Para)",
B00369 ,BOULEVARD OPERATING INC.                                    ,                                                            ,122-11 HILLSIDE AVENUE,11418,718-591-1111,"TLC-licensed base (FHV, Commuter Van, or Para)",
B00373 ,MOISHA EXPRESS INC.                                         ,                                                            ,1312 44 STREET,11219,718-871-5555,"TLC-licensed base (FHV, Commuter Van, or Para)",
B00375 ,THE EXCELLENT C/S INC                                       ,                                                            ,144 EAST  174 STREET,10457,718-731-9110,"TLC-licensed base (FHV, Commuter Van, or Para)",
B00378 ,HABIRAH INC.                                                ,ELAT CAR & LIMOUSINE                                        ,1602 MCDONALD AVENUE,11230,718-339-5111,"TLC-licensed base (FHV, Commuter Van, or Para)",
B00385 ,DELINCE CAR LIVERY SERVICE CORP.                            ,WHITE TOP CAR SERVICE                                       ,1116 ST JOHNS PLACE,11213,718-774-3959,"TLC-licensed base (FHV, Commuter Van, or Para)",
B00401 ,TREMONT DISPATCHING CORP                                    ,                                                            ,1733 EDISON AVENUE,10461,718-822-7777,"TLC-licensed base (FHV, Commuter Van, or Para)",
B00415 ,BROWN & BROWN CORPORATION                                   ,                                                            ,540 HALSEY STREET,11233,718-574-4900,"TLC-licensed base (FHV, Commuter Van, or Para)",
B00419 ,KOOP DISPATCHERS INC                                        ,                                                            ,3287 WESTCHESTER AVENUE,10461,718-792-2222,"TLC-licensed base (FHV, Commuter Van, or Para)",
B00420 ,ALLIED CENTRAL CAR SERVICE INC.                             ,BLACK PEARL CAR SERVICE                                     ,474 MARCUS GARVEY BOULEVARD,11216,718-773-0020,"TLC-licensed base (FHV, Commuter Van, or Para)",
B00429 ,SURF CAR SYSTEMS INC                                        ,                                                            ,21-18 MOTT AVENUE,11691,718-327-4444,"TLC-licensed base (FHV, Commuter Van, or Para)",
B00445 ,JOE M LEASING CORP                                          ,FOUR TWO'S PVT C/S                                          ,150-18 12 ROAD,11357,718-746-2222,"TLC-licensed base (FHV, Commuter Van, or Para)",
B00449 ,A KINGS HWY C/S INC.                                        ,                                                            ,1650 EAST   15 STREET,11229,718-627-4024,"TLC-licensed base (FHV, Commuter Van, or Para)",
B00457 ,PREMIUM BRONX CORP                                          ,                                                            ,900 EAST TREMONT AVENUE,10460,718-328-8080,"TLC-licensed base (FHV, Commuter Van, or Para)",
B00459 ,910 CAR SERVICE INC                                         ,                                                            ,117 JAMAICA AVENUE,11207,718-922-1500,"TLC-licensed base (FHV, Commuter Van, or Para)",
B00469 ,LET IT RIDE INC.                                            ,MY WAY                                                      ,8414 13 AVENUE,11228,718-745-0031,"TLC-licensed base (FHV, Commuter Van, or Para)",
B00475 ,RIDGE TRANSPORTATION CORP.                                  ,                                                            ,374 86 STREET,11209,718-748-4444,"TLC-licensed base (FHV, Commuter Van, or Para)",
B00481 ,18TH AVENUE PRIVATE CAR SERVICE INC                         ,                                                            ,8439 NEW UTRECHT AVENUE,11214,718-232-2223,"TLC-licensed base (FHV, Commuter Van, or Para)",
B00485 ,EARLY BIRD CAR SERVICE INC                                  ,                                                            ,126-06 111 AVENUE,11420,718-845-1545,"TLC-licensed base (FHV, Commuter Van, or Para)",
B00492 ,BLU WHITE ASSOC TRANS.SVC.INC.                              ,                                                            ,708 NEREID AVENUE,10466,718-324-2222,"TLC-licensed base (FHV, Commuter Van, or Para)",
B00501 ,TARGET TRANSP CORP                                          ,                                                            ,3719 FIELDSTON ROAD,10463,718-796-6900,"TLC-licensed base (FHV, Commuter Van, or Para)",
B00531 ,"FRIENDLY BEST-WAY TRANSPORTATION, INC.                      ",                                                            ,1448 CONEY ISLAND AVENUE,11230,718-252-6363,"TLC-licensed base (FHV, Commuter Van, or Para)",
B00536 ,"WINTHROP HOLDING OF NEW YORK, INC                           ",                                                            ,5924 GLENWOOD ROAD,11234,718-241-2846,"TLC-licensed base (FHV, Commuter Van, or Para)",
B00548 ,"LINDY CARS, INC.                                            ",                                                            ,62-16 METROPOLITAN AVENUE,11379,718-386-2222,"TLC-licensed base (FHV, Commuter Van, or Para)",
B00559 ,7 OCEAN EXPRESS INC.                                        ,                                                            ,272 BRIGHTON BEACH AVENUE,11235,718-266-3333,"TLC-licensed base (FHV, Commuter Van, or Para)",
B00570 ,ROUND TOWN PRIVATE CAR SERVICE INC.                         ,                                                            ,3455A BAYCHESTER AVENUE,10469,718-519-7777,"TLC-licensed base (FHV, Commuter Van, or Para)",
B00593 ,M A J MANAGEMENT INC.                                       ,CITY & RIDE CAR AND LIMO SVC                                ,6602 BAY PARKWAY,11204,718-633-0024,"TLC-licensed base (FHV, Commuter Van, or Para)",
B00597 ,WAKEFIELD LSG MAINT CORP                                    ,                                                            ,711 EAST  241 STREET,10470,718-325-8663,"TLC-licensed base (FHV, Commuter Van, or Para)",
B00619 ,LINCOLN LIMO SVCE INC                                       ,                                                            ,47 LUDLOW STREET,10002,212-571-5275,"TLC-licensed base (FHV, Commuter Van, or Para)",
B00625 ,"CENTRAL CAR SERVICES,INC.                                   ",                                                            ,94-12 ASTORIA BOULEVARD,11369,718-335-4141,"TLC-licensed base (FHV, Commuter Van, or Para)",
B00639 ,ROCAPULCO CAR SERVICE INC.                                  ,                                                            ,239 BEACH  116 STREET,11694,718-474-7100,"TLC-licensed base (FHV, Commuter Van, or Para)",
B00647 ,KISS CAR SERVICE INC                                        ,                                                            ,2774 WEBSTER AVENUE,10458,718-562-5800,"TLC-licensed base (FHV, Commuter Van, or Para)",
B00652 ,RESCUE C/S INC                                              ,                                                            ,264A TROY AVENUE 1FL,11213,718-363-0200,"TLC-licensed base (FHV, Commuter Van, or Para)",
B00653 ,ROYAL CAR AND LIMO SERVICE                                  ,                                                            ,104-09 109 STREET,11419,718-323-3333,"TLC-licensed base (FHV, Commuter Van, or Para)",
B00692 ,"CHEERS DISPATCH,INC.                                        ",SEVENTH AVE CAR SERVICE                                     ,307A 7 AVENUE,11215,718-965-1616,"TLC-licensed base (FHV, Commuter Van, or Para)",
B00693 ,BUSHWICK CAR SVCE INC                                       ,                                                            ,184 KNICKERBOCKER AVENUE,11237,718-386-5002,"TLC-licensed base (FHV, Commuter Van, or Para)",
B00706 ,"VIC & BAY CAR SERVICE, INC                                  ",DEJOY'S RED TOP                                             ,200 BAY STREET,10301,718-447-2500,"TLC-licensed base (FHV, Commuter Van, or Para)",
B00710 ,TS LIMO C LLC                                               ,CONTINENTAL PVT C/LSVCE                                     ,134 WEST 37 STREET 2ND FL.,10018,212-777-7725,"TLC-licensed base (FHV, Commuter Van, or Para)",
B00715 ,ERUSHALAIM CORP.                                            ,                                                            ,343 ROEBLING STREET,11211,718-387-4900,"TLC-licensed base (FHV, Commuter Van, or Para)",
B00718 ,C-ANNE CORP                                                 ,AAA APPLE C/S                                               ,2480 RICHMOND TERRACE,10303,718-727-9500,"TLC-licensed base (FHV, Commuter Van, or Para)",
B00727 ,RECHEV OF BROOKLYN INC                                      ,                                                            ,992 EAST   15 STREET,11230,718-338-2003,"TLC-licensed base (FHV, Commuter Van, or Para)",
B00728 ,GUNHILL CAR SERVICE                                         ,                                                            ,254 EAST GUNHILL ROAD,10467,718-515-2600,"TLC-licensed base (FHV, Commuter Van, or Para)",
B00743 ,SUPREME EDENWALD CAR SVCE INC                               ,                                                            ,690 EAST  233 STREET,10466,718-881-1200,"TLC-licensed base (FHV, Commuter Van, or Para)",
B00746 ,BAMADU CAR SVCE                                             ,                                                            ,117-34 SUTPHIN BOULEVARD,11434,718-723-2020,"TLC-licensed base (FHV, Commuter Van, or Para)",
B00751 ,KESHET CAR SERVICE_LTD                                      ,KESHET CAR SERVICE_LTD                                      ,4504 FORT HAMILTON PWKY,11219,718-854-8200,"TLC-licensed base (FHV, Commuter Van, or Para)",
B00756 ,T & S HILLSIDE INC.                                         ,RED CAP CAR SVCE                                            ,87-51 HOMELAWN STREET,11432,718-658-5252,"TLC-licensed base (FHV, Commuter Van, or Para)",
B00790 ,"SEGURA MOBILE SERVICE, INC.                                 ",ALLEN CAR LIMO SVCE                                         ,7 DELANCEY STREET,10002,212-982-2200,"TLC-licensed base (FHV, Commuter Van, or Para)",
B00802 ,BELL CAR SVC INC                                            ,                                                            ,405 51 STREET,11220,718-833-2929,"TLC-licensed base (FHV, Commuter Van, or Para)",
B00811 ,LLAMA LIMO C/S CORP                                         ,                                                            ,49 WEST  170 STREET,10452,718-538-6000,"TLC-licensed base (FHV, Commuter Van, or Para)",
B00821 ,ATLANTIC CAR SVCE                                           ,                                                            ,3207 FULTON STREET,11208,718-277-3353,"TLC-licensed base (FHV, Commuter Van, or Para)",
B00823 ,EASTERN L.P.B.INC.                                          ,EASTERN CAR SVCE                                            ,222 15 STREET,11215,718-499-6263,"TLC-licensed base (FHV, Commuter Van, or Para)",
B00827 ,"CASTLE CAR SERVICE, INC                                     ",                                                            ,559 4 AVENUE,11215,718-499-9333,"TLC-licensed base (FHV, Commuter Van, or Para)",
B00833 ,OMEGA CAR SERVICE INC.                                      ,                                                            ,134-08 232 STREET,11413,718-341-1777,"TLC-licensed base (FHV, Commuter Van, or Para)",
B00850 ,UPTOWN TRANSIT CORP                                         ,                                                            ,961 WASHINGTON AVENUE,10456,718-993-8070,"TLC-licensed base (FHV, Commuter Van, or Para)",
B00855 ,MAGNIFICENT 7'S ENTP INC                                    ,                                                            ,10-85 BEACH   21 STREET,11691,718-327-7777,"TLC-licensed base (FHV, Commuter Van, or Para)",
B00856 ,BEE-BEE CAR & LIMO CORP                                     ,                                                            ,569 NEW LOTS AVENUE,11207,718-498-2525,"TLC-licensed base (FHV, Commuter Van, or Para)",
B00859 ,PROMENADE CAR LEASE INC                                     ,                                                            ,68 JAY STREET,11201,718-858-6666,"TLC-licensed base (FHV, Commuter Van, or Para)",
B00860 ,SEAMAN RADIO DISPATCHERS INC                                ,                                                            ,4020 10 AVENUE,10034,212-304-1515,"TLC-licensed base (FHV, Commuter Van, or Para)",
B00874 ,A.T.B. C/L SVC INC                                          ,                                                            ,866 NEW LOTS AVENUE,11208,718-485-4444,"TLC-licensed base (FHV, Commuter Van, or Para)",
B00876 ,TOGETHER CAR SERVICE                                        ,                                                            ,218-79 HEMPSTEAD AVENUE,11429,718-740-2441,"TLC-licensed base (FHV, Commuter Van, or Para)",
B00881 ,CROSSBAY CAR SERVICE INC.                                   ,                                                            ,105-12 CROSS BAY BOULEVARD,11417,718-835-6900,"TLC-licensed base (FHV, Commuter Van, or Para)",
B00882 ,U N C CAR & LIMO SERVICE                                    ,                                                            ,2319 1 AVENUE,10035,212-427-2727,"TLC-licensed base (FHV, Commuter Van, or Para)",
B00887 ,DIAL 7 CAR & LIMOUSINE SERVICE INC.                         ,TEL AVIV CAR & LIMOUSINE SERVICE                            ,43-23 35 STREET,11101,212-505-0900,"TLC-licensed base (FHV, Commuter Van, or Para)",
B00889 ,MEXICANA CAR SERVICE INC.                                   ,                                                            ,70-18 35 AVENUE 1FL,11372,718-446-8700,"TLC-licensed base (FHV, Commuter Van, or Para)",
B00900 ,COMMUNITY QUISQUEYAC/S INC                                  ,                                                            ,86-29 102 STREET,11418,718-846-4500,"TLC-licensed base (FHV, Commuter Van, or Para)",
B00906 ,OLYMPIC OPERATING CAR SERVICE INC                           ,                                                            ,24-04 24 STREET,11102,718-626-8000,"TLC-licensed base (FHV, Commuter Van, or Para)",
B00909 ,"MEXICANOS DF CAR SERVICES, INC                              ",                                                            ,37-08 100 STREET,11368,718-424-9696,"TLC-licensed base (FHV, Commuter Van, or Para)",
B00911 ,WEBSTER C/S INC                                             ,                                                            ,1920 WEBSTER AVENUE,10457,718-731-0746,"TLC-licensed base (FHV, Commuter Van, or Para)",
B00919 ,HARLEM TRANSP CORP                                          ,                                                            ,210 ST NICHOLAS AVENUE,10027,212-663-8080,"TLC-licensed base (FHV, Commuter Van, or Para)",
B00932 ,NATASHAS GRP CAR CORP                                       ,                                                            ,372 WILSON AVENUE,11221,718-574-0155,"TLC-licensed base (FHV, Commuter Van, or Para)",
B00937 ,RIVERSIDE RADIO DISPATCHER                                  ,                                                            ,1642 ST NICHOLAS AVENUE,10040,212-923-1111,"TLC-licensed base (FHV, Commuter Van, or Para)",
B00941 ,PERSONAL TOUCH C/S                                          ,                                                            ,116-34 SPRINGFIELD BOULEVARD,11411,718-528-6100,"TLC-licensed base (FHV, Commuter Van, or Para)",
B00948 ,510 CAR SERVICE CORP                                        ,                                                            ,2225 PITKIN AVENUE,11207,718-485-7575,"TLC-licensed base (FHV, Commuter Van, or Para)",
B00955 ,GOLDEN-TOWN CAR & LIMOUSINE SERVICE INC.                    ,                                                            ,32-60 81 STREET,11370,718-429-7071,"TLC-licensed base (FHV, Commuter Van, or Para)",
B00957 ,DMD INC.                                                    ,                                                            ,6512 NEW UTRECHT AVENUE,11219,718-238-3550,"TLC-licensed base (FHV, Commuter Van, or Para)",
B00965 ,GOODFELLOWS CAR SERVICE INC.                                ,NEW PORT CAR SERVICE                                        ,2 TOMPKINS AVENUE,10304,718-720-4444,"TLC-licensed base (FHV, Commuter Van, or Para)",
B00972 ,N.J.M.INC.                                                  ,MID ISLAND CAR SVCE                                         ,566 INDUSTRIAL LOOP,10309,718-967-2500,"TLC-licensed base (FHV, Commuter Van, or Para)",
B00975 ,"T.J.Q. CAR SERVICE, INC.                                    ",QUALITY CAR SVCE                                            ,4912 AVENUE D,11203,718-629-2540,"TLC-licensed base (FHV, Commuter Van, or Para)",
B00977 ,SUN FAT TAT EXP CORP                                        ,                                                            ,120 FORSYTH STREET BASEMENT,10002,212-431-5919,"TLC-licensed base (FHV, Commuter Van, or Para)",
B00983 ,"1431 CAR SERVICE, INC.                                      ",THREE GUY'S CAR SVCE                                        ,1845 ROCKAWAY PARKWAY,11236,718-257-1100,"TLC-licensed base (FHV, Commuter Van, or Para)",
B00984 ,P J CAR SVCE                                                ,                                                            ,205-25 HILLSIDE AVENUE,11423,718-479-7676,"TLC-licensed base (FHV, Commuter Van, or Para)",
B00987 ,AHSAN INC.                                                  ,MARLBORO CAR SERVICE                                        ,1510 NEWKIRK AVENUE,11226,718-434-2230,"TLC-licensed base (FHV, Commuter Van, or Para)",
B00990 ,"MIRAGE LIMOUSINE SERVICE, INC.                              ",UFO PVT C/L SERVICE                                         ,47-09 5 STREET,11101,718-937-7500,"TLC-licensed base (FHV, Commuter Van, or Para)",
B00991 ,P F MANAGEMENT INC                                          ,                                                            ,104-19 99 STREET,11417,718-738-1348,"TLC-licensed base (FHV, Commuter Van, or Para)",
B00992 ,LINDA & M TRANSPORTATION INC.                               ,NEW YORKER C/S                                              ,25-77 STEINWAY STREET,11103,718-777-5555,"TLC-licensed base (FHV, Commuter Van, or Para)",
B01009 ,UNITED LIMO C/M SVC CORP                                    ,                                                            ,208 ROSS STREET,11211,718-387-6175,"TLC-licensed base (FHV, Commuter Van, or Para)",
B01010 ,COLUMBIA STREET CAR SVC INC                                 ,COLUMBIA STREET LIMOUSINE SERVICE INC                       ,429 COLUMBIA STREET,11231,717-834-0333,"TLC-licensed base (FHV, Commuter Van, or Para)",
B01013 ,AMERICANA TRANSPORTATION LLC                                ,                                                            ,1921 MCDONALD AVENUE,11223,718-615-1111,"TLC-licensed base (FHV, Commuter Van, or Para)",
B01016 ,810 CAR SVCE CORP                                           ,                                                            ,2672 PITKIN AVENUE,11208,718-235-3480,"TLC-licensed base (FHV, Commuter Van, or Para)",
B01020 ,MICHAELS CAR SERVICE INC.                                   ,UNION LIMO AND CAR SERVICE                                  ,311 KINGSTON AVENUE,11213,718-771-3000,"TLC-licensed base (FHV, Commuter Van, or Para)",
B01021 ,PAMELENE TRANSPORTATION CORP.                               ,SEA BREEZE C/S                                              ,3089 BRIGHTON    3 STREET,11235,718-332-7500,"TLC-licensed base (FHV, Commuter Van, or Para)",
B01028 ,"MAUSER SERVICE, INC.                                        ",NU NU CAR SVCE                                              ,169-25 137 AVENUE,11434,718-525-2943,"TLC-licensed base (FHV, Commuter Van, or Para)",
B01029 ,ZION C/S INC                                                ,                                                            ,4920 NEW UTRECHT AVENUE,11219,718-871-4000,"TLC-licensed base (FHV, Commuter Van, or Para)",
B01039 ,"BNEI JOSEPH CAR & LIMO SERVICE, INC.                        ",BNEI JOSEPH CAR SERVICE                                     ,4311 16 AVENUE,11204,718-972-8282,"TLC-licensed base (FHV, Commuter Van, or Para)",
B01041 ,18TH AVENUE TOO INC                                         ,                                                            ,8439 NEW UTRECHT AVENUE,11214,718-266-3000,"TLC-licensed base (FHV, Commuter Van, or Para)",
B01045 ,CAPRICE CAR SERVICE NO.2 INC.                               ,                                                            ,135-16 37 AVENUE,11354,718-460-3434,"TLC-licensed base (FHV, Commuter Van, or Para)",
B01048 ,HILLSIDE 24 HOURS RADIO DISPATCH INC                        ,                                                            ,87-52 169 STREET,11432,718-739-2222,"TLC-licensed base (FHV, Commuter Van, or Para)",
B01051 ,B Q N C/S CORP                                              ,                                                            ,1104 GARRISON AVENUE,10474,718-328-1111,"TLC-licensed base (FHV, Commuter Van, or Para)",
B01056 ,UNITY CAR SVCE INC                                          ,                                                            ,87-62 PARSONS BOULEVARD,11432,718-297-2222,"TLC-licensed base (FHV, Commuter Van, or Para)",
B01057 ,NEW AMERICAN C/L SVC                                        ,                                                            ,221 DITMAS AVENUE,11218,718-972-7979,"TLC-licensed base (FHV, Commuter Van, or Para)",
B01061 ,DAT RADIO DISP INC                                          ,                                                            ,650 SOUNDVIEW AVENUE,10473,718-328-8888,"TLC-licensed base (FHV, Commuter Van, or Para)",
B01065 ,BARRIOS CAR SERVICE                                         ,                                                            ,218 EAST  116 STREET,10029,212-722-5555,"TLC-licensed base (FHV, Commuter Van, or Para)",
B01066 ,DOMINICANA RAD DISP INC                                     ,                                                            ,101-09 NORTHERN BOULEVARD,11368,718-507-1700,"TLC-licensed base (FHV, Commuter Van, or Para)",
B01069 ,RPO CAR AND LIMOUSINE SERVICE INC.                          ,                                                            ,128-02 LIBERTY AVENUE,11419,718-641-8956,"TLC-licensed base (FHV, Commuter Van, or Para)",
B01079 ,THE METRO MARINE CAR SERVICE INC                            ,MARINE LIMO & CAR SERVICE                                   ,9126 4 AVENUE,11209,718-745-6565,"TLC-licensed base (FHV, Commuter Van, or Para)",
B01081 ,SPRING CREEK MANAGEMENT INC                                 ,                                                            ,919 EAST  107 STREET,11236,718-642-2222,"TLC-licensed base (FHV, Commuter Van, or Para)",
B01083 ,BROAD DYCKMAN C/S INC                                       ,                                                            ,200 DYCKMAN STREET,10040,212-304-8080,"TLC-licensed base (FHV, Commuter Van, or Para)",
B01088 ,PAISA 2 CAR  AND LIMOUSINE SERVICE INC                      ,                                                            ,69-11 48 AVENUE,11377,718-335-5050,"TLC-licensed base (FHV, Commuter Van, or Para)",
B01091 ,A & R GOLDEN EXP INC                                        ,                                                            ,5802 13 AVENUE,11219,718-972-6666,"TLC-licensed base (FHV, Commuter Van, or Para)",
