BRONX – COOPERATIVES COMPARABLE PROPERTIES – Boro-Block-Lot,BRONX – COOPERATIVES COMPARABLE PROPERTIES – Address,BRONX – COOPERATIVES COMPARABLE PROPERTIES – Neighborhood,BRONX – COOPERATIVES COMPARABLE PROPERTIES – Building Classification,BRONX – COOPERATIVES COMPARABLE PROPERTIES – Total Units,BRONX – COOPERATIVES COMPARABLE PROPERTIES – Year Built,BRONX – COOPERATIVES COMPARABLE PROPERTIES – Gross SqFt,BRONX – COOPERATIVES COMPARABLE PROPERTIES – Est. Gross Income,BRONX – COOPERATIVES COMPARABLE PROPERTIES – Gross Income per SqFt,BRONX – COOPERATIVES COMPARABLE PROPERTIES – Full Market Value,BRONX – COOPERATIVES COMPARABLE PROPERTIES – Market Value per SqFt,COMPARABLE RENTAL – 1 –Boro-Block-Lot,COMPARABLE RENTAL – 1 –Address,COMPARABLE RENTAL – 1 –Neighborhood,COMPARABLE RENTAL – 1 –Building Classification,COMPARABLE RENTAL – 1 –Total Units,COMPARABLE RENTAL – 1 –Year Built,COMPARABLE RENTAL – 1 –Gross SqFt,COMPARABLE RENTAL – 1 –Est. Gross Income,COMPARABLE RENTAL – 1 –Gross Income per SqFt,COMPARABLE RENTAL – 1 –Full Market Value,COMPARABLE RENTAL – 1 –Market Value per SqFt,COMPARABLE RENTAL – 1 –Dist. from Coop in miles,COMPARABLE RENTAL – 2 –Boro-Block-Lot,COMPARABLE RENTAL – 2 –Address,COMPARABLE RENTAL – 2 –Neighborhood,COMPARABLE RENTAL – 2 –Building Classification,COMPARABLE RENTAL – 2 –Total Units,COMPARABLE RENTAL – 2 –Year Built,COMPARABLE RENTAL – 2 –Gross SqFt,COMPARABLE RENTAL – 2 –Est. Gross Income,COMPARABLE RENTAL – 2 –Gross Income per SqFt,COMPARABLE RENTAL – 2 –Full Market Value,COMPARABLE RENTAL – 2 –Market Value per SqFt,COMPARABLE RENTAL – 2 –Dist. from Coop in miles
2-03277-0023,"2676 DECATUR AVENUE
Bronx, NY
(40.86442434452182, -73.88923518310106)",BEDFORD PARK/NORWOOD,C6-WALK-UP,16,1908,18000,197460,10.97,558000,31,2-03277-0014,"2656 DECATUR AVENUE
Bronx, NY
(40.86404487943765, -73.88959627376411)",BEDFORD PARK/NORWOOD,C1-WALK-UP,23,1910,22000,273422,12.43,772000,35.1,0,2-03278-0018,"2726 DECATUR AVENUE
Bronx, NY
(40.865475149577314, -73.88805901944613)",BEDFORD PARK/NORWOOD,C1-WALK-UP,31,1915,24080,229000,9.51,755000,31.4,0.1
2-03279-0016,"398 OLIVER PLACE
Bronx, NY
(40.8664235813658, -73.88520436452276)",BEDFORD PARK/NORWOOD,D4-ELEVATOR,47,1938,42975,450378,10.48,1520000,35.4,2-03285-0015,"2970 MARION AVENUE
Bronx, NY
(40.86950803360506, -73.88337382692728)",BEDFORD PARK/NORWOOD,D1-ELEVATOR,36,1936,36185,371981,10.28,1260000,34.8,0.2,2-03297-0001,"2929 BAINBRIDGE AVENUE
Bronx, NY
(40.87019098725214, -73.88558470963723)",BEDFORD PARK/NORWOOD,D1-ELEVATOR,55,1955,59085,639948,10.83,2260000,38.2,0.25
2-03280-0013,"2962 DECATUR AVENUE
Bronx, NY
(40.86829433307047, -73.88372781809554)",BEDFORD PARK/NORWOOD,D4-ELEVATOR,74,1940,43195,452683,10.48,1530000,35.4,2-03297-0001,"2929 BAINBRIDGE AVENUE
Bronx, NY
(40.87019098725214, -73.88558470963723)",BEDFORD PARK/NORWOOD,D1-ELEVATOR,55,1955,59085,639948,10.83,2260000,38.2,0.2,,,,,,,,,,,,
2-03281-0001,"325 201 STREET
Bronx, NY
(40.87047749482836, -73.88314560329107)",BEDFORD PARK/NORWOOD,D4-ELEVATOR,73,1950,96250,962500,10,3250000,33.8,2-03308-0051,"253 202 STREET
Bronx, NY
(40.87291730180459, -73.88514514725003)",BEDFORD PARK/NORWOOD,D1-ELEVATOR,101,1965,94600,1043895,11.03,3680000,38.9,0.2,2-03320-0044,"222 BEDFORD PARK
Bronx, NY
(40.82557699997852, -73.91844899972153)",BEDFORD PARK/NORWOOD,D1-ELEVATOR,63,1939,71250,651937,9.15,2150000,30.2,0.25
2-03281-0018,"340 MOSHOLU PARKWAY
Bronx, NY
(40.87137614904269, -73.88029896699408)",BEDFORD PARK/NORWOOD,D4-ELEVATOR,56,1937,48628,509621,10.48,1720000,35.4,2-03285-0015,"2970 MARION AVENUE
Bronx, NY
(40.86950803360506, -73.88337382692728)",BEDFORD PARK/NORWOOD,D1-ELEVATOR,36,1936,36185,371981,10.28,1260000,34.8,0.1,2-03297-0001,"2929 BAINBRIDGE AVENUE
Bronx, NY
(40.87019098725214, -73.88558470963723)",BEDFORD PARK/NORWOOD,D1-ELEVATOR,55,1955,59085,639948,10.83,2260000,38.2,0.2
2-03282-0007,"2640 MARION AVENUE
Bronx, NY
(40.86434066758062, -73.89103428409263)",BEDFORD PARK/NORWOOD,D4-ELEVATOR,72,1961,91075,910750,10,3080000,33.8,2-03308-0051,"253 202 STREET
Bronx, NY
(40.87291730180459, -73.88514514725003)",BEDFORD PARK/NORWOOD,D1-ELEVATOR,101,1965,94600,1043895,11.03,3680000,38.9,0.65,2-03320-0044,"222 BEDFORD PARK
Bronx, NY
(40.82557699997852, -73.91844899972153)",BEDFORD PARK/NORWOOD,D1-ELEVATOR,63,1939,71250,651937,9.15,2150000,30.2,0.5
2-03282-0046,"2665 DECATUR AVENUE
Bronx, NY
(40.86421743938578, -73.8895228440954)",BEDFORD PARK/NORWOOD,C6-WALK-UP,26,1916,24000,229440,9.56,648000,27,2-03282-0019,"2654 MARION AVENUE
Bronx, NY
(40.86461672739556, -73.89074267161205)",BEDFORD PARK/NORWOOD,C1-WALK-UP,21,1911,23750,228051,9.6,771000,32.5,0,2-03278-0018,"2726 DECATUR AVENUE
Bronx, NY
(40.865475149577314, -73.88805901944613)",BEDFORD PARK/NORWOOD,C1-WALK-UP,31,1915,24080,229000,9.51,755000,31.4,0.1
2-03283-0013,"2716 MARION AVENUE
Bronx, NY
(40.86577060257293, -73.88924185069477)",BEDFORD PARK/NORWOOD,D4-ELEVATOR,74,1950,82000,820000,10,2770000,33.8,2-03308-0051,"253 202 STREET
Bronx, NY
(40.87291730180459, -73.88514514725003)",BEDFORD PARK/NORWOOD,D1-ELEVATOR,101,1965,94600,1043895,11.03,3680000,38.9,0.55,2-03320-0044,"222 BEDFORD PARK
Bronx, NY
(40.82557699997852, -73.91844899972153)",BEDFORD PARK/NORWOOD,D1-ELEVATOR,63,1939,71250,651937,9.15,2150000,30.2,0.4
2-03284-0048,"2866 MARION AVENUE
Bronx, NY
(40.868199817808836, -73.88542610474067)",BEDFORD PARK/NORWOOD,D4-ELEVATOR,67,1956,71652,716520,10,2420000,33.8,2-03308-0051,"253 202 STREET
Bronx, NY
(40.87291730180459, -73.88514514725003)",BEDFORD PARK/NORWOOD,D1-ELEVATOR,101,1965,94600,1043895,11.03,3680000,38.9,0.35,2-03320-0044,"222 BEDFORD PARK
Bronx, NY
(40.82557699997852, -73.91844899972153)",BEDFORD PARK/NORWOOD,D1-ELEVATOR,63,1939,71250,651937,9.15,2150000,30.2,0.25
2-03285-0052,"2965 DECATUR AVENUE
Bronx, NY
(40.86838169376456, -73.88370176825893)",BEDFORD PARK/NORWOOD,D4-ELEVATOR,37,1936,39550,380471,9.62,1290000,32.6,2-03281-0040,"357 201 STREET
Bronx, NY
(40.869629220120835, -73.88263663882523)",BEDFORD PARK/NORWOOD,D1-ELEVATOR,60,1948,64824,630280,9.72,2130000,32.9,0.1,2-03281-0050,"366 MOSHOLU PARKWAY
Bronx, NY
(40.87076130709451, -73.88011784781422)",BEDFORD PARK/NORWOOD,C1-WALK-UP,37,1934,26750,254600,9.52,839000,31.4,0.1
2-03287-0100,"2661 MARION AVENUE
Bronx, NY
(40.86486721789811, -73.8905684069568)",BEDFORD PARK/NORWOOD,D4-ELEVATOR,73,1966,81730,843453,10.32,2850000,34.9,2-03308-0051,"253 202 STREET
Bronx, NY
(40.87291730180459, -73.88514514725003)",BEDFORD PARK/NORWOOD,D1-ELEVATOR,101,1965,94600,1043895,11.03,3680000,38.9,0.6,2-03281-0040,"357 201 STREET
Bronx, NY
(40.869629220120835, -73.88263663882523)",BEDFORD PARK/NORWOOD,D1-ELEVATOR,60,1948,64824,630280,9.72,2130000,32.9,0.55
2-03293-0052,"274 194 STREET
Bronx, NY
(40.86481485774083, -73.8924781260094)",FORDHAM,C6-WALK-UP,20,1912,18500,178525,9.65,504000,27.2,2-03278-0016,"2720 DECATUR AVENUE
Bronx, NY
(40.865354961532184, -73.8881973369967)",BEDFORD PARK/NORWOOD,C1-WALK-UP,26,1915,24080,248264,10.31,839000,34.8,0.3,2-03287-0001,"301 193 STREET
Bronx, NY
(40.86404579041078, -73.89240870140127)",FORDHAM,C1-WALK-UP,12,1910,14220,127767,8.99,421000,29.6,0.05
2-03295-0033,"2830 BRIGGS AVENUE
Bronx, NY
(40.86882102750575, -73.88932188678868)",BEDFORD PARK/NORWOOD,D4-ELEVATOR,58,1955,51060,513153,10.05,1730000,33.9,2-03281-0040,"357 201 STREET
Bronx, NY
(40.869629220120835, -73.88263663882523)",BEDFORD PARK/NORWOOD,D1-ELEVATOR,60,1948,64824,630280,9.72,2130000,32.9,0.35,2-03297-0001,"2929 BAINBRIDGE AVENUE
Bronx, NY
(40.87019098725214, -73.88558470963723)",BEDFORD PARK/NORWOOD,D1-ELEVATOR,55,1955,59085,639948,10.83,2260000,38.2,0.2
2-03299-0014,"306 MOSHOLU PARKWAY
Bronx, NY
(40.87262510973988, -73.88065116361649)",BEDFORD PARK/NORWOOD,D4-ELEVATOR,60,1939,65070,633131,9.73,2140000,32.9,2-03320-0044,"222 BEDFORD PARK
Bronx, NY
(40.82557699997852, -73.91844899972153)",BEDFORD PARK/NORWOOD,D1-ELEVATOR,63,1939,71250,651937,9.15,2150000,30.2,0.25,2-03297-0001,"2929 BAINBRIDGE AVENUE
Bronx, NY
(40.87019098725214, -73.88558470963723)",BEDFORD PARK/NORWOOD,D1-ELEVATOR,55,1955,59085,639948,10.83,2260000,38.2,0.2
2-03307-0001,"3000 VALENTINE AVENUE
Bronx, NY
(40.87228427735259, -73.88556338048991)",BEDFORD PARK/NORWOOD,D4-ELEVATOR,57,1937,55800,542934,9.73,1830000,32.8,2-03320-0044,"222 BEDFORD PARK
Bronx, NY
(40.82557699997852, -73.91844899972153)",BEDFORD PARK/NORWOOD,D1-ELEVATOR,63,1939,71250,651937,9.15,2150000,30.2,0.2,2-03297-0001,"2929 BAINBRIDGE AVENUE
Bronx, NY
(40.87019098725214, -73.88558470963723)",BEDFORD PARK/NORWOOD,D1-ELEVATOR,55,1955,59085,639948,10.83,2260000,38.2,0.2
2-03311-0001,"3127 GRAND
Bronx, NY
(40.82557699997852, -73.91844899972153)",BEDFORD PARK/NORWOOD,D4-ELEVATOR,120,1956,128900,1358606,10.54,4590000,35.6,2-03323-0022,"3235 GRAND
Bronx, NY
(40.82557699997852, -73.91844899972153)",BEDFORD PARK/NORWOOD,D7-ELEVATOR,86,1928,105000,913344,8.7,3010000,28.7,0.25,2-03307-0072,"3010 GRAND
Bronx, NY
(40.82557699997852, -73.91844899972153)",BEDFORD PARK/NORWOOD,D7-ELEVATOR,96,1963,106146,1142428,10.76,3860000,36.4,0.2
2-03311-0044,"3201 GRAND
Bronx, NY
(40.82557699997852, -73.91844899972153)",BEDFORD PARK/NORWOOD,D4-ELEVATOR,78,1963,93000,990450,10.65,3350000,36,2-03308-0051,"253 202 STREET
Bronx, NY
(40.87291730180459, -73.88514514725003)",BEDFORD PARK/NORWOOD,D1-ELEVATOR,101,1965,94600,1043895,11.03,3680000,38.9,0.25,2-03297-0001,"2929 BAINBRIDGE AVENUE
Bronx, NY
(40.87019098725214, -73.88558470963723)",BEDFORD PARK/NORWOOD,D1-ELEVATOR,55,1955,59085,639948,10.83,2260000,38.2,0.45
2-03311-0138,"190 MOSHOLU PARKWAY
Bronx, NY
(40.875084727252926, -73.88154176698562)",BEDFORD PARK/NORWOOD,D4-ELEVATOR,58,1939,63763,620413,9.73,2100000,32.9,2-03320-0044,"222 BEDFORD PARK
Bronx, NY
(40.82557699997852, -73.91844899972153)",BEDFORD PARK/NORWOOD,D1-ELEVATOR,63,1939,71250,651937,9.15,2150000,30.2,0.25,2-03297-0001,"2929 BAINBRIDGE AVENUE
Bronx, NY
(40.87019098725214, -73.88558470963723)",BEDFORD PARK/NORWOOD,D1-ELEVATOR,55,1955,59085,639948,10.83,2260000,38.2,0.3
2-03313-0069,"3184 GRAND
Bronx, NY
(40.82557699997852, -73.91844899972153)",BEDFORD PARK/NORWOOD,D4-ELEVATOR,64,1963,80811,737693,9.13,2430000,30.1,2-03308-0051,"253 202 STREET
Bronx, NY
(40.87291730180459, -73.88514514725003)",BEDFORD PARK/NORWOOD,D1-ELEVATOR,101,1965,94600,1043895,11.03,3680000,38.9,0.25,2-03297-0001,"2929 BAINBRIDGE AVENUE
Bronx, NY
(40.87019098725214, -73.88558470963723)",BEDFORD PARK/NORWOOD,D1-ELEVATOR,55,1955,59085,639948,10.83,2260000,38.2,0.45
2-03316-0050,"2685 CRESTON AVENUE
Bronx, NY
(40.867471440748744, -73.89487416540608)",BEDFORD PARK/NORWOOD,D4-ELEVATOR,73,1940,77850,709992,9.12,2340000,30.1,2-03320-0044,"222 BEDFORD PARK
Bronx, NY
(40.82557699997852, -73.91844899972153)",BEDFORD PARK/NORWOOD,D1-ELEVATOR,63,1939,71250,651937,9.15,2150000,30.2,0.45,2-03320-0037,"2940 GRAND
Bronx, NY
(40.82557699997852, -73.91844899972153)",BEDFORD PARK/NORWOOD,D7-ELEVATOR,66,1923,75121,658811,8.77,2170000,28.9,0.45
2-03322-0037,"3175 VILLA AVENUE
Bronx, NY
(40.876416091603524, -73.88698639570303)",BEDFORD PARK/NORWOOD,D4-ELEVATOR,60,1914,34820,321040,9.22,907000,26,2-03305-0017,"2860 GRAND
Bronx, NY
(40.82557699997852, -73.91844899972153)",BEDFORD PARK/NORWOOD,D1-ELEVATOR,25,1929,23478,195207,8.31,643000,27.4,0.4,2-03306-0018,"210 201 STREET
Bronx, NY
(40.87252763291437, -73.88676510870371)",BEDFORD PARK/NORWOOD,D7-ELEVATOR,34,1936,32300,329890,10.21,1110000,34.4,0.3
2-03326-0045,"91 208 STREET
Bronx, NY
(40.8784569579371, -73.88161342895238)",BEDFORD PARK/NORWOOD,C6-WALK-UP,65,1926,56000,519680,9.28,1710000,30.5,2-03089-0026,"2350 CAMBRELENG AVENUE
Bronx, NY
(40.853354179779586, -73.88579151454243)",BELMONT,C1-WALK-UP,65,1925,55780,537423,9.63,1820000,32.6,1.8,2-03196-0029,"2234 DAVIDSON AVENUE
Bronx, NY
(40.857837266064955, -73.90535593173676)",KINGSBRIDGE HTS/UNIV HTS,C1-WALK-UP,65,1923,51000,473326,9.28,1450000,28.4,1.9
2-03343-0076,"3245 PERRY AVENUE
Bronx, NY
(40.875813496167645, -73.87630549725999)",BEDFORD PARK/NORWOOD,D4-ELEVATOR,42,1940,41000,348090,8.49,1150000,28,2-03324-0025,"51 MOSHOLU PARKWAY
Bronx, NY
(40.8792194164781, -73.88308230933995)",BEDFORD PARK/NORWOOD,D1-ELEVATOR,42,1940,45934,366732,7.98,1130000,24.6,0.55,2-05907-0348,"3725 BLACKSTONE AVENUE
Bronx, NY
(40.88893264531127, -73.91159285467639)",RIVERDALE,D1-ELEVATOR,42,1968,41803,582915,13.94,2310000,55,1.95
2-03343-0260,"3388 WAYNE AVENUE
Bronx, NY
(40.87938109767066, -73.87796556160264)",BEDFORD PARK/NORWOOD,D4-ELEVATOR,104,1928,148000,1487400,10.05,5030000,34,2-04286-0004,"2070 BRONX PARK
Bronx, NY
(40.84042861392644, -73.87840841930513)",PELHAM PARKWAY SOUTH,D1-ELEVATOR,104,1928,129000,1296014,10.05,4380000,34,1.9,2-04286-0013,"2084 BRONX PARK
Bronx, NY
(40.840492619955135, -73.8783746047994)",PELHAM PARKWAY SOUTH,D1-ELEVATOR,106,1929,132000,1063605,8.06,3270000,24.77,1.9
2-03344-0086,"3520 TRYON AVENUE
Bronx, NY
(40.880634043032224, -73.8766252562407)",BEDFORD PARK/NORWOOD,D4-ELEVATOR,64,1962,53700,575664,10.72,1950000,36.3,2-02867-0103,"1718 GRAND AVENUE
Bronx, NY
(40.82557699997852, -73.91844899972153)",HIGHBRIDGE/MORRIS HEIGHTS,D1-ELEVATOR,64,1938,59700,492194,8.24,1620000,27.1,2.85,2-04831-0064,"4054 CARPENTER AVENUE
Bronx, NY
(40.89093543905183, -73.8620825084678)",WILLIAMSBRIDGE,D1-ELEVATOR,64,1928,53664,575345,10.72,1940000,36.2,1.05
2-03344-0102,"3535 KINGS COLLEGE PLACE
Bronx, NY
(40.880501106971536, -73.87577404725498)",BEDFORD PARK/NORWOOD,D4-ELEVATOR,120,1954,160000,1620800,10.13,5480000,34.3,2-03253-0063,"2735 SEDGWICK AVENUE
Bronx, NY
(40.87067559536871, -73.90264077320232)",KINGSBRIDGE/JEROME PARK,D1-ELEVATOR,124,1922,137495,1626007,11.83,5730000,41.7,1.55,2-05732-0941,"2728 HENRY HUDSON PARKWAY
Bronx, NY
(40.82557699997852, -73.91844899972153)",RIVERDALE,D1-ELEVATOR,121,1928,158408,1967368,12.42,7400000,46.7,2.05
2-03347-0043,"3279 HULL AVENUE
Bronx, NY
(40.87626139999491, -73.87489751014634)",BEDFORD PARK/NORWOOD,C6-WALK-UP,51,1924,44950,367241,8.17,1130000,25.1,2-02466-0040,"155 168 STREET
Bronx, NY
(40.836065414067086, -73.91722984891643)",MELROSE/CONCOURSE,C1-WALK-UP,51,1924,45500,371570,8.17,1140000,25.1,3.5,2-03197-0005,"2284 GRAND AVENUE
Bronx, NY
(40.82557699997852, -73.91844899972153)",KINGSBRIDGE HTS/UNIV HTS,C1-WALK-UP,51,1924,46285,342800,7.41,1050000,22.69,1.9
2-03352-0001,"333 209 STREET
Bronx, NY
(40.876777514533224, -73.87435817778321)",BEDFORD PARK/NORWOOD,C6-WALK-UP,43,1924,36000,403200,11.2,1140000,31.7,2-02785-0020,"1340 MORRIS AVENUE
Bronx, NY
(40.83655179031083, -73.91212767772666)",MELROSE/CONCOURSE,C1-WALK-UP,44,1923,36000,410502,11.4,1450000,40.3,3.45,2-03308-0030,"225 202 STREET
Bronx, NY
(40.87309470203721, -73.88591391915995)",BEDFORD PARK/NORWOOD,C1-WALK-UP,43,1927,36200,404716,11.18,1430000,39.5,0.7
2-03353-0033,"3176 DECATUR AVENUE
Bronx, NY
(40.873158293428645, -73.87608834262578)",BEDFORD PARK/NORWOOD,D4-ELEVATOR,63,1960,59000,666700,11.3,2350000,39.8,2-03285-0019,"2976 MARION AVENUE
Bronx, NY
(40.86957583509121, -73.8832641023848)",BEDFORD PARK/NORWOOD,D1-ELEVATOR,62,1950,67930,653295,9.62,2210000,32.5,0.45,2-03344-0014,"3530 BAINBRIDGE AVENUE
Bronx, NY
(40.88141468023731, -73.87834322911634)",BEDFORD PARK/NORWOOD,D1-ELEVATOR,62,1959,61000,484420,7.94,1490000,24.43,0.65
2-03356-0096,"316 211 STREET
Bronx, NY
(40.88008032367474, -73.87337696010484)",BEDFORD PARK/NORWOOD,C6-WALK-UP,17,1927,16600,170980,10.3,578000,34.8,2-03198-0050,"2324 DAVIDSON AVENUE
Bronx, NY
(40.85968987122534, -73.90422654210512)",KINGSBRIDGE HTS/UNIV HTS,C1-WALK-UP,17,1911,16560,170071,10.27,480000,29,2.1,2-03377-0047,"256 237 STREET
Bronx, NY
(40.89876935399262, -73.86890643794248)",WOODLAWN,C1-WALK-UP,17,1927,15480,122328,7.9,376000,24.29,1.3
2-03363-0058,"4200 HERKIMER PLACE
Bronx, NY
(40.89565684828166, -73.87570459729899)",WOODLAWN,D4-ELEVATOR,45,1967,39959,427561,10.7,1440000,36,2-02797-0025,"1790 WEEKS AVENUE
Bronx, NY
(40.84660760986333, -73.90738466486383)",MOUNT HOPE/MOUNT EDEN,D1-ELEVATOR,45,1936,40000,426704,10.67,1440000,36,3.8,2-03299-0026,"3015 PERRY AVENUE
Bronx, NY
(40.87096786390404, -73.88270896684101)",BEDFORD PARK/NORWOOD,D1-ELEVATOR,44,1942,40196,349000,8.68,1150000,28.6,1.75
2-03368-0010,"4320 VAN CORTLANDT PARK
Bronx, NY
(40.89883903972225, -73.87409310784642)",WOODLAWN,D4-ELEVATOR,110,1958,151800,1223508,8.06,3760000,24.77,2-04286-0013,"2084 BRONX PARK
Bronx, NY
(40.840492619955135, -73.8783746047994)",PELHAM PARKWAY SOUTH,D1-ELEVATOR,106,1929,132000,1063605,8.06,3270000,24.77,3.15,2-04338-0012,"660 THWAITES PLACE
Bronx, NY
(40.85884589717509, -73.86908775600037)",BRONXDALE,D1-ELEVATOR,108,1954,137350,904026,6.58,2780000,20.24,2.8
2-03379-0001,"201 238 STREET
Bronx, NY
(40.88452994474187, -73.8987407006001)",WOODLAWN,D4-ELEVATOR,49,1954,47679,483465,10.14,1630000,34.2,2-03168-0052,"2615 GRAND
Bronx, NY
(40.82557699997852, -73.91844899972153)",FORDHAM,D1-ELEVATOR,49,1938,47776,481312,10.07,1630000,34.1,2.75,2-04426-0005,"679 WARING AVENUE
Bronx, NY
(40.86138847629438, -73.86831912786174)",BRONXDALE,D1-ELEVATOR,49,1931,47886,469296,9.8,1590000,33.2,2.55
2-03383-0001,"4260 KATONAH AVENUE
Bronx, NY
(40.89735792791924, -73.86710411123131)",WOODLAWN,D4-ELEVATOR,108,1958,93645,1002001,10.7,2830000,30.2,2-03308-0051,"253 202 STREET
Bronx, NY
(40.87291730180459, -73.88514514725003)",BEDFORD PARK/NORWOOD,D1-ELEVATOR,101,1965,94600,1043895,11.03,3680000,38.9,1.95,2-03395-0047,"530 234 STREET
Bronx, NY
(40.89726075698397, -73.86333412343643)",WOODLAWN,D1-ELEVATOR,86,1955,93976,864442,9.2,2850000,30.3,0.15
2-03396-0021,"4265 WEBSTER AVENUE
Bronx, NY
(40.897991048131374, -73.86248786770292)",WOODLAWN,D4-ELEVATOR,53,1955,62015,663560,10.7,2240000,36.1,2-03256-0020,"201 KINGSBRIDGE ROAD
Bronx, NY
(40.86609543030456, -73.89413093736815)",KINGSBRIDGE/JEROME PARK,D1-ELEVATOR,54,1998,67084,780543,11.64,2750000,41,2.7,2-04365-0064,"1135 PELHAM PARKWAY
Bronx, NY
(40.82557699997852, -73.91844899972153)",PELHAM PARKWAY NORTH,D1-ELEVATOR,53,1955,57000,600820,10.54,2030000,35.6,2.65
2-03398-0044,"4380 VIREO AVENUE
Bronx, NY
(40.90106858719619, -73.8627814373446)",WOODLAWN,D4-ELEVATOR,127,1958,109206,1168504,10.7,3950000,36.2,2-04087-0033,"1541 WILLIAMSBRIDGE ROAD
Bronx, NY
(40.82557699997852, -73.91844899972153)",MORRIS PARK/VAN NEST,D3-ELEVATOR,125,1928,107340,1153680,10.75,3900000,36.3,3.75,2-05780-0940,"3900 GREYSTONE AVENUE
Bronx, NY
(40.88950389842045, -73.9044515066065)",RIVERDALE,D1-ELEVATOR,127,1928,134703,1397249,10.37,4720000,35,2.3
2-03398-0087,"4315 WEBSTER AVENUE
Bronx, NY
(40.89933813546877, -73.86211818311128)",WOODLAWN,D4-ELEVATOR,78,1958,61914,662479,10.7,2240000,36.2,2-03256-0053,"2800 HEATH AVENUE
Bronx, NY
(40.872693974561734, -73.9045835499575)",KINGSBRIDGE/JEROME PARK,D1-ELEVATOR,77,1962,53349,615692,11.54,2170000,40.7,2.85,2-04999-0068,"730 236 STREET
Bronx, NY
(40.8872131960012, -73.91511736261413)",WAKEFIELD,D1-ELEVATOR,78,1929,60968,599698,9.84,2030000,33.3,0.5
2-03398-0097,"4295 WEBSTER AVENUE
Bronx, NY
(40.898939297048074, -73.86222775410599)",WOODLAWN,D4-ELEVATOR,80,1957,57840,618888,10.7,2090000,36.1,2-04827-0029,"641 225 STREET
Bronx, NY
(40.888362327283964, -73.86213681347961)",WILLIAMSBRIDGE,D1-ELEVATOR,77,1998,63115,663041,10.51,1870000,29.6,0.8,2-04999-0068,"730 236 STREET
Bronx, NY
(40.8872131960012, -73.91511736261413)",WAKEFIELD,D1-ELEVATOR,78,1929,60968,599698,9.84,2030000,33.3,0.5
2-03567-0001,"633 OLMSTEAD AVENUE
Bronx, NY
(40.81936280988443, -73.8512986733665)",CASTLE HILL/UNIONPORT,D4-ELEVATOR,624,1966,598478,6583258,11,18600000,31.1,2-03132-0001,"989 179 STREET
Bronx, NY
(40.84241491097706, -73.88051305238687)",EAST TREMONT,D1-ELEVATOR,328,1974,402290,4444107,11.05,12600000,31.3,2.1,2-03681-0001,"2001 STORY AVENUE
Bronx, NY
(40.824675513051055, -73.85556465126794)",CASTLE HILL/UNIONPORT,D3-ELEVATOR,355,1973,383833,4500755,11.73,14800000,38.6,0.4
2-03663-0002,"1760 BRUCKNER BOULEVARD
Bronx, NY
(40.82557699997852, -73.91844899972153)",SOUNDVIEW,D4-ELEVATOR,408,1958,361452,3180777,8.8,8980000,24.84,2-03642-0001,"880 THIERIOT AVENUE
Bronx, NY
(40.82327888267286, -73.86241277558031)",SOUNDVIEW,D3-ELEVATOR,317,1968,352866,3282980,9.3,9270000,26.3,0.2,2-03649-0001,"955 EVERGREEN AVENUE
Bronx, NY
(40.82242107838564, -73.87968229130803)",SOUNDVIEW,D3-ELEVATOR,144,1964,153400,1349530,8.8,3810000,24.84,0.75
2-03716-0001,"1569 BRUCKNER BOULEVARD
Bronx, NY
(40.82557699997852, -73.91844899972153)",SOUNDVIEW,D4-ELEVATOR,104,1962,124778,1239045,9.93,3500000,28,2-03115-0005,"2405 SOUTHERN BOULEVARD
Bronx, NY
(40.85358144952294, -73.8816503249367)",BELMONT,D1-ELEVATOR,142,1970,125075,1138887,9.11,3750000,30,2.1,2-03650-0001,"950 EVERGREEN AVENUE
Bronx, NY
(40.82236069035507, -73.87959441577239)",SOUNDVIEW,D3-ELEVATOR,213,1964,174671,1650531,9.45,4660000,26.7,0.25
2-03717-0001,"1591 BRUCKNER BOULEVARD
Bronx, NY
(40.82557699997852, -73.91844899972153)",SOUNDVIEW,D4-ELEVATOR,105,1960,117922,1149739,9.75,3250000,27.6,2-03115-0005,"2405 SOUTHERN BOULEVARD
Bronx, NY
(40.85358144952294, -73.8816503249367)",BELMONT,D1-ELEVATOR,142,1970,125075,1138887,9.11,3750000,30,2.1,2-03136-0001,"2008 BRYANT AVENUE
Bronx, NY
(40.84012391800198, -73.88205571133663)",EAST TREMONT,D3-ELEVATOR,204,1973,222060,2344833,10.56,6620000,29.8,1.15
2-03717-0018,"1036 MANOR AVENUE
Bronx, NY
(40.82503056742075, -73.87545130043823)",SOUNDVIEW,C6-WALK-UP,44,1928,35700,332010,9.3,938000,26.3,2-03152-0090,"2425 VALENTINE AVENUE
Bronx, NY
(40.860071423502355, -73.89685648846186)",FORDHAM,C1-WALK-UP,51,1911,42075,423911,10.08,1430000,34,2.7,2-03208-0028,"69 182 STREET
Bronx, NY
(40.8569186398469, -73.90324303009693)",KINGSBRIDGE HTS/UNIV HTS,C1-WALK-UP,21,1928,23400,165600,7.08,508000,21.71,2.8
