B01818 ,"TA-TA TRANSPORTATION, INC.                                  ",                                                            ,43-58 11 STREET,11101,718-786-8222,"TLC-licensed base (FHV, Commuter Van, or Para)",
B01834 ,WESTCHESTER ACQUISITION CORP                                ,CARDINAL                                                    ,18 ELMCROFT ROAD,6902,914-381-3551,"TLC-licensed base (FHV, Commuter Van, or Para)",
B01839 ,P.V. WALSH INC.                                             ,CELEBRITY LIMOUSINE                                         ,41-37 24 STREET,11101,718-784-2900,"TLC-licensed base (FHV, Commuter Van, or Para)",
B01843 ,"VINCENT'S LIMOUSINE SERVICE OF NEW YORK, INC.               ",VINCENT LIMOUSINE                                           ,42-06 BROADWAY,11103,718-729-0900,"TLC-licensed base (FHV, Commuter Van, or Para)",
B01845 ,TS LIMO A LLC                                               ,LIMORES.NET                                                 ,134 WEST   37 STREET 2 FL.,10018,212-777-7979,"TLC-licensed base (FHV, Commuter Van, or Para)",
B01846 ,ROMANTIQUE LIMOUSINE INC.                                   ,                                                            ,1421 86 STREET,11228,718-232-7273,"TLC-licensed base (FHV, Commuter Van, or Para)",
B01849 ,JOE PAL LIMOUSINE LTD                                       ,                                                            ,76 SHORE ROAD,11542,800-564-1734,"TLC-licensed base (FHV, Commuter Van, or Para)",
B01851 ,A NEW HERITAGE LTD                                          ,A NEW HERITAGE LIMOUSINES                                   ,161 MARION STREET,10310,718-876-7676,"TLC-licensed base (FHV, Commuter Van, or Para)",
B01854 ,EUROPE LIMOUSINE SERVICE INC                                ,                                                            ,471 NEVADA STREET,7652,201-322-3000,"TLC-licensed base (FHV, Commuter Van, or Para)",
B01861 ,"MAGIC LIMOUSINE, LLC                                        ",                                                            ,57-18 59 STREET,11378,718-326-1900,"TLC-licensed base (FHV, Commuter Van, or Para)",
B01871 ,"ALPINE LIMOUSINE SERVICE, INC.                              ",                                                            ,158 BERGEN TURNPIKE,7660,201-373-9599,"TLC-licensed base (FHV, Commuter Van, or Para)",
B01876 ,QUALITY EXECUTIVE LIMOUSINE L.L.C                           ,                                                            ,502 A SOUTHERN BOULEVARD,10455,718-402-6200,"TLC-licensed base (FHV, Commuter Van, or Para)",
B01877 ,U.S.A. LIMO. INC.                                           ,                                                            ,1440 39 STREET,11218,718-438-1100,"TLC-licensed base (FHV, Commuter Van, or Para)",
B01892 ,"WHITE LUXURY TRANSPORTATION,INC                             ",UNITED LUXURY TRANSPORTATION                                ,36-02 19 AVENUE,11105,718-777-5743,"TLC-licensed base (FHV, Commuter Van, or Para)",
B01905 ,AIS LIMOUSINE SERVICE CO. INC.                              ,                                                            ,640 SEAMAN AVENUE,11510,516-771-2045,"TLC-licensed base (FHV, Commuter Van, or Para)",
B01907 ,BEN'S LUXURY CAR & LIMOUSINE SERVICE INC                    ,                                                            ,50-19 49 STREET,11377,718-433-3737,"TLC-licensed base (FHV, Commuter Van, or Para)",
B01911 ,"AMB LIMO, LLC                                               ",TOWN CAR LIMOUSINE SERVICE                                  ,134 WEST   37 STREET 2 FL.,10018,212-873-4477,"TLC-licensed base (FHV, Commuter Van, or Para)",
B01912 ,"CAR 24 TRANSPORTATION, INC                                  ",                                                            ,4 REGO COURT,11746,212-861-2424,"TLC-licensed base (FHV, Commuter Van, or Para)",
B01913 ,MIRAGE LIMOUSINE SERVICE INC                                ,                                                            ,47-09 5 STREET,11101,718-937-6600,"TLC-licensed base (FHV, Commuter Van, or Para)",
B01916 ,LBJ LIMOUSINE INC.                                          ,                                                            ,851 HEMPSTEAD TNPK,11010,516-352-6633,"TLC-licensed base (FHV, Commuter Van, or Para)",
B01923 ,"AVID INTERNATIONAL, INC.                                    ",                                                            ,22 BUTLER STREET,7206,908-248-0208,"TLC-licensed base (FHV, Commuter Van, or Para)",
B01928 ,DISCOVER LIMO INC                                           ,INFINITY LIMO                                               ,6001 15 AVENUE,11219,718-851-7777,"TLC-licensed base (FHV, Commuter Van, or Para)",
B01932 ,REGENCY LIMOUSINE INTERNATIONAL INC.                        ,                                                            ,83-03 24 AVENUE,11370,718-507-4000,"TLC-licensed base (FHV, Commuter Van, or Para)",
B01938 ,"ALL STAR LIMOUSINE SERVICE, LTD.                            ",                                                            ,230 RTE. 109,11735,631-753-1234,"TLC-licensed base (FHV, Commuter Van, or Para)",
B01943 ,3472 MILES INC                                              ,MILES PVT CAR SVC                                           ,3472 BAILEY AVENUE,10463,718-884-8888,"TLC-licensed base (FHV, Commuter Van, or Para)",
B01944 ,DAG NETWORK TRANSPORTATION CORP                             ,                                                            ,50 20 STREET,11232,212-279-1700,"TLC-licensed base (FHV, Commuter Van, or Para)",
B01946 ,MARATHON CAR & LIMOUSINE SVC. INC                           ,                                                            ,6 SMITH STREET,10954,845-627-6666,"TLC-licensed base (FHV, Commuter Van, or Para)",
B01957 ,"ANIMO, INC                                                  ",CHRIS & GINA LIMOUSINE                                      ,139 WOODRUFF LANE,10310,718-442-4636,"TLC-licensed base (FHV, Commuter Van, or Para)",
B01959 ,CHAMBERS FUNERAL SERVICE INC                                ,R&K LIMOUSINE                                               ,4906 AVENUE D,11203,718-763-5701,"TLC-licensed base (FHV, Commuter Van, or Para)",
B01961 ,"LITTLE NECK TRANS INC.,                                     ",                                                            ,0 39 RD & LITTLE NECK PKY,11363,718-229-5454,"TLC-licensed base (FHV, Commuter Van, or Para)",
B01964 ,"GOLDEN TOUCH TRANSPORTATION OF NY, INC.                     ",GOLDEN TOUCH                                                ,109-15 14 AVENUE,11356,718-886-5204,"TLC-licensed base (FHV, Commuter Van, or Para)",
B01965 ,"ALTOUR SERVICE, INC.                                        ",                                                            ,11-49 50 AVENUE,11101,718-729-4793,"TLC-licensed base (FHV, Commuter Van, or Para)",
B01969 ,A-PLUS WORLDWIDE LIMOS INC.                                 ,                                                            ,2803 BOSTON ROAD,10469,718-655-6900,"TLC-licensed base (FHV, Commuter Van, or Para)",
B01970 ,GRAFE STREET SERVICE CORP.                                  ,                                                            ,461 KINGS HIGHWAY,11223,212-343-0300,"TLC-licensed base (FHV, Commuter Van, or Para)",
B01975 ,STARLIMO OF N.Y. CORP                                       ,                                                            ,424 WEST   54 STREET,10019,212-586-6666,"TLC-licensed base (FHV, Commuter Van, or Para)",
B01976 ,PARTNERS DYNAMIC SECURITY TRANSPORTATION INC                ,                                                            ,44 F JERICHO TPKE,11501,516-741-1515,"TLC-licensed base (FHV, Commuter Van, or Para)",
B01980 ,"READY TO ROLL TRANSPORTATION, INC.                          ",                                                            ,1850 AMSTERDAM AVENUE,10031,212-714-1900,"TLC-licensed base (FHV, Commuter Van, or Para)",
B01989 ,"ICS-NY, INC.                                                ",                                                            ,53 EAST   34 STREET,10016,212-684-4636,"TLC-licensed base (FHV, Commuter Van, or Para)",
B02008 ,"SCARSDALE TRIP SERVICE, INC.                                ",RED OAK TRANSPORTATION                                      ,105 CORPORATE PARK DR.,10604,914-713-1111,"TLC-licensed base (FHV, Commuter Van, or Para)",
B02011 ,"CARIZMA LIMOUSINE, LTD.                                     ",                                                            ,545 MEACHAM AVENUE,11003,516-825-3664,"TLC-licensed base (FHV, Commuter Van, or Para)",
B02016 ,PLANET LIMOUSINE LLC                                        ,                                                            ,202 JERICHO TURNPIKE,11001,516-354-1616,"TLC-licensed base (FHV, Commuter Van, or Para)",
B02027 ,"PARIS LIMOUSINE SERVICE, CORP                               ",                                                            ,31-35 61 STREET,11377,718-396-1100,"TLC-licensed base (FHV, Commuter Van, or Para)",
B02033 ,HOTEL CAR AND LIMO SERVICE INC.                             ,                                                            ,135-05 38 AVENUE STE #34 RM 101A,11354,718-886-6669,"TLC-licensed base (FHV, Commuter Van, or Para)",
B02053 ,"GRANDEVILLE CLASSIC, INC.                                   ",                                                            ,1931 MOTT AVENUE STE.#412,11691,718-471-4200,"TLC-licensed base (FHV, Commuter Van, or Para)",
B02054 ,REGAL CARRIAGE LUX. CAR & LIMO. SVC INC.                    ,                                                            ,18 WEST   33 STREET STE.#505,10001,212-244-2424,"TLC-licensed base (FHV, Commuter Van, or Para)",
B02060 ,AMERICAN LIMOUSINE INC.                                     ,FLYTE TYME TRANSPORTATION                                   ,81 FRANKLIN TURNPIKE,7430,201-529-1452,"TLC-licensed base (FHV, Commuter Van, or Para)",
B02061 ,ROYAL COACHMAN LTD.                                         ,                                                            ,88 FORD ROAD UNIT 26,7834,973-676-0200,"TLC-licensed base (FHV, Commuter Van, or Para)",
B02062 ,"ABACUS INDUSTRIES, L.L.C.                                   ",C R A LIMOUSINE SERVICES                                    ,1117 GRAND STREET,11211,718-417-5555,"TLC-licensed base (FHV, Commuter Van, or Para)",
B02073 ,"STARGATE LIMOUSINE, INC.                                    ",                                                            ,66 WEST MERRICK ROAD,10580,516-561-5245,"TLC-licensed base (FHV, Commuter Van, or Para)",
B02091 ,M. AMERICA CORP.                                            ,METRO AMERICA                                               ,52-01 METROPOLITAN AVENUE,11385,718-366-8808,"TLC-licensed base (FHV, Commuter Van, or Para)",
B02095 ,"COMMONWEALTH WORLDWIDE CHAUFFEURED TRANSP. OF NY,           ",                                                            ,49-29 30TH PLACE,11101,866-770-1677,"TLC-licensed base (FHV, Commuter Van, or Para)",
B02098 ,"MCL LIMOUSINE SERVICES, INC.                                ",                                                            ,33-38 FARRINGTON STREET #4A,11354,718-886-4828,"TLC-licensed base (FHV, Commuter Van, or Para)",
B02099 ,SUNNY'S LIMOUSINE SERVICE INC                               ,SSS LIMO SERVICE                                            ,43-12 36 STREET,11101,201-332-3346,"TLC-licensed base (FHV, Commuter Van, or Para)",
B02105 ,"SHERYAR, INC.                                               ",                                                            ,60-01 31 AVENUE,11377,718-728-0777,"TLC-licensed base (FHV, Commuter Van, or Para)",
B02106 ,"PERFECT LIMO SERVICE, INC.                                  ",                                                            ,13 WEST GRAND AVENUE,7645,201-573-1321,"TLC-licensed base (FHV, Commuter Van, or Para)",
B02113 ,BER LIMOUSINE INC.                                          ,                                                            ,492 FRANKLYN AVENUE,7110,212-647-8400,"TLC-licensed base (FHV, Commuter Van, or Para)",
B02120 ,BOSTON COACH-NEW JERSEY CORP                                ,BOSTON COACH                                                ,780 DOWD AVENUE,7201,800-241-5475,"TLC-licensed base (FHV, Commuter Van, or Para)",
B02122 ,"DK LIMOUSINE, INC.                                          ",                                                            ,90-10 LIBERTY AVENUE,11417,718-835-2960,"TLC-licensed base (FHV, Commuter Van, or Para)",
B02123 ,"AVI BEST CARS TRANSPORTATION, INC.                          ",                                                            ,1158 CECIL CT.,8701,732-730-3644,"TLC-licensed base (FHV, Commuter Van, or Para)",
B02125 ,"COAST TO COAST EXPRESS, INC.                                ",                                                            ,142 5TH STREET,11215,718-439-8484,"TLC-licensed base (FHV, Commuter Van, or Para)",
B02127 ,"CONTINENTAL RIDE, INC.                                      ",I + I TRANSPORTATION                                        ,41-24 38 STREET,11101,201-567-6868,"TLC-licensed base (FHV, Commuter Van, or Para)",
B02130 ,GTS LTD.                                                    ,                                                            ,64-32 SHALER AVENUE,11385,718-366-6856,"TLC-licensed base (FHV, Commuter Van, or Para)",
B02131 ,"OZOCAR TRANSPORTATION OF NEW YORK, LLC                      ",                                                            ,1440 39TH STREET,11218,718-438-1100,"TLC-licensed base (FHV, Commuter Van, or Para)",
B02132 ,D.WILTSHIRE STRETCH LIMO. INC.                              ,D. WILTSHIRE STRETCH LIMO. INC.                             ,1329 222ND STREET,10469,718-231-2333,"TLC-licensed base (FHV, Commuter Van, or Para)",
B02134 ,"CHAUFFEURED SVCS UNLIMITED, LLC                             ",                                                            ,35-21 VERNON BOULEVARD,11106,212-245-4278,"TLC-licensed base (FHV, Commuter Van, or Para)",
B02140 ,FAR BETTER SERVICES INC                                     ,                                                            ,69-20 48 AVENUE,11377,718-344-0500,"TLC-licensed base (FHV, Commuter Van, or Para)",
B02142 ,ASCENT LIMOUSINE INC.                                       ,                                                            ,10 FULTON PLACE,7410,201-538-9600,"TLC-licensed base (FHV, Commuter Van, or Para)",
B02143 ,BEST EXCEL LIMOUSINE INC                                    ,MAXIM LIMOUSINE                                             ,42-32 COLLEGE POINT B'LVD 2ND FL.,11355,718-939-8289,"TLC-licensed base (FHV, Commuter Van, or Para)",
B02144 ,"SILVER STAR LIMOUSINES, INC.                                ",                                                            ,194 MILLER PLACE,11801,516-454-0040,"TLC-licensed base (FHV, Commuter Van, or Para)",
B02147 ,"MITA LIMOUSINE, INC.                                        ",                                                            ,303 5 AVENUE STE 1613/14,10016,212-679-3939,"TLC-licensed base (FHV, Commuter Van, or Para)",
B02148 ,MAVRIK TRANS INC.                                           ,                                                            ,204 JERICHO TURNPIKE,11001,516-488-4600,"TLC-licensed base (FHV, Commuter Van, or Para)",
B02149 ,LEEDS 1 LIMOUSINE INC.                                      ,LEEDS 1 LIMOUSINE INC.                                      ,649 MORGAN AVENUE STE 1R,11222,718-773-3199,"TLC-licensed base (FHV, Commuter Van, or Para)",
B02150 ,"KCC ENTERPRISE USA, INC.                                    ",                                                            ,248-24 JERICHO TURNPIKE,11001,516-775-6677,"TLC-licensed base (FHV, Commuter Van, or Para)",
B02152 ,"KYOEI LIMOUSINE, INC.                                       ","KYOEI LIMOUSINE, INC.                                       ",35-42 UNION STREET #2B,11354,718-539-5323,"TLC-licensed base (FHV, Commuter Van, or Para)",
B02153 ,INTERSTATE LIMO & CHAUFFER SVC CORP.                        ,                                                            ,43 LESOIR AVENUE,11001,516-775-7441,"TLC-licensed base (FHV, Commuter Van, or Para)",
B02155 ,ABA LUXURY CAR INC.                                         ,                                                            ,35-06 35 STREET,11106,718-729-9088,"TLC-licensed base (FHV, Commuter Van, or Para)",
B02157 ,REAGAN CONVEYANCE  CORP.                                    ,                                                            ,10 SECATOAG AVENUE,11050,516-861-2019,"TLC-licensed base (FHV, Commuter Van, or Para)","PT, WASHINGTON
"
B02158 ,TEINETCO INC.                                               ,                                                            ,261-2 SKIDMORE ROAD,11729,631-243-3800,"TLC-licensed base (FHV, Commuter Van, or Para)",
B02160 ,"12TH STREET LUXURY CARS, INC.                               ",                                                            ,35-58 12 STREET,11106,718-932-5621,"TLC-licensed base (FHV, Commuter Van, or Para)",
B02165 ,MANHATTAN NOBLE LUXURY TRANS INC.                           ,                                                            ,36-46 35 STREET,11106,718-626-6253,"TLC-licensed base (FHV, Commuter Van, or Para)",
B02166 ,HEMPSTEAD TRANSPORTATION SERVICE INC                        ,                                                            ,33 OLD MIDDLE COUNTRY ROAD,11727,631-696-8000,"TLC-licensed base (FHV, Commuter Van, or Para)",
B02167 ,MADISON LIMOUSINE INC                                       ,                                                            ,18-31 COLLEGE POINT BOULEVARD,11356,718-767-9210,"TLC-licensed base (FHV, Commuter Van, or Para)",
B02171 ,ASTOR LIMOUSINE L.L.C.                                      ,                                                            ,99 GRAND STREET,7074,888-278-6799,"TLC-licensed base (FHV, Commuter Van, or Para)",
B02173 ,ADMIRE LLP LLC                                              ,                                                            ,726 BOULEVARD STE #26,7033,903-259-0030,"TLC-licensed base (FHV, Commuter Van, or Para)",
B02175 ,MURRAY'S LIMOUSINE SERVICE INC.                             ,                                                            ,3580 OCEANSIDE ROAD STE #301,11572,516-536-9600,"TLC-licensed base (FHV, Commuter Van, or Para)",
B02176 ,FOUTA LUXURY CARS INC.                                      ,                                                            ,739 MYRTLE AVENUE,11205,718-398-4011,"TLC-licensed base (FHV, Commuter Van, or Para)",
B02179 ,"SONG LIMOUSINE, INC.                                        ",                                                            ,15 CUTTERMILL ROAD STE #110,11021,718-440-1311,"TLC-licensed base (FHV, Commuter Van, or Para)",
B02180 ,PEGASUS TRANSPORT SERVICE INC.                              ,                                                            ,463 BARELL AVENUE,7072,201-867-1615,"TLC-licensed base (FHV, Commuter Van, or Para)",
B02184 ,"DMCLS, INC.                                                 ",                                                            ,25 WATERSIDE PLAZA,10016,212-481-6365,"TLC-licensed base (FHV, Commuter Van, or Para)",
B02186 ,S550 LIMOUSINE INC                                          ,                                                            ,43-01 VERNON BOULEVARD,11101,718-389-7777,"TLC-licensed base (FHV, Commuter Van, or Para)",
B02190 ,NISON HOLDING INC                                           ,                                                            ,70 WEST RED OAK LANE,10604,914-697-4848,"TLC-licensed base (FHV, Commuter Van, or Para)",
B02191 ,US LIMO SYSTEM INC                                          ,                                                            ,23-09 ASTORIA BOULEVARD,11102,718-956-6600,"TLC-licensed base (FHV, Commuter Van, or Para)",
B02196 ,"N & T DOUBLE DIAMOND LIMOUSINES, INC.                       ",                                                            ,2021 CROPSEY AVENUE,11214,718-232-6565,"TLC-licensed base (FHV, Commuter Van, or Para)",
B02200 ,BCL NETWORK LLC                                             ,                                                            ,33-46 55 STREET,11377,718-424-7077,"TLC-licensed base (FHV, Commuter Van, or Para)",
B02202 ,SHERIF LIMO LLC                                             ,                                                            ,156 LOUIS AVENUE,11003,917-763-8311,"TLC-licensed base (FHV, Commuter Van, or Para)",
B02203 ,"GO TREND LIMO, INC.                                         ",                                                            ,75 SOBRO AVENUE,11580,914-412-4116,"TLC-licensed base (FHV, Commuter Van, or Para)",
B02208 ,PARAMINT LUXURY CAR & LIMO SVC. INC.                        ,                                                            ,35-53 STEINWAY STREET,11101,718-361-1530,"TLC-licensed base (FHV, Commuter Van, or Para)",
B02214 ,SPIEGEL LIMOUSINE CORP.                                     ,                                                            ,35-17 41 STREET,11101,718-726-2600,"TLC-licensed base (FHV, Commuter Van, or Para)",
B02217 ,PCS LIMOUSINE INC.                                          ,                                                            ,60-60 FRESH POND ROAD,11378,718-821-9400,"TLC-licensed base (FHV, Commuter Van, or Para)",
B02218 ,"NYC GREEN CAR, INC.                                         ",                                                            ,1440 39 STREET,11218,877-465-4927,"TLC-licensed base (FHV, Commuter Van, or Para)",
B02222 ,L & D LIMOUSINE SERVICE CORP.                               ,                                                            ,724-726 GRAND STREET,7304,201-536-9700,"TLC-licensed base (FHV, Commuter Van, or Para)",
B02223 ,NEW WORLD ENTERPRISES INC                                   ,NEW WORLD EMPIRE                                            ,11 GREENWOOD TRAIL,7405,973-842-0002,"TLC-licensed base (FHV, Commuter Van, or Para)",
B02231 ,DMT LIMOUSINE CORPORATION                                   ,                                                            ,154-16 BEECH AVENUE,11355,212-444-8181,"TLC-licensed base (FHV, Commuter Van, or Para)",
B02234 ,ONE PLATINUM LIMOUSINE CORP                                 ,                                                            ,166-10 CROSS ISLAND PARKWAY,11357,718-279-1685,"TLC-licensed base (FHV, Commuter Van, or Para)",
B02236 ,"P.R.S. TRANSPORTATION, INC.                                 ",                                                            ,35-56 10 STREET,11106,718-361-1534,"TLC-licensed base (FHV, Commuter Van, or Para)",
B02237 ,WILDEL LIMOUSINE INC.                                       ,                                                            ,32-20 35 STREET,11106,347-229-2424,"TLC-licensed base (FHV, Commuter Van, or Para)",
B02240 ,NEW APPLE TRANS. INC.                                       ,                                                            ,36-12 UNION STREET 3 FL.,11354,718-777-3333,"TLC-licensed base (FHV, Commuter Van, or Para)",
B02241 ,"MARU & KITANO, INC.                                         ",                                                            ,33-70 PRINCE STREET #212,11354,718-353-0181,"TLC-licensed base (FHV, Commuter Van, or Para)",
B02242 ,PARSA LIMOUSINE SVC. INC.                                   ,                                                            ,35-43 STEINWAY STREET,11101,212-888-9600,"TLC-licensed base (FHV, Commuter Van, or Para)",
B02243 ,BARONAS LUXURY INC.                                         ,                                                            ,55-20 37 AVENUE,11377,718-424-4141,"TLC-licensed base (FHV, Commuter Van, or Para)",
B02251 ,NY METRO LIMOUSINE INC.                                     ,                                                            ,201 ROUTE 17,7070,201-507-0220,"TLC-licensed base (FHV, Commuter Van, or Para)",
B02252 ,ASIANA LIMOUSINE INC.                                       ,                                                            ,746 4 AVENUE,11232,718-499-5466,"TLC-licensed base (FHV, Commuter Van, or Para)",
B02253 ,"CRESTWOOD CAR & LIMO SVC,LTD                                ",                                                            ,185-08 UNION TURNPIKE SUITE 108,11366,718-454-2900,"TLC-licensed base (FHV, Commuter Van, or Para)",
B02255 ,ARABIAN TRAVEL TRANS. CORP.                                 ,                                                            ,50-22 23 STREET,11101,917-374-8689,"TLC-licensed base (FHV, Commuter Van, or Para)",
B02267 ,"IFFY TOWNCAR SERVICE, INC.                                  ",ROSLYN LIMOUSINE                                            ,250-12 HILLSIDE AVENUE,11426,516-484-3200,"TLC-licensed base (FHV, Commuter Van, or Para)",
B02270 ,"PROFILE TRANSPORTATION, INC                                 ",                                                            ,272-280 SEIGEL STREET,11206,718-859-0900,"TLC-licensed base (FHV, Commuter Van, or Para)",
B02272 ,CLASSIC MANHATTAN STAR LIMO INC.                            ,                                                            ,83-03 24 AVENUE,11370,718-205-0600,"TLC-licensed base (FHV, Commuter Van, or Para)",
B02273 ,BENI'S LIMOUSINE SERVICE INC                                ,                                                            ,36-01 36 AVENUE,11106,888-464-2364,"TLC-licensed base (FHV, Commuter Van, or Para)",
B02274 ,COAM LIMO INC                                               ,                                                            ,146-02 34 AVENUE,11354,718-888-0404,"TLC-licensed base (FHV, Commuter Van, or Para)",
B02275 ,EXCALIBUR EXECUTIVE CARS INC.                               ,                                                            ,33 EAST MERRICK RD,11580,877-887-7060,"TLC-licensed base (FHV, Commuter Van, or Para)",
B02276 ,WATERFRONT EXECUTIVE TRANSPORTATION SERVICES                ,                                                            ,175 NEWARK AVENUE 3RD FLOOR,7302,201-915-0080,"TLC-licensed base (FHV, Commuter Van, or Para)",
B02277 ,"LIMO VISION, INC.                                           ",                                                            ,152-53 10 AVENUE,11357,646-420-0071,"TLC-licensed base (FHV, Commuter Van, or Para)",
B02280 ,TRI-STATE GROUND TRANSPORTATION LLC                         ,                                                            ,712 THIRD AVENUE,11232,718-965-6150,"TLC-licensed base (FHV, Commuter Van, or Para)",
B02281 ,NATIONWIDE INTERNATIONAL CORP.                              ,                                                            ,201 ROUTE 17 NORTH,7070,201-933-8030,"TLC-licensed base (FHV, Commuter Van, or Para)",
B02285 ,"VALERA GLOBAL, INC.                                         ",                                                            ,53-02 11 STREET,11101,718-433-1111,"TLC-licensed base (FHV, Commuter Van, or Para)",
B02287 ,"ROAD NEW YORK ENTERPRISES, INC.                             ",                                                            ,5 COURT SQUARE #203,11101,718-349-2359,"TLC-licensed base (FHV, Commuter Van, or Para)",
B02291 ,GREENLEAF LIMOUSINE INC.                                    ,                                                            ,11-17 43 AVENUE,11101,718-392-4393,"TLC-licensed base (FHV, Commuter Van, or Para)",
B02292 ,AGUILA CAR & LIMO CORPORATION                               ,                                                            ,45-16 NATIONAL STREET #1F,11368,718-393-3333,"TLC-licensed base (FHV, Commuter Van, or Para)",
B02294 ,AMERICAN LUXURY INC                                         ,                                                            ,8723 4 AVENUE 2ND FLOOR,11209,718-825-4099,"TLC-licensed base (FHV, Commuter Van, or Para)",
