DBN,School Name,Cohort Year,Demographic,Total Cohort Num,Total Grads Num,Num achieving APM ,Pct of cohort achieving APM,Pct of graduates achieving APM
01M696,BARD HIGH SCHOOL EARLY COLLEGE,2007,Female,80,78,63,78.80%,80.80%
01M696,BARD HIGH SCHOOL EARLY COLLEGE,2006,Male,46,44,27,58.70%,61.40%
01M696,BARD HIGH SCHOOL EARLY COLLEGE,2007,Male,45,44,30,66.70%,68.20%
02M047,AMERICAN SIGN LANGUAGE & ENGLISH SCHOOL,2006,Female,20,15,s,s,s
02M047,AMERICAN SIGN LANGUAGE & ENGLISH SCHOOL,2007,Female,15,10,s,s,s
02M047,AMERICAN SIGN LANGUAGE & ENGLISH SCHOOL,2006,Male,5,4,s,s,s
02M047,AMERICAN SIGN LANGUAGE & ENGLISH SCHOOL,2007,Male,8,6,s,s,s
02M288,FOOD AND FINANCE HIGH SCHOOL,2006,Female,59,55,11,18.60%,20.00%
02M288,FOOD AND FINANCE HIGH SCHOOL,2007,Female,50,41,5,10.00%,12.20%
02M288,FOOD AND FINANCE HIGH SCHOOL,2006,Male,43,36,3,7.00%,8.30%
02M288,FOOD AND FINANCE HIGH SCHOOL,2007,Male,40,28,3,7.50%,10.70%
02M296,HIGH SCHOOL OF HOSPITALITY MANAGEMENT,2006,Female,53,41,10,18.90%,24.40%
02M296,HIGH SCHOOL OF HOSPITALITY MANAGEMENT,2007,Female,55,44,4,7.30%,9.10%
02M296,HIGH SCHOOL OF HOSPITALITY MANAGEMENT,2006,Male,22,17,s,s,s
02M296,HIGH SCHOOL OF HOSPITALITY MANAGEMENT,2007,Male,27,17,s,s,s
02M298,PACE HIGH SCHOOL,2006,Female,48,41,13,27.10%,31.70%
02M298,PACE HIGH SCHOOL,2007,Female,54,49,12,22.20%,24.50%
02M298,PACE HIGH SCHOOL,2006,Male,44,37,15,34.10%,40.50%
02M298,PACE HIGH SCHOOL,2007,Male,40,37,15,37.50%,40.50%
02M300,URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION,2006,Female,23,17,s,s,s
02M300,URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION,2007,Female,21,15,s,s,s
02M300,URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION,2006,Male,57,32,6,10.50%,18.80%
02M300,URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION,2007,Male,65,32,10,15.40%,31.30%
02M305,URBAN ASSEMBLY ACADEMY OF GOVERNMENT AND LAW,2006,Female,38,29,2,5.30%,6.90%
02M305,URBAN ASSEMBLY ACADEMY OF GOVERNMENT AND LAW,2007,Female,29,20,s,s,s
02M305,URBAN ASSEMBLY ACADEMY OF GOVERNMENT AND LAW,2006,Male,23,17,s,s,s
02M305,URBAN ASSEMBLY ACADEMY OF GOVERNMENT AND LAW,2007,Male,30,17,s,s,s
02M308,LOWER MANHATTAN ARTS ACADEMY,2006,Female,40,31,3,7.50%,9.70%
02M308,LOWER MANHATTAN ARTS ACADEMY,2007,Female,39,30,2,5.10%,6.70%
02M308,LOWER MANHATTAN ARTS ACADEMY,2006,Male,28,15,s,s,s
02M308,LOWER MANHATTAN ARTS ACADEMY,2007,Male,24,16,s,s,s
02M316,URBAN ASSEMBLY SCHOOL OF BUSINESS FOR YOUNG WOMEN,2006,Female,72,53,5,6.90%,9.40%
02M316,URBAN ASSEMBLY SCHOOL OF BUSINESS FOR YOUNG WOMEN,2007,Female,61,37,2,3.30%,5.40%
02M374,GRAMERCY ARTS HIGH SCHOOL,2006,Female,53,39,2,3.80%,5.10%
02M374,GRAMERCY ARTS HIGH SCHOOL,2007,Female,48,35,1,2.10%,2.90%
02M374,GRAMERCY ARTS HIGH SCHOOL,2006,Male,40,29,1,2.50%,3.40%
02M374,GRAMERCY ARTS HIGH SCHOOL,2007,Male,24,18,s,s,s
02M394,EMMA LAZARUS HIGH SCHOOL,2006,Female,4,0,s,s,s
02M394,EMMA LAZARUS HIGH SCHOOL,2007,Female,2,0,s,s,s
02M394,EMMA LAZARUS HIGH SCHOOL,2006,Male,6,0,s,s,s
02M394,EMMA LAZARUS HIGH SCHOOL,2007,Male,12,1,s,s,s
02M400,HIGH SCHOOL FOR ENVIRONMENTAL STUDIES,2006,Female,186,144,73,39.20%,50.70%
02M400,HIGH SCHOOL FOR ENVIRONMENTAL STUDIES,2007,Female,178,148,78,43.80%,52.70%
02M400,HIGH SCHOOL FOR ENVIRONMENTAL STUDIES,2006,Male,166,118,49,29.50%,41.50%
02M400,HIGH SCHOOL FOR ENVIRONMENTAL STUDIES,2007,Male,162,125,47,29.00%,37.60%
02M408,PROFESSIONAL PERFORMING ARTS HIGH SCHOOL,2006,Female,59,55,20,33.90%,36.40%
02M408,PROFESSIONAL PERFORMING ARTS HIGH SCHOOL,2007,Female,68,65,20,29.40%,30.80%
02M408,PROFESSIONAL PERFORMING ARTS HIGH SCHOOL,2006,Male,21,19,s,s,s
02M408,PROFESSIONAL PERFORMING ARTS HIGH SCHOOL,2007,Male,32,25,11,34.40%,44.00%
02M411,BARUCH COLLEGE CAMPUS HIGH SCHOOL,2006,Female,66,65,46,69.70%,70.80%
02M411,BARUCH COLLEGE CAMPUS HIGH SCHOOL,2007,Female,68,68,53,77.90%,77.90%
02M411,BARUCH COLLEGE CAMPUS HIGH SCHOOL,2006,Male,39,38,28,71.80%,73.70%
02M411,BARUCH COLLEGE CAMPUS HIGH SCHOOL,2007,Male,38,37,33,86.80%,89.20%
02M412,NYC LAB HIGH SCHOOL FOR COLLABORATIVE STUDIES,2006,Female,64,59,44,68.80%,74.60%
02M412,NYC LAB HIGH SCHOOL FOR COLLABORATIVE STUDIES,2007,Female,68,64,50,73.50%,78.10%
02M412,NYC LAB HIGH SCHOOL FOR COLLABORATIVE STUDIES,2006,Male,60,54,26,43.30%,48.10%
02M412,NYC LAB HIGH SCHOOL FOR COLLABORATIVE STUDIES,2007,Male,69,60,46,66.70%,76.70%
02M414,NYC MUSEUM SCHOOL,2006,Female,51,47,10,19.60%,21.30%
02M414,NYC MUSEUM SCHOOL,2007,Female,47,43,18,38.30%,41.90%
02M414,NYC MUSEUM SCHOOL,2006,Male,55,53,12,21.80%,22.60%
02M414,NYC MUSEUM SCHOOL,2007,Male,51,51,23,45.10%,45.10%
02M416,ELEANOR ROOSEVELT HIGH SCHOOL,2006,Female,72,72,61,84.70%,84.70%
02M416,ELEANOR ROOSEVELT HIGH SCHOOL,2007,Female,77,77,69,89.60%,89.60%
02M416,ELEANOR ROOSEVELT HIGH SCHOOL,2006,Male,55,55,42,76.40%,76.40%
02M416,ELEANOR ROOSEVELT HIGH SCHOOL,2007,Male,37,37,31,83.80%,83.80%
02M418,MILLENNIUM HIGH SCHOOL,2006,Female,98,95,61,62.20%,64.20%
02M418,MILLENNIUM HIGH SCHOOL,2007,Female,100,93,66,66.00%,71.00%
02M418,MILLENNIUM HIGH SCHOOL,2006,Male,52,50,36,69.20%,72.00%
02M418,MILLENNIUM HIGH SCHOOL,2007,Male,46,41,30,65.20%,73.20%
02M420,HIGH SCHOOL FOR HEALTH PROFESSIONS & HUMAN SERVICE,2006,Female,242,207,63,26.00%,30.40%
02M420,HIGH SCHOOL FOR HEALTH PROFESSIONS & HUMAN SERVICE,2007,Female,248,199,57,23.00%,28.60%
02M420,HIGH SCHOOL FOR HEALTH PROFESSIONS & HUMAN SERVICE,2006,Male,99,73,27,27.30%,37.00%
02M420,HIGH SCHOOL FOR HEALTH PROFESSIONS & HUMAN SERVICE,2007,Male,110,84,28,25.50%,33.30%
02M425,LEADERSHIP & PUBLIC SERVICE HIGH SCHOOL,2006,Female,67,37,12,17.90%,32.40%
02M425,LEADERSHIP & PUBLIC SERVICE HIGH SCHOOL,2007,Female,72,52,12,16.70%,23.10%
02M425,LEADERSHIP & PUBLIC SERVICE HIGH SCHOOL,2006,Male,77,41,6,7.80%,14.60%
02M425,LEADERSHIP & PUBLIC SERVICE HIGH SCHOOL,2007,Male,79,54,8,10.10%,14.80%
02M440,BAYARD RUSTIN EDUCATIONAL COMPLEX,2006,Female,191,79,12,6.30%,15.20%
02M440,BAYARD RUSTIN EDUCATIONAL COMPLEX,2007,Female,146,47,10,6.80%,21.30%
02M440,BAYARD RUSTIN EDUCATIONAL COMPLEX,2006,Male,174,60,7,4.00%,11.70%
02M440,BAYARD RUSTIN EDUCATIONAL COMPLEX,2007,Male,146,37,10,6.80%,27.00%
02M460,WASHINGTON IRVING HIGH SCHOOL,2006,Female,250,149,19,7.60%,12.80%
02M460,WASHINGTON IRVING HIGH SCHOOL,2007,Female,192,106,12,6.30%,11.30%
02M460,WASHINGTON IRVING HIGH SCHOOL,2006,Male,193,81,5,2.60%,6.20%
02M460,WASHINGTON IRVING HIGH SCHOOL,2007,Male,215,82,6,2.80%,7.30%
02M475,STUYVESANT HIGH SCHOOL,2006,Female,329,326,326,99.10%,100.00%
02M475,STUYVESANT HIGH SCHOOL,2007,Female,322,318,317,98.40%,99.70%
02M475,STUYVESANT HIGH SCHOOL,2006,Male,458,448,447,97.60%,99.80%
02M475,STUYVESANT HIGH SCHOOL,2007,Male,462,443,437,94.60%,98.60%
02M489,HIGH SCHOOL OF ECONOMICS & FINANCE,2006,Female,77,69,27,35.10%,39.10%
02M489,HIGH SCHOOL OF ECONOMICS & FINANCE,2007,Female,76,66,31,40.80%,47.00%
02M489,HIGH SCHOOL OF ECONOMICS & FINANCE,2006,Male,100,67,26,26.00%,38.80%
02M489,HIGH SCHOOL OF ECONOMICS & FINANCE,2007,Male,116,88,28,24.10%,31.80%
02M500,UNITY CENTER FOR URBAN TECHNOLOGIES,2006,Female,23,18,s,s,s
02M500,UNITY CENTER FOR URBAN TECHNOLOGIES,2007,Female,19,12,s,s,s
02M500,UNITY CENTER FOR URBAN TECHNOLOGIES,2006,Male,30,21,1,3.30%,4.80%
02M500,UNITY CENTER FOR URBAN TECHNOLOGIES,2007,Male,40,22,0,0.00%,0.00%
02M519,TALENT UNLIMITED HIGH SCHOOL,2006,Female,110,104,41,37.30%,39.40%
02M519,TALENT UNLIMITED HIGH SCHOOL,2007,Female,64,60,28,43.80%,46.70%
02M519,TALENT UNLIMITED HIGH SCHOOL,2006,Male,26,22,4,15.40%,18.20%
02M519,TALENT UNLIMITED HIGH SCHOOL,2007,Male,21,19,s,s,s
02M520,MURRY BERGTRAUM HIGH SCHOOL FOR BUSINESS CAREERS,2006,Female,323,211,58,18.00%,27.50%
02M520,MURRY BERGTRAUM HIGH SCHOOL FOR BUSINESS CAREERS,2007,Female,274,176,51,18.60%,29.00%
02M520,MURRY BERGTRAUM HIGH SCHOOL FOR BUSINESS CAREERS,2006,Male,314,148,54,17.20%,36.50%
02M520,MURRY BERGTRAUM HIGH SCHOOL FOR BUSINESS CAREERS,2007,Male,288,152,41,14.20%,27.00%
02M529,JACQUELINE KENNEDY-ONASSIS HIGH SCHOOL,2006,Female,84,59,20,23.80%,33.90%
02M529,JACQUELINE KENNEDY-ONASSIS HIGH SCHOOL,2007,Female,113,66,17,15.00%,25.80%
02M529,JACQUELINE KENNEDY-ONASSIS HIGH SCHOOL,2006,Male,64,37,9,14.10%,24.30%
02M529,JACQUELINE KENNEDY-ONASSIS HIGH SCHOOL,2007,Male,73,34,8,11.00%,23.50%
02M531,REPERTORY COMPANY HIGH SCHOOL FOR THEATRE ARTS,2006,Female,38,33,1,2.60%,3.00%
02M531,REPERTORY COMPANY HIGH SCHOOL FOR THEATRE ARTS,2007,Female,28,23,0,0.00%,0.00%
02M531,REPERTORY COMPANY HIGH SCHOOL FOR THEATRE ARTS,2006,Male,11,9,s,s,s
02M531,REPERTORY COMPANY HIGH SCHOOL FOR THEATRE ARTS,2007,Male,11,9,s,s,s
02M542,MANHATTAN BRIDGES HIGH SCHOOL,2006,Female,41,30,6,14.60%,20.00%
02M542,MANHATTAN BRIDGES HIGH SCHOOL,2007,Female,61,42,3,4.90%,7.10%
02M542,MANHATTAN BRIDGES HIGH SCHOOL,2006,Male,70,47,7,10.00%,14.90%
02M542,MANHATTAN BRIDGES HIGH SCHOOL,2007,Male,55,38,8,14.50%,21.10%
02M543,NEW DESIGN HIGH SCHOOL,2006,Female,56,42,4,7.10%,9.50%
02M543,NEW DESIGN HIGH SCHOOL,2007,Female,59,40,5,8.50%,12.50%
02M543,NEW DESIGN HIGH SCHOOL,2006,Male,45,26,4,8.90%,15.40%
02M543,NEW DESIGN HIGH SCHOOL,2007,Male,30,23,2,6.70%,8.70%
02M544,INDEPENDENCE HIGH SCHOOL,2006,Female,73,11,s,s,s
02M544,INDEPENDENCE HIGH SCHOOL,2007,Female,113,25,2,1.80%,8.00%
02M544,INDEPENDENCE HIGH SCHOOL,2006,Male,72,14,s,s,s
02M544,INDEPENDENCE HIGH SCHOOL,2007,Male,112,17,s,s,s
02M545,HIGH SCHOOL FOR DUAL LANGUAGE AND ASIAN STUDIES,2006,Female,25,23,19,76.00%,82.60%
02M545,HIGH SCHOOL FOR DUAL LANGUAGE AND ASIAN STUDIES,2007,Female,34,33,21,61.80%,63.60%
02M545,HIGH SCHOOL FOR DUAL LANGUAGE AND ASIAN STUDIES,2006,Male,29,27,21,72.40%,77.80%
02M545,HIGH SCHOOL FOR DUAL LANGUAGE AND ASIAN STUDIES,2007,Male,43,38,25,58.10%,65.80%
02M550,LIBERTY HIGH SCHOOL ACADEMY FOR NEWCOMERS,2006,Female,34,19,s,s,s
02M550,LIBERTY HIGH SCHOOL ACADEMY FOR NEWCOMERS,2007,Female,36,21,5,13.90%,23.80%
02M550,LIBERTY HIGH SCHOOL ACADEMY FOR NEWCOMERS,2006,Male,63,29,8,12.70%,27.60%
02M550,LIBERTY HIGH SCHOOL ACADEMY FOR NEWCOMERS,2007,Male,47,16,s,s,s
02M551,NEW YORK HARBOR SCHOOL,2006,Female,30,24,3,10.00%,12.50%
02M551,NEW YORK HARBOR SCHOOL,2007,Female,35,22,1,2.90%,4.50%
02M551,NEW YORK HARBOR SCHOOL,2006,Male,47,38,4,8.50%,10.50%
02M551,NEW YORK HARBOR SCHOOL,2007,Male,55,39,4,7.30%,10.30%
02M575,MANHATTAN COMPREHENSIVE NIGHT AND DAY HIGH SCHOOL,2006,Female,109,59,23,21.10%,39.00%
02M575,MANHATTAN COMPREHENSIVE NIGHT AND DAY HIGH SCHOOL,2007,Female,149,63,37,24.80%,58.70%
02M575,MANHATTAN COMPREHENSIVE NIGHT AND DAY HIGH SCHOOL,2006,Male,151,59,25,16.60%,42.40%
02M575,MANHATTAN COMPREHENSIVE NIGHT AND DAY HIGH SCHOOL,2007,Male,206,78,36,17.50%,46.20%
02M580,RICHARD R GREEN HIGH SCHOOL OF TEACHING,2006,Female,93,67,22,23.70%,32.80%
02M580,RICHARD R GREEN HIGH SCHOOL OF TEACHING,2007,Female,77,47,8,10.40%,17.00%
02M580,RICHARD R GREEN HIGH SCHOOL OF TEACHING,2006,Male,41,20,s,s,s
02M580,RICHARD R GREEN HIGH SCHOOL OF TEACHING,2007,Male,49,20,s,s,s
02M586,HARVEY MILK HIGH SCHOOL,2006,Female,16,7,s,s,s
02M586,HARVEY MILK HIGH SCHOOL,2007,Female,9,3,s,s,s
02M586,HARVEY MILK HIGH SCHOOL,2006,Male,14,5,s,s,s
02M586,HARVEY MILK HIGH SCHOOL,2007,Male,22,7,s,s,s
02M600,THE HIGH SCHOOL OF FASHION INDUSTRIES,2006,Female,387,341,138,35.70%,40.50%
02M600,THE HIGH SCHOOL OF FASHION INDUSTRIES,2007,Female,348,301,160,46.00%,53.20%
02M600,THE HIGH SCHOOL OF FASHION INDUSTRIES,2006,Male,29,24,7,24.10%,29.20%
02M600,THE HIGH SCHOOL OF FASHION INDUSTRIES,2007,Male,36,23,6,16.70%,26.10%
02M615,CHELSEA CAREER AND TECHNICAL EDUCATION HIGH SCHOOL,2006,Female,64,31,2,3.10%,6.50%
02M615,CHELSEA CAREER AND TECHNICAL EDUCATION HIGH SCHOOL,2007,Female,49,19,s,s,s
02M615,CHELSEA CAREER AND TECHNICAL EDUCATION HIGH SCHOOL,2006,Male,109,52,6,5.50%,11.50%
02M615,CHELSEA CAREER AND TECHNICAL EDUCATION HIGH SCHOOL,2007,Male,104,51,6,5.80%,11.80%
02M620,NORMAN THOMAS HIGH SCHOOL,2006,Female,213,113,8,3.80%,7.10%
02M620,NORMAN THOMAS HIGH SCHOOL,2007,Female,275,150,13,4.70%,8.70%
02M620,NORMAN THOMAS HIGH SCHOOL,2006,Male,251,109,8,3.20%,7.30%
02M620,NORMAN THOMAS HIGH SCHOOL,2007,Male,277,122,8,2.90%,6.60%
02M625,HIGH SCHOOL OF GRAPHIC COMMUNICATION ARTS,2006,Female,211,126,10,4.70%,7.90%
02M625,HIGH SCHOOL OF GRAPHIC COMMUNICATION ARTS,2007,Female,208,121,12,5.80%,9.90%
02M625,HIGH SCHOOL OF GRAPHIC COMMUNICATION ARTS,2006,Male,196,76,10,5.10%,13.20%
02M625,HIGH SCHOOL OF GRAPHIC COMMUNICATION ARTS,2007,Male,193,92,6,3.10%,6.50%
02M630,ART AND DESIGN HIGH SCHOOL,2006,Female,157,124,27,17.20%,21.80%
02M630,ART AND DESIGN HIGH SCHOOL,2007,Female,143,108,30,21.00%,27.80%
02M630,ART AND DESIGN HIGH SCHOOL,2006,Male,163,92,17,10.40%,18.50%
02M630,ART AND DESIGN HIGH SCHOOL,2007,Male,131,93,22,16.80%,23.70%
02M655,LIFE SCIENCES SECONDARY SCHOOL,2006,Female,57,50,4,7.00%,8.00%
02M655,LIFE SCIENCES SECONDARY SCHOOL,2007,Female,55,44,5,9.10%,11.40%
02M655,LIFE SCIENCES SECONDARY SCHOOL,2006,Male,61,44,7,11.50%,15.90%
02M655,LIFE SCIENCES SECONDARY SCHOOL,2007,Male,58,38,11,19.00%,28.90%
03M283,MANHATTAN THEATRE LAB HIGH SCHOOL,2006,Female,42,27,3,7.10%,11.10%
03M283,MANHATTAN THEATRE LAB HIGH SCHOOL,2007,Female,53,18,s,s,s
03M283,MANHATTAN THEATRE LAB HIGH SCHOOL,2006,Male,32,14,s,s,s
03M283,MANHATTAN THEATRE LAB HIGH SCHOOL,2007,Male,38,7,s,s,s
03M299,"HIGH SCHOOL FOR ARTS, IMAGINATION AND INQUIRY",2006,Female,34,24,1,2.90%,4.20%
03M299,"HIGH SCHOOL FOR ARTS, IMAGINATION AND INQUIRY",2007,Female,33,16,s,s,s
03M299,"HIGH SCHOOL FOR ARTS, IMAGINATION AND INQUIRY",2006,Male,55,31,3,5.50%,9.70%
03M299,"HIGH SCHOOL FOR ARTS, IMAGINATION AND INQUIRY",2007,Male,54,26,1,1.90%,3.80%
03M307,URBAN ASSEMBLY SCHOOL FOR MEDIA STUDIES,2006,Female,32,21,1,3.10%,4.80%
03M307,URBAN ASSEMBLY SCHOOL FOR MEDIA STUDIES,2007,Female,47,33,4,8.50%,12.10%
03M307,URBAN ASSEMBLY SCHOOL FOR MEDIA STUDIES,2006,Male,68,39,4,5.90%,10.30%
03M307,URBAN ASSEMBLY SCHOOL FOR MEDIA STUDIES,2007,Male,48,35,5,10.40%,14.30%
03M404,INNOVATION DIPLOMA PLUS,2006,Female,23,7,s,s,s
03M404,INNOVATION DIPLOMA PLUS,2007,Female,71,21,2,2.80%,9.50%
03M404,INNOVATION DIPLOMA PLUS,2006,Male,16,4,s,s,s
03M404,INNOVATION DIPLOMA PLUS,2007,Male,60,8,s,s,s
03M415,WADLEIGH SECONDARY SCHOOL FOR THE PERFORMING ARTS,2006,Female,75,49,10,13.30%,20.40%
03M415,WADLEIGH SECONDARY SCHOOL FOR THE PERFORMING ARTS,2007,Female,69,45,4,5.80%,8.90%
03M415,WADLEIGH SECONDARY SCHOOL FOR THE PERFORMING ARTS,2006,Male,52,22,1,1.90%,4.50%
03M415,WADLEIGH SECONDARY SCHOOL FOR THE PERFORMING ARTS,2007,Male,53,28,4,7.50%,14.30%
03M470,LOUIS D BRANDEIS HIGH SCHOOL,2006,Female,271,118,14,5.20%,11.90%
03M470,LOUIS D BRANDEIS HIGH SCHOOL,2007,Female,222,82,10,4.50%,12.20%
03M470,LOUIS D BRANDEIS HIGH SCHOOL,2006,Male,250,67,5,2.00%,7.50%
03M470,LOUIS D BRANDEIS HIGH SCHOOL,2007,Male,230,63,4,1.70%,6.30%
03M485,FIORELLO H LAGUARDIA HIGH SCHOOL OF MUSIC,2006,Female,512,502,401,78.30%,79.90%
03M485,FIORELLO H LAGUARDIA HIGH SCHOOL OF MUSIC,2007,Female,446,435,377,84.50%,86.70%
03M485,FIORELLO H LAGUARDIA HIGH SCHOOL OF MUSIC,2006,Male,134,125,86,64.20%,68.80%
03M485,FIORELLO H LAGUARDIA HIGH SCHOOL OF MUSIC,2007,Male,155,151,131,84.50%,86.80%
03M492,"HIGH SCHOOL FOR LAW, ADVOCACY AND COMMUNITY JUSTIC",2006,Female,66,56,6,9.10%,10.70%
03M492,"HIGH SCHOOL FOR LAW, ADVOCACY AND COMMUNITY JUSTIC",2007,Female,63,49,11,17.50%,22.40%
03M492,"HIGH SCHOOL FOR LAW, ADVOCACY AND COMMUNITY JUSTIC",2006,Male,41,25,4,9.80%,16.00%
03M492,"HIGH SCHOOL FOR LAW, ADVOCACY AND COMMUNITY JUSTIC",2007,Male,39,22,6,15.40%,27.30%
03M494,HIGH SCHOOL OF ARTS AND TECHNOLOGY,2006,Female,47,32,10,21.30%,31.30%
03M494,HIGH SCHOOL OF ARTS AND TECHNOLOGY,2007,Female,45,34,6,13.30%,17.60%
03M494,HIGH SCHOOL OF ARTS AND TECHNOLOGY,2006,Male,90,54,7,7.80%,13.00%
03M494,HIGH SCHOOL OF ARTS AND TECHNOLOGY,2007,Male,97,67,12,12.40%,17.90%
03M505,EDWARD A REYNOLDS WEST SIDE HIGH SCHOOL,2006,Female,117,36,3,2.60%,8.30%
03M505,EDWARD A REYNOLDS WEST SIDE HIGH SCHOOL,2007,Female,146,37,6,4.10%,16.20%
03M505,EDWARD A REYNOLDS WEST SIDE HIGH SCHOOL,2006,Male,83,19,s,s,s
03M505,EDWARD A REYNOLDS WEST SIDE HIGH SCHOOL,2007,Male,92,22,1,1.10%,4.50%
03M541,MANHATTAN/HUNTER SCIENCE HIGH SCHOOL,2006,Female,43,40,34,79.10%,85.00%
03M541,MANHATTAN/HUNTER SCIENCE HIGH SCHOOL,2007,Female,50,47,28,56.00%,59.60%
03M541,MANHATTAN/HUNTER SCIENCE HIGH SCHOOL,2006,Male,47,44,34,72.30%,77.30%
03M541,MANHATTAN/HUNTER SCIENCE HIGH SCHOOL,2007,Male,62,50,32,51.60%,64.00%
03M860,FREDERICK DOUGLAS ACADEMY II SECONDARY SCHOOL,2006,Female,26,22,6,23.10%,27.30%
03M860,FREDERICK DOUGLAS ACADEMY II SECONDARY SCHOOL,2007,Female,27,20,s,s,s
03M860,FREDERICK DOUGLAS ACADEMY II SECONDARY SCHOOL,2006,Male,28,18,s,s,s
03M860,FREDERICK DOUGLAS ACADEMY II SECONDARY SCHOOL,2007,Male,37,22,4,10.80%,18.20%
04M099,JULIA DE BURGOS EDUCATION COMPLEX,2006,Male,1,0,s,s,s
04M117,TITO PUENTE EDUCATION COMPLEX,2006,Male,1,0,s,s,s
04M409,COALITION SCHOOL FOR SOCIAL CHANGE,2006,Female,41,29,0,0.00%,0.00%
04M409,COALITION SCHOOL FOR SOCIAL CHANGE,2006,Male,35,21,3,8.60%,14.30%
04M435,MANHATTAN CENTER FOR SCIENCE & MATHEMATICS,2006,Female,190,172,114,60.00%,66.30%
04M435,MANHATTAN CENTER FOR SCIENCE & MATHEMATICS,2007,Female,203,183,110,54.20%,60.10%
04M435,MANHATTAN CENTER FOR SCIENCE & MATHEMATICS,2006,Male,191,162,98,51.30%,60.50%
04M435,MANHATTAN CENTER FOR SCIENCE & MATHEMATICS,2007,Male,185,161,101,54.60%,62.70%
04M495,PARK EAST HIGH SCHOOL,2006,Female,56,35,2,3.60%,5.70%
04M495,PARK EAST HIGH SCHOOL,2007,Female,45,38,5,11.10%,13.20%
04M495,PARK EAST HIGH SCHOOL,2006,Male,36,18,s,s,s
04M495,PARK EAST HIGH SCHOOL,2007,Male,39,22,2,5.10%,9.10%
04M610,YOUNG WOMEN'S LEADERSHIP SCHOOL,2006,Female,55,55,23,41.80%,41.80%
04M610,YOUNG WOMEN'S LEADERSHIP SCHOOL,2007,Female,64,63,19,29.70%,30.20%
04M635,ACADEMY OF ENVIRONMENTAL SCIENCE SECONDARY SCHOOL,2006,Female,28,14,s,s,s
04M635,ACADEMY OF ENVIRONMENTAL SCIENCE SECONDARY SCHOOL,2007,Female,53,24,1,1.90%,4.20%
04M635,ACADEMY OF ENVIRONMENTAL SCIENCE SECONDARY SCHOOL,2006,Male,47,17,s,s,s
04M635,ACADEMY OF ENVIRONMENTAL SCIENCE SECONDARY SCHOOL,2007,Male,45,18,s,s,s
04M680,HERITAGE SCHOOL (THE),2006,Female,34,17,s,s,s
