Borough,Cohort Year,Cohort Category,Demographic,Total Cohort Num,Total Grads Num,Total Grads Pct of cohort,Total Regents Num,Total Regents Pct of cohort,Total Regents Pct of grads,Advanced Regents Num,Advanced Regents Pct of cohort,Advanced Regents Pct of grads,Regents w/o Advanced Num,Regents w/o Advanced Pct of cohort,Regents w/o Advanced Pct of grads,Local Num,Local Pct of cohort,Local Pct of grads,Still Enrolled Num,Still Enrolled Pct of cohort,Dropped Out Num,Dropped Out Pct of cohort
Bronx,2004,5 Year,Not Student with Disability,"12,164","8,191",67.30%,"4,835",39.70%,59.00%,"1,406",11.60%,17.20%,"3,429",28.20%,41.90%,"3,356",27.60%,41.00%,"1,233",10.10%,"2,328",19.10%
Bronx,2004,6 Year,Not Student with Disability,"12,186","8,587",70.50%,"4,914",40.30%,57.20%,"1,409",11.60%,16.40%,"3,505",28.80%,40.80%,"3,673",30.10%,42.80%,850,7.00%,"2,545",20.90%
Bronx,2005,4 Year  June,Not Student with Disability,"12,510","7,644",61.10%,"5,418",43.30%,70.90%,"1,528",12.20%,20.00%,"3,890",31.10%,50.90%,"2,226",17.80%,29.10%,"2,926",23.40%,"1,559",12.50%
Bronx,2005,4 Year August,Not Student with Disability,"12,510","8,167",65.30%,"5,603",44.80%,68.60%,"1,532",12.20%,18.80%,"4,071",32.50%,49.80%,"2,564",20.50%,31.40%,"2,403",19.20%,"1,559",12.50%
Bronx,2005,5 Year,Not Student with Disability,"12,776","8,897",69.60%,"5,863",45.90%,65.90%,"1,544",12.10%,17.40%,"4,319",33.80%,48.50%,"3,034",23.70%,34.10%,"1,173",9.20%,"2,323",18.20%
Bronx,2005,6 Year,Not Student with Disability,"12,838","9,290",72.40%,"5,950",46.30%,64.00%,"1,546",12.00%,16.60%,"4,404",34.30%,47.40%,"3,340",26.00%,36.00%,725,5.60%,"2,468",19.20%
Bronx,2006,4 Year  June,Not Student with Disability,"12,690","7,783",61.30%,"6,051",47.70%,77.70%,"1,541",12.10%,19.80%,"4,510",35.50%,57.90%,"1,732",13.60%,22.30%,"2,836",22.30%,"1,747",13.80%
Bronx,2006,4 Year August,Not Student with Disability,"12,690","8,397",66.20%,"6,333",49.90%,75.40%,"1,555",12.30%,18.50%,"4,778",37.70%,56.90%,"2,064",16.30%,24.60%,"2,246",17.70%,"1,723",13.60%
Bronx,2006,5 Year  June,Not Student with Disability,"12,766","9,011",70.60%,"6,544",51.30%,72.60%,"1,560",12.20%,17.30%,"4,984",39.00%,55.30%,"2,467",19.30%,27.40%,849,6.70%,"2,585",20.20%
Bronx,2006,5 Year August,Not Student with Disability,"12,766","9,176",71.90%,"6,595",51.70%,71.90%,"1,560",12.20%,17.00%,"5,035",39.40%,54.90%,"2,581",20.20%,28.10%,742,5.80%,"2,523",19.80%
Bronx,2007,4 Year  June,Not Student with Disability,"12,937","7,717",59.70%,"6,657",51.50%,86.30%,"1,567",12.10%,20.30%,"5,090",39.30%,66.00%,"1,060",8.20%,13.70%,"3,145",24.30%,"1,830",14.10%
Bronx,2007,4 Year August,Not Student with Disability,"12,937","8,378",64.80%,"7,001",54.10%,83.60%,"1,575",12.20%,18.80%,"5,426",41.90%,64.80%,"1,377",10.60%,16.40%,"2,498",19.30%,"1,809",14.00%
Bronx,2001,4 Year  June,Student with Disability,"2,259",309,13.70%,40,1.80%,12.90%,6,0.30%,1.90%,34,1.50%,11.00%,271,12.00%,87.70%,561,24.80%,866,38.30%
Bronx,2001,5 Year,Student with Disability,"2,259",354,15.70%,40,1.80%,11.30%,6,0.30%,1.70%,34,1.50%,9.60%,316,14.00%,89.30%,174,7.70%,"1,001",44.30%
Bronx,2001,6 Year,Student with Disability,"2,259",364,16.10%,40,1.80%,11.00%,6,0.30%,1.60%,34,1.50%,9.30%,327,14.50%,89.80%,114,5.00%,"1,019",45.10%
Bronx,2002,4 Year  June,Student with Disability,"1,594",255,16.00%,41,2.60%,16.10%,1,0.10%,0.40%,40,2.50%,15.70%,214,13.40%,83.90%,580,36.40%,489,30.70%
Bronx,2002,5 Year,Student with Disability,"1,594",303,19.00%,44,2.80%,14.50%,1,0.10%,0.30%,43,2.70%,14.20%,259,16.20%,85.50%,347,21.80%,538,33.80%
Bronx,2002,6 Year,Student with Disability,"1,594",370,23.20%,49,3.10%,13.20%,1,0.10%,0.30%,48,3.00%,13.00%,321,20.10%,86.80%,145,9.10%,605,38.00%
Bronx,2003,4 Year  June,Student with Disability,"2,273",362,15.90%,60,2.60%,16.60%,8,0.40%,2.20%,52,2.30%,14.40%,302,13.30%,83.40%,"1,022",45.00%,593,26.10%
Bronx,2003,5 Year,Student with Disability,"2,273",515,22.70%,74,3.30%,14.40%,8,0.40%,1.60%,66,2.90%,12.80%,441,19.40%,85.60%,410,18.00%,771,33.90%
Bronx,2003,6 Year,Student with Disability,"2,195",577,26.30%,79,3.60%,13.70%,8,0.40%,1.40%,71,3.20%,12.30%,498,22.70%,86.30%,216,9.80%,787,35.90%
Bronx,2004,4 Year  June,Student with Disability,"2,388",518,21.70%,127,5.30%,24.50%,15,0.60%,2.90%,112,4.70%,21.60%,391,16.40%,75.50%,947,39.70%,553,23.20%
Bronx,2004,5 Year,Student with Disability,"2,301",665,28.90%,146,6.30%,22.00%,15,0.70%,2.30%,131,5.70%,19.70%,519,22.60%,78.00%,354,15.40%,663,28.80%
Bronx,2004,6 Year,Student with Disability,"2,266",720,31.80%,151,6.70%,21.00%,15,0.70%,2.10%,136,6.00%,18.90%,569,25.10%,79.00%,244,10.80%,688,30.40%
Bronx,2005,4 Year  June,Student with Disability,"2,665",585,22.00%,200,7.50%,34.20%,16,0.60%,2.70%,184,6.90%,31.50%,385,14.40%,65.80%,"1,017",38.20%,588,22.10%
Bronx,2005,4 Year August,Student with Disability,"2,665",638,23.90%,207,7.80%,32.40%,17,0.60%,2.70%,190,7.10%,29.80%,431,16.20%,67.60%,965,36.20%,588,22.10%
Bronx,2005,5 Year,Student with Disability,"2,671",783,29.30%,227,8.50%,29.00%,17,0.60%,2.20%,210,7.90%,26.80%,556,20.80%,71.00%,396,14.80%,777,29.10%
Bronx,2005,6 Year,Student with Disability,"2,632",849,32.30%,233,8.90%,27.40%,17,0.60%,2.00%,216,8.20%,25.40%,616,23.40%,72.60%,241,9.20%,796,30.20%
Bronx,2006,4 Year  June,Student with Disability,"2,889",741,25.60%,261,9.00%,35.20%,17,0.60%,2.30%,244,8.40%,32.90%,480,16.60%,64.80%,988,34.20%,655,22.70%
Bronx,2006,4 Year August,Student with Disability,"2,889",818,28.30%,272,9.40%,33.30%,17,0.60%,2.10%,255,8.80%,31.20%,546,18.90%,66.70%,914,31.60%,652,22.60%
Bronx,2006,5 Year  June,Student with Disability,"3,223",911,28.30%,278,8.60%,30.50%,17,0.50%,1.90%,261,8.10%,28.60%,633,19.60%,69.50%,681,21.10%,827,25.70%
Bronx,2006,5 Year August,Student with Disability,"3,223",936,29.00%,279,8.70%,29.80%,17,0.50%,1.80%,262,8.10%,28.00%,657,20.40%,70.20%,660,20.50%,823,25.50%
Bronx,2007,4 Year  June,Student with Disability,"3,050",704,23.10%,276,9.00%,39.20%,12,0.40%,1.70%,264,8.70%,37.50%,428,14.00%,60.80%,"1,227",40.20%,697,22.90%
Bronx,2007,4 Year August,Student with Disability,"3,050",816,26.80%,296,9.70%,36.30%,12,0.40%,1.50%,284,9.30%,34.80%,520,17.00%,63.70%,"1,126",36.90%,692,22.70%
Brooklyn,2001,4 Year  June,Not Student with Disability,"17,259","9,356",54.20%,"6,108",35.40%,65.30%,"2,818",16.30%,30.10%,"3,290",19.10%,35.20%,"3,252",18.80%,34.80%,"5,232",30.30%,"2,600",15.10%
Brooklyn,2001,5 Year,Not Student with Disability,"17,259","11,223",65.00%,"6,605",38.30%,58.90%,"2,905",16.80%,25.90%,"3,700",21.40%,33.00%,"4,630",26.80%,41.30%,"1,868",10.80%,"4,073",23.60%
Brooklyn,2001,6 Year,Not Student with Disability,"17,259","11,760",68.10%,"6,715",38.90%,57.10%,"2,916",16.90%,24.80%,"3,799",22.00%,32.30%,"5,075",29.40%,43.20%,734,4.30%,"4,631",26.80%
Brooklyn,2002,4 Year  June,Not Student with Disability,"18,639","10,012",53.70%,"6,971",37.40%,69.60%,"2,852",15.30%,28.50%,"4,119",22.10%,41.10%,"3,052",16.40%,30.50%,"5,450",29.20%,"2,785",14.90%
Brooklyn,2002,5 Year,Not Student with Disability,"18,639","11,959",64.20%,"7,571",40.60%,63.30%,"2,951",15.80%,24.70%,"4,620",24.80%,38.60%,"4,454",23.90%,37.20%,"2,181",11.70%,"4,029",21.60%
Brooklyn,2002,6 Year,Not Student with Disability,"18,639","12,588",67.50%,"7,700",41.30%,61.20%,"2,955",15.90%,23.50%,"4,745",25.50%,37.70%,"4,954",26.60%,39.40%,"1,021",5.50%,"4,543",24.40%
Brooklyn,2003,4 Year  June,Not Student with Disability,"18,538","10,595",57.20%,"7,593",41.00%,71.70%,"3,209",17.30%,30.30%,"4,384",23.60%,41.40%,"3,002",16.20%,28.30%,"5,154",27.80%,"2,548",13.70%
Brooklyn,2003,5 Year,Not Student with Disability,"18,538","12,524",67.60%,"8,315",44.90%,66.40%,"3,290",17.70%,26.30%,"5,025",27.10%,40.10%,"4,209",22.70%,33.60%,"1,995",10.80%,"3,726",20.10%
Brooklyn,2003,6 Year,Not Student with Disability,"18,630","13,135",70.50%,"8,479",45.50%,64.60%,"3,293",17.70%,25.10%,"5,186",27.80%,39.50%,"4,656",25.00%,35.40%,890,4.80%,"4,124",22.10%
Brooklyn,2004,4 Year  June,Not Student with Disability,"19,287","11,700",60.70%,"8,687",45.00%,74.20%,"3,706",19.20%,31.70%,"4,981",25.80%,42.60%,"3,013",15.60%,25.80%,"5,164",26.80%,"2,324",12.00%
Brooklyn,2004,5 Year,Not Student with Disability,"19,505","13,683",70.20%,"9,424",48.30%,68.90%,"3,763",19.30%,27.50%,"5,661",29.00%,41.40%,"4,259",21.80%,31.10%,"1,949",10.00%,"3,288",16.90%
Brooklyn,2004,6 Year,Not Student with Disability,"19,519","14,393",73.70%,"9,625",49.30%,66.90%,"3,765",19.30%,26.20%,"5,860",30.00%,40.70%,"4,768",24.40%,33.10%,"1,010",5.20%,"3,785",19.40%
Brooklyn,2005,4 Year  June,Not Student with Disability,"19,310","11,954",61.90%,"9,271",48.00%,77.60%,"3,577",18.50%,29.90%,"5,694",29.50%,47.60%,"2,683",13.90%,22.40%,"5,066",26.20%,"1,929",10.00%
Brooklyn,2005,4 Year August,Not Student with Disability,"19,310","12,809",66.30%,"9,677",50.10%,75.50%,"3,626",18.80%,28.30%,"6,051",31.30%,47.20%,"3,132",16.20%,24.50%,"4,212",21.80%,"1,928",10.00%
Brooklyn,2005,5 Year,Not Student with Disability,"19,422","14,053",72.40%,"10,220",52.60%,72.70%,"3,682",19.00%,26.20%,"6,538",33.70%,46.50%,"3,833",19.70%,27.30%,"1,561",8.00%,"3,350",17.20%
Brooklyn,2005,6 Year,Not Student with Disability,"19,426","14,688",75.60%,"10,412",53.60%,70.90%,"3,683",19.00%,25.10%,"6,729",34.60%,45.80%,"4,276",22.00%,29.10%,739,3.80%,"3,575",18.40%
Brooklyn,2006,4 Year  June,Not Student with Disability,"18,994","12,251",64.50%,"10,130",53.30%,82.70%,"3,674",19.30%,30.00%,"6,456",34.00%,52.70%,"2,121",11.20%,17.30%,"4,347",22.90%,"2,065",10.90%
Brooklyn,2006,4 Year August,Not Student with Disability,"18,994","13,150",69.20%,"10,616",55.90%,80.70%,"3,717",19.60%,28.30%,"6,899",36.30%,52.50%,"2,534",13.30%,19.30%,"3,460",18.20%,"2,053",10.80%
Brooklyn,2006,5 Year  June,Not Student with Disability,"18,957","14,222",75.00%,"11,106",58.60%,78.10%,"3,741",19.70%,26.30%,"7,365",38.90%,51.80%,"3,116",16.40%,21.90%,"1,172",6.20%,"3,218",17.00%
Brooklyn,2006,5 Year August,Not Student with Disability,"18,957","14,429",76.10%,"11,173",58.90%,77.40%,"3,741",19.70%,25.90%,"7,432",39.20%,51.50%,"3,256",17.20%,22.60%,"1,001",5.30%,"3,173",16.70%
Brooklyn,2007,4 Year  June,Not Student with Disability,"19,193","12,610",65.70%,"11,341",59.10%,89.90%,"3,509",18.30%,27.80%,"7,832",40.80%,62.10%,"1,269",6.60%,10.10%,"4,211",21.90%,"2,111",11.00%
Brooklyn,2007,4 Year August,Not Student with Disability,"19,193","13,563",70.70%,"11,955",62.30%,88.10%,"3,553",18.50%,26.20%,"8,402",43.80%,61.90%,"1,608",8.40%,11.90%,"3,281",17.10%,"2,081",10.80%
Brooklyn,2001,4 Year  June,Student with Disability,"2,702",402,14.90%,69,2.60%,17.20%,11,0.40%,2.70%,58,2.10%,14.40%,339,12.50%,84.30%,869,32.20%,947,35.00%
Brooklyn,2001,5 Year,Student with Disability,"2,702",492,18.20%,76,2.80%,15.40%,11,0.40%,2.20%,65,2.40%,13.20%,422,15.60%,85.80%,287,10.60%,"1,197",44.30%
Brooklyn,2001,6 Year,Student with Disability,"2,702",528,19.50%,77,2.80%,14.60%,11,0.40%,2.10%,66,2.40%,12.50%,457,16.90%,86.60%,173,6.40%,"1,235",45.70%
Brooklyn,2002,4 Year  June,Student with Disability,"2,169",325,15.00%,79,3.60%,24.30%,13,0.60%,4.00%,66,3.00%,20.30%,246,11.30%,75.70%,918,42.30%,584,26.90%
Brooklyn,2002,5 Year,Student with Disability,"2,169",417,19.20%,86,4.00%,20.60%,14,0.60%,3.40%,72,3.30%,17.30%,332,15.30%,79.60%,548,25.30%,676,31.20%
Brooklyn,2002,6 Year,Student with Disability,"2,169",510,23.50%,91,4.20%,17.80%,14,0.60%,2.70%,77,3.60%,15.10%,420,19.40%,82.40%,231,10.70%,816,37.60%
Brooklyn,2003,4 Year  June,Student with Disability,"2,796",469,16.80%,118,4.20%,25.20%,30,1.10%,6.40%,88,3.10%,18.80%,351,12.60%,74.80%,"1,417",50.70%,650,23.20%
Brooklyn,2003,5 Year,Student with Disability,"2,796",697,24.90%,140,5.00%,20.10%,30,1.10%,4.30%,110,3.90%,15.80%,557,19.90%,79.90%,546,19.50%,981,35.10%
Brooklyn,2003,6 Year,Student with Disability,"2,703",779,28.80%,150,5.50%,19.30%,30,1.10%,3.90%,120,4.40%,15.40%,629,23.30%,80.70%,261,9.70%,"1,039",38.40%
Brooklyn,2004,4 Year  June,Student with Disability,"3,066",603,19.70%,185,6.00%,30.70%,35,1.10%,5.80%,150,4.90%,24.90%,418,13.60%,69.30%,"1,323",43.20%,649,21.20%
Brooklyn,2004,5 Year,Student with Disability,"2,921",785,26.90%,204,7.00%,26.00%,36,1.20%,4.60%,168,5.80%,21.40%,581,19.90%,74.00%,528,18.10%,824,28.20%
Brooklyn,2004,6 Year,Student with Disability,"2,878",878,30.50%,211,7.30%,24.00%,36,1.30%,4.10%,175,6.10%,19.90%,667,23.20%,76.00%,308,10.70%,937,32.60%
Brooklyn,2005,4 Year  June,Student with Disability,"3,021",649,21.50%,217,7.20%,33.40%,41,1.40%,6.30%,176,5.80%,27.10%,432,14.30%,66.60%,"1,254",41.50%,649,21.50%
Brooklyn,2005,4 Year August,Student with Disability,"3,021",699,23.10%,229,7.60%,32.80%,41,1.40%,5.90%,188,6.20%,26.90%,470,15.60%,67.20%,"1,205",39.90%,649,21.50%
Brooklyn,2005,5 Year,Student with Disability,"2,951",845,28.60%,257,8.70%,30.40%,42,1.40%,5.00%,215,7.30%,25.40%,588,19.90%,69.60%,463,15.70%,924,31.30%
Brooklyn,2005,6 Year,Student with Disability,"2,889",920,31.80%,265,9.20%,28.80%,42,1.50%,4.60%,223,7.70%,24.20%,655,22.70%,71.20%,235,8.10%,988,34.20%
Brooklyn,2006,4 Year  June,Student with Disability,"3,183",789,24.80%,310,9.70%,39.30%,43,1.40%,5.40%,267,8.40%,33.80%,479,15.00%,60.70%,"1,289",40.50%,666,20.90%
Brooklyn,2006,4 Year August,Student with Disability,"3,183",893,28.10%,329,10.30%,36.80%,46,1.40%,5.20%,283,8.90%,31.70%,564,17.70%,63.20%,"1,188",37.30%,663,20.80%
Brooklyn,2006,5 Year  June,Student with Disability,"3,382","1,051",31.10%,350,10.30%,33.30%,47,1.40%,4.50%,303,9.00%,28.80%,701,20.70%,66.70%,728,21.50%,932,27.60%
Brooklyn,2006,5 Year August,Student with Disability,"3,382","1,089",32.20%,353,10.40%,32.40%,47,1.40%,4.30%,306,9.00%,28.10%,736,21.80%,67.60%,693,20.50%,929,27.50%
Brooklyn,2007,4 Year  June,Student with Disability,"3,402",835,24.50%,343,10.10%,41.10%,30,0.90%,3.60%,313,9.20%,37.50%,492,14.50%,58.90%,"1,458",42.90%,734,21.60%
Brooklyn,2007,4 Year August,Student with Disability,"3,402",945,27.80%,362,10.60%,38.30%,30,0.90%,3.20%,332,9.80%,35.10%,583,17.10%,61.70%,"1,372",40.30%,727,21.40%
Manhattan,2001,4 Year  June,Not Student with Disability,"11,084","7,188",64.90%,"4,905",44.30%,68.20%,"1,846",16.70%,25.70%,"3,059",27.60%,42.60%,"2,284",20.60%,31.80%,"2,422",21.90%,"1,409",12.70%
Manhattan,2001,5 Year,Not Student with Disability,"11,084","8,212",74.10%,"5,245",47.30%,63.90%,"1,880",17.00%,22.90%,"3,365",30.40%,41.00%,"2,980",26.90%,36.30%,777,7.00%,"2,024",18.30%
Manhattan,2001,6 Year,Not Student with Disability,"11,084","8,431",76.10%,"5,289",47.70%,62.70%,"1,883",17.00%,22.30%,"3,406",30.70%,40.40%,"3,172",28.60%,37.60%,288,2.60%,"2,277",20.50%
Manhattan,2002,4 Year  June,Not Student with Disability,"12,304","7,512",61.10%,"5,421",44.10%,72.20%,"1,862",15.10%,24.80%,"3,559",28.90%,47.40%,"2,101",17.10%,28.00%,"3,090",25.10%,"1,440",11.70%
Manhattan,2002,5 Year,Not Student with Disability,"12,304","8,486",69.00%,"5,794",47.10%,68.30%,"1,930",15.70%,22.70%,"3,864",31.40%,45.50%,"2,760",22.40%,32.50%,"1,444",11.70%,"2,065",16.80%
Manhattan,2002,6 Year,Not Student with Disability,"12,304","8,937",72.60%,"5,899",47.90%,66.00%,"1,938",15.80%,21.70%,"3,961",32.20%,44.30%,"3,106",25.20%,34.80%,698,5.70%,"2,356",19.10%
Manhattan,2003,4 Year  June,Not Student with Disability,"12,376","7,332",59.20%,"5,409",43.70%,73.80%,"2,509",20.30%,34.20%,"2,900",23.40%,39.60%,"1,923",15.50%,26.20%,"3,512",28.40%,"1,396",11.30%
Manhattan,2003,5 Year,Not Student with Disability,"12,376","8,728",70.50%,"5,880",47.50%,67.40%,"2,561",20.70%,29.30%,"3,319",26.80%,38.00%,"2,848",23.00%,32.60%,"1,353",10.90%,"2,136",17.30%
Manhattan,2003,6 Year,Not Student with Disability,"12,426","9,209",74.10%,"6,030",48.50%,65.50%,"2,565",20.60%,27.90%,"3,465",27.90%,37.60%,"3,179",25.60%,34.50%,546,4.40%,"2,421",19.50%
Manhattan,2004,4 Year  June,Not Student with Disability,"13,280","8,326",62.70%,"6,286",47.30%,75.50%,"2,790",21.00%,33.50%,"3,496",26.30%,42.00%,"2,040",15.40%,24.50%,"3,485",26.20%,"1,424",10.70%
Manhattan,2004,5 Year,Not Student with Disability,"13,502","9,859",73.00%,"6,978",51.70%,70.80%,"2,862",21.20%,29.00%,"4,116",30.50%,41.70%,"2,881",21.30%,29.20%,"1,209",9.00%,"2,082",15.40%
Manhattan,2004,6 Year,Not Student with Disability,"13,535","10,314",76.20%,"7,134",52.70%,69.20%,"2,863",21.20%,27.80%,"4,271",31.60%,41.40%,"3,180",23.50%,30.80%,520,3.80%,"2,331",17.20%
Manhattan,2005,4 Year  June,Not Student with Disability,"13,927","9,302",66.80%,"7,421",53.30%,79.80%,"2,653",19.00%,28.50%,"4,768",34.20%,51.30%,"1,880",13.50%,20.20%,"3,120",22.40%,"1,215",8.70%
Manhattan,2005,4 Year August,Not Student with Disability,"13,927","9,822",70.50%,"7,661",55.00%,78.00%,"2,685",19.30%,27.30%,"4,976",35.70%,50.70%,"2,160",15.50%,22.00%,"2,600",18.70%,"1,215",8.70%
Manhattan,2005,5 Year,Not Student with Disability,"14,153","10,669",75.40%,"8,097",57.20%,75.90%,"2,738",19.30%,25.70%,"5,359",37.90%,50.20%,"2,572",18.20%,24.10%,991,7.00%,"2,093",14.80%
Manhattan,2005,6 Year,Not Student with Disability,"14,140","11,115",78.60%,"8,291",58.60%,74.60%,"2,740",19.40%,24.70%,"5,551",39.30%,49.90%,"2,824",20.00%,25.40%,392,2.80%,"2,235",15.80%
Manhattan,2006,4 Year  June,Not Student with Disability,"14,246","9,725",68.30%,"8,388",58.90%,86.30%,"2,755",19.30%,28.30%,"5,633",39.50%,57.90%,"1,337",9.40%,13.70%,"2,945",20.70%,"1,260",8.80%
Manhattan,2006,4 Year August,Not Student with Disability,"14,246","10,225",71.80%,"8,658",60.80%,84.70%,"2,765",19.40%,27.00%,"5,893",41.40%,57.60%,"1,567",11.00%,15.30%,"2,456",17.20%,"1,250",8.80%
Manhattan,2006,5 Year  June,Not Student with Disability,"14,178","11,059",78.00%,"9,146",64.50%,82.70%,"2,794",19.70%,25.30%,"6,352",44.80%,57.40%,"1,913",13.50%,17.30%,771,5.40%,"2,018",14.20%
Manhattan,2006,5 Year August,Not Student with Disability,"14,178","11,184",78.90%,"9,218",65.00%,82.40%,"2,794",19.70%,25.00%,"6,424",45.30%,57.40%,"1,966",13.90%,17.60%,675,4.80%,"1,983",14.00%
Manhattan,2007,4 Year  June,Not Student with Disability,"13,919","9,458",68.00%,"8,697",62.50%,92.00%,"2,962",21.30%,31.30%,"5,735",41.20%,60.60%,761,5.50%,8.00%,"2,832",20.30%,"1,401",10.10%
Manhattan,2007,4 Year August,Not Student with Disability,"13,919","10,105",72.60%,"9,130",65.60%,90.40%,"2,991",21.50%,29.60%,"6,139",44.10%,60.80%,975,7.00%,9.60%,"2,204",15.80%,"1,377",9.90%
Manhattan,2001,4 Year  June,Student with Disability,"1,586",292,18.40%,58,3.70%,19.90%,5,0.30%,1.70%,53,3.30%,18.20%,235,14.80%,80.50%,407,25.70%,553,34.90%
Manhattan,2001,5 Year,Student with Disability,"1,586",325,20.50%,64,4.00%,19.70%,5,0.30%,1.50%,59,3.70%,18.20%,262,16.50%,80.60%,140,8.80%,644,40.60%
Manhattan,2001,6 Year,Student with Disability,"1,586",337,21.20%,65,4.10%,19.30%,6,0.40%,1.80%,59,3.70%,17.50%,274,17.30%,81.30%,85,5.40%,659,41.60%
Manhattan,2002,4 Year  June,Student with Disability,"1,159",234,20.20%,76,6.60%,32.50%,10,0.90%,4.30%,66,5.70%,28.20%,158,13.60%,67.50%,471,40.60%,303,26.10%
Manhattan,2002,5 Year,Student with Disability,"1,159",279,24.10%,80,6.90%,28.70%,10,0.90%,3.60%,70,6.00%,25.10%,201,17.30%,72.00%,289,24.90%,345,29.80%
Manhattan,2002,6 Year,Student with Disability,"1,159",348,30.00%,87,7.50%,25.00%,10,0.90%,2.90%,77,6.60%,22.10%,263,22.70%,75.60%,112,9.70%,411,35.50%
Manhattan,2003,4 Year  June,Student with Disability,"1,503",281,18.70%,90,6.00%,32.00%,18,1.20%,6.40%,72,4.80%,25.60%,191,12.70%,68.00%,728,48.40%,333,22.20%
Manhattan,2003,5 Year,Student with Disability,"1,503",435,28.90%,114,7.60%,26.20%,18,1.20%,4.10%,96,6.40%,22.10%,321,21.40%,73.80%,253,16.80%,503,33.50%
Manhattan,2003,6 Year,Student with Disability,"1,476",495,33.50%,126,8.50%,25.50%,18,1.20%,3.60%,108,7.30%,21.80%,369,25.00%,74.50%,115,7.80%,525,35.60%
Manhattan,2004,4 Year  June,Student with Disability,"1,847",454,24.60%,163,8.80%,35.90%,21,1.10%,4.60%,142,7.70%,31.30%,291,15.80%,64.10%,758,41.00%,418,22.60%
Manhattan,2004,5 Year,Student with Disability,"1,820",617,33.90%,196,10.80%,31.80%,23,1.30%,3.70%,173,9.50%,28.00%,421,23.10%,68.20%,313,17.20%,508,27.90%
Manhattan,2004,6 Year,Student with Disability,"1,804",684,37.90%,206,11.40%,30.10%,23,1.30%,3.40%,183,10.10%,26.80%,478,26.50%,69.90%,169,9.40%,550,30.50%
Manhattan,2005,4 Year  June,Student with Disability,"1,916",514,26.80%,202,10.50%,39.30%,20,1.00%,3.90%,182,9.50%,35.40%,312,16.30%,60.70%,754,39.40%,382,19.90%
Manhattan,2005,4 Year August,Student with Disability,"1,916",551,28.80%,207,10.80%,37.60%,20,1.00%,3.60%,187,9.80%,33.90%,344,18.00%,62.40%,718,37.50%,382,19.90%
Manhattan,2005,5 Year,Student with Disability,"1,912",669,35.00%,243,12.70%,36.30%,19,1.00%,2.80%,224,11.70%,33.50%,426,22.30%,63.70%,300,15.70%,517,27.00%
