DBN,Grade,Year,Category,Number Tested,Mean Scale Score,Level 1 #,Level 1 %,Level 2 #,Level 2 %,Level 3 #,Level 3 %,Level 4 #,Level 4 %,Level 3+4 #,Level 3+4 %
01M019,5,2007,Male,27,651,3,11.1%,8,29.6%,15,55.6%,1,3.7%,16,59.3%
01M019,All Grades,2007,Male,72,,9,12.5%,24,33.3%,38,52.8%,1,1.4%,39,54.2%
01M019,3,2008,Female,25,659,1,4%,8,32%,16,64%,0,0%,16,64%
01M019,4,2008,Female,22,652,1,4.5%,7,31.8%,14,63.6%,0,0%,14,63.6%
01M019,5,2008,Female,34,657,1,2.9%,13,38.2%,19,55.9%,1,2.9%,20,58.8%
01M019,All Grades,2008,Female,81,,3,3.7%,28,34.6%,49,60.5%,1,1.2%,50,61.7%
01M019,3,2008,Male,23,658,0,0%,11,47.8%,11,47.8%,1,4.3%,12,52.2%
01M019,4,2008,Male,27,642,5,18.5%,10,37%,12,44.4%,0,0%,12,44.4%
01M019,5,2008,Male,29,654,2,6.9%,10,34.5%,17,58.6%,0,0%,17,58.6%
01M019,All Grades,2008,Male,79,,7,8.9%,31,39.2%,40,50.6%,1,1.3%,41,51.9%
01M019,3,2009,Female,27,669,0,0%,4,14.8%,22,81.5%,1,3.7%,23,85.2%
01M019,4,2009,Female,25,665,2,8%,2,8%,20,80%,1,4%,21,84%
01M019,5,2009,Female,18,680,0,0%,2,11.1%,14,77.8%,2,11.1%,16,88.9%
01M019,All Grades,2009,Female,70,,2,2.9%,8,11.4%,56,80%,4,5.7%,60,85.7%
01M019,3,2009,Male,19,666,2,10.5%,3,15.8%,12,63.2%,2,10.5%,14,73.7%
01M019,4,2009,Male,17,663,0,0%,5,29.4%,12,70.6%,0,0%,12,70.6%
01M019,5,2009,Male,23,668,0,0%,5,21.7%,16,69.6%,2,8.7%,18,78.3%
01M019,All Grades,2009,Male,59,,2,3.4%,13,22%,40,67.8%,4,6.8%,44,74.6%
01M019,3,2010,Female,16,659,4,25%,7,43.8%,4,25%,1,6.3%,5,31.3%
01M019,4,2010,Female,21,665,1,4.8%,11,52.4%,9,42.9%,0,0%,9,42.9%
01M019,5,2010,Female,21,672,1,4.8%,9,42.9%,9,42.9%,2,9.5%,11,52.4%
01M019,All Grades,2010,Female,58,,6,10.3%,27,46.6%,22,37.9%,3,5.2%,25,43.1%
01M019,3,2010,Male,2,s,s,s,s,s,s,s,s,s,s,s
01M019,3,2010,Male,19,651,6,31.6%,9,47.4%,4,21.1%,0,0%,4,21.1%
01M019,4,2010,Male,1,s,s,s,s,s,s,s,s,s,s,s
01M019,4,2010,Male,19,662,0,0%,13,68.4%,6,31.6%,0,0%,6,31.6%
01M019,5,2010,Male,1,s,s,s,s,s,s,s,s,s,s,s
01M019,5,2010,Male,17,668,1,5.9%,8,47.1%,6,35.3%,2,11.8%,8,47.1%
01M019,All Grades,2010,Male,4,,s,s,s,s,s,s,s,s,s,s
01M019,All Grades,2010,Male,55,,7,12.7%,30,54.5%,16,29.1%,2,3.6%,18,32.7%
01M019,All Grades,2010,Male,55,,7,12.7%,30,54.5%,16,29.1%,2,3.6%,18,32.7%
01M019,3,2011,Female,17,657,2,11.8%,10,58.8%,5,29.4%,0,0%,5,29.4%
01M019,4,2011,Female,21,672,0,0%,9,42.9%,12,57.1%,0,0%,12,57.1%
01M019,5,2011,Female,21,670,1,4.8%,5,23.8%,15,71.4%,0,0%,15,71.4%
01M019,All Grades,2011,Female,59,667,3,5.1%,24,40.7%,32,54.2%,0,0%,32,54.2%
01M019,3,2011,Male,17,658,2,11.8%,9,52.9%,6,35.3%,0,0%,6,35.3%
01M019,4,2011,Male,18,651,3,16.7%,12,66.7%,3,16.7%,0,0%,3,16.7%
01M019,5,2011,Male,18,665,1,5.6%,9,50%,8,44.4%,0,0%,8,44.4%
01M019,All Grades,2011,Male,53,658,6,11.3%,30,56.6%,17,32.1%,0,0%,17,32.1%
01M020,3,2006,Female,47,672,4,8.5%,8,17%,32,68.1%,3,6.4%,35,74.5%
01M020,4,2006,Female,42,664,1,2.4%,16,38.1%,24,57.1%,1,2.4%,25,59.5%
01M020,5,2006,Female,44,653,2,4.5%,20,45.5%,19,43.2%,3,6.8%,22,50%
01M020,6,2006,Female,54,659,1,1.9%,16,29.6%,31,57.4%,6,11.1%,37,68.5%
01M020,All Grades,2006,Female,187,,8,4.3%,60,32.1%,106,56.7%,13,7%,119,63.6%
01M020,3,2006,Male,27,659,1,3.7%,10,37%,15,55.6%,1,3.7%,16,59.3%
01M020,4,2006,Male,32,669,0,0%,7,21.9%,23,71.9%,2,6.3%,25,78.1%
01M020,5,2006,Male,38,662,1,2.6%,13,34.2%,21,55.3%,3,7.9%,24,63.2%
01M020,6,2006,Male,47,655,1,2.1%,19,40.4%,25,53.2%,2,4.3%,27,57.4%
01M020,All Grades,2006,Male,144,,3,2.1%,49,34%,84,58.3%,8,5.6%,92,63.9%
01M020,3,2007,Female,65,660,4,6.2%,18,27.7%,42,64.6%,1,1.5%,43,66.2%
01M020,4,2007,Female,54,658,2,3.7%,19,35.2%,32,59.3%,1,1.9%,33,61.1%
01M020,5,2007,Female,44,662,2,4.5%,17,38.6%,22,50%,3,6.8%,25,56.8%
01M020,All Grades,2007,Female,163,,8,4.9%,54,33.1%,96,58.9%,5,3.1%,101,62%
01M020,3,2007,Male,40,652,3,7.5%,20,50%,17,42.5%,0,0%,17,42.5%
01M020,4,2007,Male,48,656,0,0%,21,43.8%,26,54.2%,1,2.1%,27,56.3%
01M020,5,2007,Male,46,662,2,4.3%,12,26.1%,31,67.4%,1,2.2%,32,69.6%
01M020,All Grades,2007,Male,134,,5,3.7%,53,39.6%,74,55.2%,2,1.5%,76,56.7%
01M020,3,2008,Female,46,669,3,6.5%,8,17.4%,31,67.4%,4,8.7%,35,76.1%
01M020,4,2008,Female,61,667,1,1.6%,13,21.3%,45,73.8%,2,3.3%,47,77%
01M020,5,2008,Female,48,666,0,0%,8,16.7%,38,79.2%,2,4.2%,40,83.3%
01M020,All Grades,2008,Female,155,,4,2.6%,29,18.7%,114,73.5%,8,5.2%,122,78.7%
01M020,3,2008,Male,35,655,1,2.9%,13,37.1%,21,60%,0,0%,21,60%
01M020,4,2008,Male,34,656,1,2.9%,11,32.4%,21,61.8%,1,2.9%,22,64.7%
01M020,5,2008,Male,48,666,0,0%,8,16.7%,39,81.3%,1,2.1%,40,83.3%
01M020,All Grades,2008,Male,117,,2,1.7%,32,27.4%,81,69.2%,2,1.7%,83,70.9%
01M020,3,2009,Female,48,665,1,2.1%,9,18.8%,37,77.1%,1,2.1%,38,79.2%
01M020,4,2009,Female,46,671,1,2.2%,5,10.9%,37,80.4%,3,6.5%,40,87%
01M020,5,2009,Female,49,669,0,0%,9,18.4%,37,75.5%,3,6.1%,40,81.6%
01M020,All Grades,2009,Female,143,,2,1.4%,23,16.1%,111,77.6%,7,4.9%,118,82.5%
01M020,3,2009,Male,50,655,2,4%,18,36%,30,60%,0,0%,30,60%
01M020,4,2009,Male,31,659,2,6.5%,5,16.1%,24,77.4%,0,0%,24,77.4%
01M020,5,2009,Male,33,671,0,0%,5,15.2%,25,75.8%,3,9.1%,28,84.8%
01M020,All Grades,2009,Male,114,,4,3.5%,28,24.6%,79,69.3%,3,2.6%,82,71.9%
01M020,3,2010,Female,43,654,8,18.6%,24,55.8%,8,18.6%,3,7%,11,25.6%
01M020,4,2010,Female,44,670,3,6.8%,20,45.5%,20,45.5%,1,2.3%,21,47.7%
01M020,5,2010,Female,37,685,2,5.4%,16,43.2%,11,29.7%,8,21.6%,19,51.4%
01M020,All Grades,2010,Female,124,,13,10.5%,60,48.4%,39,31.5%,12,9.7%,51,41.1%
01M020,3,2010,Male,1,s,s,s,s,s,s,s,s,s,s,s
01M020,3,2010,Male,45,659,11,24.4%,16,35.6%,13,28.9%,5,11.1%,18,40%
01M020,4,2010,Male,47,664,5,10.6%,25,53.2%,17,36.2%,0,0%,17,36.2%
01M020,5,2010,Male,36,674,1,2.8%,17,47.2%,16,44.4%,2,5.6%,18,50%
01M020,All Grades,2010,Male,1,,s,s,s,s,s,s,s,s,s,s
01M020,All Grades,2010,Male,128,,17,13.3%,58,45.3%,46,35.9%,7,5.5%,53,41.4%
01M020,All Grades,2010,Male,128,,17,13.3%,58,45.3%,46,35.9%,7,5.5%,53,41.4%
01M020,3,2011,Female,35,656,2,5.7%,17,48.6%,15,42.9%,1,2.9%,16,45.7%
01M020,4,2011,Female,41,662,3,7.3%,23,56.1%,15,36.6%,0,0%,15,36.6%
01M020,5,2011,Female,35,667,4,11.4%,14,40%,16,45.7%,1,2.9%,17,48.6%
01M020,All Grades,2011,Female,111,662,9,8.1%,54,48.6%,46,41.4%,2,1.8%,48,43.2%
01M020,3,2011,Male,45,657,6,13.3%,20,44.4%,19,42.2%,0,0%,19,42.2%
01M020,4,2011,Male,53,654,11,20.8%,26,49.1%,16,30.2%,0,0%,16,30.2%
01M020,5,2011,Male,45,666,3,6.7%,20,44.4%,21,46.7%,1,2.2%,22,48.9%
01M020,All Grades,2011,Male,143,659,20,14%,66,46.2%,56,39.2%,1,0.7%,57,39.9%
01M034,3,2006,Female,15,669,0,0%,5,33.3%,10,66.7%,0,0%,10,66.7%
01M034,4,2006,Female,19,631,6,31.6%,8,42.1%,5,26.3%,0,0%,5,26.3%
01M034,5,2006,Female,25,640,2,8%,14,56%,9,36%,0,0%,9,36%
01M034,6,2006,Female,32,632,6,18.8%,15,46.9%,10,31.3%,1,3.1%,11,34.4%
01M034,7,2006,Female,28,643,0,0%,16,57.1%,11,39.3%,1,3.6%,12,42.9%
01M034,8,2006,Female,31,644,3,9.7%,17,54.8%,10,32.3%,1,3.2%,11,35.5%
01M034,All Grades,2006,Female,150,,17,11.3%,75,50%,55,36.7%,3,2%,58,38.7%
01M034,3,2006,Male,16,645,3,18.8%,6,37.5%,7,43.8%,0,0%,7,43.8%
01M034,4,2006,Male,18,627,7,38.9%,6,33.3%,4,22.2%,1,5.6%,5,27.8%
01M034,5,2006,Male,31,650,2,6.5%,13,41.9%,15,48.4%,1,3.2%,16,51.6%
01M034,6,2006,Male,22,622,5,22.7%,13,59.1%,4,18.2%,0,0%,4,18.2%
01M034,7,2006,Male,21,625,3,14.3%,12,57.1%,6,28.6%,0,0%,6,28.6%
01M034,8,2006,Male,32,617,9,28.1%,19,59.4%,4,12.5%,0,0%,4,12.5%
01M034,All Grades,2006,Male,140,,29,20.7%,69,49.3%,40,28.6%,2,1.4%,42,30%
01M034,3,2007,Female,26,645,2,7.7%,15,57.7%,9,34.6%,0,0%,9,34.6%
01M034,4,2007,Female,15,666,0,0%,4,26.7%,10,66.7%,1,6.7%,11,73.3%
01M034,5,2007,Female,13,625,4,30.8%,6,46.2%,3,23.1%,0,0%,3,23.1%
01M034,6,2007,Female,33,643,1,3%,20,60.6%,12,36.4%,0,0%,12,36.4%
01M034,7,2007,Female,26,640,1,3.8%,16,61.5%,9,34.6%,0,0%,9,34.6%
01M034,8,2007,Female,26,642,1,3.8%,15,57.7%,10,38.5%,0,0%,10,38.5%
01M034,All Grades,2007,Female,139,,9,6.5%,76,54.7%,53,38.1%,1,0.7%,54,38.8%
01M034,3,2007,Male,18,644,3,16.7%,10,55.6%,5,27.8%,0,0%,5,27.8%
01M034,4,2007,Male,16,624,5,31.3%,6,37.5%,5,31.3%,0,0%,5,31.3%
01M034,5,2007,Male,21,636,2,9.5%,13,61.9%,5,23.8%,1,4.8%,6,28.6%
01M034,6,2007,Male,30,643,2,6.7%,17,56.7%,11,36.7%,0,0%,11,36.7%
01M034,7,2007,Male,26,628,4,15.4%,17,65.4%,5,19.2%,0,0%,5,19.2%
01M034,8,2007,Male,23,636,1,4.3%,15,65.2%,7,30.4%,0,0%,7,30.4%
01M034,All Grades,2007,Male,134,,17,12.7%,78,58.2%,38,28.4%,1,0.7%,39,29.1%
01M034,3,2008,Female,12,665,2,16.7%,3,25%,5,41.7%,2,16.7%,7,58.3%
01M034,4,2008,Female,25,647,0,0%,14,56%,11,44%,0,0%,11,44%
01M034,5,2008,Female,13,661,0,0%,4,30.8%,9,69.2%,0,0%,9,69.2%
01M034,6,2008,Female,25,643,0,0%,18,72%,7,28%,0,0%,7,28%
01M034,7,2008,Female,39,652,0,0%,17,43.6%,22,56.4%,0,0%,22,56.4%
01M034,8,2008,Female,29,641,0,0%,18,62.1%,11,37.9%,0,0%,11,37.9%
01M034,All Grades,2008,Female,143,,2,1.4%,74,51.7%,65,45.5%,2,1.4%,67,46.9%
01M034,3,2008,Male,21,655,1,4.8%,8,38.1%,12,57.1%,0,0%,12,57.1%
01M034,4,2008,Male,19,636,2,10.5%,13,68.4%,4,21.1%,0,0%,4,21.1%
01M034,5,2008,Male,17,643,1,5.9%,9,52.9%,7,41.2%,0,0%,7,41.2%
01M034,6,2008,Male,34,638,2,5.9%,25,73.5%,7,20.6%,0,0%,7,20.6%
01M034,7,2008,Male,31,647,0,0%,19,61.3%,12,38.7%,0,0%,12,38.7%
01M034,8,2008,Male,25,630,1,4%,21,84%,3,12%,0,0%,3,12%
01M034,All Grades,2008,Male,147,,7,4.8%,95,64.6%,45,30.6%,0,0%,45,30.6%
01M034,3,2009,Female,18,670,0,0%,4,22.2%,13,72.2%,1,5.6%,14,77.8%
01M034,4,2009,Female,13,665,0,0%,3,23.1%,10,76.9%,0,0%,10,76.9%
01M034,5,2009,Female,25,670,0,0%,2,8%,20,80%,3,12%,23,92%
01M034,6,2009,Female,23,649,0,0%,12,52.2%,11,47.8%,0,0%,11,47.8%
01M034,7,2009,Female,26,649,0,0%,13,50%,13,50%,0,0%,13,50%
01M034,8,2009,Female,35,649,0,0%,18,51.4%,17,48.6%,0,0%,17,48.6%
01M034,All Grades,2009,Female,140,,0,0%,52,37.1%,84,60%,4,2.9%,88,62.9%
01M034,3,2009,Male,18,658,2,11.1%,5,27.8%,10,55.6%,1,5.6%,11,61.1%
01M034,4,2009,Male,23,664,0,0%,5,21.7%,18,78.3%,0,0%,18,78.3%
01M034,5,2009,Male,19,662,0,0%,6,31.6%,12,63.2%,1,5.3%,13,68.4%
01M034,6,2009,Male,26,648,0,0%,13,50%,13,50%,0,0%,13,50%
01M034,7,2009,Male,33,651,0,0%,17,51.5%,15,45.5%,1,3%,16,48.5%
01M034,8,2009,Male,30,645,1,3.3%,16,53.3%,13,43.3%,0,0%,13,43.3%
01M034,All Grades,2009,Male,149,,3,2%,62,41.6%,81,54.4%,3,2%,84,56.4%
01M034,3,2010,Female,17,665,0,0%,7,41.2%,8,47.1%,2,11.8%,10,58.8%
01M034,4,2010,Female,20,658,2,10%,11,55%,7,35%,0,0%,7,35%
01M034,5,2010,Female,11,667,0,0%,6,54.5%,5,45.5%,0,0%,5,45.5%
01M034,6,2010,Female,30,655,5,16.7%,19,63.3%,6,20%,0,0%,6,20%
01M034,7,2010,Female,24,656,4,16.7%,10,41.7%,10,41.7%,0,0%,10,41.7%
01M034,8,2010,Female,27,630,7,25.9%,17,63%,3,11.1%,0,0%,3,11.1%
01M034,All Grades,2010,Female,129,,18,14%,70,54.3%,39,30.2%,2,1.6%,41,31.8%
01M034,3,2010,Male,15,669,1,6.7%,5,33.3%,7,46.7%,2,13.3%,9,60%
01M034,4,2010,Male,19,658,3,15.8%,9,47.4%,7,36.8%,0,0%,7,36.8%
01M034,5,2010,Male,23,662,3,13%,11,47.8%,9,39.1%,0,0%,9,39.1%
01M034,6,2010,Male,26,650,7,26.9%,15,57.7%,4,15.4%,0,0%,4,15.4%
01M034,7,2010,Male,26,650,5,19.2%,19,73.1%,2,7.7%,0,0%,2,7.7%
01M034,8,2010,Male,31,641,3,9.7%,23,74.2%,5,16.1%,0,0%,5,16.1%
01M034,All Grades,2010,Male,140,,22,15.7%,82,58.6%,34,24.3%,2,1.4%,36,25.7%
01M034,3,2011,Female,13,672,0,0%,1,7.7%,11,84.6%,1,7.7%,12,92.3%
01M034,4,2011,Female,18,671,0,0%,8,44.4%,10,55.6%,0,0%,10,55.6%
01M034,5,2011,Female,20,663,0,0%,12,60%,8,40%,0,0%,8,40%
01M034,6,2011,Female,16,658,0,0%,9,56.3%,7,43.8%,0,0%,7,43.8%
01M034,7,2011,Female,31,660,0,0%,21,67.7%,10,32.3%,0,0%,10,32.3%
01M034,8,2011,Female,24,646,2,8.3%,16,66.7%,6,25%,0,0%,6,25%
01M034,All Grades,2011,Female,122,661,2,1.6%,67,54.9%,52,42.6%,1,0.8%,53,43.4%
01M034,3,2011,Male,14,673,0,0%,2,14.3%,11,78.6%,1,7.1%,12,85.7%
01M034,4,2011,Male,17,667,0,0%,10,58.8%,7,41.2%,0,0%,7,41.2%
01M034,5,2011,Male,17,663,2,11.8%,7,41.2%,8,47.1%,0,0%,8,47.1%
01M034,6,2011,Male,27,656,3,11.1%,15,55.6%,9,33.3%,0,0%,9,33.3%
01M034,7,2011,Male,23,650,7,30.4%,11,47.8%,5,21.7%,0,0%,5,21.7%
01M034,8,2011,Male,23,642,3,13%,19,82.6%,1,4.3%,0,0%,1,4.3%
01M034,All Grades,2011,Male,121,657,15,12.4%,64,52.9%,41,33.9%,1,0.8%,42,34.7%
01M063,3,2006,Female,20,651,2,10%,9,45%,9,45%,0,0%,9,45%
01M063,4,2006,Female,11,654,2,18.2%,3,27.3%,5,45.5%,1,9.1%,6,54.5%
01M063,5,2006,Female,14,654,0,0%,7,50%,6,42.9%,1,7.1%,7,50%
01M063,6,2006,Female,12,666,1,8.3%,3,25%,7,58.3%,1,8.3%,8,66.7%
01M063,All Grades,2006,Female,57,,5,8.8%,22,38.6%,27,47.4%,3,5.3%,30,52.6%
01M063,3,2006,Male,12,633,3,25%,3,25%,6,50%,0,0%,6,50%
01M063,4,2006,Male,20,659,1,5%,7,35%,10,50%,2,10%,12,60%
01M063,5,2006,Male,16,630,3,18.8%,9,56.3%,4,25%,0,0%,4,25%
01M063,6,2006,Male,14,645,1,7.1%,7,50%,6,42.9%,0,0%,6,42.9%
01M063,All Grades,2006,Male,62,,8,12.9%,26,41.9%,26,41.9%,2,3.2%,28,45.2%
01M063,3,2007,Female,16,666,0,0%,6,37.5%,8,50%,2,12.5%,10,62.5%
01M063,4,2007,Female,18,647,2,11.1%,6,33.3%,10,55.6%,0,0%,10,55.6%
01M063,5,2007,Female,10,646,0,0%,7,70%,3,30%,0,0%,3,30%
01M063,All Grades,2007,Female,44,,2,4.5%,19,43.2%,21,47.7%,2,4.5%,23,52.3%
01M063,3,2007,Male,16,641,3,18.8%,5,31.3%,8,50%,0,0%,8,50%
01M063,4,2007,Male,8,663,1,12.5%,3,37.5%,4,50%,0,0%,4,50%
01M063,5,2007,Male,22,658,2,9.1%,6,27.3%,13,59.1%,1,4.5%,14,63.6%
01M063,All Grades,2007,Male,46,,6,13%,14,30.4%,25,54.3%,1,2.2%,26,56.5%
01M063,3,2008,Female,6,650,0,0%,2,33.3%,4,66.7%,0,0%,4,66.7%
01M063,4,2008,Female,15,664,0,0%,5,33.3%,10,66.7%,0,0%,10,66.7%
01M063,5,2008,Female,14,657,1,7.1%,3,21.4%,9,64.3%,1,7.1%,10,71.4%
01M063,All Grades,2008,Female,35,,1,2.9%,10,28.6%,23,65.7%,1,2.9%,24,68.6%
01M063,3,2008,Male,29,647,3,10.3%,14,48.3%,12,41.4%,0,0%,12,41.4%
01M063,4,2008,Male,16,651,1,6.3%,4,25%,11,68.8%,0,0%,11,68.8%
01M063,5,2008,Male,9,655,0,0%,4,44.4%,5,55.6%,0,0%,5,55.6%
01M063,All Grades,2008,Male,54,,4,7.4%,22,40.7%,28,51.9%,0,0%,28,51.9%
01M063,3,2009,Female,18,657,1,5.6%,4,22.2%,13,72.2%,0,0%,13,72.2%
01M063,4,2009,Female,5,s,s,s,s,s,s,s,s,s,s,s
01M063,5,2009,Female,12,668,0,0%,1,8.3%,10,83.3%,1,8.3%,11,91.7%
01M063,All Grades,2009,Female,35,,1,2.9%,9,25.7%,24,68.6%,1,2.9%,25,71.4%
01M063,3,2009,Male,24,652,2,8.3%,8,33.3%,14,58.3%,0,0%,14,58.3%
01M063,4,2009,Male,25,649,2,8%,13,52%,9,36%,1,4%,10,40%
01M063,5,2009,Male,17,672,0,0%,2,11.8%,14,82.4%,1,5.9%,15,88.2%
01M063,All Grades,2009,Male,66,,4,6.1%,23,34.8%,37,56.1%,2,3%,39,59.1%
01M063,3,2010,Female,3,s,s,s,s,s,s,s,s,s,s,s
01M063,4,2010,Female,19,662,0,0%,13,68.4%,5,26.3%,1,5.3%,6,31.6%
01M063,5,2010,Female,7,656,2,28.6%,4,57.1%,0,0%,1,14.3%,1,14.3%
01M063,All Grades,2010,Female,29,,2,6.9%,17,58.6%,7,24.1%,3,10.3%,10,34.5%
01M063,3,2010,Male,15,656,4,26.7%,5,33.3%,5,33.3%,1,6.7%,6,40%
01M063,4,2010,Male,24,664,1,4.2%,14,58.3%,9,37.5%,0,0%,9,37.5%
01M063,5,2010,Male,17,663,3,17.6%,10,58.8%,3,17.6%,1,5.9%,4,23.5%
01M063,All Grades,2010,Male,56,,8,14.3%,29,51.8%,17,30.4%,2,3.6%,19,33.9%
