District,Grade,Year,Category,Number Tested,Mean Scale Score,Level 1 #,Level 1 %,Level 2 #,Level 2 %,Level 3 #,Level 3 %,Level 4 #,Level 4 %,Level 3+4 #,Level 3+4 %
1,All Grades,2010,General Ed,4078,691,202,5%,1165,28.6%,1343,32.9%,1368,33.5%,2711,66.5%
1,All Grades,2010,Special Ed,1089,655,325,29.8%,513,47.1%,202,18.5%,49,4.5%,251,23%
1,All Grades,2011,General Ed,4037,693,164,4.1%,1027,25.4%,1416,35.1%,1430,35.4%,2846,70.5%
1,All Grades,2011,Special Ed,1024,655,269,26.3%,477,46.6%,234,22.9%,44,4.3%,278,27.1%
2,3,2006,General Ed,1943,695,23,1.2%,114,5.9%,989,50.9%,817,42%,1806,92.9%
2,3,2006,Special Ed,339,661,56,16.5%,56,16.5%,180,53.1%,47,13.9%,227,67%
2,3,2007,General Ed,1943,703,11,0.6%,63,3.2%,932,48%,937,48.2%,1869,96.2%
2,3,2007,Special Ed,319,676,24,7.5%,41,12.9%,189,59.2%,65,20.4%,254,79.6%
2,3,2008,General Ed,1965,706,3,0.2%,46,2.3%,1026,52.2%,890,45.3%,1916,97.5%
2,3,2008,Special Ed,295,676,17,5.8%,36,12.2%,198,67.1%,44,14.9%,242,82%
2,3,2009,General Ed,2049,707,2,0.1%,21,1%,1167,57%,859,41.9%,2026,98.9%
2,3,2009,Special Ed,357,678,5,1.4%,42,11.8%,267,74.8%,43,12%,310,86.8%
2,3,2010,General Ed,1928,712,24,1.2%,248,12.9%,787,40.8%,869,45.1%,1656,85.9%
2,3,2010,Special Ed,425,687,68,16%,137,32.2%,134,31.5%,86,20.2%,220,51.8%
2,3,2011,General Ed,2038,701,21,1%,262,12.9%,1084,53.2%,671,32.9%,1755,86.1%
2,3,2011,Special Ed,460,685,62,13.5%,143,31.1%,194,42.2%,61,13.3%,255,55.4%
2,4,2006,General Ed,1925,699,24,1.2%,134,7%,891,46.3%,876,45.5%,1767,91.8%
2,4,2006,Special Ed,373,661,45,12.1%,78,20.9%,197,52.8%,53,14.2%,250,67%
2,4,2007,General Ed,1906,704,20,1%,97,5.1%,810,42.5%,979,51.4%,1789,93.9%
2,4,2007,Special Ed,297,665,42,14.1%,61,20.5%,143,48.1%,51,17.2%,194,65.3%
2,4,2008,General Ed,1917,709,8,0.4%,55,2.9%,772,40.3%,1082,56.4%,1854,96.7%
2,4,2008,Special Ed,327,676,22,6.7%,43,13.1%,190,58.1%,72,22%,262,80.1%
2,4,2009,General Ed,1943,720,8,0.4%,38,2%,546,28.1%,1351,69.5%,1897,97.6%
2,4,2009,Special Ed,337,679,29,8.6%,48,14.2%,170,50.4%,90,26.7%,260,77.2%
2,4,2010,General Ed,2054,715,19,0.9%,189,9.2%,660,32.1%,1186,57.7%,1846,89.9%
2,4,2010,Special Ed,473,672,63,13.3%,182,38.5%,161,34%,67,14.2%,228,48.2%
2,4,2011,General Ed,1931,714,8,0.4%,141,7.3%,611,31.6%,1171,60.6%,1782,92.3%
2,4,2011,Special Ed,447,682,50,11.2%,137,30.6%,160,35.8%,100,22.4%,260,58.2%
2,5,2006,General Ed,1906,690,55,2.9%,168,8.8%,917,48.1%,766,40.2%,1683,88.3%
2,5,2006,Special Ed,376,653,63,16.8%,102,27.1%,173,46%,38,10.1%,211,56.1%
2,5,2007,General Ed,1826,699,24,1.3%,116,6.4%,844,46.2%,842,46.1%,1686,92.3%
2,5,2007,Special Ed,328,656,38,11.6%,89,27.1%,168,51.2%,33,10.1%,201,61.3%
2,5,2008,General Ed,1842,704,11,0.6%,71,3.9%,747,40.6%,1013,55%,1760,95.5%
2,5,2008,Special Ed,287,662,25,8.7%,70,24.4%,151,52.6%,41,14.3%,192,66.9%
2,5,2009,General Ed,1877,709,3,0.2%,34,1.8%,618,32.9%,1222,65.1%,1840,98%
2,5,2009,Special Ed,335,676,13,3.9%,42,12.5%,199,59.4%,81,24.2%,280,83.6%
2,5,2010,General Ed,1935,708,18,0.9%,193,10%,688,35.6%,1036,53.5%,1724,89.1%
2,5,2010,Special Ed,404,671,66,16.3%,134,33.2%,139,34.4%,65,16.1%,204,50.5%
2,5,2011,General Ed,2030,710,16,0.8%,173,8.5%,694,34.2%,1147,56.5%,1841,90.7%
2,5,2011,Special Ed,469,673,65,13.9%,168,35.8%,163,34.8%,73,15.6%,236,50.3%
2,6,2006,General Ed,1900,677,83,4.4%,282,14.8%,1010,53.2%,525,27.6%,1535,80.8%
2,6,2006,Special Ed,318,633,94,29.6%,100,31.4%,108,34%,16,5%,124,39%
2,6,2007,General Ed,1914,685,52,2.7%,248,13%,977,51%,637,33.3%,1614,84.3%
2,6,2007,Special Ed,255,643,60,23.5%,75,29.4%,99,38.8%,21,8.2%,120,47.1%
2,6,2008,General Ed,1791,692,16,0.9%,149,8.3%,843,47.1%,783,43.7%,1626,90.8%
2,6,2008,Special Ed,300,649,48,16%,88,29.3%,142,47.3%,22,7.3%,164,54.7%
2,6,2009,General Ed,1788,698,3,0.2%,84,4.7%,832,46.5%,869,48.6%,1701,95.1%
2,6,2009,Special Ed,268,657,31,11.6%,78,29.1%,134,50%,25,9.3%,159,59.3%
2,6,2010,General Ed,1893,699,46,2.4%,287,15.2%,640,33.8%,920,48.6%,1560,82.4%
2,6,2010,Special Ed,381,657,84,22%,167,43.8%,85,22.3%,45,11.8%,130,34.1%
2,6,2011,General Ed,1872,704,25,1.3%,226,12.1%,559,29.9%,1062,56.7%,1621,86.6%
2,6,2011,Special Ed,381,665,82,21.5%,144,37.8%,94,24.7%,61,16%,155,40.7%
2,7,2006,General Ed,1898,670,68,3.6%,396,20.9%,1039,54.7%,395,20.8%,1434,75.6%
2,7,2006,Special Ed,318,629,92,28.9%,121,38.1%,90,28.3%,15,4.7%,105,33%
2,7,2007,General Ed,1949,681,28,1.4%,302,15.5%,955,49%,664,34.1%,1619,83.1%
2,7,2007,Special Ed,214,643,32,15%,87,40.7%,84,39.3%,11,5.1%,95,44.4%
2,7,2008,General Ed,1852,688,15,0.8%,166,9%,918,49.6%,753,40.7%,1671,90.2%
2,7,2008,Special Ed,245,655,23,9.4%,77,31.4%,110,44.9%,35,14.3%,145,59.2%
2,7,2009,General Ed,1839,697,2,0.1%,69,3.8%,862,46.9%,906,49.3%,1768,96.1%
2,7,2009,Special Ed,299,664,7,2.3%,73,24.4%,184,61.5%,35,11.7%,219,73.2%
2,7,2010,General Ed,1865,693,27,1.4%,317,17%,605,32.4%,916,49.1%,1521,81.6%
2,7,2010,Special Ed,320,655,76,23.8%,131,40.9%,84,26.3%,29,9.1%,113,35.3%
2,7,2011,General Ed,1894,700,31,1.6%,268,14.1%,489,25.8%,1106,58.4%,1595,84.2%
2,7,2011,Special Ed,345,665,63,18.3%,129,37.4%,89,25.8%,64,18.6%,153,44.3%
2,8,2006,General Ed,2110,673,107,5.1%,447,21.2%,1087,51.5%,469,22.2%,1556,73.7%
2,8,2006,Special Ed,332,628,96,28.9%,145,43.7%,85,25.6%,6,1.8%,91,27.4%
2,8,2007,General Ed,1934,671,70,3.6%,433,22.4%,1074,55.5%,357,18.5%,1431,74%
2,8,2007,Special Ed,237,629,74,31.2%,107,45.1%,51,21.5%,5,2.1%,56,23.6%
2,8,2008,General Ed,1928,682,23,1.2%,276,14.3%,1104,57.3%,525,27.2%,1629,84.5%
2,8,2008,Special Ed,229,642,42,18.3%,86,37.6%,91,39.7%,10,4.4%,101,44.1%
2,8,2009,General Ed,1964,688,9,0.5%,188,9.6%,1147,58.4%,620,31.6%,1767,90%
2,8,2009,Special Ed,240,653,24,10%,72,30%,133,55.4%,11,4.6%,144,60%
2,8,2010,General Ed,1956,695,39,2%,415,21.2%,818,41.8%,684,35%,1502,76.8%
2,8,2010,Special Ed,339,656,84,24.8%,151,44.5%,87,25.7%,17,5%,104,30.7%
2,8,2011,General Ed,1911,696,31,1.6%,309,16.2%,813,42.5%,758,39.7%,1571,82.2%
2,8,2011,Special Ed,320,656,72,22.5%,136,42.5%,95,29.7%,17,5.3%,112,35%
2,All Grades,2006,General Ed,11682,684,360,3.1%,1541,13.2%,5933,50.8%,3848,32.9%,9781,83.7%
2,All Grades,2006,Special Ed,2056,645,446,21.7%,602,29.3%,833,40.5%,175,8.5%,1008,49%
2,All Grades,2007,General Ed,11472,690,205,1.8%,1259,11%,5592,48.7%,4416,38.5%,10008,87.2%
2,All Grades,2007,Special Ed,1650,654,270,16.4%,460,27.9%,734,44.5%,186,11.3%,920,55.8%
2,All Grades,2008,General Ed,11295,697,76,0.7%,763,6.8%,5410,47.9%,5046,44.7%,10456,92.6%
2,All Grades,2008,Special Ed,1683,661,177,10.5%,400,23.8%,882,52.4%,224,13.3%,1106,65.7%
2,All Grades,2009,General Ed,11460,703,27,0.2%,434,3.8%,5172,45.1%,5827,50.8%,10999,96%
2,All Grades,2009,Special Ed,1836,669,109,5.9%,355,19.3%,1087,59.2%,285,15.5%,1372,74.7%
2,All Grades,2010,General Ed,11631,704,173,1.5%,1649,14.2%,4198,36.1%,5611,48.2%,9809,84.3%
2,All Grades,2010,Special Ed,2342,668,441,18.8%,902,38.5%,690,29.5%,309,13.2%,999,42.7%
2,All Grades,2011,General Ed,11676,704,132,1.1%,1379,11.8%,4250,36.4%,5915,50.7%,10165,87.1%
2,All Grades,2011,Special Ed,2422,672,394,16.3%,857,35.4%,795,32.8%,376,15.5%,1171,48.3%
3,3,2006,General Ed,1233,679,59,4.8%,186,15.1%,658,53.4%,330,26.8%,988,80.1%
3,3,2006,Special Ed,234,648,54,23.1%,67,28.6%,97,41.5%,16,6.8%,113,48.3%
3,3,2007,General Ed,1255,687,32,2.5%,132,10.5%,696,55.5%,395,31.5%,1091,86.9%
3,3,2007,Special Ed,164,654,29,17.7%,40,24.4%,84,51.2%,11,6.7%,95,57.9%
3,3,2008,General Ed,1207,690,18,1.5%,95,7.9%,744,61.6%,350,29%,1094,90.6%
3,3,2008,Special Ed,175,665,11,6.3%,41,23.4%,110,62.9%,13,7.4%,123,70.3%
3,3,2009,General Ed,1185,694,5,0.4%,55,4.6%,773,65.2%,352,29.7%,1125,94.9%
3,3,2009,Special Ed,196,667,9,4.6%,41,20.9%,129,65.8%,17,8.7%,146,74.5%
3,3,2010,General Ed,1213,695,108,8.9%,376,31%,401,33.1%,328,27%,729,60.1%
3,3,2010,Special Ed,189,671,54,28.6%,79,41.8%,38,20.1%,18,9.5%,56,29.6%
3,3,2011,General Ed,1175,694,56,4.8%,322,27.4%,518,44.1%,279,23.7%,797,67.8%
3,3,2011,Special Ed,226,678,45,19.9%,82,36.3%,77,34.1%,22,9.7%,99,43.8%
3,4,2006,General Ed,1235,682,65,5.3%,199,16.1%,576,46.6%,395,32%,971,78.6%
3,4,2006,Special Ed,235,634,86,36.6%,53,22.6%,80,34%,16,6.8%,96,40.9%
3,4,2007,General Ed,1154,689,32,2.8%,167,14.5%,521,45.1%,434,37.6%,955,82.8%
3,4,2007,Special Ed,179,651,39,21.8%,55,30.7%,62,34.6%,23,12.8%,85,47.5%
3,4,2008,General Ed,1170,690,28,2.4%,126,10.8%,597,51%,419,35.8%,1016,86.8%
3,4,2008,Special Ed,186,654,34,18.3%,40,21.5%,91,48.9%,21,11.3%,112,60.2%
3,4,2009,General Ed,1174,699,19,1.6%,85,7.2%,556,47.4%,514,43.8%,1070,91.1%
3,4,2009,Special Ed,185,664,34,18.4%,33,17.8%,87,47%,31,16.8%,118,63.8%
3,4,2010,General Ed,1183,698,38,3.2%,336,28.4%,360,30.4%,449,38%,809,68.4%
3,4,2010,Special Ed,224,660,52,23.2%,93,41.5%,59,26.3%,20,8.9%,79,35.3%
3,4,2011,General Ed,1178,699,27,2.3%,267,22.7%,399,33.9%,485,41.2%,884,75%
3,4,2011,Special Ed,216,667,36,16.7%,103,47.7%,49,22.7%,28,13%,77,35.6%
3,5,2006,General Ed,1244,671,103,8.3%,264,21.2%,576,46.3%,301,24.2%,877,70.5%
3,5,2006,Special Ed,248,633,77,31%,89,35.9%,66,26.6%,16,6.5%,82,33.1%
3,5,2007,General Ed,1172,679,32,2.7%,210,17.9%,635,54.2%,295,25.2%,930,79.4%
3,5,2007,Special Ed,208,640,49,23.6%,73,35.1%,78,37.5%,8,3.8%,86,41.3%
3,5,2008,General Ed,1145,687,22,1.9%,135,11.8%,587,51.3%,401,35%,988,86.3%
3,5,2008,Special Ed,189,650,33,17.5%,57,30.2%,82,43.4%,17,9%,99,52.4%
3,5,2009,General Ed,1123,695,14,1.2%,81,7.2%,536,47.7%,492,43.8%,1028,91.5%
3,5,2009,Special Ed,167,659,17,10.2%,47,28.1%,81,48.5%,22,13.2%,103,61.7%
3,5,2010,General Ed,1151,693,32,2.8%,324,28.1%,408,35.4%,387,33.6%,795,69.1%
3,5,2010,Special Ed,195,659,41,21%,92,47.2%,48,24.6%,14,7.2%,62,31.8%
3,5,2011,General Ed,1160,696,31,2.7%,298,25.7%,418,36%,413,35.6%,831,71.6%
3,5,2011,Special Ed,217,659,50,23%,97,44.7%,57,26.3%,13,6%,70,32.3%
3,6,2006,General Ed,1252,664,155,12.4%,308,24.6%,527,42.1%,262,20.9%,789,63%
3,6,2006,Special Ed,249,625,90,36.1%,99,39.8%,55,22.1%,5,2%,60,24.1%
3,6,2007,General Ed,1168,678,54,4.6%,206,17.6%,588,50.3%,320,27.4%,908,77.7%
3,6,2007,Special Ed,181,630,59,32.6%,66,36.5%,49,27.1%,7,3.9%,56,30.9%
3,6,2008,General Ed,1087,681,28,2.6%,182,16.7%,550,50.6%,327,30.1%,877,80.7%
3,6,2008,Special Ed,205,635,50,24.4%,72,35.1%,75,36.6%,8,3.9%,83,40.5%
3,6,2009,General Ed,1080,690,13,1.2%,127,11.8%,518,48%,422,39.1%,940,87%
3,6,2009,Special Ed,162,648,34,21%,49,30.2%,72,44.4%,7,4.3%,79,48.8%
3,6,2010,General Ed,1091,688,65,6%,316,29%,327,30%,383,35.1%,710,65.1%
3,6,2010,Special Ed,170,652,52,30.6%,67,39.4%,39,22.9%,12,7.1%,51,30%
3,6,2011,General Ed,1109,697,43,3.9%,235,21.2%,359,32.4%,472,42.6%,831,74.9%
3,6,2011,Special Ed,184,659,38,20.7%,88,47.8%,41,22.3%,17,9.2%,58,31.5%
3,7,2006,General Ed,1296,653,142,11%,460,35.5%,506,39%,188,14.5%,694,53.5%
3,7,2006,Special Ed,235,616,88,37.4%,115,48.9%,29,12.3%,3,1.3%,32,13.6%
3,7,2007,General Ed,1239,669,61,4.9%,349,28.2%,523,42.2%,306,24.7%,829,66.9%
3,7,2007,Special Ed,201,628,53,26.4%,101,50.2%,44,21.9%,3,1.5%,47,23.4%
3,7,2008,General Ed,1126,680,15,1.3%,185,16.4%,594,52.8%,332,29.5%,926,82.2%
3,7,2008,Special Ed,170,638,22,12.9%,84,49.4%,56,32.9%,8,4.7%,64,37.6%
3,7,2009,General Ed,1082,687,5,0.5%,100,9.2%,613,56.7%,364,33.6%,977,90.3%
3,7,2009,Special Ed,184,649,11,6%,78,42.4%,86,46.7%,9,4.9%,95,51.6%
3,7,2010,General Ed,1064,687,39,3.7%,289,27.2%,317,29.8%,419,39.4%,736,69.2%
3,7,2010,Special Ed,179,649,47,26.3%,89,49.7%,32,17.9%,11,6.1%,43,24%
3,7,2011,General Ed,1055,689,55,5.2%,247,23.4%,307,29.1%,446,42.3%,753,71.4%
3,7,2011,Special Ed,175,656,43,24.6%,78,44.6%,38,21.7%,16,9.1%,54,30.9%
3,8,2006,General Ed,1337,655,142,10.6%,496,37.1%,544,40.7%,155,11.6%,699,52.3%
3,8,2006,Special Ed,267,613,119,44.6%,120,44.9%,28,10.5%,0,0%,28,10.5%
3,8,2007,General Ed,1250,661,107,8.6%,378,30.2%,599,47.9%,166,13.3%,765,61.2%
3,8,2007,Special Ed,158,626,50,31.6%,74,46.8%,33,20.9%,1,0.6%,34,21.5%
3,8,2008,General Ed,1217,664,84,6.9%,358,29.4%,558,45.9%,217,17.8%,775,63.7%
3,8,2008,Special Ed,192,629,61,31.8%,76,39.6%,50,26%,5,2.6%,55,28.6%
3,8,2009,General Ed,1135,679,15,1.3%,170,15%,709,62.5%,241,21.2%,950,83.7%
3,8,2009,Special Ed,164,646,18,11%,73,44.5%,67,40.9%,6,3.7%,73,44.5%
3,8,2010,General Ed,1105,681,73,6.6%,378,34.2%,414,37.5%,240,21.7%,654,59.2%
3,8,2010,Special Ed,192,648,68,35.4%,83,43.2%,35,18.2%,6,3.1%,41,21.4%
3,8,2011,General Ed,1073,686,48,4.5%,287,26.7%,452,42.1%,286,26.7%,738,68.8%
3,8,2011,Special Ed,187,642,64,34.2%,85,45.5%,31,16.6%,7,3.7%,38,20.3%
3,All Grades,2006,General Ed,7597,667,666,8.8%,1913,25.2%,3387,44.6%,1631,21.5%,5018,66.1%
3,All Grades,2006,Special Ed,1468,628,514,35%,543,37%,355,24.2%,56,3.8%,411,28%
3,All Grades,2007,General Ed,7238,677,318,4.4%,1442,19.9%,3562,49.2%,1916,26.5%,5478,75.7%
3,All Grades,2007,Special Ed,1091,638,279,25.6%,409,37.5%,350,32.1%,53,4.9%,403,36.9%
3,All Grades,2008,General Ed,6952,682,195,2.8%,1081,15.5%,3630,52.2%,2046,29.4%,5676,81.6%
3,All Grades,2008,Special Ed,1117,645,211,18.9%,370,33.1%,464,41.5%,72,6.4%,536,48%
3,All Grades,2009,General Ed,6779,691,71,1%,618,9.1%,3705,54.7%,2385,35.2%,6090,89.8%
3,All Grades,2009,Special Ed,1058,656,123,11.6%,321,30.3%,522,49.3%,92,8.7%,614,58%
3,All Grades,2010,General Ed,6807,691,355,5.2%,2019,29.7%,2227,32.7%,2206,32.4%,4433,65.1%
3,All Grades,2010,Special Ed,1149,657,314,27.3%,503,43.8%,251,21.8%,81,7%,332,28.9%
3,All Grades,2011,General Ed,6750,694,260,3.9%,1656,24.5%,2453,36.3%,2381,35.3%,4834,71.6%
3,All Grades,2011,Special Ed,1205,661,276,22.9%,533,44.2%,293,24.3%,103,8.5%,396,32.9%
4,3,2006,General Ed,968,673,67,6.9%,164,16.9%,527,54.4%,210,21.7%,737,76.1%
4,3,2006,Special Ed,222,638,57,25.7%,80,36%,80,36%,5,2.3%,85,38.3%
4,3,2007,General Ed,995,683,35,3.5%,128,12.9%,560,56.3%,272,27.3%,832,83.6%
4,3,2007,Special Ed,212,648,52,24.5%,46,21.7%,103,48.6%,11,5.2%,114,53.8%
4,3,2008,General Ed,891,687,9,1%,66,7.4%,623,69.9%,193,21.7%,816,91.6%
4,3,2008,Special Ed,220,654,24,10.9%,70,31.8%,112,50.9%,14,6.4%,126,57.3%
4,3,2009,General Ed,889,693,1,0.1%,29,3.3%,628,70.6%,231,26%,859,96.6%
4,3,2009,Special Ed,217,670,8,3.7%,41,18.9%,143,65.9%,25,11.5%,168,77.4%
4,3,2010,General Ed,870,691,59,6.8%,326,37.5%,314,36.1%,171,19.7%,485,55.7%
4,3,2010,Special Ed,245,669,84,34.3%,99,40.4%,48,19.6%,14,5.7%,62,25.3%
4,3,2011,General Ed,865,686,58,6.7%,321,37.1%,394,45.5%,92,10.6%,486,56.2%
4,3,2011,Special Ed,295,670,95,32.2%,125,42.4%,67,22.7%,8,2.7%,75,25.4%
4,4,2006,General Ed,1021,670,54,5.3%,205,20.1%,592,58%,170,16.7%,762,74.6%
4,4,2006,Special Ed,254,634,75,29.5%,86,33.9%,90,35.4%,3,1.2%,93,36.6%
