ELECTION,CANDID,CANDNAME,OFFICECD,OFFICEBORO,OFFICEDIST,CANCLASS,PRIMARYPAY,GENERALPAY,RUNOFFPAY,TOTALPAY
2009,1343,"Rodriguez, Robert J",5,,8,P,68562,0,0,68562
2009,353,"Rodriguez, Ydanis A",5,,10,P,88550,64146,0,152696
2009,1386,"Rogers, Abbi L",5,,9,P,0,0,0,0
2009,1215,"Rosasco, David J",5,,26,P,0,0,0,0
2009,292,"Rose, Deborah",5,,49,P,88550,88500,0,177050
2009,1385,"Sacerdote, Derek I",5,,46,P,0,0,0,0
2009,286,"Sanders, Jr., James J",5,,31,P,0,21888,0,21888
2009,1181,"Sarete, Cleofis",5,,10,P,0,0,0,0
2009,732,"Sasson, Isaac M",5,,20,P,107333,0,0,107333
2009,433,"Schulman, Lynn C",5,,29,P,107333,50532,0,157865
2009,1326,"Schwartz, Robert",4,Q,,P,0,0,0,0
2009,G9,"Seabrook, Larry B",5,,12,P,88550,16542,0,105092
2009,SH,"Sears, Helen",5,,25,P,107333,0,0,107333
2009,1378,"Serpe, Lynne",5,,22,P,0,88550,0,88550
2009,310,"Siegel, Norman H",2,,,P,820044,0,0,820044
2009,1271,"Sierra, Carlos",5,,16,P,70890,0,0,70890
2009,818,"Simon, Jo Anne",5,,33,P,88550,0,0,88550
2009,1222,"Singh, Swaranjit",5,,23,P,88550,0,0,88550
2009,1179,"Skaller, Josh",5,,39,P,88550,0,0,88550
2009,1407,"Smith, George",5,,39,P,0,0,0,0
2009,1351,"Solomon, Calvin C",5,,8,P,0,0,0,0
2009,JB,"Spies, Francisco A",5,,10,P,0,0,0,0
2009,CP,"Stewart, Kendall B",5,,45,P,83358,53582,0,136940
2009,1311,"Straker, Adrian M",5,,36,P,35550,0,0,35550
2009,148,"Stringer, Scott M",4,M,,P,0,0,0,0
2009,1340,"Syed, Imtiaz S",2,,,P,0,0,0,0
2009,490,"Taitt, Samuel A",5,,45,P,88550,0,0,88550
2009,1317,"Talen, Billy",1,,,P,0,0,0,0
2009,619,"Tapia, Yudelka",5,,14,P,78828,0,0,78828
2009,1175,"Thies, Evan R",5,,33,P,88550,0,0,88550
2009,260,"Thompson, Jr., William C",1,,,P,1623554,1641508,0,3265062
2009,1079,"Tulloch, Leithland R",5,,40,P,88550,0,0,88550
2009,1189,"Ulanga, Sebastian D",5,,12,P,0,0,0,0
2009,1068,"Ulrich, Eric A",5,,32,P,0,88550,0,88550
2009,821,"Vacca, James",5,,13,P,0,0,0,0
2009,240,"Vallone, Jr., Peter F",5,,22,P,0,0,0,0
2009,1176,"Vallone, Paul A",5,,19,P,106733,0,0,106733
2009,337,"Van Bramer, James G",5,,26,P,84122,88550,0,172672
2009,1282,"Vanel, Clyde",5,,27,P,70050,0,0,70050
2009,202,"Vann, Albert",5,,36,P,88550,79955,0,168505
2009,DP,"Vargas, Ruben Dario",5,,10,P,56310,0,0,56310
2009,1226,"Velazquez, Manny C",5,,10,P,55200,0,0,55200
2009,232,"Weprin, David I",3,,,P,928771,0,0,928771
2009,1335,"Weprin, Mark S",5,,23,P,88550,88550,0,177100
2009,HI,"White, Jr., Thomas",5,,28,P,88425,24196,0,112621
2009,1227,"Williams, Jumaane D",5,,45,P,88550,66190,0,154740
2009,1374,"Wills, Ruben W",5,,28,P,71346,68472,0,139818
2009,1313,"Wright, Tremaine S",5,,36,P,0,0,0,0
2009,1295,"Wu, James M",5,,20,P,101966,0,0,101966
2009,280,"Yassky, David",3,,,P,1794012,0,448503,2242515
2009,1243,"Zablocki, Alex T",2,,,P,0,0,0,0
2009,813,"Zuckerman, Bob",5,,39,P,88550,0,0,88550
