B01183 ,"ODYSSEY TRANSPORTATION, LLC                                 ",                                                            ,37-24 24 STREET,11101,718-392-1700,"TLC-licensed base (FHV, Commuter Van, or Para)",
B01197 ,"TEL-A-CAR OF NEW YORK, LLC                                  ",                                                            ,30-55 VERNON BOULEVARD,11102,718-956-9111,"TLC-licensed base (FHV, Commuter Van, or Para)",
B01309 ,"CHO ASSOCIATES, LTD.                                        ",ARROW TRANSPORTATION                                        ,11-17 43 AVENUE,11101,718-392-4060,"TLC-licensed base (FHV, Commuter Van, or Para)",
B01367 ,"ROYAL DISPATCH SERVICES, INC.                               ",EXECUTIVE CARS                                              ,43-22 VAN DAM STREET,11101,718-937-6677,"TLC-licensed base (FHV, Commuter Van, or Para)",
B01779 ,APEX CAR & LIMO SVCE INC                                    ,                                                            ,579 SMITH STREET,11231,718-522-1313,"TLC-licensed base (FHV, Commuter Van, or Para)",
B01803 ,"V.I.P. CONNECTION, INC.                                     ",CARLINK                                                     ,53-38 35 STREET,11101,718-392-6100,"TLC-licensed base (FHV, Commuter Van, or Para)",
B01875 ,ON LINE LIMOUSINE LLC                                       ,                                                            ,1642 ST NICHOLAS AVENUE,10040,212-923-2281,"TLC-licensed base (FHV, Commuter Van, or Para)",
B01894 ,BATTERY HOLDING OF NY INC                                   ,BATTERY CITY CAR AND LIMOUSINE                              ,1440 39 STREET,11218,718-438-1100,"TLC-licensed base (FHV, Commuter Van, or Para)",
B01899 ,"ALLSTATE PRIVATE CAR & LIMO,INC                             ",                                                            ,335 BOND STREET,11231,212-741-7440,"TLC-licensed base (FHV, Commuter Van, or Para)",
B01949 ,FIRST CLASS OF NEW YORK INC.                                ,NEW YORK FIRST CLASS                                        ,335 BOND STREET,11231,718-643-6053,"TLC-licensed base (FHV, Commuter Van, or Para)",
B01985 ,"LUXURY WORLDWIDE TRANSPORTATION, LLC                        ",LUXURY LIMOUSINE TRANSPORTATION                             ,329 38 STREET,11232,718-832-2600,"TLC-licensed base (FHV, Commuter Van, or Para)",
B01990 ,SUK INCORPORATED                                            ,RAINBOW LIMO                                                ,8 WEST   38 STREET SUITE #1206,10018,212-769-2929,"TLC-licensed base (FHV, Commuter Van, or Para)",
B01998 ,FIRST CORPORATE SEDANS INC.                                 ,                                                            ,250 WEST   57 STREET STE. 1025,10019,212-265-8100,"TLC-licensed base (FHV, Commuter Van, or Para)",
B02003 ,"AVALON CORPORATE CAR,INC.                                   ",                                                            ,1440 39 STREET,11218,718-438-1100,"TLC-licensed base (FHV, Commuter Van, or Para)",
B02005 ,CAR LINE TRANSPORTATION CORP.                               ,CAR LINE TRANSPORTATION CORP.                               ,43-39 21 STREET 2 FLOOR,11101,718-729-2222,"TLC-licensed base (FHV, Commuter Van, or Para)",
B02022 ,GOLD SEAL CAR & LIMO INC.                                   ,                                                            ,47-46 11 STREET,11101,718-706-6000,"TLC-licensed base (FHV, Commuter Van, or Para)",
B02051 ,"ALLEN MANAGEMENT COMPANY, LLC                               ",                                                            ,1440 39 STREET,11218,718-438-1100,"TLC-licensed base (FHV, Commuter Van, or Para)",
B02063 ,"CLASSIC EXECUTIVE LIMOUSINE SVC., INC.                      ",                                                            ,38-30 31 STREET,11101,718-482-7667,"TLC-licensed base (FHV, Commuter Van, or Para)",
B02064 ,"AMERICAN LIMOUSINE, INC.                                    ",FLYTE LINE TRANSPORTATION                                   ,1700 JEROME AVENUE 1ST FLOOR,10453,212-281-4500,"TLC-licensed base (FHV, Commuter Van, or Para)",
B02067 ,GROUP AMERICAR TRANSP. LLC                                  ,                                                            ,522 WEST   37 STREET,10018,212-629-8833,"TLC-licensed base (FHV, Commuter Van, or Para)",
B02072 ,MARK LIMOUSINE INTERNATIONAL INC                            ,                                                            ,60-27 56 ROAD,11378,718-326-0505,"TLC-licensed base (FHV, Commuter Van, or Para)",
B02085 ,TOKYO ENTERPRISE INC.                                       ,TOKYO LIMO                                                  ,142 WEST 36TH STREET RM #402,10018,718-661-4915,"TLC-licensed base (FHV, Commuter Van, or Para)",
B02096 ,"CET GROUP, INC                                              ",                                                            ,47 LUDLOW STREET,10002,212-965-0889,"TLC-licensed base (FHV, Commuter Van, or Para)",
B02101 ,"EXECTRANSPORT, INC.                                         ",EAST COAST EXECUTIVE LIMOUSINE SERVICE                      ,38-17 CRESCENT STREET,11101,917-606-1735,"TLC-licensed base (FHV, Commuter Van, or Para)",
B02110 ,"OPTIMUM CAR & LIMO, INC.                                    ",                                                            ,335 BOND STREET,11231,917-992-3349,"TLC-licensed base (FHV, Commuter Van, or Para)",
B02133 ,"TWR CAR & LIMO, INC.                                        ",                                                            ,335 BOND STREET,11231,718-643-2200,"TLC-licensed base (FHV, Commuter Van, or Para)",
B02136 ,CROSSLANDS CORPORATE TRANSP. INC.                           ,                                                            ,35-44 11 STREET,11106,718-545-0100,"TLC-licensed base (FHV, Commuter Van, or Para)",
B02159 ,"DELUXE TRANSPORTATION, INC.                                 ",                                                            ,41-24 38 STREET,11101,718-507-8700,"TLC-licensed base (FHV, Commuter Van, or Para)",
B02161 ,"CMC MANAGEMENT GROUP, LLC                                   ",CITYWIDE                                                    ,1440 39 STREET,11218,718-405-2400,"TLC-licensed base (FHV, Commuter Van, or Para)",
B02169 ,DIAMOND LIMOUSINE INC.                                      ,                                                            ,12-04 44 AVENUE,11101,212-777-6699,"TLC-licensed base (FHV, Commuter Van, or Para)",
B02207 ,"EASTERN LUXURY, INC.                                        ",                                                            ,222 15 STREET,11215,718-499-3355,"TLC-licensed base (FHV, Commuter Van, or Para)",
B02209 ,"SIX STARS OF NEW YORK, INC.                                 ",LIMO LAND                                                   ,37-22 23 STREET,11101,212-501-7400,"TLC-licensed base (FHV, Commuter Van, or Para)",
B02216 ,"FEDERAL TRANSIT, INC                                        ",                                                            ,40-46 MAIN STREET SUITE #201,11354,718-775-6566,"TLC-licensed base (FHV, Commuter Van, or Para)",
B02225 ,NM TRANSPORTATION INC.                                      ,                                                            ,26-12 BOROUGH PLACE STE #6B,11377,718-274-9501,"TLC-licensed base (FHV, Commuter Van, or Para)",
B02248 ,HYBRID LIMO EXPRESS INC.                                    ,                                                            ,335 BOND STREET,11231,718-643-6053,"TLC-licensed base (FHV, Commuter Van, or Para)",
B02254 ,"FINESSE LIMOUSINE, INC.                                     ",                                                            ,2774 CONEY ISLAND AVENUE,11235,718-593-8777,"TLC-licensed base (FHV, Commuter Van, or Para)",
B02256 ,MLS LIMO INC.                                               ,                                                            ,2308 CONEY ISLAND AVENUE,11223,347-492-4168,"TLC-licensed base (FHV, Commuter Van, or Para)",
B02261 ,OXYGEN TRANSPORTATION LLC                                   ,                                                            ,23-08 JACKSON AVENUE 3FL,11101,718-707-0169,"TLC-licensed base (FHV, Commuter Van, or Para)",
B02271 ,"GREWAL LIMOUSINES, INC.                                     ",BLACKBIRD LIMOUSINES                                        ,40-29 27 STREET,11101,718-688-9697,"TLC-licensed base (FHV, Commuter Van, or Para)",
B02302 ,FCLS CORP.                                                  ,                                                            ,2436 38 STREET,11103,718-930-2616,"TLC-licensed base (FHV, Commuter Van, or Para)",
B02314 ,"VELOCITY LIMO, INC.                                         ",                                                            ,43-22 VAN DAM STREET,11101,718-937-6677,"TLC-licensed base (FHV, Commuter Van, or Para)",
