JURISDICTION NAME,COUNT PARTICIPANTS,COUNT FEMALE,PERCENT FEMALE,COUNT MALE,PERCENT MALE,COUNT GENDER UNKNOWN,PERCENT GENDER UNKNOWN,COUNT GENDER TOTAL,PERCENT GENDER TOTAL,COUNT PACIFIC ISLANDER,PERCENT PACIFIC ISLANDER,COUNT HISPANIC LATINO,PERCENT HISPANIC LATINO,COUNT AMERICAN INDIAN,PERCENT AMERICAN INDIAN,COUNT ASIAN NON HISPANIC,PERCENT ASIAN NON HISPANIC,COUNT WHITE NON HISPANIC,PERCENT WHITE NON HISPANIC,COUNT BLACK NON HISPANIC,PERCENT BLACK NON HISPANIC,COUNT OTHER ETHNICITY,PERCENT OTHER ETHNICITY,COUNT ETHNICITY UNKNOWN,PERCENT ETHNICITY UNKNOWN,COUNT ETHNICITY TOTAL,PERCENT ETHNICITY TOTAL,COUNT PERMANENT RESIDENT ALIEN,PERCENT PERMANENT RESIDENT ALIEN,COUNT US CITIZEN,PERCENT US CITIZEN,COUNT OTHER CITIZEN STATUS,PERCENT OTHER CITIZEN STATUS,COUNT CITIZEN STATUS UNKNOWN,PERCENT CITIZEN STATUS UNKNOWN,COUNT CITIZEN STATUS TOTAL,PERCENT CITIZEN STATUS TOTAL,COUNT RECEIVES PUBLIC ASSISTANCE,PERCENT RECEIVES PUBLIC ASSISTANCE,COUNT NRECEIVES PUBLIC ASSISTANCE,PERCENT NRECEIVES PUBLIC ASSISTANCE,COUNT PUBLIC ASSISTANCE UNKNOWN,PERCENT PUBLIC ASSISTANCE UNKNOWN,COUNT PUBLIC ASSISTANCE TOTAL,PERCENT PUBLIC ASSISTANCE TOTAL
State Senate District 020,127,94,0.74,33,0.26,0,0,127,100,0,0,3,0.02,0,0,3,0.02,107,0.84,6,0.05,8,0.06,0,0,127,99,2,0.02,125,0.98,0,0,0,0,127,100,41,0.32,86,0.68,0,0,127,100
State Senate District 021,260,232,0.89,28,0.11,0,0,260,100,0,0,8,0.03,0,0,5,0.02,220,0.85,12,0.05,14,0.05,1,0,260,100,10,0.04,249,0.96,1,0,0,0,260,100,113,0.43,147,0.57,0,0,260,100
State Senate District 022,114,60,0.53,54,0.47,0,0,114,100,0,0,0,0,0,0,3,0.03,106,0.93,0,0,5,0.04,0,0,114,100,5,0.04,108,0.95,1,0.01,0,0,114,100,27,0.24,87,0.76,0,0,114,100
State Senate District 023,170,107,0.63,63,0.37,0,0,170,100,0,0,13,0.08,0,0,5,0.03,81,0.48,60,0.35,11,0.06,0,0,170,100,7,0.04,162,0.95,1,0.01,0,0,170,100,77,0.45,93,0.55,0,0,170,100
State Senate District 024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
State Senate District 025,109,69,0.63,40,0.37,0,0,109,100,0,0,7,0.06,0,0,51,0.47,35,0.32,12,0.11,4,0.04,0,0,109,100,4,0.04,105,0.96,0,0,0,0,109,100,31,0.28,78,0.72,0,0,109,100
State Senate District 026,34,17,0.5,17,0.5,0,0,34,100,0,0,11,0.32,0,0,8,0.24,1,0.03,12,0.35,2,0.06,0,0,34,100,2,0.06,32,0.94,0,0,0,0,34,100,13,0.38,21,0.62,0,0,34,100
State Senate District 027,441,260,0.59,181,0.41,0,0,441,100,0,0,17,0.04,0,0,20,0.05,358,0.81,16,0.04,24,0.05,6,0.01,441,100,9,0.02,431,0.98,1,0,0,0,441,100,71,0.16,370,0.84,0,0,441,100
State Senate District 028,89,51,0.57,38,0.43,0,0,89,100,1,0.01,40,0.45,0,0,1,0.01,0,0,41,0.46,4,0.04,2,0.02,89,99,7,0.08,82,0.92,0,0,0,0,89,100,31,0.35,58,0.65,0,0,89,100
State Senate District 029,44,30,0.68,14,0.32,0,0,44,100,0,0,18,0.41,0,0,2,0.05,0,0,22,0.5,2,0.05,0,0,44,100,1,0.02,43,0.98,0,0,0,0,44,100,23,0.52,21,0.48,0,0,44,100
State Senate District 030,52,34,0.65,18,0.35,0,0,52,100,0,0,21,0.4,0,0,2,0.04,0,0,26,0.5,3,0.06,0,0,52,100,4,0.08,48,0.92,0,0,0,0,52,100,13,0.25,39,0.75,0,0,52,100
State Senate District 031,72,44,0.61,28,0.39,0,0,72,100,0,0,43,0.6,0,0,1,0.01,5,0.07,19,0.26,3,0.04,1,0.01,72,99,3,0.04,67,0.93,2,0.03,0,0,72,100,27,0.38,45,0.63,0,0,72,100
State Senate District 032,66,37,0.56,29,0.44,0,0,66,100,0,0,26,0.39,0,0,1,0.02,0,0,36,0.55,3,0.05,0,0,66,100,4,0.06,61,0.92,1,0.02,0,0,66,100,29,0.44,37,0.56,0,0,66,100
State Senate District 033,240,139,0.58,101,0.42,0,0,240,100,0,0,114,0.48,1,0,6,0.03,1,0,105,0.44,13,0.05,0,0,240,100,16,0.07,222,0.93,2,0.01,0,0,240,100,76,0.32,164,0.68,0,0,240,100
State Senate District 034,96,61,0.64,35,0.36,0,0,96,100,1,0.01,44,0.46,1,0.01,1,0.01,7,0.07,35,0.36,6,0.06,1,0.01,96,99,4,0.04,91,0.95,1,0.01,0,0,96,100,37,0.39,59,0.61,0,0,96,100
State Senate District 036,75,46,0.61,29,0.39,0,0,75,100,0,0,22,0.29,1,0.01,0,0,1,0.01,51,0.68,0,0,0,0,75,99,4,0.05,71,0.95,0,0,0,0,75,100,22,0.29,53,0.71,0,0,75,100
