BRONX – COOPERATIVES COMPARABLE PROPERTIES – Boro-Block-Lot,BRONX – COOPERATIVES COMPARABLE PROPERTIES – Address,BRONX – COOPERATIVES COMPARABLE PROPERTIES – Neighborhood,BRONX – COOPERATIVES COMPARABLE PROPERTIES – Building Classification,BRONX – COOPERATIVES COMPARABLE PROPERTIES – Total Units,BRONX – COOPERATIVES COMPARABLE PROPERTIES – Year Built,BRONX – COOPERATIVES COMPARABLE PROPERTIES – Gross SqFt,BRONX – COOPERATIVES COMPARABLE PROPERTIES – Est. Gross Income,BRONX – COOPERATIVES COMPARABLE PROPERTIES – Gross Income per SqFt,BRONX – COOPERATIVES COMPARABLE PROPERTIES – Full Market Value,BRONX – COOPERATIVES COMPARABLE PROPERTIES – Market Value per SqFt,COMPARABLE RENTAL – 1 –Boro-Block-Lot,COMPARABLE RENTAL – 1 –Address,COMPARABLE RENTAL – 1 –Neighborhood,COMPARABLE RENTAL – 1 –Building Classification,COMPARABLE RENTAL – 1 –Total Units,COMPARABLE RENTAL – 1 –Year Built,COMPARABLE RENTAL – 1 –Gross SqFt,COMPARABLE RENTAL – 1 –Est. Gross Income,COMPARABLE RENTAL – 1 –Gross Income per SqFt,COMPARABLE RENTAL – 1 –Full Market Value,COMPARABLE RENTAL – 1 –Market Value per SqFt,COMPARABLE RENTAL – 1 –Dist. from Coop in miles,COMPARABLE RENTAL – 2 –Boro-Block-Lot,COMPARABLE RENTAL – 2 –Address,COMPARABLE RENTAL – 2 –Neighborhood,COMPARABLE RENTAL – 2 –Building Classification,COMPARABLE RENTAL – 2 –Total Units,COMPARABLE RENTAL – 2 –Year Built,COMPARABLE RENTAL – 2 –Gross SqFt,COMPARABLE RENTAL – 2 –Est. Gross Income,COMPARABLE RENTAL – 2 –Gross Income per SqFt,COMPARABLE RENTAL – 2 –Full Market Value,COMPARABLE RENTAL – 2 –Market Value per SqFt,COMPARABLE RENTAL – 2 –Dist. from Coop in miles
2-03263-0235,"3840 CANNON PLACE
Bronx, NY
(40.88308133801948, -73.8960925071349)",KINGSBRIDGE/JEROME PARK,D4-ELEVATOR,171,1958,170350,2014214,11.82,4720000,27.7,2-02511-0022,"939 WOODYCREST AVENUE
Bronx, NY
(40.83108338562714, -73.92924400322187)",HIGHBRIDGE/MORRIS HEIGHTS,D7-ELEVATOR,169,1928,196432,1659956,8.45,4280000,21.79,4.05,2-03100-0065,"711 GARDEN STREET
Bronx, NY
(40.82557699997852, -73.91844899972153)",BELMONT,D7-ELEVATOR,167,1971,190000,2147783,11.3,5030000,26.5,2.3
2-03267-0056,"3123 BAILEY AVENUE
Bronx, NY
(40.87809180226751, -73.90239117405007)",KINGSBRIDGE/JEROME PARK,D4-ELEVATOR,53,1964,43645,511440,11.72,1760000,40.3,2-02449-0064,"1185 MORRIS AVENUE
Bronx, NY
(40.83284295889773, -73.9143806746298)",MELROSE/CONCOURSE,D1-ELEVATOR,53,1936,45416,474017,10.44,1220000,26.9,3.25,2-03324-0077,"3435 KNOX PLACE
Bronx, NY
(40.88194194505556, -73.8835204151568)",BEDFORD PARK/NORWOOD,D1-ELEVATOR,54,1949,44280,511440,11.55,1760000,39.7,1
2-03267-0060,"3119 BAILEY AVENUE
Bronx, NY
(40.87808240935011, -73.90239885916431)",KINGSBRIDGE/JEROME PARK,D4-ELEVATOR,66,1961,65000,685085,10.54,2130000,32.8,2-03156-0044,"2056 ANTHONY AVENUE
Bronx, NY
(40.85237356930183, -73.90226158624674)",FORDHAM,D1-ELEVATOR,66,1942,64963,678863,10.45,2110000,32.5,1.85,2-04348-0005,"2310 HOLLAND AVENUE
Bronx, NY
(40.859848939059674, -73.86554561652447)",PELHAM PARKWAY NORTH,D1-ELEVATOR,66,1951,65250,640626,9.82,1650000,25.3,2.3
2-03271-0210,"180 VAN CORTLANDT PARK
Bronx, NY
(40.88635077441354, -73.89894814543104)",KINGSBRIDGE/JEROME PARK,D4-ELEVATOR,73,1956,78864,890658,11.29,2770000,35.1,2-02844-0105,"1459 WYTHE PLACE
Bronx, NY
(40.8404783742783, -73.91424593294923)",MOUNT HOPE/MOUNT EDEN,D1-ELEVATOR,73,1929,76000,890658,11.72,3070000,40.4,3.2,2-03343-0126,"3320 RESERVOIR OVAL
Bronx, NY
(40.87700018345689, -73.87604777133227)",BEDFORD PARK/NORWOOD,D1-ELEVATOR,73,1959,75821,742035,9.79,2120000,28,1.4
2-03277-0002,"389 194 STREET
Bronx, NY
(40.86332916363255, -73.88981646763159)",BEDFORD PARK/NORWOOD,C6-WALK-UP,15,1910,13475,149303,11.08,350000,26,2-03278-0018,"2726 DECATUR AVENUE
Bronx, NY
(40.865475149577314, -73.88805901944613)",BEDFORD PARK/NORWOOD,C1-WALK-UP,31,1915,24080,249134,10.35,774000,32.1,0.1,2-03277-0014,"2656 DECATUR AVENUE
Bronx, NY
(40.86404487943765, -73.88959627376411)",BEDFORD PARK/NORWOOD,C1-WALK-UP,23,1910,22000,266416,12.11,624000,28.4,0
2-03277-0023,"2676 DECATUR AVENUE
Bronx, NY
(40.86442434452182, -73.88923518310106)",BEDFORD PARK/NORWOOD,C6-WALK-UP,16,1908,18000,199440,11.08,467000,25.9,2-03277-0014,"2656 DECATUR AVENUE
Bronx, NY
(40.86404487943765, -73.88959627376411)",BEDFORD PARK/NORWOOD,C1-WALK-UP,23,1910,22000,266416,12.11,624000,28.4,0,2-03278-0018,"2726 DECATUR AVENUE
Bronx, NY
(40.865475149577314, -73.88805901944613)",BEDFORD PARK/NORWOOD,C1-WALK-UP,31,1915,24080,249134,10.35,774000,32.1,0.1
2-03279-0016,"398 OLIVER PLACE
Bronx, NY
(40.8664235813658, -73.88520436452276)",BEDFORD PARK/NORWOOD,D4-ELEVATOR,47,1938,42975,477022,11.1,1480000,34.4,2-03285-0015,"2970 MARION AVENUE
Bronx, NY
(40.86950803360506, -73.88337382692728)",BEDFORD PARK/NORWOOD,D1-ELEVATOR,36,1936,36185,384192,10.62,1190000,32.9,0.2,2-03297-0001,"2929 BAINBRIDGE AVENUE
Bronx, NY
(40.87019098725214, -73.88558470963723)",BEDFORD PARK/NORWOOD,D1-ELEVATOR,55,1955,59085,683603,11.57,2360000,39.9,0.25
2-03280-0013,"2962 DECATUR AVENUE
Bronx, NY
(40.86829433307047, -73.88372781809554)",BEDFORD PARK/NORWOOD,D4-ELEVATOR,74,1940,43195,479464,11.1,1490000,34.5,2-03297-0001,"2929 BAINBRIDGE AVENUE
Bronx, NY
(40.87019098725214, -73.88558470963723)",BEDFORD PARK/NORWOOD,D1-ELEVATOR,55,1955,59085,683603,11.57,2360000,39.9,0.2,,,,,,,,,,,,
2-03281-0001,"325 201 STREET
Bronx, NY
(40.87047749482836, -73.88314560329107)",BEDFORD PARK/NORWOOD,D4-ELEVATOR,73,1950,96250,970200,10.08,2770000,28.8,2-03308-0051,"253 202 STREET
Bronx, NY
(40.87291730180459, -73.88514514725003)",BEDFORD PARK/NORWOOD,D1-ELEVATOR,101,1965,101050,1063504,10.52,3300000,32.7,0.2,2-03320-0044,"222 BEDFORD PARK
Bronx, NY
(40.82557699997852, -73.91844899972153)",BEDFORD PARK/NORWOOD,D1-ELEVATOR,63,1939,71250,685849,9.63,1960000,27.5,0.25
2-03281-0018,"340 MOSHOLU PARKWAY
Bronx, NY
(40.87137614904269, -73.88029896699408)",BEDFORD PARK/NORWOOD,D4-ELEVATOR,56,1937,48628,539770,11.1,1680000,34.5,2-03285-0015,"2970 MARION AVENUE
Bronx, NY
(40.86950803360506, -73.88337382692728)",BEDFORD PARK/NORWOOD,D1-ELEVATOR,36,1936,36185,384192,10.62,1190000,32.9,0.1,2-03297-0001,"2929 BAINBRIDGE AVENUE
Bronx, NY
(40.87019098725214, -73.88558470963723)",BEDFORD PARK/NORWOOD,D1-ELEVATOR,55,1955,59085,683603,11.57,2360000,39.9,0.2
2-03282-0007,"2640 MARION AVENUE
Bronx, NY
(40.86434066758062, -73.89103428409263)",BEDFORD PARK/NORWOOD,D4-ELEVATOR,72,1961,91075,918036,10.08,2620000,28.8,2-03308-0051,"253 202 STREET
Bronx, NY
(40.87291730180459, -73.88514514725003)",BEDFORD PARK/NORWOOD,D1-ELEVATOR,101,1965,101050,1063504,10.52,3300000,32.7,0.65,2-03320-0044,"222 BEDFORD PARK
Bronx, NY
(40.82557699997852, -73.91844899972153)",BEDFORD PARK/NORWOOD,D1-ELEVATOR,63,1939,71250,685849,9.63,1960000,27.5,0.5
2-03282-0046,"2665 DECATUR AVENUE
Bronx, NY
(40.86421743938578, -73.8895228440954)",BEDFORD PARK/NORWOOD,C6-WALK-UP,26,1916,24000,237120,9.88,555000,23.13,2-03282-0019,"2654 MARION AVENUE
Bronx, NY
(40.86461672739556, -73.89074267161205)",BEDFORD PARK/NORWOOD,C1-WALK-UP,21,1911,23750,230397,9.7,657000,27.7,0,2-03278-0018,"2726 DECATUR AVENUE
Bronx, NY
(40.865475149577314, -73.88805901944613)",BEDFORD PARK/NORWOOD,C1-WALK-UP,31,1915,24080,249134,10.35,774000,32.1,0.1
2-03283-0013,"2716 MARION AVENUE
Bronx, NY
(40.86577060257293, -73.88924185069477)",BEDFORD PARK/NORWOOD,D4-ELEVATOR,74,1950,88400,891072,10.08,2540000,28.7,2-03308-0051,"253 202 STREET
Bronx, NY
(40.87291730180459, -73.88514514725003)",BEDFORD PARK/NORWOOD,D1-ELEVATOR,101,1965,101050,1063504,10.52,3300000,32.7,0.55,2-03320-0044,"222 BEDFORD PARK
Bronx, NY
(40.82557699997852, -73.91844899972153)",BEDFORD PARK/NORWOOD,D1-ELEVATOR,63,1939,71250,685849,9.63,1960000,27.5,0.4
2-03284-0048,"2866 MARION AVENUE
Bronx, NY
(40.868199817808836, -73.88542610474067)",BEDFORD PARK/NORWOOD,D4-ELEVATOR,67,1956,71652,722252,10.08,2060000,28.8,2-03308-0051,"253 202 STREET
Bronx, NY
(40.87291730180459, -73.88514514725003)",BEDFORD PARK/NORWOOD,D1-ELEVATOR,101,1965,101050,1063504,10.52,3300000,32.7,0.35,2-03320-0044,"222 BEDFORD PARK
Bronx, NY
(40.82557699997852, -73.91844899972153)",BEDFORD PARK/NORWOOD,D1-ELEVATOR,63,1939,71250,685849,9.63,1960000,27.5,0.25
2-03285-0052,"2965 DECATUR AVENUE
Bronx, NY
(40.86838169376456, -73.88370176825893)",BEDFORD PARK/NORWOOD,D4-ELEVATOR,37,1936,39550,405387,10.25,1260000,31.9,2-03281-0040,"357 201 STREET
Bronx, NY
(40.869629220120835, -73.88263663882523)",BEDFORD PARK/NORWOOD,D1-ELEVATOR,60,1948,64824,654444,10.1,1870000,28.8,0.1,2-03281-0050,"366 MOSHOLU PARKWAY
Bronx, NY
(40.87076130709451, -73.88011784781422)",BEDFORD PARK/NORWOOD,C1-WALK-UP,37,1934,26750,277900,10.39,863000,32.3,0.1
2-03287-0100,"2661 MARION AVENUE
Bronx, NY
(40.86486721789811, -73.8905684069568)",BEDFORD PARK/NORWOOD,D4-ELEVATOR,73,1966,81730,843453,10.32,2620000,32.1,2-03308-0051,"253 202 STREET
Bronx, NY
(40.87291730180459, -73.88514514725003)",BEDFORD PARK/NORWOOD,D1-ELEVATOR,101,1965,101050,1063504,10.52,3300000,32.7,0.6,2-03281-0040,"357 201 STREET
Bronx, NY
(40.869629220120835, -73.88263663882523)",BEDFORD PARK/NORWOOD,D1-ELEVATOR,60,1948,64824,654444,10.1,1870000,28.8,0.55
2-03293-0052,"274 194 STREET
Bronx, NY
(40.86481485774083, -73.8924781260094)",FORDHAM,C6-WALK-UP,20,1912,18500,179265,9.69,420000,22.7,2-03278-0018,"2726 DECATUR AVENUE
Bronx, NY
(40.865475149577314, -73.88805901944613)",BEDFORD PARK/NORWOOD,C1-WALK-UP,31,1915,24080,249134,10.35,774000,32.1,0.3,2-03287-0001,"301 193 STREET
Bronx, NY
(40.86404579041078, -73.89240870140127)",FORDHAM,C1-WALK-UP,12,1910,14220,132545,9.32,378000,26.6,0.05
2-03295-0033,"2830 BRIGGS AVENUE
Bronx, NY
(40.86882102750575, -73.88932188678868)",BEDFORD PARK/NORWOOD,D4-ELEVATOR,58,1955,51060,553490,10.84,1720000,33.7,2-03281-0040,"357 201 STREET
Bronx, NY
(40.869629220120835, -73.88263663882523)",BEDFORD PARK/NORWOOD,D1-ELEVATOR,60,1948,64824,654444,10.1,1870000,28.8,0.35,2-03297-0001,"2929 BAINBRIDGE AVENUE
Bronx, NY
(40.87019098725214, -73.88558470963723)",BEDFORD PARK/NORWOOD,D1-ELEVATOR,55,1955,59085,683603,11.57,2360000,39.9,0.2
2-03299-0014,"306 MOSHOLU PARKWAY
Bronx, NY
(40.87262510973988, -73.88065116361649)",BEDFORD PARK/NORWOOD,D4-ELEVATOR,60,1939,65070,689742,10.6,2140000,32.9,2-03320-0044,"222 BEDFORD PARK
Bronx, NY
(40.82557699997852, -73.91844899972153)",BEDFORD PARK/NORWOOD,D1-ELEVATOR,63,1939,71250,685849,9.63,1960000,27.5,0.25,2-03297-0001,"2929 BAINBRIDGE AVENUE
Bronx, NY
(40.87019098725214, -73.88558470963723)",BEDFORD PARK/NORWOOD,D1-ELEVATOR,55,1955,59085,683603,11.57,2360000,39.9,0.2
2-03307-0001,"3000 VALENTINE AVENUE
Bronx, NY
(40.87228427735259, -73.88556338048991)",BEDFORD PARK/NORWOOD,D4-ELEVATOR,57,1937,55800,591480,10.6,1840000,33,2-03320-0044,"222 BEDFORD PARK
Bronx, NY
(40.82557699997852, -73.91844899972153)",BEDFORD PARK/NORWOOD,D1-ELEVATOR,63,1939,71250,685849,9.63,1960000,27.5,0.2,2-03297-0001,"2929 BAINBRIDGE AVENUE
Bronx, NY
(40.87019098725214, -73.88558470963723)",BEDFORD PARK/NORWOOD,D1-ELEVATOR,55,1955,59085,683603,11.57,2360000,39.9,0.2
2-03311-0001,"3127 GRAND
Bronx, NY
(40.82557699997852, -73.91844899972153)",BEDFORD PARK/NORWOOD,D4-ELEVATOR,120,1956,128900,1607383,12.47,5550000,43.1,2-03323-0022,"3235 GRAND
Bronx, NY
(40.82557699997852, -73.91844899972153)",BEDFORD PARK/NORWOOD,D7-ELEVATOR,86,1928,105000,1046228,9.96,2980000,28.4,0.25,2-03307-0072,"3010 GRAND
Bronx, NY
(40.82557699997852, -73.91844899972153)",BEDFORD PARK/NORWOOD,D7-ELEVATOR,96,1963,106146,1152087,10.85,3580000,33.7,0.2
2-03311-0044,"3201 GRAND
Bronx, NY
(40.82557699997852, -73.91844899972153)",BEDFORD PARK/NORWOOD,D4-ELEVATOR,78,1963,93000,1027650,11.05,3190000,34.3,2-03308-0051,"253 202 STREET
Bronx, NY
(40.87291730180459, -73.88514514725003)",BEDFORD PARK/NORWOOD,D1-ELEVATOR,101,1965,101050,1063504,10.52,3300000,32.7,0.25,2-03297-0001,"2929 BAINBRIDGE AVENUE
Bronx, NY
(40.87019098725214, -73.88558470963723)",BEDFORD PARK/NORWOOD,D1-ELEVATOR,55,1955,59085,683603,11.57,2360000,39.9,0.45
2-03311-0138,"190 MOSHOLU PARKWAY
Bronx, NY
(40.875084727252926, -73.88154176698562)",BEDFORD PARK/NORWOOD,D4-ELEVATOR,58,1939,63763,675887,10.6,2100000,32.9,2-03320-0044,"222 BEDFORD PARK
Bronx, NY
(40.82557699997852, -73.91844899972153)",BEDFORD PARK/NORWOOD,D1-ELEVATOR,63,1939,71250,685849,9.63,1960000,27.5,0.25,2-03297-0001,"2929 BAINBRIDGE AVENUE
Bronx, NY
(40.87019098725214, -73.88558470963723)",BEDFORD PARK/NORWOOD,D1-ELEVATOR,55,1955,59085,683603,11.57,2360000,39.9,0.3
2-03313-0069,"3184 GRAND
Bronx, NY
(40.82557699997852, -73.91844899972153)",BEDFORD PARK/NORWOOD,D4-ELEVATOR,64,1963,80811,892961,11.05,2770000,34.3,2-03308-0051,"253 202 STREET
Bronx, NY
(40.87291730180459, -73.88514514725003)",BEDFORD PARK/NORWOOD,D1-ELEVATOR,101,1965,101050,1063504,10.52,3300000,32.7,0.25,2-03297-0001,"2929 BAINBRIDGE AVENUE
Bronx, NY
(40.87019098725214, -73.88558470963723)",BEDFORD PARK/NORWOOD,D1-ELEVATOR,55,1955,59085,683603,11.57,2360000,39.9,0.45
2-03316-0050,"2685 CRESTON AVENUE
Bronx, NY
(40.867471440748744, -73.89487416540608)",BEDFORD PARK/NORWOOD,D4-ELEVATOR,73,1940,77850,746581,9.59,2130000,27.4,2-03320-0044,"222 BEDFORD PARK
Bronx, NY
(40.82557699997852, -73.91844899972153)",BEDFORD PARK/NORWOOD,D1-ELEVATOR,63,1939,71250,685849,9.63,1960000,27.5,0.45,2-03320-0037,"2940 GRAND
Bronx, NY
(40.82557699997852, -73.91844899972153)",BEDFORD PARK/NORWOOD,D7-ELEVATOR,66,1923,75121,687730,9.15,1960000,26.1,0.45
2-03322-0037,"3175 VILLA AVENUE
Bronx, NY
(40.876416091603524, -73.88698639570303)",BEDFORD PARK/NORWOOD,D4-ELEVATOR,60,1914,34820,345066,9.91,808000,23.21,2-03305-0017,"2860 GRAND
Bronx, NY
(40.82557699997852, -73.91844899972153)",BEDFORD PARK/NORWOOD,D1-ELEVATOR,25,1929,23478,204365,8.7,527000,22.45,0.4,2-03306-0018,"210 201 STREET
Bronx, NY
(40.87252763291437, -73.88676510870371)",BEDFORD PARK/NORWOOD,D7-ELEVATOR,34,1936,32300,346828,10.74,1080000,33.4,0.3
2-03326-0045,"91 208 STREET
Bronx, NY
(40.8784569579371, -73.88161342895238)",BEDFORD PARK/NORWOOD,C6-WALK-UP,65,1926,56000,553870,9.89,1580000,28.2,2-03089-0026,"2350 CAMBRELENG AVENUE
Bronx, NY
(40.853354179779586, -73.88579151454243)",BELMONT,C1-WALK-UP,65,1925,55780,545814,9.79,1560000,28,1.8,2-03196-0029,"2234 DAVIDSON AVENUE
Bronx, NY
(40.857837266064955, -73.90535593173676)",KINGSBRIDGE HTS/UNIV HTS,C1-WALK-UP,65,1923,51000,558090,10.94,1590000,31.2,1.9
2-03343-0076,"3245 PERRY AVENUE
Bronx, NY
(40.875813496167645, -73.87630549725999)",BEDFORD PARK/NORWOOD,D4-ELEVATOR,42,1940,41000,475648,11.6,1640000,40,2-03324-0025,"51 MOSHOLU PARKWAY
Bronx, NY
(40.8792194164781, -73.88308230933995)",BEDFORD PARK/NORWOOD,D1-ELEVATOR,42,1940,45934,505274,11,1570000,34.2,0.55,2-05907-0348,"3725 BLACKSTONE AVENUE
Bronx, NY
(40.88893264531127, -73.91159285467639)",RIVERDALE,D1-ELEVATOR,42,1968,41803,622298,14.89,2270000,54,1.95
2-03343-0260,"3388 WAYNE AVENUE
Bronx, NY
(40.87938109767066, -73.87796556160264)",BEDFORD PARK/NORWOOD,D4-ELEVATOR,104,1928,148000,1296000,8.76,3340000,22.57,2-04286-0004,"2070 BRONX PARK
Bronx, NY
(40.84042861392644, -73.87840841930513)",PELHAM PARKWAY SOUTH,D1-ELEVATOR,104,1928,129000,1117978,8.67,2880000,22.33,1.9,2-04286-0013,"2084 BRONX PARK
Bronx, NY
(40.840492619955135, -73.8783746047994)",PELHAM PARKWAY SOUTH,D1-ELEVATOR,106,1929,132000,1148792,8.7,2960000,22.42,1.9
2-03344-0086,"3520 TRYON AVENUE
Bronx, NY
(40.880634043032224, -73.8766252562407)",BEDFORD PARK/NORWOOD,D4-ELEVATOR,64,1962,53700,599345,11.16,1860000,34.6,2-02867-0103,"1718 GRAND AVENUE
Bronx, NY
(40.82557699997852, -73.91844899972153)",HIGHBRIDGE/MORRIS HEIGHTS,D1-ELEVATOR,64,1938,59700,552051,9.25,1570000,26.3,2.85,2-04831-0064,"4054 CARPENTER AVENUE
Bronx, NY
(40.89093543905183, -73.8620825084678)",WILLIAMSBRIDGE,D1-ELEVATOR,64,1928,53664,599345,11.17,1860000,34.7,1.05
2-03344-0102,"3535 KINGS COLLEGE PLACE
Bronx, NY
(40.880501106971536, -73.87577404725498)",BEDFORD PARK/NORWOOD,D4-ELEVATOR,120,1954,160000,1691047,10.57,5250000,32.8,2-03253-0063,"2735 SEDGWICK AVENUE
Bronx, NY
(40.87067559536871, -73.90264077320232)",KINGSBRIDGE/JEROME PARK,D1-ELEVATOR,124,1922,137495,1744570,12.69,6020000,43.8,1.55,2-05732-0941,"2728 HENRY HUDSON PARKWAY
Bronx, NY
(40.82557699997852, -73.91844899972153)",RIVERDALE,D1-ELEVATOR,121,1928,158408,2099998,13.26,7670000,48.4,2.05
2-03347-0043,"3279 HULL AVENUE
Bronx, NY
(40.87626139999491, -73.87489751014634)",BEDFORD PARK/NORWOOD,C6-WALK-UP,51,1924,44950,362282,8.06,848000,18.87,2-02466-0040,"155 168 STREET
Bronx, NY
(40.836065414067086, -73.91722984891643)",MELROSE/CONCOURSE,C1-WALK-UP,51,1924,45500,323235,7.1,757000,16.64,3.5,2-03197-0005,"2284 GRAND AVENUE
Bronx, NY
(40.82557699997852, -73.91844899972153)",KINGSBRIDGE HTS/UNIV HTS,C1-WALK-UP,51,1924,46285,362282,7.83,848000,18.32,1.9
2-03352-0001,"333 209 STREET
Bronx, NY
(40.876777514533224, -73.87435817778321)",BEDFORD PARK/NORWOOD,C6-WALK-UP,43,1924,36000,420744,11.69,985000,27.4,2-02785-0020,"1340 MORRIS AVENUE
Bronx, NY
(40.83655179031083, -73.91212767772666)",MELROSE/CONCOURSE,C1-WALK-UP,44,1923,36000,364154,10.12,1040000,28.9,3.45,2-03308-0030,"225 202 STREET
Bronx, NY
(40.87309470203721, -73.88591391915995)",BEDFORD PARK/NORWOOD,C1-WALK-UP,43,1927,36200,379376,10.48,1180000,32.6,0.7
2-03353-0033,"3176 DECATUR AVENUE
Bronx, NY
(40.873158293428645, -73.87608834262578)",BEDFORD PARK/NORWOOD,D4-ELEVATOR,63,1960,59000,671815,11.39,2320000,39.3,2-03285-0019,"2976 MARION AVENUE
Bronx, NY
(40.86957583509121, -73.8832641023848)",BEDFORD PARK/NORWOOD,D1-ELEVATOR,62,1950,67930,671815,9.89,1920000,28.3,0.45,2-03344-0014,"3530 BAINBRIDGE AVENUE
Bronx, NY
(40.88141468023731, -73.87834322911634)",BEDFORD PARK/NORWOOD,D1-ELEVATOR,62,1959,61000,514530,8.43,1330000,21.8,0.65
2-03356-0096,"316 211 STREET
Bronx, NY
(40.88008032367474, -73.87337696010484)",BEDFORD PARK/NORWOOD,C6-WALK-UP,17,1927,16600,159089,9.58,454000,27.3,2-03198-0050,"2324 DAVIDSON AVENUE
Bronx, NY
(40.85968987122534, -73.90422654210512)",KINGSBRIDGE HTS/UNIV HTS,C1-WALK-UP,17,1911,16560,122359,7.39,286000,17.27,2.1,2-03377-0047,"256 237 STREET
Bronx, NY
(40.89876935399262, -73.86890643794248)",WOODLAWN,C1-WALK-UP,17,1927,15480,125596,8.11,324000,20.93,1.3
2-03363-0058,"4200 HERKIMER PLACE
Bronx, NY
(40.89565684828166, -73.87570459729899)",WOODLAWN,D4-ELEVATOR,45,1967,39959,427561,10.7,1330000,33.3,2-02797-0025,"1790 WEEKS AVENUE
Bronx, NY
(40.84660760986333, -73.90738466486383)",MOUNT HOPE/MOUNT EDEN,D1-ELEVATOR,45,1936,40000,426914,10.67,1330000,33.3,3.8,2-03299-0026,"3015 PERRY AVENUE
Bronx, NY
(40.87096786390404, -73.88270896684101)",BEDFORD PARK/NORWOOD,D1-ELEVATOR,44,1942,40196,363153,9.03,1040000,25.9,1.75
2-03368-0010,"4320 VAN CORTLANDT PARK
Bronx, NY
(40.89883903972225, -73.87409310784642)",WOODLAWN,D4-ELEVATOR,110,1958,151800,1296000,8.54,3340000,22,2-04286-0013,"2084 BRONX PARK
Bronx, NY
(40.840492619955135, -73.8783746047994)",PELHAM PARKWAY SOUTH,D1-ELEVATOR,106,1929,132000,1148792,8.7,2960000,22.42,3.15,2-04338-0012,"660 THWAITES PLACE
Bronx, NY
(40.85884589717509, -73.86908775600037)",BRONXDALE,D1-ELEVATOR,108,1954,137350,1366632,9.95,3900000,28.4,2.8
2-03379-0001,"201 238 STREET
Bronx, NY
(40.88452994474187, -73.8987407006001)",WOODLAWN,D4-ELEVATOR,49,1954,47679,507860,10.65,1580000,33.1,2-03168-0052,"2615 GRAND
Bronx, NY
(40.82557699997852, -73.91844899972153)",FORDHAM,D1-ELEVATOR,49,1938,47776,496171,10.39,1540000,32.2,2.75,2-04426-0005,"679 WARING AVENUE
Bronx, NY
(40.86138847629438, -73.86831912786174)",BRONXDALE,D1-ELEVATOR,49,1931,47886,507860,10.61,1580000,33,2.55
2-03383-0001,"4260 KATONAH AVENUE
Bronx, NY
(40.89735792791924, -73.86710411123131)",WOODLAWN,D4-ELEVATOR,108,1958,93645,1063504,11.36,2490000,26.6,2-03308-0051,"253 202 STREET
Bronx, NY
(40.87291730180459, -73.88514514725003)",BEDFORD PARK/NORWOOD,D1-ELEVATOR,101,1965,101050,1063504,10.52,3300000,32.7,1.95,2-03395-0047,"530 234 STREET
Bronx, NY
(40.89726075698397, -73.86333412343643)",WOODLAWN,D7-ELEVATOR,88,1955,113670,897172,7.89,2310000,20.32,0.15
2-03396-0021,"4265 WEBSTER AVENUE
Bronx, NY
(40.897991048131374, -73.86248786770292)",WOODLAWN,D4-ELEVATOR,53,1955,62015,663560,10.7,2060000,33.2,2-03256-0020,"201 KINGSBRIDGE ROAD
Bronx, NY
(40.86609543030456, -73.89413093736815)",KINGSBRIDGE/JEROME PARK,D1-ELEVATOR,54,1998,76362,885799,11.6,3060000,40.1,2.7,2-04365-0064,"1135 PELHAM PARKWAY
Bronx, NY
(40.82557699997852, -73.91844899972153)",PELHAM PARKWAY NORTH,D1-ELEVATOR,53,1955,57000,583553,10.24,1810000,31.8,2.65
2-03398-0044,"4380 VIREO AVENUE
Bronx, NY
(40.90106858719619, -73.8627814373446)",WOODLAWN,D4-ELEVATOR,127,1958,109206,1461293,13.38,5330000,48.8,2-04087-0033,"1541 WILLIAMSBRIDGE ROAD
Bronx, NY
(40.82557699997852, -73.91844899972153)",MORRIS PARK/VAN NEST,D3-ELEVATOR,125,1928,107340,1220868,11.37,4210000,39.2,3.75,2-05780-0940,"3900 GREYSTONE AVENUE
Bronx, NY
(40.88950389842045, -73.9044515066065)",RIVERDALE,D1-ELEVATOR,127,1928,134703,1461293,10.85,4540000,33.7,2.3
2-03398-0087,"4315 WEBSTER AVENUE
Bronx, NY
(40.89933813546877, -73.86211818311128)",WOODLAWN,D4-ELEVATOR,78,1958,61914,662479,10.7,2060000,33.3,2-03256-0053,"2800 HEATH AVENUE
Bronx, NY
(40.872693974561734, -73.9045835499575)",KINGSBRIDGE/JEROME PARK,D1-ELEVATOR,78,1962,57349,660284,11.51,2280000,39.8,2.85,2-04999-0068,"730 236 STREET
Bronx, NY
(40.8872131960012, -73.91511736261413)",WAKEFIELD,D1-ELEVATOR,78,1929,60968,622382,10.21,1930000,31.7,0.5
2-03398-0097,"4295 WEBSTER AVENUE
Bronx, NY
(40.898939297048074, -73.86222775410599)",WOODLAWN,D4-ELEVATOR,80,1957,57840,701889,12.14,2420000,41.8,2-04827-0029,"641 225 STREET
Bronx, NY
(40.888362327283964, -73.86213681347961)",WILLIAMSBRIDGE,D1-ELEVATOR,77,1998,63115,701889,11.12,1640000,26,0.8,2-04999-0068,"730 236 STREET
Bronx, NY
(40.8872131960012, -73.91511736261413)",WAKEFIELD,D1-ELEVATOR,78,1929,60968,622382,10.21,1930000,31.7,0.5
