NEIGHBORHOOD,TYPE OF HOME,NUMBER OF SALES,LOWEST SALE PRICE,AVERAGE SALE PRICE,MEDIAN SALE PRICE,HIGHEST SALE PRICE
HARLEM-UPPER             ,01 ONE FAMILY HOMES                        ,1,$2325000.00,$2325000.00,$2325000.00,$2325000.00
HARLEM-UPPER             ,02 TWO FAMILY HOMES                        ,5,$700000.00,$1201754.00,$977520.00,$2331250.00
HARLEM-UPPER             ,03 THREE FAMILY HOMES                      ,2,$661862.00,$874470.00,$874470.00,$1087078.00
HARLEM-WEST              ,02 TWO FAMILY HOMES                        ,1,$604761.00,$604761.00,$604761.00,$604761.00
INWOOD                   ,01 ONE FAMILY HOMES                        ,3,$331500.00,$428500.00,$422000.00,$532000.00
KIPS BAY                 ,02 TWO FAMILY HOMES                        ,1,$1000000.00,$1000000.00,$1000000.00,$1000000.00
KIPS BAY                 ,03 THREE FAMILY HOMES                      ,1,$3500000.00,$3500000.00,$3500000.00,$3500000.00
LITTLE ITALY             ,02 TWO FAMILY HOMES                        ,1,$3950000.00,$3950000.00,$3950000.00,$3950000.00
LOWER EAST SIDE          ,01 ONE FAMILY HOMES                        ,1,$3280000.00,$3280000.00,$3280000.00,$3280000.00
MANHATTAN VALLEY         ,01 ONE FAMILY HOMES                        ,1,$2750000.00,$2750000.00,$2750000.00,$2750000.00
MIDTOWN EAST             ,01 ONE FAMILY HOMES                        ,6,$3800000.00,$15655000.00,$11875000.00,$32500000.00
MIDTOWN EAST             ,02 TWO FAMILY HOMES                        ,2,$8750000.00,$10625000.00,$10625000.00,$12500000.00
MIDTOWN EAST             ,03 THREE FAMILY HOMES                      ,1,$13350000.00,$13350000.00,$13350000.00,$13350000.00
MURRAY HILL              ,01 ONE FAMILY HOMES                        ,2,$1802400.00,$2306200.00,$2306200.00,$2810000.00
MURRAY HILL              ,02 TWO FAMILY HOMES                        ,2,$4160000.00,$4455000.00,$4455000.00,$4750000.00
MURRAY HILL              ,03 THREE FAMILY HOMES                      ,1,$999000.00,$999000.00,$999000.00,$999000.00
SOHO                     ,01 ONE FAMILY HOMES                        ,1,$3550000.00,$3550000.00,$3550000.00,$3550000.00
SOHO                     ,02 TWO FAMILY HOMES                        ,2,$4900000.00,$5450000.00,$5450000.00,$6000000.00
TRIBECA                  ,01 ONE FAMILY HOMES                        ,2,$4750000.00,$5770000.00,$5770000.00,$6790000.00
UPPER EAST SIDE (59-79)  ,01 ONE FAMILY HOMES                        ,21,$1512500.00,$13968557.00,$9382700.00,$49000000.00
UPPER EAST SIDE (59-79)  ,02 TWO FAMILY HOMES                        ,6,$3100000.00,$8425000.00,$9500000.00,$12350000.00
UPPER EAST SIDE (59-79)  ,03 THREE FAMILY HOMES                      ,1,$13500000.00,$13500000.00,$13500000.00,$13500000.00
UPPER EAST SIDE (79-96)  ,01 ONE FAMILY HOMES                        ,12,$2300000.00,$9103345.00,$8013570.00,$27000000.00
UPPER EAST SIDE (79-96)  ,02 TWO FAMILY HOMES                        ,2,$4150000.00,$4725000.00,$4725000.00,$5300000.00
UPPER EAST SIDE (79-96)  ,03 THREE FAMILY HOMES                      ,2,$4400000.00,$5150000.00,$5150000.00,$5900000.00
UPPER WEST SIDE (59-79)  ,01 ONE FAMILY HOMES                        ,1,$7733300.00,$7733300.00,$7733300.00,$7733300.00
UPPER WEST SIDE (59-79)  ,02 TWO FAMILY HOMES                        ,1,$8210800.00,$8210800.00,$8210800.00,$8210800.00
UPPER WEST SIDE (59-79)  ,03 THREE FAMILY HOMES                      ,2,$4800000.00,$5500000.00,$5500000.00,$6200000.00
UPPER WEST SIDE (79-96)  ,01 ONE FAMILY HOMES                        ,3,$4775000.00,$6291667.00,$6250000.00,$7850000.00
UPPER WEST SIDE (79-96)  ,02 TWO FAMILY HOMES                        ,3,$2400000.00,$4576667.00,$5180000.00,$6150000.00
UPPER WEST SIDE (79-96)  ,03 THREE FAMILY HOMES                      ,4,$4200000.00,$5446250.00,$4817500.00,$7950000.00
UPPER WEST SIDE (96-116) ,02 TWO FAMILY HOMES                        ,1,$499000.00,$499000.00,$499000.00,$499000.00
WASHINGTON HEIGHTS LOWER ,01 ONE FAMILY HOMES                        ,4,$500000.00,$572917.00,$533333.00,$725000.00
WASHINGTON HEIGHTS LOWER ,02 TWO FAMILY HOMES                        ,2,$437000.00,$587213.00,$587213.00,$737425.00
WASHINGTON HEIGHTS LOWER ,03 THREE FAMILY HOMES                      ,3,$456176.00,$683725.00,$795000.00,$800000.00
WASHINGTON HEIGHTS UPPER ,02 TWO FAMILY HOMES                        ,1,$200000.00,$200000.00,$200000.00,$200000.00
WASHINGTON HEIGHTS UPPER ,03 THREE FAMILY HOMES                      ,1,$200000.00,$200000.00,$200000.00,$200000.00
