DBN,School Name,Cohort Year,Cohort Category,Demographic,Total Cohort Num,Total Grads Num,Total Grads Pct of cohort,Total Regents Num,Total Regents Pct of cohort,Total Regents Pct of grads,Advanced Regents Num,Advanced Regents Pct of cohort,Advanced Regents Pct of grads,Regents w/o Advanced Num,Regents w/o Advanced Pct of cohort,Regents w/o Advanced Pct of grads,Local Num,Local Pct of cohort,Local Pct of grads,Still Enrolled Num,Still Enrolled Pct of cohort,Dropped Out Num,Dropped Out Pct of cohort
01M448,UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,2004,5 Year,Female,68,51,75.00%,26,38.20%,51.00%,5,7.40%,9.80%,21,30.90%,41.20%,25,36.80%,49.00%,3,4.40%,10,14.70%
01M448,UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,2004,6 Year,Female,68,51,75.00%,26,38.20%,51.00%,5,7.40%,9.80%,21,30.90%,41.20%,25,36.80%,49.00%,1,1.50%,12,17.60%
01M448,UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,2005,4 Year  June,Female,59,31,52.50%,19,32.20%,61.30%,3,5.10%,9.70%,16,27.10%,51.60%,12,20.30%,38.70%,20,33.90%,6,10.20%
01M448,UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,2005,4 Year August,Female,59,34,57.60%,19,32.20%,55.90%,3,5.10%,8.80%,16,27.10%,47.10%,15,25.40%,44.10%,17,28.80%,6,10.20%
01M448,UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,2005,5 Year,Female,54,38,70.40%,19,35.20%,50.00%,3,5.60%,7.90%,16,29.60%,42.10%,19,35.20%,50.00%,2,3.70%,10,18.50%
01M448,UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,2005,6 Year,Female,52,39,75.00%,19,36.50%,48.70%,3,5.80%,7.70%,16,30.80%,41.00%,20,38.50%,51.30%, -   ,0.00%,11,21.20%
01M448,UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,2006,4 Year  June,Female,65,34,52.30%,28,43.10%,82.40%,5,7.70%,14.70%,23,35.40%,67.60%,6,9.20%,17.60%,19,29.20%,9,13.80%
01M448,UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,2006,4 Year August,Female,65,39,60.00%,28,43.10%,71.80%,5,7.70%,12.80%,23,35.40%,59.00%,11,16.90%,28.20%,14,21.50%,9,13.80%
01M448,UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,2006,5 Year  June,Female,60,41,68.30%,29,48.30%,70.70%,5,8.30%,12.20%,24,40.00%,58.50%,12,20.00%,29.30%,5,8.30%,9,15.00%
01M448,UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,2006,5 Year August,Female,60,43,71.70%,29,48.30%,67.40%,5,8.30%,11.60%,24,40.00%,55.80%,14,23.30%,32.60%,3,5.00%,9,15.00%
01M448,UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,2007,4 Year  June,Female,62,42,67.70%,28,45.20%,66.70%,7,11.30%,16.70%,21,33.90%,50.00%,14,22.60%,33.30%,11,17.70%,6,9.70%
01M448,UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,2007,4 Year August,Female,62,46,74.20%,29,46.80%,63.00%,7,11.30%,15.20%,22,35.50%,47.80%,17,27.40%,37.00%,7,11.30%,6,9.70%
01M448,UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,2001,4 Year  June,Male,37,27,73.00%,17,45.90%,63.00%,5,13.50%,18.50%,12,32.40%,44.40%,10,27.00%,37.00%,5,13.50%,5,13.50%
01M448,UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,2001,5 Year,Male,37,31,83.80%,18,48.60%,58.10%,5,13.50%,16.10%,13,35.10%,41.90%,13,35.10%,41.90%, -   ,0.00%,6,16.20%
01M448,UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,2001,6 Year,Male,37,31,83.80%,18,48.60%,58.10%,5,13.50%,16.10%,13,35.10%,41.90%,13,35.10%,41.90%, -   ,0.00%,6,16.20%
01M448,UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,2002,4 Year  June,Male,23,14,60.90%,8,34.80%,57.10%,4,17.40%,28.60%,4,17.40%,28.60%,6,26.10%,42.90%,8,34.80%, -   ,0.00%
01M448,UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,2002,5 Year,Male,23,21,91.30%,12,52.20%,57.10%,4,17.40%,19.00%,8,34.80%,38.10%,9,39.10%,42.90%, -   ,0.00%,1,4.30%
01M448,UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,2002,6 Year,Male,23,21,91.30%,12,52.20%,57.10%,4,17.40%,19.00%,8,34.80%,38.10%,9,39.10%,42.90%, -   ,0.00%,1,4.30%
01M448,UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,2003,4 Year  June,Male,42,25,59.50%,18,42.90%,72.00%,4,9.50%,16.00%,14,33.30%,56.00%,7,16.70%,28.00%,8,19.00%,9,21.40%
01M448,UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,2003,5 Year,Male,42,30,71.40%,20,47.60%,66.70%,4,9.50%,13.30%,16,38.10%,53.30%,10,23.80%,33.30%,1,2.40%,11,26.20%
01M448,UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,2003,6 Year,Male,43,30,69.80%,20,46.50%,66.70%,4,9.30%,13.30%,16,37.20%,53.30%,10,23.30%,33.30%,1,2.30%,12,27.90%
01M448,UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,2004,4 Year  June,Male,44,26,59.10%,11,25.00%,42.30%,1,2.30%,3.80%,10,22.70%,38.50%,15,34.10%,57.70%,15,34.10%,3,6.80%
01M448,UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,2004,5 Year,Male,44,32,72.70%,12,27.30%,37.50%,1,2.30%,3.10%,11,25.00%,34.40%,20,45.50%,62.50%,4,9.10%,6,13.60%
01M448,UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,2004,6 Year,Male,41,33,80.50%,13,31.70%,39.40%,1,2.40%,3.00%,12,29.30%,36.40%,20,48.80%,60.60%, -   ,0.00%,7,17.10%
01M448,UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,2005,4 Year  June,Male,62,33,53.20%,16,25.80%,48.50%,1,1.60%,3.00%,15,24.20%,45.50%,17,27.40%,51.50%,21,33.90%,5,8.10%
01M448,UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,2005,4 Year August,Male,62,36,58.10%,16,25.80%,44.40%,1,1.60%,2.80%,15,24.20%,41.70%,20,32.30%,55.60%,18,29.00%,5,8.10%
01M448,UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,2005,5 Year,Male,62,43,69.40%,18,29.00%,41.90%,1,1.60%,2.30%,17,27.40%,39.50%,25,40.30%,58.10%,5,8.10%,11,17.70%
01M448,UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,2005,6 Year,Male,60,44,73.30%,18,30.00%,40.90%,1,1.70%,2.30%,17,28.30%,38.60%,26,43.30%,59.10%,1,1.70%,12,20.00%
01M448,UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,2006,4 Year  June,Male,59,19,32.20%,14,23.70%,73.70%,3,5.10%,15.80%,11,18.60%,57.90%,5,8.50%,26.30%,27,45.80%,11,18.60%
01M448,UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,2006,4 Year August,Male,59,21,35.60%,14,23.70%,66.70%,3,5.10%,14.30%,11,18.60%,52.40%,7,11.90%,33.30%,25,42.40%,11,18.60%
01M448,UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,2006,5 Year  June,Male,56,31,55.40%,14,25.00%,45.20%,3,5.40%,9.70%,11,19.60%,35.50%,17,30.40%,54.80%,6,10.70%,16,28.60%
01M448,UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,2006,5 Year August,Male,56,34,60.70%,15,26.80%,44.10%,3,5.40%,8.80%,12,21.40%,35.30%,19,33.90%,55.90%,3,5.40%,16,28.60%
01M448,UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,2007,4 Year  June,Male,88,57,64.80%,49,55.70%,86.00%,10,11.40%,17.50%,39,44.30%,68.40%,8,9.10%,14.00%,14,15.90%,11,12.50%
01M448,UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,2007,4 Year August,Male,88,60,68.20%,51,58.00%,85.00%,10,11.40%,16.70%,41,46.60%,68.30%,9,10.20%,15.00%,11,12.50%,11,12.50%
01M450,EAST SIDE COMMUNITY SCHOOL,2001,4 Year  June,Female,33,21,63.60%,21,63.60%,100.00%, -   ,0.00%,0.00%,21,63.60%,100.00%, -   ,0.00%,0.00%,1,3.00%,10,30.30%
01M450,EAST SIDE COMMUNITY SCHOOL,2001,5 Year,Female,33,21,63.60%,21,63.60%,100.00%, -   ,0.00%,0.00%,21,63.60%,100.00%, -   ,0.00%,0.00%, -   ,0.00%,11,33.30%
01M450,EAST SIDE COMMUNITY SCHOOL,2001,6 Year,Female,33,21,63.60%,21,63.60%,100.00%, -   ,0.00%,0.00%,21,63.60%,100.00%, -   ,0.00%,0.00%, -   ,0.00%,11,33.30%
01M450,EAST SIDE COMMUNITY SCHOOL,2002,4 Year  June,Female,33,22,66.70%,22,66.70%,100.00%, -   ,0.00%,0.00%,22,66.70%,100.00%, -   ,0.00%,0.00%,7,21.20%,4,12.10%
01M450,EAST SIDE COMMUNITY SCHOOL,2002,5 Year,Female,33,26,78.80%,25,75.80%,96.20%, -   ,0.00%,0.00%,25,75.80%,96.20%,1,3.00%,3.80%,1,3.00%,6,18.20%
01M450,EAST SIDE COMMUNITY SCHOOL,2002,6 Year,Female,33,26,78.80%,25,75.80%,96.20%, -   ,0.00%,0.00%,25,75.80%,96.20%,1,3.00%,3.80%, -   ,0.00%,7,21.20%
01M450,EAST SIDE COMMUNITY SCHOOL,2003,4 Year  June,Female,34,24,70.60%,23,67.60%,95.80%, -   ,0.00%,0.00%,23,67.60%,95.80%,1,2.90%,4.20%,7,20.60%,3,8.80%
01M450,EAST SIDE COMMUNITY SCHOOL,2003,5 Year,Female,34,28,82.40%,26,76.50%,92.90%, -   ,0.00%,0.00%,26,76.50%,92.90%,2,5.90%,7.10%, -   ,0.00%,6,17.60%
01M450,EAST SIDE COMMUNITY SCHOOL,2003,6 Year,Female,33,28,84.80%,26,78.80%,92.90%, -   ,0.00%,0.00%,26,78.80%,92.90%,2,6.10%,7.10%, -   ,0.00%,5,15.20%
01M450,EAST SIDE COMMUNITY SCHOOL,2004,4 Year  June,Female,45,31,68.90%,26,57.80%,83.90%, -   ,0.00%,0.00%,26,57.80%,83.90%,5,11.10%,16.10%,7,15.60%,7,15.60%
01M450,EAST SIDE COMMUNITY SCHOOL,2004,5 Year,Female,42,33,78.60%,28,66.70%,84.80%, -   ,0.00%,0.00%,28,66.70%,84.80%,5,11.90%,15.20%,2,4.80%,6,14.30%
01M450,EAST SIDE COMMUNITY SCHOOL,2004,6 Year,Female,42,33,78.60%,28,66.70%,84.80%, -   ,0.00%,0.00%,28,66.70%,84.80%,5,11.90%,15.20%,1,2.40%,7,16.70%
01M450,EAST SIDE COMMUNITY SCHOOL,2005,4 Year  June,Female,47,36,76.60%,35,74.50%,97.20%, -   ,0.00%,0.00%,35,74.50%,97.20%,1,2.10%,2.80%,4,8.50%,6,12.80%
01M450,EAST SIDE COMMUNITY SCHOOL,2005,4 Year August,Female,47,36,76.60%,35,74.50%,97.20%, -   ,0.00%,0.00%,35,74.50%,97.20%,1,2.10%,2.80%,4,8.50%,6,12.80%
01M450,EAST SIDE COMMUNITY SCHOOL,2005,5 Year,Female,48,37,77.10%,36,75.00%,97.30%, -   ,0.00%,0.00%,36,75.00%,97.30%,1,2.10%,2.70%,2,4.20%,7,14.60%
01M450,EAST SIDE COMMUNITY SCHOOL,2005,6 Year,Female,48,38,79.20%,37,77.10%,97.40%, -   ,0.00%,0.00%,37,77.10%,97.40%,1,2.10%,2.60%, -   ,0.00%,9,18.80%
01M450,EAST SIDE COMMUNITY SCHOOL,2006,4 Year  June,Female,41,33,80.50%,32,78.00%,97.00%, -   ,0.00%,0.00%,32,78.00%,97.00%,1,2.40%,3.00%,6,14.60%,2,4.90%
01M450,EAST SIDE COMMUNITY SCHOOL,2006,4 Year August,Female,41,33,80.50%,32,78.00%,97.00%, -   ,0.00%,0.00%,32,78.00%,97.00%,1,2.40%,3.00%,6,14.60%,2,4.90%
01M450,EAST SIDE COMMUNITY SCHOOL,2006,5 Year  June,Female,41,35,85.40%,34,82.90%,97.10%, -   ,0.00%,0.00%,34,82.90%,97.10%,1,2.40%,2.90%,2,4.90%,4,9.80%
01M450,EAST SIDE COMMUNITY SCHOOL,2006,5 Year August,Female,41,37,90.20%,36,87.80%,97.30%, -   ,0.00%,0.00%,36,87.80%,97.30%,1,2.40%,2.70%, -   ,0.00%,4,9.80%
01M450,EAST SIDE COMMUNITY SCHOOL,2007,4 Year  June,Female,51,31,60.80%,31,60.80%,100.00%, -   ,0.00%,0.00%,31,60.80%,100.00%, -   ,0.00%,0.00%,12,23.50%,5,9.80%
01M450,EAST SIDE COMMUNITY SCHOOL,2007,4 Year August,Female,51,37,72.50%,37,72.50%,100.00%, -   ,0.00%,0.00%,37,72.50%,100.00%, -   ,0.00%,0.00%,6,11.80%,5,9.80%
01M450,EAST SIDE COMMUNITY SCHOOL,2001,4 Year  June,Male,28,20,71.40%,19,67.90%,95.00%, -   ,0.00%,0.00%,19,67.90%,95.00%,1,3.60%,5.00%,6,21.40%,2,7.10%
01M450,EAST SIDE COMMUNITY SCHOOL,2001,5 Year,Male,28,24,85.70%,23,82.10%,95.80%, -   ,0.00%,0.00%,23,82.10%,95.80%,1,3.60%,4.20%,1,3.60%,3,10.70%
01M450,EAST SIDE COMMUNITY SCHOOL,2001,6 Year,Male,28,25,89.30%,24,85.70%,96.00%, -   ,0.00%,0.00%,24,85.70%,96.00%,1,3.60%,4.00%, -   ,0.00%,3,10.70%
01M450,EAST SIDE COMMUNITY SCHOOL,2002,4 Year  June,Male,39,23,59.00%,23,59.00%,100.00%, -   ,0.00%,0.00%,23,59.00%,100.00%, -   ,0.00%,0.00%,11,28.20%,3,7.70%
01M450,EAST SIDE COMMUNITY SCHOOL,2002,5 Year,Male,39,28,71.80%,27,69.20%,96.40%, -   ,0.00%,0.00%,27,69.20%,96.40%,1,2.60%,3.60%,4,10.30%,5,12.80%
01M450,EAST SIDE COMMUNITY SCHOOL,2002,6 Year,Male,39,29,74.40%,28,71.80%,96.60%, -   ,0.00%,0.00%,28,71.80%,96.60%,1,2.60%,3.40%,1,2.60%,7,17.90%
01M450,EAST SIDE COMMUNITY SCHOOL,2003,4 Year  June,Male,45,25,55.60%,21,46.70%,84.00%, -   ,0.00%,0.00%,21,46.70%,84.00%,4,8.90%,16.00%,13,28.90%,7,15.60%
01M450,EAST SIDE COMMUNITY SCHOOL,2003,5 Year,Male,45,31,68.90%,25,55.60%,80.60%, -   ,0.00%,0.00%,25,55.60%,80.60%,6,13.30%,19.40%,2,4.40%,11,24.40%
01M450,EAST SIDE COMMUNITY SCHOOL,2003,6 Year,Male,45,31,68.90%,25,55.60%,80.60%, -   ,0.00%,0.00%,25,55.60%,80.60%,6,13.30%,19.40%,1,2.20%,12,26.70%
01M450,EAST SIDE COMMUNITY SCHOOL,2004,4 Year  June,Male,35,27,77.10%,22,62.90%,81.50%, -   ,0.00%,0.00%,22,62.90%,81.50%,5,14.30%,18.50%,6,17.10%,2,5.70%
01M450,EAST SIDE COMMUNITY SCHOOL,2004,5 Year,Male,35,29,82.90%,22,62.90%,75.90%, -   ,0.00%,0.00%,22,62.90%,75.90%,7,20.00%,24.10%,1,2.90%,4,11.40%
01M450,EAST SIDE COMMUNITY SCHOOL,2004,6 Year,Male,36,30,83.30%,23,63.90%,76.70%, -   ,0.00%,0.00%,23,63.90%,76.70%,7,19.40%,23.30%, -   ,0.00%,4,11.10%
01M450,EAST SIDE COMMUNITY SCHOOL,2005,4 Year  June,Male,38,25,65.80%,23,60.50%,92.00%, -   ,0.00%,0.00%,23,60.50%,92.00%,2,5.30%,8.00%,7,18.40%,3,7.90%
01M450,EAST SIDE COMMUNITY SCHOOL,2005,4 Year August,Male,38,26,68.40%,24,63.20%,92.30%, -   ,0.00%,0.00%,24,63.20%,92.30%,2,5.30%,7.70%,6,15.80%,3,7.90%
01M450,EAST SIDE COMMUNITY SCHOOL,2005,5 Year,Male,38,26,68.40%,24,63.20%,92.30%, -   ,0.00%,0.00%,24,63.20%,92.30%,2,5.30%,7.70%,1,2.60%,4,10.50%
01M450,EAST SIDE COMMUNITY SCHOOL,2005,6 Year,Male,38,26,68.40%,24,63.20%,92.30%, -   ,0.00%,0.00%,24,63.20%,92.30%,2,5.30%,7.70%,1,2.60%,4,10.50%
