DBN,School Name,Cohort Year,Demographic,Total Cohort Num,Total Grads Num,Num achieving APM ,Pct of cohort achieving APM,Pct of graduates achieving APM
02M288,FOOD AND FINANCE HIGH SCHOOL,2006,Black,45,39,5,11.10%,12.80%
02M288,FOOD AND FINANCE HIGH SCHOOL,2007,Black,45,35,2,4.40%,5.70%
02M288,FOOD AND FINANCE HIGH SCHOOL,2006,Hispanic,51,46,7,13.70%,15.20%
02M288,FOOD AND FINANCE HIGH SCHOOL,2007,Hispanic,37,28,4,10.80%,14.30%
02M288,FOOD AND FINANCE HIGH SCHOOL,2006,White,2,2,s,s,s
02M288,FOOD AND FINANCE HIGH SCHOOL,2007,White,7,5,s,s,s
02M296,HIGH SCHOOL OF HOSPITALITY MANAGEMENT,2006,Asian,6,6,s,s,s
02M296,HIGH SCHOOL OF HOSPITALITY MANAGEMENT,2007,Asian,5,5,s,s,s
02M296,HIGH SCHOOL OF HOSPITALITY MANAGEMENT,2006,Black,24,19,s,s,s
02M296,HIGH SCHOOL OF HOSPITALITY MANAGEMENT,2007,Black,28,19,s,s,s
02M296,HIGH SCHOOL OF HOSPITALITY MANAGEMENT,2006,Hispanic,41,30,7,17.10%,23.30%
02M296,HIGH SCHOOL OF HOSPITALITY MANAGEMENT,2007,Hispanic,48,36,3,6.30%,8.30%
02M296,HIGH SCHOOL OF HOSPITALITY MANAGEMENT,2006,White,4,3,s,s,s
02M296,HIGH SCHOOL OF HOSPITALITY MANAGEMENT,2007,White,1,1,s,s,s
02M298,PACE HIGH SCHOOL,2006,Asian,12,12,s,s,s
02M298,PACE HIGH SCHOOL,2007,Asian,24,22,12,50.00%,54.50%
02M298,PACE HIGH SCHOOL,2006,Black,31,26,9,29.00%,34.60%
02M298,PACE HIGH SCHOOL,2007,Black,31,28,4,12.90%,14.30%
02M298,PACE HIGH SCHOOL,2006,Hispanic,36,29,8,22.20%,27.60%
02M298,PACE HIGH SCHOOL,2007,Hispanic,26,23,6,23.10%,26.10%
02M298,PACE HIGH SCHOOL,2006,White,7,5,s,s,s
02M298,PACE HIGH SCHOOL,2007,White,10,10,s,s,s
02M300,URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION,2006,Asian,1,0,s,s,s
02M300,URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION,2007,Asian,4,4,s,s,s
02M300,URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION,2006,Black,12,5,s,s,s
02M300,URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION,2007,Black,14,3,s,s,s
02M300,URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION,2006,Hispanic,64,43,11,17.20%,25.60%
02M300,URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION,2007,Hispanic,61,35,12,19.70%,34.30%
02M300,URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION,2006,White,3,1,s,s,s
02M300,URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION,2007,White,7,5,s,s,s
02M305,URBAN ASSEMBLY ACADEMY OF GOVERNMENT AND LAW,2006,Asian,1,0,s,s,s
02M305,URBAN ASSEMBLY ACADEMY OF GOVERNMENT AND LAW,2007,Asian,2,2,s,s,s
02M305,URBAN ASSEMBLY ACADEMY OF GOVERNMENT AND LAW,2006,Black,23,15,s,s,s
02M305,URBAN ASSEMBLY ACADEMY OF GOVERNMENT AND LAW,2007,Black,25,18,s,s,s
02M305,URBAN ASSEMBLY ACADEMY OF GOVERNMENT AND LAW,2006,Hispanic,32,26,2,6.30%,7.70%
02M305,URBAN ASSEMBLY ACADEMY OF GOVERNMENT AND LAW,2007,Hispanic,29,16,s,s,s
02M305,URBAN ASSEMBLY ACADEMY OF GOVERNMENT AND LAW,2006,White,5,5,s,s,s
02M305,URBAN ASSEMBLY ACADEMY OF GOVERNMENT AND LAW,2007,White,1,0,s,s,s
02M308,LOWER MANHATTAN ARTS ACADEMY,2006,Asian,2,2,s,s,s
02M308,LOWER MANHATTAN ARTS ACADEMY,2007,Asian,4,3,s,s,s
02M308,LOWER MANHATTAN ARTS ACADEMY,2006,Black,17,14,s,s,s
02M308,LOWER MANHATTAN ARTS ACADEMY,2007,Black,17,12,s,s,s
02M308,LOWER MANHATTAN ARTS ACADEMY,2006,Hispanic,42,24,4,9.50%,16.70%
02M308,LOWER MANHATTAN ARTS ACADEMY,2007,Hispanic,39,29,3,7.70%,10.30%
02M308,LOWER MANHATTAN ARTS ACADEMY,2006,White,6,5,s,s,s
02M308,LOWER MANHATTAN ARTS ACADEMY,2007,White,2,2,s,s,s
02M316,URBAN ASSEMBLY SCHOOL OF BUSINESS FOR YOUNG WOMEN,2006,Asian,5,4,s,s,s
02M316,URBAN ASSEMBLY SCHOOL OF BUSINESS FOR YOUNG WOMEN,2007,Asian,1,1,s,s,s
02M316,URBAN ASSEMBLY SCHOOL OF BUSINESS FOR YOUNG WOMEN,2006,Black,28,23,4,14.30%,17.40%
02M316,URBAN ASSEMBLY SCHOOL OF BUSINESS FOR YOUNG WOMEN,2007,Black,22,10,s,s,s
02M316,URBAN ASSEMBLY SCHOOL OF BUSINESS FOR YOUNG WOMEN,2006,Hispanic,36,24,1,2.80%,4.20%
02M316,URBAN ASSEMBLY SCHOOL OF BUSINESS FOR YOUNG WOMEN,2007,Hispanic,37,25,0,0.00%,0.00%
02M316,URBAN ASSEMBLY SCHOOL OF BUSINESS FOR YOUNG WOMEN,2006,White,1,1,s,s,s
02M316,URBAN ASSEMBLY SCHOOL OF BUSINESS FOR YOUNG WOMEN,2007,White,1,1,s,s,s
02M374,GRAMERCY ARTS HIGH SCHOOL,2006,Asian,2,1,s,s,s
02M374,GRAMERCY ARTS HIGH SCHOOL,2007,Asian,1,1,s,s,s
02M374,GRAMERCY ARTS HIGH SCHOOL,2006,Black,47,32,1,2.10%,3.10%
02M374,GRAMERCY ARTS HIGH SCHOOL,2007,Black,35,23,1,2.90%,4.30%
02M374,GRAMERCY ARTS HIGH SCHOOL,2006,Hispanic,41,33,2,4.90%,6.10%
02M374,GRAMERCY ARTS HIGH SCHOOL,2007,Hispanic,30,25,0,0.00%,0.00%
02M374,GRAMERCY ARTS HIGH SCHOOL,2006,White,2,1,s,s,s
02M374,GRAMERCY ARTS HIGH SCHOOL,2007,White,6,4,s,s,s
02M394,EMMA LAZARUS HIGH SCHOOL,2006,Asian,6,0,s,s,s
02M394,EMMA LAZARUS HIGH SCHOOL,2007,Asian,8,1,s,s,s
02M394,EMMA LAZARUS HIGH SCHOOL,2006,Black,1,0,s,s,s
02M394,EMMA LAZARUS HIGH SCHOOL,2007,Black,1,0,s,s,s
02M394,EMMA LAZARUS HIGH SCHOOL,2006,Hispanic,3,0,s,s,s
02M394,EMMA LAZARUS HIGH SCHOOL,2007,Hispanic,5,0,s,s,s
02M400,HIGH SCHOOL FOR ENVIRONMENTAL STUDIES,2006,Asian,72,63,49,68.10%,77.80%
02M400,HIGH SCHOOL FOR ENVIRONMENTAL STUDIES,2007,Asian,60,55,40,66.70%,72.70%
02M400,HIGH SCHOOL FOR ENVIRONMENTAL STUDIES,2006,Black,75,48,17,22.70%,35.40%
02M400,HIGH SCHOOL FOR ENVIRONMENTAL STUDIES,2007,Black,58,42,16,27.60%,38.10%
02M400,HIGH SCHOOL FOR ENVIRONMENTAL STUDIES,2006,Hispanic,169,122,44,26.00%,36.10%
02M400,HIGH SCHOOL FOR ENVIRONMENTAL STUDIES,2007,Hispanic,184,141,52,28.30%,36.90%
02M400,HIGH SCHOOL FOR ENVIRONMENTAL STUDIES,2006,White,36,29,12,33.30%,41.40%
02M400,HIGH SCHOOL FOR ENVIRONMENTAL STUDIES,2007,White,38,35,17,44.70%,48.60%
02M408,PROFESSIONAL PERFORMING ARTS HIGH SCHOOL,2006,Asian,5,5,s,s,s
02M408,PROFESSIONAL PERFORMING ARTS HIGH SCHOOL,2007,Asian,5,4,s,s,s
02M408,PROFESSIONAL PERFORMING ARTS HIGH SCHOOL,2006,Black,24,21,4,16.70%,19.00%
02M408,PROFESSIONAL PERFORMING ARTS HIGH SCHOOL,2007,Black,25,23,3,12.00%,13.00%
02M408,PROFESSIONAL PERFORMING ARTS HIGH SCHOOL,2006,Hispanic,12,10,s,s,s
02M408,PROFESSIONAL PERFORMING ARTS HIGH SCHOOL,2007,Hispanic,35,31,9,25.70%,29.00%
02M408,PROFESSIONAL PERFORMING ARTS HIGH SCHOOL,2006,White,38,37,18,47.40%,48.60%
02M408,PROFESSIONAL PERFORMING ARTS HIGH SCHOOL,2007,White,30,27,14,46.70%,51.90%
02M411,BARUCH COLLEGE CAMPUS HIGH SCHOOL,2006,Asian,61,60,45,73.80%,75.00%
02M411,BARUCH COLLEGE CAMPUS HIGH SCHOOL,2007,Asian,66,66,54,81.80%,81.80%
02M411,BARUCH COLLEGE CAMPUS HIGH SCHOOL,2006,Black,7,7,s,s,s
02M411,BARUCH COLLEGE CAMPUS HIGH SCHOOL,2007,Black,6,5,s,s,s
02M411,BARUCH COLLEGE CAMPUS HIGH SCHOOL,2006,Hispanic,12,12,s,s,s
02M411,BARUCH COLLEGE CAMPUS HIGH SCHOOL,2007,Hispanic,9,9,s,s,s
02M411,BARUCH COLLEGE CAMPUS HIGH SCHOOL,2006,White,25,24,16,64.00%,66.70%
02M411,BARUCH COLLEGE CAMPUS HIGH SCHOOL,2007,White,25,25,21,84.00%,84.00%
02M412,NYC LAB HIGH SCHOOL FOR COLLABORATIVE STUDIES,2006,Asian,32,31,22,68.80%,71.00%
02M412,NYC LAB HIGH SCHOOL FOR COLLABORATIVE STUDIES,2007,Asian,43,38,25,58.10%,65.80%
02M412,NYC LAB HIGH SCHOOL FOR COLLABORATIVE STUDIES,2006,Black,20,18,s,s,s
02M412,NYC LAB HIGH SCHOOL FOR COLLABORATIVE STUDIES,2007,Black,11,8,s,s,s
02M412,NYC LAB HIGH SCHOOL FOR COLLABORATIVE STUDIES,2006,Hispanic,16,13,s,s,s
02M412,NYC LAB HIGH SCHOOL FOR COLLABORATIVE STUDIES,2007,Hispanic,21,19,s,s,s
02M412,NYC LAB HIGH SCHOOL FOR COLLABORATIVE STUDIES,2006,White,54,49,32,59.30%,65.30%
02M412,NYC LAB HIGH SCHOOL FOR COLLABORATIVE STUDIES,2007,White,60,57,53,88.30%,93.00%
02M414,NYC MUSEUM SCHOOL,2006,Asian,15,14,s,s,s
02M414,NYC MUSEUM SCHOOL,2007,Asian,37,36,26,70.30%,72.20%
02M414,NYC MUSEUM SCHOOL,2006,Black,23,21,3,13.00%,14.30%
02M414,NYC MUSEUM SCHOOL,2007,Black,16,16,s,s,s
02M414,NYC MUSEUM SCHOOL,2006,Hispanic,47,44,9,19.10%,20.50%
02M414,NYC MUSEUM SCHOOL,2007,Hispanic,28,28,8,28.60%,28.60%
02M414,NYC MUSEUM SCHOOL,2006,White,21,21,5,23.80%,23.80%
02M414,NYC MUSEUM SCHOOL,2007,White,16,13,s,s,s
02M416,ELEANOR ROOSEVELT HIGH SCHOOL,2006,Asian,27,27,22,81.50%,81.50%
02M416,ELEANOR ROOSEVELT HIGH SCHOOL,2007,Asian,18,18,s,s,s
02M416,ELEANOR ROOSEVELT HIGH SCHOOL,2006,Black,11,11,s,s,s
02M416,ELEANOR ROOSEVELT HIGH SCHOOL,2007,Black,9,9,s,s,s
02M416,ELEANOR ROOSEVELT HIGH SCHOOL,2006,Hispanic,11,11,s,s,s
02M416,ELEANOR ROOSEVELT HIGH SCHOOL,2007,Hispanic,13,13,s,s,s
02M416,ELEANOR ROOSEVELT HIGH SCHOOL,2006,White,75,75,62,82.70%,82.70%
02M416,ELEANOR ROOSEVELT HIGH SCHOOL,2007,White,71,71,63,88.70%,88.70%
02M418,MILLENNIUM HIGH SCHOOL,2006,Asian,48,47,36,75.00%,76.60%
02M418,MILLENNIUM HIGH SCHOOL,2007,Asian,40,38,35,87.50%,92.10%
02M418,MILLENNIUM HIGH SCHOOL,2006,Black,22,21,12,54.50%,57.10%
02M418,MILLENNIUM HIGH SCHOOL,2007,Black,12,10,s,s,s
02M418,MILLENNIUM HIGH SCHOOL,2006,Hispanic,29,27,11,37.90%,40.70%
02M418,MILLENNIUM HIGH SCHOOL,2007,Hispanic,45,38,23,51.10%,60.50%
02M418,MILLENNIUM HIGH SCHOOL,2006,White,49,48,36,73.50%,75.00%
02M418,MILLENNIUM HIGH SCHOOL,2007,White,48,47,32,66.70%,68.10%
02M420,HIGH SCHOOL FOR HEALTH PROFESSIONS & HUMAN SERVICE,2006,Asian,79,70,33,41.80%,47.10%
02M420,HIGH SCHOOL FOR HEALTH PROFESSIONS & HUMAN SERVICE,2007,Asian,74,63,34,45.90%,54.00%
02M420,HIGH SCHOOL FOR HEALTH PROFESSIONS & HUMAN SERVICE,2006,Black,86,65,17,19.80%,26.20%
02M420,HIGH SCHOOL FOR HEALTH PROFESSIONS & HUMAN SERVICE,2007,Black,91,66,12,13.20%,18.20%
02M420,HIGH SCHOOL FOR HEALTH PROFESSIONS & HUMAN SERVICE,2006,Hispanic,149,121,31,20.80%,25.60%
02M420,HIGH SCHOOL FOR HEALTH PROFESSIONS & HUMAN SERVICE,2007,Hispanic,171,134,35,20.50%,26.10%
02M420,HIGH SCHOOL FOR HEALTH PROFESSIONS & HUMAN SERVICE,2006,White,27,24,9,33.30%,37.50%
02M420,HIGH SCHOOL FOR HEALTH PROFESSIONS & HUMAN SERVICE,2007,White,20,18,s,s,s
02M425,LEADERSHIP & PUBLIC SERVICE HIGH SCHOOL,2006,Asian,16,12,s,s,s
02M425,LEADERSHIP & PUBLIC SERVICE HIGH SCHOOL,2007,Asian,8,7,s,s,s
02M425,LEADERSHIP & PUBLIC SERVICE HIGH SCHOOL,2006,Black,49,23,4,8.20%,17.40%
02M425,LEADERSHIP & PUBLIC SERVICE HIGH SCHOOL,2007,Black,41,30,5,12.20%,16.70%
02M425,LEADERSHIP & PUBLIC SERVICE HIGH SCHOOL,2006,Hispanic,77,41,12,15.60%,29.30%
02M425,LEADERSHIP & PUBLIC SERVICE HIGH SCHOOL,2007,Hispanic,92,61,10,10.90%,16.40%
02M425,LEADERSHIP & PUBLIC SERVICE HIGH SCHOOL,2006,White,1,1,s,s,s
02M425,LEADERSHIP & PUBLIC SERVICE HIGH SCHOOL,2007,White,10,8,s,s,s
02M440,BAYARD RUSTIN EDUCATIONAL COMPLEX,2006,Asian,29,11,s,s,s
02M440,BAYARD RUSTIN EDUCATIONAL COMPLEX,2007,Asian,28,16,s,s,s
02M440,BAYARD RUSTIN EDUCATIONAL COMPLEX,2006,Black,97,43,5,5.20%,11.60%
02M440,BAYARD RUSTIN EDUCATIONAL COMPLEX,2007,Black,78,21,2,2.60%,9.50%
02M440,BAYARD RUSTIN EDUCATIONAL COMPLEX,2006,Hispanic,223,76,6,2.70%,7.90%
02M440,BAYARD RUSTIN EDUCATIONAL COMPLEX,2007,Hispanic,179,45,5,2.80%,11.10%
02M440,BAYARD RUSTIN EDUCATIONAL COMPLEX,2006,White,11,6,s,s,s
02M440,BAYARD RUSTIN EDUCATIONAL COMPLEX,2007,White,6,2,s,s,s
02M460,WASHINGTON IRVING HIGH SCHOOL,2006,Asian,21,20,s,s,s
02M460,WASHINGTON IRVING HIGH SCHOOL,2007,Asian,14,11,s,s,s
02M460,WASHINGTON IRVING HIGH SCHOOL,2006,Black,137,78,4,2.90%,5.10%
02M460,WASHINGTON IRVING HIGH SCHOOL,2007,Black,120,55,4,3.30%,7.30%
02M460,WASHINGTON IRVING HIGH SCHOOL,2006,Hispanic,273,123,11,4.00%,8.90%
02M460,WASHINGTON IRVING HIGH SCHOOL,2007,Hispanic,264,117,9,3.40%,7.70%
02M460,WASHINGTON IRVING HIGH SCHOOL,2006,White,11,8,s,s,s
02M460,WASHINGTON IRVING HIGH SCHOOL,2007,White,7,4,s,s,s
02M475,STUYVESANT HIGH SCHOOL,2006,Asian,522,515,514,98.50%,99.80%
02M475,STUYVESANT HIGH SCHOOL,2007,Asian,538,524,519,96.50%,99.00%
02M475,STUYVESANT HIGH SCHOOL,2006,Black,24,23,23,95.80%,100.00%
02M475,STUYVESANT HIGH SCHOOL,2007,Black,11,11,s,s,s
02M475,STUYVESANT HIGH SCHOOL,2006,Hispanic,21,21,21,100.00%,100.00%
02M475,STUYVESANT HIGH SCHOOL,2007,Hispanic,30,28,27,90.00%,96.40%
02M475,STUYVESANT HIGH SCHOOL,2006,White,219,214,214,97.70%,100.00%
02M475,STUYVESANT HIGH SCHOOL,2007,White,205,198,197,96.10%,99.50%
02M489,HIGH SCHOOL OF ECONOMICS & FINANCE,2006,Asian,48,41,21,43.80%,51.20%
02M489,HIGH SCHOOL OF ECONOMICS & FINANCE,2007,Asian,65,55,27,41.50%,49.10%
02M489,HIGH SCHOOL OF ECONOMICS & FINANCE,2006,Black,47,30,8,17.00%,26.70%
02M489,HIGH SCHOOL OF ECONOMICS & FINANCE,2007,Black,38,24,8,21.10%,33.30%
02M489,HIGH SCHOOL OF ECONOMICS & FINANCE,2006,Hispanic,55,39,9,16.40%,23.10%
02M489,HIGH SCHOOL OF ECONOMICS & FINANCE,2007,Hispanic,70,58,16,22.90%,27.60%
02M489,HIGH SCHOOL OF ECONOMICS & FINANCE,2006,White,27,26,15,55.60%,57.70%
02M489,HIGH SCHOOL OF ECONOMICS & FINANCE,2007,White,19,17,s,s,s
02M500,UNITY CENTER FOR URBAN TECHNOLOGIES,2006,Black,18,12,s,s,s
02M500,UNITY CENTER FOR URBAN TECHNOLOGIES,2007,Black,23,15,s,s,s
02M500,UNITY CENTER FOR URBAN TECHNOLOGIES,2006,Hispanic,35,27,1,2.90%,3.70%
02M500,UNITY CENTER FOR URBAN TECHNOLOGIES,2007,Hispanic,34,18,s,s,s
02M519,TALENT UNLIMITED HIGH SCHOOL,2006,Asian,5,5,s,s,s
02M519,TALENT UNLIMITED HIGH SCHOOL,2007,Asian,5,5,s,s,s
02M519,TALENT UNLIMITED HIGH SCHOOL,2006,Black,47,42,12,25.50%,28.60%
02M519,TALENT UNLIMITED HIGH SCHOOL,2007,Black,30,28,9,30.00%,32.10%
02M519,TALENT UNLIMITED HIGH SCHOOL,2006,Hispanic,56,52,19,33.90%,36.50%
02M519,TALENT UNLIMITED HIGH SCHOOL,2007,Hispanic,30,26,9,30.00%,34.60%
02M519,TALENT UNLIMITED HIGH SCHOOL,2006,White,25,24,12,48.00%,50.00%
02M519,TALENT UNLIMITED HIGH SCHOOL,2007,White,20,20,s,s,s
02M520,MURRY BERGTRAUM HIGH SCHOOL FOR BUSINESS CAREERS,2006,Asian,89,66,36,40.40%,54.50%
02M520,MURRY BERGTRAUM HIGH SCHOOL FOR BUSINESS CAREERS,2007,Asian,91,70,37,40.70%,52.90%
02M520,MURRY BERGTRAUM HIGH SCHOOL FOR BUSINESS CAREERS,2006,Black,225,116,25,11.10%,21.60%
02M520,MURRY BERGTRAUM HIGH SCHOOL FOR BUSINESS CAREERS,2007,Black,164,90,19,11.60%,21.10%
02M520,MURRY BERGTRAUM HIGH SCHOOL FOR BUSINESS CAREERS,2006,Hispanic,308,169,49,15.90%,29.00%
02M520,MURRY BERGTRAUM HIGH SCHOOL FOR BUSINESS CAREERS,2007,Hispanic,290,161,34,11.70%,21.10%
02M520,MURRY BERGTRAUM HIGH SCHOOL FOR BUSINESS CAREERS,2006,White,13,7,s,s,s
02M520,MURRY BERGTRAUM HIGH SCHOOL FOR BUSINESS CAREERS,2007,White,17,7,s,s,s
02M529,JACQUELINE KENNEDY-ONASSIS HIGH SCHOOL,2006,Asian,5,5,s,s,s
02M529,JACQUELINE KENNEDY-ONASSIS HIGH SCHOOL,2007,Asian,11,6,s,s,s
02M529,JACQUELINE KENNEDY-ONASSIS HIGH SCHOOL,2006,Black,38,25,4,10.50%,16.00%
02M529,JACQUELINE KENNEDY-ONASSIS HIGH SCHOOL,2007,Black,54,28,5,9.30%,17.90%
02M529,JACQUELINE KENNEDY-ONASSIS HIGH SCHOOL,2006,Hispanic,96,61,19,19.80%,31.10%
02M529,JACQUELINE KENNEDY-ONASSIS HIGH SCHOOL,2007,Hispanic,110,58,12,10.90%,20.70%
02M529,JACQUELINE KENNEDY-ONASSIS HIGH SCHOOL,2006,White,8,4,s,s,s
02M529,JACQUELINE KENNEDY-ONASSIS HIGH SCHOOL,2007,White,11,8,s,s,s
02M531,REPERTORY COMPANY HIGH SCHOOL FOR THEATRE ARTS,2006,Asian,1,0,s,s,s
02M531,REPERTORY COMPANY HIGH SCHOOL FOR THEATRE ARTS,2006,Black,21,19,s,s,s
02M531,REPERTORY COMPANY HIGH SCHOOL FOR THEATRE ARTS,2007,Black,19,15,s,s,s
02M531,REPERTORY COMPANY HIGH SCHOOL FOR THEATRE ARTS,2006,Hispanic,22,19,s,s,s
02M531,REPERTORY COMPANY HIGH SCHOOL FOR THEATRE ARTS,2007,Hispanic,17,14,s,s,s
02M531,REPERTORY COMPANY HIGH SCHOOL FOR THEATRE ARTS,2006,White,5,4,s,s,s
02M531,REPERTORY COMPANY HIGH SCHOOL FOR THEATRE ARTS,2007,White,3,3,s,s,s
