After-School Programs,Beacon,PS 138,Brooklyn,Research Foundation of CUNY,718.953.0857,6 and up,"760 Prospect Place
11216
(40.674353675202426, -73.95141196170016)"
After-School Programs,Beacon,MS 2,Brooklyn,Research Foundation of CUNY,718.826.2889,6 and up,"655 Parkside Avenue
11226
(40.6561968174429, -73.95158492978685)"
After-School Programs,Beacon,PS 181,Brooklyn,Research Foundation of CUNY,718.703.3633,6 and up,"1023 New York Avenue
11226
(40.64650500230408, -73.9571900991437)"
After-School Programs,Beacon,PS 503/506,Brooklyn,SCO Family of Services,718.439.5986,6 and up,"330 59th Street
11210
(40.62772226387142, -73.946537919989)"
After-School Programs,Beacon,PS 1,Brooklyn,SCO Family of Services,718.492.2619,6 and up,"309 47th Street
11220
(40.64919427766737, -74.01249722815565)"
After-School Programs,Beacon,IS 35,Brooklyn,SCO Family of Services,718.453.7004,6 and up,"272 McDonough Street
11233
(40.68189209294426, -73.93584163199317)"
After-School Programs,Beacon,IS 232,Brooklyn,Sesame Flyers International Inc.,718.221.8880,6 and up,"905 Winthrop Avenue
11203
(40.65845142217417, -73.92913135988232)"
After-School Programs,Beacon,IS 68,Brooklyn,Sesame Flyers International Inc.,718.241.3847,6 and up,"956 82nd Street
11236
(40.63549167783704, -73.91076105116055)"
After-School Programs,Beacon,Grand Street Campus,Brooklyn,St. Nicholas Neighborhood Preservation Corporation,718.302.5930,6 and up,"850 Grand Street
11211
(40.712157465495466, -73.93973216278714)"
After-School Programs,Beacon,JHS 126,Brooklyn,St. Nicholas Neighborhood Preservation Corporation,718.388.5546,6 and up,"424 Leonard Street
11222
(40.71966489022842, -73.94857556114229)"
After-School Programs,Beacon,IS 347,Brooklyn,YMCA/Eastern District,718.947.0604,6 and up,"25 Starr Street
11221
(40.7004947047153, -73.9277054040668)"
After-School Programs,Beacon,IS 296,Brookyn,Ridgewood Bushwick Senior Citizens Council Inc. ,718.919.4453,6 and up,"125 Covert Street
11207
(40.68837439480567, -73.91031982744705)"
After-School Programs,Beacon,JHS 143,Manhattan,Alianza Dominicana Inc.,212.928.4992,6 and up,"515 182nd Street
10033
(40.84943345007003, -73.93212981365146)"
After-School Programs,Beacon,IS 164,Manhattan,Community Association Progressive Dominicans,212.795.9511,6 and up,"401 164th Street
10032
(40.83651304740195, -73.93704560998873)"
After-School Programs,Beacon,MS 118,Manhattan,Goddard Riverside Community Center,212.866.0009,6 and up,"154 93rd Street
10025
(40.79156776872092, -73.97053578315399)"
After-School Programs,Beacon,IS 195,Manhattan,Graham Windham,212.368.1827 ext.19,6 and up,"625 133 Street
10027
(40.81949110114673, -73.95759341485696)"
After-School Programs,Beacon,Marta Valley HS,Manhattan,"Grand Street Settlement, Inc. ",212.505.6338 ext.21,6 and up,"145 Stanton Street
10022
(40.758630224005685, -73.96809182217982)"
After-School Programs,Beacon,MS 54,Manhattan,Harlem Children's Zone,212.866.5579,6 and up,"103 108 Street
10025
(40.8006143608474, -73.96201578550968)"
After-School Programs,Beacon,PS 194,Manhattan,Harlem Children's Zone,212.234.4500,6 and up,"242 144 Street
10030
(40.82146411378566, -73.9408317712008)"
After-School Programs,Beacon,IS 70,Manhattan,Hudson Guild,212.760.9860,6 and up,"333 17th Street
10011
(40.742083302451746, -74.00204411405305)"
After-School Programs,Beacon,IS 88,Manhattan,New York City Mission Society,347.308.0012,6 and up,"215 114th Street
10026
(40.802154978703435, -73.9539796369881)"
After-School Programs,Beacon,PS/IS 217,Manhattan,Roosevelt Island Youth Program Inc. ,212.527.2505,6 and up,"645 Main Street
10044
(40.76494453865442, -73.94703392787746)"
After-School Programs,Beacon,PS 198,Manhattan,"Stanley M. Isaacs Neighborhood Center, Inc.  ",212.828.6342,6 and up,"1700 Third Avenue
10028
(40.776344978837756, -73.95296667956859)"
After-School Programs,Beacon,JHS 99,Manhattan,Supportive Children's Advocacy Network (SCAN),212.987.8743,6 and up,"410 100 Street
10029
(40.78568168708408, -73.94263982259875)"
After-School Programs,Beacon,JHS 45,Manhattan,Supportive Children's Advocacy Network (SCAN),212.722.4090,6 and up,"2351 1st Avenue
10035
(40.798869844574995, -73.93335561512028)"
After-School Programs,Beacon,Eastside Community HS,Manhattan,University Settlement Society of New York ,212.598.4533,6 and up,"420 12th Street
10009
(40.72979847105107, -73.98308194861994)"
After-School Programs,Beacon,IS 131,Manhattan,YMCA Chinatown,212.219.8393,6 and up,"100 Hester Street
10002
(40.71645702482035, -73.99286250634624)"
After-School Programs,Beacon,JHS 168,Queens,Child Center of New York ,718.820.0760,6 and up,"158 40 76th Road
11366
(40.72816440726166, -73.79226817393703)"
After-School Programs,Beacon,JHS 226,Queens,Child Center of New York ,718.322.0011,6 and up,"121 10 Rockaway Blvd
11420
(40.67334524268887, -73.81770717164864)"
After-School Programs,Beacon,MS 72,Queens,Child Center of New York ,718.276.7728,6 and up,"133 25 Guy R Brewer Boulevard
11434
(40.6769452621142, -73.77530690169215)"
After-School Programs,Beacon,PS 176,Queens,Federation Employment Guidance Services Inc. ,718.528.1743,6 and up,"120 45 235th Street
11411
(40.694293339066405, -73.73568329125084)"
After-School Programs,Beacon,IS 43,Queens,Federation Employment Guidance Services Inc. ,718.471.7875,6 and up,"160 Beach Channel 29th Street
11691
(40.600614338480966, -73.76256777468302)"
After-School Programs,Beacon,JHS 189,Queens,Flushing YMCA,718.961.6014,6 and up,"144 80 Barclay Avenue
11355
(40.7512997969481, -73.82147854789662)"
After-School Programs,Beacon,JHS 194,Queens,Flushing YMCA ,718.747.3644 ext.10,6 and up,"154 60 17th Avenue
11355
(40.7512997969481, -73.82147854789662)"
After-School Programs,Beacon,PS 149 ,Queens,Goodwill Industries of Greater NY,718.426.0888,6 and up,"93 11 34th Avenue
11372
(40.75163073936716, -73.88361254528269)"
After-School Programs,Beacon,IS 10,Queens,Goodwill Industries of Greater NY,718.777.9202,6 and up,"45 11 31st Avenue
11103
(40.76286893025696, -73.91327185810974)"
After-School Programs,Beacon,JHS 141,Queens,Goodwill Industries of Greater NY,718.777.9200,6 and up,"37 11 21st Avenue
11105
(40.780092072491186, -73.90960650023976)"
After-School Programs,Beacon,IS 93,Queens,"Greater Ridgewood Youth Council, Inc. ",718.628.8702 ext.12,6 and up,"66 56 Forest Avenue
11385
(40.70122489161548, -73.88334858436963)"
After-School Programs,Beacon,JHS 204,Queens,Hellenic American Neighborhood Action Committee,718.433.1989,6 and up,"36 41 28th Street
11106
(40.761699790013324, -73.9316632529567)"
After-School Programs,Beacon,PS 19,Queens,Hellenic American Neighborhood Action Committee,718.651.4656,6 and up,"40 32 99th Street
11368
(40.749678220373596, -73.85304068857687)"
After-School Programs,Beacon,IS 198,Queens,Police Athletic League (PAL),718.945.7845 ext.10,6 and up,"365 Beach 56 Pl
11692
(40.59236365702845, -73.78656037417521)"
After-School Programs,Beacon,JHS 190,Queens,Queens Community House,718.830.5233,6 and up,"68 17 Austin Street
11375
(40.720707263029794, -73.84628429608335)"
After-School Programs,Beacon,MS 172,Queens,"Samuel Field YM - YWHA, Inc. ",718.347.3279,6 and up,"81 14 257th Street
11004
(40.74323783435864, -73.71201500019208)"
After-School Programs,Beacon,MS 158,Queens,"Samuel Field YM - YWHA, Inc. ",718.423.2266,6 and up,"46 35 Oceania Street
11361
(40.76418884813688, -73.77232552860022)"
After-School Programs,Beacon,JHS 216,Queens,"Samuel Field YM - YWHA, Inc. ",718.445.6983,6 and up,"64 20 175th Street
11365
(40.73987184371066, -73.79462153515567)"
After-School Programs,Beacon,JHS 8,Queens,Southern Queens Park Association,718.276.4630 ext.15,6 and up,"108 35 167th Street
11433
(40.698104881734935, -73.7875740339145)"
After-School Programs,Beacon,IS 5,Queens,"Sunnyside Community Service, Inc. ",718.429.8752,6 and up,"50 40 Jacobus Street
11373
(40.73871040256307, -73.87835115518163)"
After-School Programs,Beacon,MS 210,Queens,YMCA Cross Island,718.659.7710,6 and up,"93 11 101st Avenue
11416
(40.68457809700163, -73.8496016684822)"
After-School Programs,Beacon,IS 49,Staten Island,Jewish Community Center of Staten Island,718.556.1565,6 and up,
After-School Programs,Beacon,Tottenville HS,Staten Island,Jewish Community Center of Staten Island,718.605.3033,6 and up,"100 Luten Avenue
10312
(40.52826198723337, -74.19217697672369)"
After-School Programs,Beacon,IS 2,Staten Island,United Activities Unlimited,718.987.0351,6 and up,"333 Midland Avenue
10306
(40.57671168665705, -74.10062679714477)"
After-School Programs,Beacon,PS 18,Staten Island,United Activities Unlimited,718.448.4834,6 and up,"221 Broadway
10310
(40.63603930909672, -74.11747369098056)"
"After-School Programs,Jobs & Internships,Youth Employment",In-School Youth Employment (ISY),Henry Street Settlement,New York,Henry Street Settlement,212.766.9200,High School,"301 Henry Street
10002
(40.71399949305981, -73.98339877304709)"
"After-School Programs,Jobs & Internships,Youth Employment",In-School Youth Employment (ISY),City As School,New York,"Federation Employment and Guidance Service, Inc.",212.366.8441,High School,"16 Clarkson Street
10014
(40.72940690922735, -74.00607060920572)"
"After-School Programs,Jobs & Internships,Youth Employment",In-School Youth Employment (ISY),Chinese American Planning Council/Manhattan,New York,Chinese American Planning Council,212.941.0920,High School,"100 Hester Street
10002
(40.71645702482035, -73.99286250634624)"
"After-School Programs,Jobs & Internships,Youth Employment",In-School Youth Employment (ISY),The Door - A Center of Alternatives,New York,The Door - A Center of Alternatives,212.941.9090,High School,"121 6th Avenue
10013
(40.72398399739069, -74.00464968039944)"
"After-School Programs,Jobs & Internships,Youth Employment",In-School Youth Employment (ISY),Employment & Technology Center (ETC),New York,"Harlem Children's Zone, Inc",212.534.0700,High School,"304 117th Street
10026
(40.805145122337365, -73.95504759955925)"
"After-School Programs,Jobs & Internships,Youth Employment",In-School Youth Employment (ISY),Washington Houses Community Center,New York,Union Settlement Association,212.828.6018,High School,"1775 Third Avenue
10029
(40.7870466388226, -73.94792934815561)"
"After-School Programs,Jobs & Internships,Youth Employment",In-School Youth Employment (ISY),"Children's Arts & Science Workshops, Inc.",New York,"Children's Arts & Science Workshops, Inc.",212.923.7766,High School,"4271 Broadway
10033
(40.85074343742053, -73.93544685024483)"
"After-School Programs,Jobs & Internships,Youth Employment",In-School Youth Employment (ISY),"Children's Arts & Science Workshops, Inc.",New York,"Children's Arts & Science Workshops, Inc.",212.923.7766,High School,"686 204th Street
10034
(40.867820783175965, -73.92367507747998)"
"After-School Programs,Jobs & Internships,Youth Employment",In-School Youth Employment (ISY),"Harlem Children's Zone, Inc",New York,"Harlem Children's Zone, Inc",212.534.0700,High School,"35 125th Street
10035
(40.80596750958526, -73.9411236532852)"
"After-School Programs,Jobs & Internships,Youth Employment",In-School Youth Employment (ISY),East Harlem Council For Community Improvement,New York,East Harlem Council For Community Improvement,212.410.7707,High School,"413 120th Street
10035
(40.79846398023503, -73.93320299844886)"
"After-School Programs,Jobs & Internships,Youth Employment",In-School Youth Employment (ISY),New York City Mission Society,New York,New York City Mission Society,212.979.5764,High School,"646 Malcolm X Boulevard
10037
(40.818574610432336, -73.93746544310494)"
"After-School Programs,Jobs & Internships,Youth Employment",In-School Youth Employment (ISY),"Stanley M. Isaacs Neighborhood Center, Inc.",New York,"Stanley M. Isaacs Neighborhood Center, Inc.",212.360.7620,High School,"415 93rd Street
10128
(40.7812386658001, -73.94580276497054)"
"After-School Programs,Jobs & Internships,Youth Employment",In-School Youth Employment (ISY),Police Athletic League (PAL),Queens,"Police Athletic League, Inc.",212.477.6504,High School,"55 Layton Avenue
10301
(40.6415823266761, -74.08535650074658)"
"After-School Programs,Jobs & Internships,Youth Employment",In-School Youth Employment (ISY),Public School 80 - The Michael J. Petrides School,Staten Island,"Police Athletic League, Inc.",212.477.6504,High School,"715 Ocean Terrace
10301
(40.60745891713139, -74.10148829317096)"
"After-School Programs,Jobs & Internships,Youth Employment",In-School Youth Employment (ISY),Public School 14 - Cornelius Vanderbilt Elementary School,Staten Island,"Police Athletic League, Inc.",212.477.6504,High School,"100 Tompkins Avenue
10304
(40.622148795415534, -74.07837687526822)"
"After-School Programs,Jobs & Internships,Youth Employment",In-School Youth Employment (ISY),United Activities Unlimited @ PS 18 Beacon,Staten Island,"United Activities Unlimited, Inc.",718.987.8111,High School,"221 Broadway
10310
(40.63603930909672, -74.11747369098056)"
"After-School Programs,Jobs & Internships,Youth Employment",In-School Youth Employment (ISY),"Bronx School for Law, Government & Justice - H.S. 505",Bronx,"Federation Employment and Guidance Service, Inc.",212.366.8441,High School,"244 163rd Street
10451
(40.82755758070661, -73.91861304157015)"
"After-School Programs,Jobs & Internships,Youth Employment",In-School Youth Employment (ISY),Family Preservation Center/MBCS,Bronx,"Mid-Bronx Council Services, Inc.",718.588.8200,High School,"1125 Grand
Concourse 10452
(40.83772426336412, -73.9233322114124)"
"After-School Programs,Jobs & Internships,Youth Employment",In-School Youth Employment (ISY),South Bronx Overall Economic Development Corp.,Bronx,South Bronx Overall Economic Development Corp.,718.292.3113,High School,"555 Bergen Avenue
10455
(40.81594441525443, -73.91641591148277)"
"After-School Programs,Jobs & Internships,Youth Employment",In-School Youth Employment (ISY),Citizens Advice Bureau /Girls Club of New York,Bronx,"Citizens Advice Bureau, Inc.",718.365.0910,High School,"1130 Grand
Concourse 10456
(40.8304366800088, -73.9077651995043)"
"After-School Programs,Jobs & Internships,Youth Employment",In-School Youth Employment (ISY),Grace Dodge Vocational High School - H.S. 660,Bronx,"Mid-Bronx Council Services, Inc.",718.588.8200,High School,"2474 Crotona Avenue
10458
(40.85598037390898, -73.88255350719163)"
"After-School Programs,Jobs & Internships,Youth Employment",In-School Youth Employment (ISY),"Simpson Street Development Association, Inc.",Bronx,"Simpson Street Development Association, Inc.",718.589.1510,High School,"997 163rd Street
10459
(40.82101228286123, -73.89341802447647)"
"After-School Programs,Jobs & Internships,Youth Employment",In-School Youth Employment (ISY),Intermediate School 217 - Rafael Hernandez School,Bronx,"Simpson Street Development Association, Inc.",718.589.1510,High School,
"After-School Programs,Jobs & Internships,Youth Employment",In-School Youth Employment (ISY),Herbert H. Lehman High School - H.S. 405,Bronx,"Henkels & McCoy, Inc.",800.622.5577,High School,"3000 Tremont Avenue
10461
(40.840618266233676, -73.83830582037355)"
"After-School Programs,Jobs & Internships,Youth Employment",In-School Youth Employment (ISY),John F. Kennedy High School - H.S. 475,Bronx,"Henkels & McCoy, Inc.",800.622.5577,High School,"99 Terrace View Avenue
10463
(40.877210772673564, -73.91213621128965)"
"After-School Programs,Jobs & Internships,Youth Employment",In-School Youth Employment (ISY),"Mosholu Montefiore Community Center, Inc.",Bronx,"Mosholu Montefiore Community Center, Inc.",718.882.4000,High School,"3400 Reservoir Oval
10467
(40.87877505492227, -73.87563356258636)"
"After-School Programs,Jobs & Internships,Youth Employment",In-School Youth Employment (ISY),Christopher Columbus High School - H.S. 415,Bronx,"Henkels & McCoy, Inc.",800.622.5577,High School,"925 Astor Avenue
Bronx 10469
(40.859680011813644, -73.86106256531913)"
"After-School Programs,Jobs & Internships,Youth Employment",In-School Youth Employment (ISY),Adlai E. Stevenson High School - H.S. 450,Bronx,"Episcopal Social Services, of New York, Inc.",212.886.5602,High School,"1980 Lafayette Avenue
10473
(40.82225901265785, -73.85628678256198)"
"After-School Programs,Jobs & Internships,Youth Employment",In-School Youth Employment (ISY),"Jacob A. Riis Neighborhood Settlement, Inc.",Queens,"Jacob A. Riis Neighborhood Settlement, Inc.",718.744.7447,High School,"10 25 41st Avenue
11101
(40.74570244980828, -73.93866902925225)"
"After-School Programs,Jobs & Internships,Youth Employment",In-School Youth Employment (ISY),LaGuardia Community College,Queens,Research Foundation of CUNY/LaGuardia Community College,718.270.6908,High School,"31 10 Thomson Avenue
11101
(40.74570244980828, -73.93866902925225)"
"After-School Programs,Jobs & Internships,Youth Employment",In-School Youth Employment (ISY),Hellenic American Neighborhood Action Committee (HANAC),Queens,Hellenic American Neighborhood Action Committee (HANAC),212.840.8005,High School,"23 16 30th Avenue
11102
(40.77152402451418, -73.92643545073543)"
"After-School Programs,Jobs & Internships,Youth Employment",In-School Youth Employment (ISY),"Sunnyside Community Service, Inc.",Queens,"Sunnyside Community Service, Inc.",718.784.6173,High School,"43 31 39th Street
11104
(40.74489336663561, -73.92054134530679)"
"After-School Programs,Jobs & Internships,Youth Employment",In-School Youth Employment (ISY),Public School 181 - John Steptoe School,Brooklyn,Research Foundation of CUNY on behalf of Medgar Evers College,718.270.6908,High School,"1023 New York Avenue
11203
(40.648253402034975, -73.94634447537274)"
"After-School Programs,Jobs & Internships,Youth Employment",In-School Youth Employment (ISY),Intermediate School 232 - Winthrop School,Brooklyn,"Sesame Flyers International, Inc.",718.693.0500,High School,"905 Winthrop Street
11203
(40.65845142217417, -73.92913135988232)"
"After-School Programs,Jobs & Internships,Youth Employment",In-School Youth Employment (ISY),"Sesame Flyers International, Inc.",Brooklyn,"Sesame Flyers International, Inc.",718.693.0500,High School,"3510 Church Avenue
11203
(40.65104606617694, -73.9446401676269)"
"After-School Programs,Jobs & Internships,Youth Employment",In-School Youth Employment (ISY),East NY Development Corporation,Brooklyn,East NY Development Corporation,718.566.2129,High School,"2644 Atlantic Avenue
11207
(40.67565526230447, -73.89675297527339)"
"After-School Programs,Jobs & Internships,Youth Employment",In-School Youth Employment (ISY),Franklin K. Lane High School - H.S. 420,Brooklyn,Cypress Hills Local Development Corporation,718.647.2800,High School,"999 Jamaica Avenue
11208
(40.6907285274162, -73.87016567362916)"
"After-School Programs,Jobs & Internships,Youth Employment",In-School Youth Employment (ISY),"Beth Chana, Ltd",Brooklyn,National Society For Hebrew Day Schools,212.227.1000,High School,"712 Bedford Avenue
11222
(40.72825312178418, -73.94715978319738)"
"After-School Programs,Jobs & Internships,Youth Employment",In-School Youth Employment (ISY),Bnos Ahavas Israel Viznitz,Brooklyn,National Society For Hebrew Day Schools,212.227.1000,High School,"12 Franklin Street
11222
(40.72531118436204, -73.95751636662311)"
"After-School Programs,Jobs & Internships,Youth Employment",In-School Youth Employment (ISY),"Asociaciones Dominicanas, Inc",Brooklyn,"Asociaciones Dominicanas, Inc",212.247.2929,High School,"202 Union Avenue
11211
(40.706434807769, -73.95033181160849)"
"After-School Programs,Jobs & Internships,Youth Employment",In-School Youth Employment (ISY),"Jewish Community Council of Greater Coney Island, Inc.",Brooklyn,"Jewish Community Council of Greater Coney Island, Inc.",718.449.5000,High School,"3001 37th Street
11224
(40.573273749723825, -74.00249064003097)"
"After-School Programs,Jobs & Internships,Youth Employment",In-School Youth Employment (ISY),P.S. 138,Brooklyn,Research Foundation of CUNY on behalf of Medgar Evers College,718.270.6908,High School,"760 Prospect Place
11216
(40.674353675202426, -73.95141196170016)"
"After-School Programs,Jobs & Internships,Youth Employment",In-School Youth Employment (ISY),Bedford Stuyvesant Restoration Corporation,Brooklyn,Bedford Stuyvesant Restoration Corporation,718.636.6931,High School,"1368 Fulton Street
11216
(40.68016709769277, -73.94592248315027)"
"After-School Programs,Jobs & Internships,Youth Employment",In-School Youth Employment (ISY),Public School 1 - Bergen Elementary School,Brooklyn,SCO Family of Services,516.671.1253,High School,"309 47 Street
11220
(40.64919427766737, -74.01249722815565)"
"After-School Programs,Jobs & Internships,Youth Employment",In-School Youth Employment (ISY),Public School 314 - Luis Munoz Marin Elementary School,Brooklyn,SCO Family of Services,516.671.1253,High School,"330 59th Street
11220
(40.64220161479856, -74.0191758017247)"
"After-School Programs,Jobs & Internships,Youth Employment",In-School Youth Employment (ISY),"Chinese-American Planning Council, Inc/Brooklyn Branch",Brooklyn,Chinese American Planning Council,212.941.0920,High School,"4101 8th Avenue
11232
(40.64613150332472, -73.99844270592891)"
"After-School Programs,Jobs & Internships,Youth Employment",In-School Youth Employment (ISY),The International High School @ Prospect Heights (K524),Brooklyn,Chinese American Planning Council,212.941.0920,High School,"883 Classon Avenue
11225
(40.67045865769921, -73.96162827573441)"
"After-School Programs,Jobs & Internships,Youth Employment",In-School Youth Employment (ISY),Middle School 2,Brooklyn,Research Foundation of CUNY on behalf of Medgar Evers College,718.270.6908,High School,"655 Parkside Avenue
11226
(40.6561968174429, -73.95158492978685)"
"After-School Programs,Jobs & Internships,Youth Employment",In-School Youth Employment (ISY),Bais Yaakov Academy,Brooklyn,National Society For Hebrew Day Schools,212.227.1000,High School,"2 Franklin Street
11222
(40.72426648164826, -73.95768334814491)"
"After-School Programs,Jobs & Internships,Youth Employment",In-School Youth Employment (ISY),SCO Family Services/Center for Family Life,Brooklyn,SCO Family of Services,516.671.1253,High School,"345 43rd Street
11232
(40.6510383207887, -74.0095131568878)"
"After-School Programs,Jobs & Internships,Youth Employment",In-School Youth Employment (ISY),Junior High School 136 - Charles O. Dewey,Brooklyn,SCO Family of Services,516.671.1253,High School,"4004 4th Avenue
11232
(40.65208990853318, -74.00688510833078)"
"After-School Programs,Jobs & Internships,Youth Employment",In-School Youth Employment (ISY),Ridgewood Bushwick Youth Center,Brooklyn,"Ridgewood Bushwick Senior Citizens Council, Inc.",718.381.9653,High School,"1474 Gates Avenue
11237
(40.69784030864716, -73.91383248246076)"
"After-School Programs,Jobs & Internships,Youth Employment",In-School Youth Employment (ISY),Italian American Civil Rights League (Italian American Civil,Brooklyn,Italian American Civil Rights League (Italian American Civil,718.642.2857,High School,"1460 Pennsylvania Avenue
11239
(40.64607779528712, -73.87995018190169)"
"After-School Programs,Jobs & Internships,Youth Employment",In-School Youth Employment (ISY),Public School 346 - Abe Stark Elementary School,Brooklyn,Italian American Civil Rights League (Italian American Civil,718.642.2857,High School,"1400 Pennsylvania Avenue
11239
(40.64752174991216, -73.88154676244247)"
"After-School Programs,Jobs & Internships,Youth Employment",In-School Youth Employment (ISY),Flushing High School - H.S. 460,Queens,"Sports & Arts In Schools Foundation, Inc.",718.786.7110,High School,"35 01 Union Street
11354
(40.76862022064671, -73.82719028070687)"
"After-School Programs,Jobs & Internships,Youth Employment",In-School Youth Employment (ISY),Chinese American Planning Council,Queens,Chinese American Planning Council,212.941.0920,High School,"136 18 39th Avenue
11354
(40.76862022064671, -73.82719028070687)"
"After-School Programs,Jobs & Internships,Youth Employment",In-School Youth Employment (ISY),Intermediate School 168 - Parsons School,Queens,Queens Child Guidance Center,718.651.7770,High School,"158 40 76th Road
11366
(40.72816440726166, -73.79226817393703)"
"After-School Programs,Jobs & Internships,Youth Employment",In-School Youth Employment (ISY),"Elmcor Youth and Adult Activities, Inc.",Queens,"Elmcor Youth & Adult Activities, Inc.",718.651.0096,High School,"33 16 108th Street
11368
(40.749678220373596, -73.85304068857687)"
"After-School Programs,Jobs & Internships,Youth Employment",In-School Youth Employment (ISY),"Greater Ridgewood Youth Council, Inc.",Queens,"Greater Ridgewood Youth Council, Inc.",718.456.5437,High School,"62 04 Myrtle Avenue
11385
(40.70122489161548, -73.88334858436963)"
